game	RCPS	ffight	\N	\N	\N	\N	\N	Final Fight (World)	1989	Capcom	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_05.bin	sf2_05.bin	\N	524288	ba529b4f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_07.bin	sf2_07.bin	\N	524288	4b1b33a8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_15.bin	sf2_15.bin	\N	524288	2c7e2229	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_17.bin	sf2_17.bin	\N	524288	b5548f17	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_14.bin	sf2_14.bin	\N	524288	14b84312	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_16.bin	sf2_16.bin	\N	524288	5e9cd89a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_25.bin	sf2_25.bin	\N	524288	994bfa58	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_27.bin	sf2_27.bin	\N	524288	3e66ad9d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_24.bin	sf2_24.bin	\N	524288	c1befaa8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_26.bin	sf2_26.bin	\N	524288	0627c831	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_09.bin	sf2_09.bin	\N	65536	a4823a1b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_18.bin	sf2_18.bin	\N	131072	7f162009	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2j	sf2_19.bin	sf2_19.bin	\N	131072	beade53f	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	sf2ja	\N	\N	sf2	sf2	\N	Street Fighter II - The World Warrior (Japan 910214)	1991	Capcom	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_30a.bin	sf2_30a.bin	\N	131072	57bd7051	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2j_37a.bin	\N	\N	131072	1e1f6844	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_31a.bin	sf2_31a.bin	\N	131072	a673143d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_38a.bin	sf2_38a.bin	\N	131072	4c2ccef7	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_28a.bin	sf2_28a.bin	\N	131072	4009955e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_35a.bin	sf2_35a.bin	\N	131072	8c1f3994	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_29a.bin	sf2_29a.bin	\N	131072	bb4af315	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_36a.bin	sf2_36a.bin	\N	131072	c02a13eb	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_06.bin	sf2_06.bin	\N	524288	22c9cc8e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_08.bin	sf2_08.bin	\N	524288	57213be8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_05.bin	sf2_05.bin	\N	524288	ba529b4f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_07.bin	sf2_07.bin	\N	524288	4b1b33a8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_15.bin	sf2_15.bin	\N	524288	2c7e2229	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_17.bin	sf2_17.bin	\N	524288	b5548f17	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_14.bin	sf2_14.bin	\N	524288	14b84312	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_16.bin	sf2_16.bin	\N	524288	5e9cd89a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_25.bin	sf2_25.bin	\N	524288	994bfa58	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_27.bin	sf2_27.bin	\N	524288	3e66ad9d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_24.bin	sf2_24.bin	\N	524288	c1befaa8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_26.bin	sf2_26.bin	\N	524288	0627c831	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_09.bin	sf2_09.bin	\N	65536	a4823a1b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_18.bin	sf2_18.bin	\N	131072	7f162009	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sf2ja	sf2_19.bin	sf2_19.bin	\N	131072	beade53f	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	spf2xj	\N	\N	spf2t	spf2t	\N	Super Puzzle Fighter 2 X (Japan 960531)	1996	Capcom	\N	\N	\N	
game_rom	RCPS	spf2xj	pzfj.03a	\N	\N	524288	2070554a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.04a	pzf.04a	\N	524288	b80649e2	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzfjx.03a	\N	\N	524288	c2e3f231	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.14	pzf.14	\N	1048576	2d4881cb	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.16	pzf.16	\N	1048576	4b0fd1be	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.18	pzf.18	\N	1048576	e43aac33	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.20	pzf.20	\N	1048576	7f536ff1	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.01	pzf.01	\N	131072	600fb2a3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.02	pzf.02	\N	131072	496076e0	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.11	pzf.11	\N	2097152	78442743	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	spf2xj	pzf.12	pzf.12	\N	2097152	399d2c7b	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	csclubj	\N	\N	\N	\N	\N	Capcom Sports Club (Japan 970722)	1997	Capcom	\N	\N	\N	
game_rom	RCPS	csclubj	cscj.03	\N	\N	524288	ec4ddaa2	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscj.04	\N	\N	524288	60c632bb	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscj.05	\N	\N	524288	ad042003	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscj.06	\N	\N	524288	169e4d40	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.07	\N	\N	524288	01b05caa	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscjx.03	\N	\N	524288	2de1d45d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscjx.04	\N	\N	524288	81b25d76	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscjx.05	\N	\N	524288	5adb1c93	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	cscjx.06	\N	\N	524288	f5558f79	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.14	\N	\N	2097152	e8904afa	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.16	\N	\N	2097152	c98c8079	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.18	\N	\N	2097152	c030df5a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.20	\N	\N	2097152	b4e55863	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.01	\N	\N	131072	ee162111	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.11	\N	\N	2097152	a027b827	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	csclubj	csc.12	\N	\N	2097152	cb7f6e55	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	sfa2	\N	\N	\N	\N	\N	Street Fighter Alpha 2 (US 960306)	1996	Capcom	\N	\N	\N	
game_rom	RCPS	sfa2	sz2u.03	\N	\N	524288	84a09006	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2u.04	\N	\N	524288	ac46e5ed	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2u.05	\N	\N	524288	6c0c79d3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2u.06	\N	\N	524288	c5c8eb63	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2u.07	\N	\N	524288	5de01cc5	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2u.08	\N	\N	524288	bea11d56	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2ux.03	\N	\N	524288	6bb6005f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2ux.04	\N	\N	524288	74308a4b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.13	\N	\N	4194304	4d1f1f22	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.15	\N	\N	4194304	19cea680	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.17	\N	\N	4194304	e01b4588	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.19	\N	\N	4194304	0feeda64	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.14	\N	\N	1048576	0560c6aa	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.16	\N	\N	1048576	ae940f87	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.18	\N	\N	1048576	4bc3c8bc	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.20	\N	\N	1048576	39e674c0	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.01	\N	\N	131072	1bc323cf	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.02	\N	\N	131072	ba6a5013	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.11	\N	\N	2097152	aa47a601	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	sfa2	sz2.12	\N	\N	2097152	2237bc53	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	msh	\N	\N	\N	\N	\N	Marvel Super Heroes (US 951024)	1995	Capcom	\N	\N	\N	
game_rom	RCPS	msh	mshu.03	\N	\N	524288	d2805bdd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	mshu.04	\N	\N	524288	743f96ff	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.05	\N	\N	524288	6a091b9e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.06	\N	\N	524288	803e3fa4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.07	\N	\N	524288	c45f8e27	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.08	\N	\N	524288	9ca6f12c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.09	\N	\N	524288	82ec27af	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.10	\N	\N	524288	8d931196	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	mshux.03	\N	\N	524288	10bfc357	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	mshux.04	\N	\N	524288	871f0863	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.13	\N	\N	4194304	09d14566	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.15	\N	\N	4194304	ee962057	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.17	\N	\N	4194304	604ece14	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.19	\N	\N	4194304	94a731e8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.14	\N	\N	4194304	4197973e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.16	\N	\N	4194304	438da4a0	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.18	\N	\N	4194304	4db92d94	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.20	\N	\N	4194304	a2b0c6c0	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.01	\N	\N	131072	c976e6f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.02	\N	\N	131072	ce67d0d9	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.11	\N	\N	2097152	37ac6d30	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	msh	msh.12	\N	\N	2097152	de092570	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	avsp	\N	\N	\N	\N	\N	Alien vs. Predator (Euro 940520)	1994	Capcom	\N	\N	\N	
game_rom	RCPS	avsp	avpe.03d	\N	\N	524288	774334a9	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avpe.04d	\N	\N	524288	7fa83769	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.05d	\N	\N	524288	fbfb5d7a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.06	\N	\N	524288	190b817f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avpex.03d	\N	\N	524288	73dd740e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avpex.04d	\N	\N	524288	185f8c43	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.13	\N	\N	2097152	8f8b5ae4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.15	\N	\N	2097152	b00280df	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.17	\N	\N	2097152	94403195	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.19	\N	\N	2097152	e1981245	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.14	\N	\N	2097152	ebba093e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.16	\N	\N	2097152	fb228297	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.18	\N	\N	2097152	34fb7232	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.20	\N	\N	2097152	f90baa21	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.01	\N	\N	131072	2d3b4220	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.11	\N	\N	2097152	83499817	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	avsp	avp.12	\N	\N	2097152	f4110d49	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	ssf2	\N	\N	\N	\N	\N	Super Street Fighter 2: The New Challengers (US 930911)	1993	Capcom	\N	\N	\N	
game_rom	RCPS	ssf2	ssfu.03a	\N	\N	524288	72f29c33	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfu.04a	\N	\N	524288	935cea44	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfu.05	\N	\N	524288	a0acb28a	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfu.06	\N	\N	524288	47413dcf	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfu.07	\N	\N	524288	e6066077	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfux.03a	\N	\N	524288	ec278279	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfux.04a	\N	\N	524288	6194d896	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfux.05	\N	\N	524288	aa846b9f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfux.06	\N	\N	524288	235268c4	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssfux.07	\N	\N	524288	e46e033c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.13	\N	\N	2097152	cf94d275	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.15	\N	\N	2097152	5eb703af	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.17	\N	\N	2097152	ffa60e0f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.19	\N	\N	2097152	34e825c5	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.14	\N	\N	1048576	b7cc32e7	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.16	\N	\N	1048576	8376ad18	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.18	\N	\N	1048576	f5b1b336	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.20	\N	\N	1048576	459d5c6b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.01	\N	\N	131072	eb247e8c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q01	\N	\N	524288	a6f9da5c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q02	\N	\N	524288	8c66ae26	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q03	\N	\N	524288	695cc2ca	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q04	\N	\N	524288	9d9ebe32	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q05	\N	\N	524288	4770e7b7	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q06	\N	\N	524288	4e79c951	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q07	\N	\N	524288	cdd14313	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ssf2	ssf.q08	\N	\N	524288	6f5a088c	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	ddtod	\N	\N	\N	\N	\N	Dungeons & Dragons: Tower of Doom (US 940125)	1993	Capcom	\N	\N	\N	
game_rom	RCPS	ddtod	dadu.03b	\N	\N	524288	a519905f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dadu.04b	\N	\N	524288	52562d38	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dadu.05b	\N	\N	524288	ee1cfbfe	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.06	\N	\N	524288	13aa3e56	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.07	\N	\N	524288	431cb6dd	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dadux.03b	\N	\N	524288	f59ee70c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dadux.04b	\N	\N	524288	622628ae	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dadux.05b	\N	\N	524288	424bd6e3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.13	\N	\N	2097152	da3cb7d6	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.15	\N	\N	2097152	92b63172	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.17	\N	\N	2097152	b98757f5	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.19	\N	\N	2097152	8121ce46	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.14	\N	\N	1048576	837e6f3f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.16	\N	\N	1048576	f0916bdb	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.18	\N	\N	1048576	cef393ef	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.20	\N	\N	1048576	8953fe9e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.01	\N	\N	131072	3f5e2424	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.11	\N	\N	2097152	0c499b67	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ddtod	dad.12	\N	\N	2097152	2f0b5a4e	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	batcirj	\N	\N	\N	\N	\N	Battle Circuit (Japan 970319)	1997	Capcom	\N	\N	\N	
game_rom	RCPS	batcirj	btcj.03	\N	\N	524288	6b7e168d	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcj.04	\N	\N	524288	46ba3467	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcj.05	\N	\N	524288	0e23a859	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcj.06	\N	\N	524288	a853b59c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.07	\N	\N	524288	7322d5db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.08	\N	\N	524288	6aac85ab	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.09	\N	\N	524288	1203db08	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcjx.03	\N	\N	524288	01482d08	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcjx.04	\N	\N	524288	3d4c976b	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcjx.05	\N	\N	524288	5bf819e1	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btcjx.06	\N	\N	524288	5d2fd190	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.13	\N	\N	4194304	dc705bad	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.15	\N	\N	4194304	e5779a3c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.17	\N	\N	4194304	b33f4112	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.19	\N	\N	4194304	a6fcdb7e	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.01	\N	\N	131072	1e194310	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.02	\N	\N	131072	01aeb8e6	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.11	\N	\N	2097152	c27f2229	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	batcirj	btc.12	\N	\N	2097152	418a2e33	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	ecofghtr	\N	\N	\N	\N	\N	Eco Fighters (World 931203)	1993	Capcom	\N	\N	\N	
game_rom	RCPS	ecofghtr	uece.03	\N	\N	524288	ec2c1137	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uece.04	\N	\N	524288	b35f99db	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uece.05	\N	\N	524288	d9d42d31	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uece.06	\N	\N	524288	9d9771cf	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uecex.03	\N	\N	524288	e0ff3d51	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uecex.04	\N	\N	524288	b9f998e8	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uecex.05	\N	\N	524288	12410260	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uecex.06	\N	\N	524288	d5b4b1a2	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.13	\N	\N	2097152	dcaf1436	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.15	\N	\N	2097152	2807df41	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.17	\N	\N	2097152	8a708d02	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.19	\N	\N	2097152	de7be0ef	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.14	\N	\N	1048576	1a003558	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.16	\N	\N	1048576	4ff8a6f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.18	\N	\N	1048576	b167ae12	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.20	\N	\N	1048576	1064bdc2	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.01	\N	\N	131072	c235bd15	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.11	\N	\N	2097152	81b25d39	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	ecofghtr	uec.12	\N	\N	2097152	27729e52	\N	\N	\N	\N	\N	\N	\N	
game	RCPS	19xx	\N	\N	\N	\N	\N	19XX: The War Against Destiny (US 951207)	1996	Capcom	\N	\N	\N	
game_rom	RCPS	19xx	19xu.03	\N	\N	524288	05955268	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xu.04	\N	\N	524288	3111ab7f	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xu.05	\N	\N	524288	38df4a63	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xu.06	\N	\N	524288	5c7e60d3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.07	\N	\N	524288	61c0296c	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xux.03	\N	\N	524288	239a08ae	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xux.04	\N	\N	524288	c13a1072	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xux.05	\N	\N	524288	8c066ec3	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19xux.06	\N	\N	524288	4b1caeb9	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.13	\N	\N	524288	427aeb18	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.15	\N	\N	524288	63bdbf54	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.17	\N	\N	524288	2dfe18b5	\N	\N	\N	\N	\N	\N	\N	
game_rom	RCPS	19xx	19x.19	\N	\N	524288	cbef9579	\N	\N	\N	\N	\N	\N	\N	
