game	Mimic_v2.11	bombjack	\N	\N	\N	\N	\N	Bomb Jack (set 2)	1984	Tehkan	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	tm2	\N	\N	8192	58636cb5	ab517efa93ae7be780af55faea82a6e83edd828c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	tm3	\N	\N	8192	ff4e0d83	ef98a1abb45b22d7498a0aca520f43bbee248b22	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	tm6	\N	\N	8192	c2507f40	07221875e3f81d9def67c57a7ccd82d52ce65e01	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	tm4	\N	\N	8192	7e437c3e	cbe2ccd2cd503af62f009cd5aab73aa7366230b1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	tm5	\N	\N	8192	e8ca87b9	5dd30d3fb9fd8cf9e6a8e37e7ea858c7fd038a7e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	timeplt.b4	\N	\N	32	34c91839	f62e279e21fce171231d3139be7adabe1f4b8c2e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	timeplt.b5	\N	\N	32	463b2b07	9ad275365eba4869f94749f39ff8705d92056a10	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	timeplt.e9	\N	\N	256	4bbb2150	678433b21aae1daa938e32d3293eeed529a42ef9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	time_plt	timeplt.e12	\N	\N	256	f7b7663e	151bd2dff4e4ef76d6438c1ab2cae71f987b9dad	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	timepltc	\N	\N	time_plt	time_plt	\N	Time Pilot (Centuri)	1982	Konami (Centuri license)	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	cd1y	\N	\N	8192	83ec72c2	f3dbc8362f6bdad1baa65cf5d95611e79de381a4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	cd2y	\N	\N	8192	0dcf5287	c36628367e81ac07f5ace72b45ebb7140b6aa116	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	cd3y	\N	\N	8192	c789b912	dead7b20a40769e48738fccc3a17e2266aac445d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	tm6	tm6	\N	8192	c2507f40	07221875e3f81d9def67c57a7ccd82d52ce65e01	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	tm4	tm4	\N	8192	7e437c3e	cbe2ccd2cd503af62f009cd5aab73aa7366230b1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	tm5	tm5	\N	8192	e8ca87b9	5dd30d3fb9fd8cf9e6a8e37e7ea858c7fd038a7e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	timeplt.b4	timeplt.b4	\N	32	34c91839	f62e279e21fce171231d3139be7adabe1f4b8c2e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	timeplt.b5	timeplt.b5	\N	32	463b2b07	9ad275365eba4869f94749f39ff8705d92056a10	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	timeplt.e9	timeplt.e9	\N	256	4bbb2150	678433b21aae1daa938e32d3293eeed529a42ef9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	timepltc	timeplt.e12	timeplt.e12	\N	256	f7b7663e	151bd2dff4e4ef76d6438c1ab2cae71f987b9dad	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	hangonjr	\N	\N	\N	\N	\N	Hang On Jr	1985	Sega	\N	\N	\N	
game_rom	Mimic_v2.11	hangonjr	rom5	\N	\N	32768	d63925a7	699f222d9712fa42651c753fe75d7b60e016d3ad	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hangonjr	rom4	\N	\N	32768	ee3caab3	f583cf92c579d1ca235e8b300e256ba58a04dc90	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hangonjr	rom3	\N	\N	32768	d2ba9bc9	85cf2a801883bf69f78134fc4d5075134f47dc03	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hangonjr	rom1	\N	\N	32768	3810cbf5	c8d5032522c0c903ab3d138f62406a66e14a5c69	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hangonjr	rom2	\N	\N	32768	e14da070	f8781f65be5246a23c1f492905409775bbf82ea8	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	riddleofpythagoras	\N	\N	\N	\N	\N	RiddleOfPythagoras	1986	Sega-Nasco	\N	\N	\N	
game_rom	Mimic_v2.11	riddleofpythagoras	epr10425.bin	\N	\N	32768	35964109	a7bc64a87b23139b0edb9c3512f47dcf73feb854	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	riddleofpythagoras	epr10423.bin	\N	\N	32768	0b87244f	c88041614735a9b6cba1edde0a11ed413e115361	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	riddleofpythagoras	epr10424.bin	\N	\N	32768	fcda1dfa	b8497b04de28fc0d6b7cb0206ad50948cff07840	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	riddleofpythagoras	epr10422.bin	\N	\N	32768	14781e56	f15d9d89e1ebff36c3867cfc8f0bdf7f6b3c96bc	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	riddleofpythagoras	epr10426.bin	\N	\N	32768	4404c7e7	555f44786976a009d96a6395c9173929ad6138a7	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	transfrm	\N	\N	\N	\N	\N	Transformer	1986	Sega	\N	\N	\N	
game_rom	Mimic_v2.11	transfrm	ic7.top	\N	\N	32768	ccf1d123	5ade9b00e2a36d034fafdf1902d47a9a00e96fc4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	transfrm	ic5.top	\N	\N	32768	df0f639f	a09a9841b66de246a585be63d911b9a42a323503	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	transfrm	ic4.top	\N	\N	32768	0f38ea96	d4d421c5d93832e2bc1f22f39dffb6b80f2750bd	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	transfrm	ic3.top	\N	\N	32768	9d485df6	b25f04803c8f7188021f3039aa13aac80d480823	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	transfrm	ic2.top	\N	\N	32768	0052165d	cf4b5dffa54238e513515b3fc90faa7ce0b65d34	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	Mimic_v2.11	1942	1-n3a.bin	\N	\N	16384	40201bab	4886c07a4602223c21419118e10aadce9c99fa5a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	1-n4.bin	\N	\N	16384	a60ac644	f37862db3cf5e6cc9ab3276f3bc45fd629fd70dd	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	1-n5.bin	\N	\N	16384	835f7b24	24b66827f08c43fbf5b9517d638acdfc38e1b1e7	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	1-n6.bin	\N	\N	8192	821c6481	06becb6bf8b4bde3a458098498eecad566a87711	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	1-n7.bin	\N	\N	16384	5df525e1	70cd2910e2945db76bd6ebfa0ff09a5efadc2d0b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	1-f2.bin	\N	\N	8192	6ebca191	0dbddadde54a0ab66994c4a8726be05c6ca88a0e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-a1.bin	\N	\N	8192	3884d9eb	5cbd9215fa5ba5a61208b383700adc4428521aed	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-a2.bin	\N	\N	8192	999cf6e0	5b8b685038ec98b781908b92eb7fb9506db68544	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-a3.bin	\N	\N	8192	8edb273a	85fdd4c690ed31e6396e3c16aa02140ee7ea2d61	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-a4.bin	\N	\N	8192	3a2726c3	187c92ef591febdcbd1d42ab850e0cbb62c00873	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-a5.bin	\N	\N	8192	1bd3d8bb	ef4dce605eb4dc8035985a415315ec61c21419c6	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-a6.bin	\N	\N	8192	658f02c4	f087d69e49e38cf3107350cde18fcf85a8fa04f0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-l1.bin	\N	\N	16384	2528bec6	29f7719f18faad6bd1ec6735cc24e69168361470	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-l2.bin	\N	\N	16384	f89287aa	136fff6d2a4f48a488fc7c620213761459c3ada0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-n1.bin	\N	\N	16384	024418f8	145b8d5d6c8654cd090955a98f6dd8c8dbafe7c1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	2-n2.bin	\N	\N	16384	e2c7e489	d4b5d575c021f58f6966df189df94e08c5b3621c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	08e_sb-5.bin	\N	\N	256	93ab8153	a792f24e5c0c3c4a6b436102e7a98199f878ece1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	09e_sb-6.bin	\N	\N	256	8ab44f7d	f74680a6a987d74b3acb32e6396f20e127874149	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	10e_sb-7.bin	\N	\N	256	f4ade9a4	62ad31d31d183cce213b03168daa035083b2f28e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	f01_sb-0.bin	\N	\N	256	6047d91b	1ce025f9524c1033e48c5294ee7d360f8bfebe8d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	1942	06d_sb-4.bin	\N	\N	256	4858968d	20b5dbcaa1a4081b3139e7e2332d8fe3c9e55ed6	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	mooncrst	\N	\N	\N	\N	\N	Moon Cresta (Nichibutsu)	1980	Nichibutsu	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc1	\N	\N	2048	7d954a7a	a93ee403cfd7887538ad12d33f6dd6c71bea2a32	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc2	\N	\N	2048	44bb7cfa	349c2e23a9fce73f95bb8168d369082fa129fe3d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc3	\N	\N	2048	9c412104	1b40054ebb1ace965a8522119bb23f09797bc5f6	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc4	\N	\N	2048	7e9b1ab5	435f603c0c3e788a509dd144a7916a34e791ae44	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc5	\N	\N	2048	16c759af	3b48050411f65f9d3fb41ff22901e22d82bf1cf6	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc6	\N	\N	2048	69bcafdb	939c8c6ed1cd4660a3d99b8f17ed99cbd7e1352a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc7	\N	\N	2048	b50dbc46	4fa084fd1ba5f78e7703e684c57af15ca7a844e4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mc8	\N	\N	2048	18ca312b	39219059003b949e38305553fea2d33071062c64	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mcs_b	\N	\N	2048	fb0f1f81	38a6679a8b69bc1870a0e67e692131c42f9535c8	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mcs_d	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mcs_a	\N	\N	2048	631ebb5a	5bc9493afa76c55858b8c8849524cbc77dc838fc	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mcs_c	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	mooncrst	mooncrst.clr	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	matmania	\N	\N	\N	\N	\N	Mat Mania	1985	Technos (Taito America license)	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k0-03	\N	\N	16384	314ab8a4	dc86b2f71a9af8524edad2317343b0d05fe5ef4a	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k1-03	\N	\N	16384	3b3c3f08	65f0c5dba0b8eeb5c2d42b050cac37c475e6a398	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k2-03	\N	\N	16384	286c0917	50d6133406e7db0694b02858c7d06725744cf243	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k4-0	\N	\N	16384	86dab489	27f6eea29b0287e461e0e321fd7bfaada52c39dc	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k5-0	\N	\N	16384	4c41cdba	a0af0c019bd6d9456cbbe83ecdeee689bc5f1bea	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	ku-02	\N	\N	8192	613c8698	07acb2fe150a64029fd15d177c8b6481fcd9eb0b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kv-02	\N	\N	8192	274ce14b	58ed8c8fe0cc157d642aae596e41f2099c1ea6b1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kw-02	\N	\N	8192	7588a9c4	0c197a8fea1acb6c9a99071845be54c949ec83b1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kt-02	\N	\N	16384	5d817c70	f7759be40a8850d325440d336241ecd05b80c0bd	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	ks-02	\N	\N	16384	2e9f3ba0	21d6686580de6ecfe57e458821fa92e966a42d95	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kr-02	\N	\N	16384	b057d3e3	24216b22a69c1ecc7eabd7ae10de381e1ff0afc1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k6-00	\N	\N	16384	294d0878	0aaae97e35d504dbf6c479ddf04b981847a23ea6	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k7-00	\N	\N	16384	0908c2f5	acc34c578f9a3521855ad4dd8fbd554e05c3f63c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k8-00	\N	\N	16384	ae8341e1	ca198087b3aec320543a19921015861324ace8a2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	k9-00	\N	\N	16384	752ac2c6	309fe4e396616b569b9b25654e3dc2751d7b1605	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	ka-00	\N	\N	16384	46a9cb16	35e6bd4f33098c98bf2d0b1dfefec2f9d25444e7	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kb-00	\N	\N	16384	bf016772	c901fc2d553622b6dbfaaa9cd94759799d974c39	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kc-00	\N	\N	16384	8d08bce7	1433962c837f568cc1eb27464e243dc580a141de	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kd-00	\N	\N	16384	af1d6a60	ae3131e3e1fcc9bb1d59db6b1668f6838849241d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	ke-00	\N	\N	16384	614f19b0	67e4687b9be36007c2e1fd504a2eb952fe098d53	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kf-00	\N	\N	16384	bdf58c18	a76c6984e4d4f88384e15d0b6b74093c3bc0fcda	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kg-00	\N	\N	16384	2189f5cf	48289263f7b9cc5b6d975742d45dd64ba45e38c8	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kh-00	\N	\N	16384	6b11ed1f	8b5c52a14ac3f80ebf630fed8108df17106efd93	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	ki-00	\N	\N	16384	d7ac4ec5	35b1503147cb521d2fcc756e6f90ef70d62e2d04	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kj-00	\N	\N	16384	2caee05d	51e0799312e4737bc6f6ae7b74d02f9e10f91c3b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kk-00	\N	\N	16384	eb54f010	9ed8addd8a542299be2a8f0108447e68b9b33436	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kl-00	\N	\N	16384	fa4c7e0c	365f5b60ac880928b49a254a5a49a9e9a766046d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	km-00	\N	\N	16384	6d2369b6	b3071cc27598045167681a00f41bf77b6d4bd5bd	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kn-00	\N	\N	16384	c55733e2	b550afd2ceb3b0159c11627ab31f49cc49785809	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	ko-00	\N	\N	16384	ed3c3476	eb7bc7c72443d4e3bdfc535bfe460524c0f900d3	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kp-00	\N	\N	16384	9c84a969	8492ba523e1c1ca94eeba1e53521dd74df854cb9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	kq-00	\N	\N	16384	fa2f0003	7327ce822be8aea360210bbd466a8129788a65c3	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	matmania.1	\N	\N	32	1b58f01f	ffc098d85413777740a25c767096ba5b2aeaf5a8	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	matmania.5	\N	\N	32	2029f85f	7825d42eed284ea0fe7fd60304b8a27a1b5a4075	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	matmania.2	\N	\N	32	b6ac1fd5	e312a8ff7317eb21320308400539a733c27e8fca	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	matmania	matmania.16	\N	\N	32	09325dc2	3d9ebdf73840a9603af2acc4bcc4339f3029d284	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	galmidw	\N	\N	galaxian	galaxian	\N	Galaxian (Midway)	1979	[Namco] (Midway license)	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.u	\N	\N	2048	745e2d61	e65f74e35b1bfaccd407e168ea55678ae9b68edf	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.v	\N	\N	2048	9c999a40	02fdcd95d8511e64c0d2b007b874112d53e41045	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.w	\N	\N	2048	b5894925	0046b9ed697a34d088de1aead8bd7cbe526a2396	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.y	\N	\N	2048	6b3ca10b	18d8714e5ef52f63ba8888ecc5a25b17b3bf17d1	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.z	\N	\N	2048	cb24f797	e6bb977ded0654c2c7388aad188059e1e0647908	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.1j	\N	\N	2048	84decf98	2e565cb6057b1816a6b4541e6dfadd3c3762fa36	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galmidw.1k	\N	\N	2048	c31ada9e	237ebb48549b34ca59a13cc2706512d957413ec4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galmidw	galaxian.clr	galaxian.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	galapx	\N	\N	galaxian	galaxian	\N	Galaxian Part X	1979	hack	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.u	\N	\N	2048	79e4007d	d55050498a670d1c022ba3caad34f8fcaccf4a30	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.v	\N	\N	2048	bc16064e	4e3220fd63c8184bf9581a89dffb6944d8fae3bb	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.w	\N	\N	2048	72d2d3ee	96e0c5824e46d7398c7e58dd6b75a9f4ead6f3f5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.y	\N	\N	2048	afe397f3	283c6f3b3f07581d88f7a6e11fc36947a9d90e2e	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.z	\N	\N	2048	778c0d3c	6a81875abfea515d379c6212cb57f8e54573e943	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.1h	\N	\N	2048	e8810654	b6924c7ad765c32714e6abd5bb56b2732edd5855	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galx.1k	\N	\N	2048	cbe84a76	c6d72fb452e8213dd40a2eb5dcca726d7cdca658	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galapx	galaxian.clr	galaxian.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	superg	\N	\N	galaxian	galaxian	\N	Super Galaxians	1979	hack	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.u	\N	\N	2048	e8f3aa67	a0e9576784dbe602dd9780e667f01f31defd7c00	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.v	\N	\N	2048	f58283e3	edc6e72516c50fd3402281d9936574d276581ce9	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.w	\N	\N	2048	ddeabdae	daa5109a32c7c9a80bdb212dc3e4e3e3c104a731	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.y	\N	\N	2048	9463f753	d9cb35c19aafec43d08b048bbe2337a790f6ba9d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.z	\N	\N	2048	e6312e35	c4010459379d7fe00f605aaf288928b2deffb8b2	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.1h	\N	\N	2048	84decf98	2e565cb6057b1816a6b4541e6dfadd3c3762fa36	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	superg.1k	\N	\N	2048	c31ada9e	237ebb48549b34ca59a13cc2706512d957413ec4	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	superg	galaxian.clr	galaxian.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	asteroid	\N	\N	\N	\N	\N	Asteroids (rev 2)	1979	Atari	\N	\N	\N	
game_rom	Mimic_v2.11	asteroid	035145.02	\N	\N	2048	0cc75459	2af85c9689b878155004da47fedbde5853a18723	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	asteroid	035144.02	\N	\N	2048	096ed35c	064d680ded7f30c543f93ae5ca85f90d550f73e5	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	asteroid	035143.02	\N	\N	2048	312caa02	1ce2eac1ab90b972e3f1fc3d250908f26328d6cb	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	asteroid	035127.02	\N	\N	2048	8b71fd9e	8cd5005e531eafa361d6b7e9eed159d164776c70	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	hotpinbl	\N	\N	\N	\N	\N	Hot Pinball	1995	Comad & New Japan System	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_07.bin	\N	\N	524288	978cc13e	0060aaf7259fdeeacb07e9ced01bdf69c27bdfb6	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_03.bin	\N	\N	524288	68388726	d8dca9050403be70097a0f833ba189bd2fa87e80	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_08.bin	\N	\N	524288	bd16be12	36e64705efba8ecdc96a62f55d68e959022fb98f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_04.bin	\N	\N	524288	655b0cf0	4348d774155c61b1a29c2618f472a0032f4be9c0	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_09.bin	\N	\N	524288	a6368624	fa0b3dc4eb33a4b2d00e30676e59feec2fa64c3d	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_05.bin	\N	\N	524288	48efd028	8c968c4a73069a8f64e7bc339bab0eeb5254c580	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_10.bin	\N	\N	524288	a5c63e34	de27cfe20e09e8c13ee28d6eb42bfab1ebe33149	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_06.bin	\N	\N	524288	513eda91	14a43c00ad1f55bff525a14cd53913dd78e80f0c	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_02.bin	\N	\N	65536	82698269	5e27e89f1bdd7c3793d40867c50981f5fac0a7fb	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_13.bin	\N	\N	262144	d53b64b9	347b6ec908e23f848e98eed46fb34b49b728556b	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_14.bin	\N	\N	262144	2fe3fcee	29f96aa3dded6cb0b2fe3d9507fb5638e9778ef3	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_11.bin	\N	\N	131072	deecd7f1	752c944d941bfe8f21d32881f32676999ebc5a7f	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_12.bin	\N	\N	131072	5fd603c2	864686cd1ba5beb6cebfd394b60620106c929abd	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	hotpinbl	hp_01.bin	\N	\N	262144	93c06d3d	8620d274ca7824e7e72a1ad1da3eaa804d550653	\N	\N	\N	\N	\N	\N	
game	Mimic_v2.11	galspnbl	\N	\N	\N	\N	\N	Gals Pinball	1996	Comad	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	7.rom	\N	\N	524288	ce0189bf	06d8cc6f5b819fe2ca536ce553db6986547a15ba	\N	\N	\N	\N	\N	\N	
game_rom	Mimic_v2.11	galspnbl	3.rom	\N	\N	524288	9b0a8744	ac80f22b8b2f4c559c225bf203af698bf59699e7	\N	\N	\N	\N	\N	\N	
