game	Sparcade_v2.33b	frogger	\N	\N	\N	\N	\N	Frogger (Sega set 2)	1981	[Konami] (Sega license)	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2e	\N	\N	2048	e9b4b9eb	a8ee9ddfadf5e9accedfaf81da757a88a2e55a0a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2f	\N	\N	2048	a1f14f4c	3eae2b3e4596505a8afb5c5cfb108e823c2c4319	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2h	\N	\N	2048	591bc0d9	170f9e92f0a3bee04407be27210b4fa825367688	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2j	\N	\N	2048	22f11b6b	e426ef6a7444a39a34d59799973b07d11b89f372	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2l	\N	\N	2048	705ffe49	174df3f281068c767344f751daace646360e26d6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2m	\N	\N	2048	ea26c35c	a2f3380982d93a022f46756f974fd16c4cd617de	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.2p	\N	\N	2048	94d8f5e3	f3a9c4d1d91836476fcad87ea0d243dde7171e0a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.5f	\N	\N	2048	5f30311a	d64134089bebd995b3a1a089411e180c8c29f32d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.5h	\N	\N	2048	516e029e	81b44eb1ce43cebde87f0a41ade2e7eb291af78d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.5c	\N	\N	2048	bcd297f0	8ed78487d76fd0a917ab7b258937a46e2cd9800c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.5d	\N	\N	2048	de7912da	8558b4eff5d7e63029b325edef9914feda5834c3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scramble	scramble.5e	\N	\N	2048	ba2fa933	1f976d8595706730e29f93027e7ab4620075c078	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	invaders	\N	\N	\N	\N	\N	Space Invaders	1978	Midway	\N	\N	\N	
game_rom	Sparcade_v2.33b	invaders	invaders.h	\N	\N	2048	734f5ad8	ff6200af4c9110d8181249cbcef1a8a40fa40b7f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invaders	invaders.g	\N	\N	2048	6bfaca4a	16f48649b531bdef8c2d1446c429b5f414524350	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invaders	invaders.f	\N	\N	2048	0ccead96	537aef03468f63c5b9e11dd61e253f7ae17d9743	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	invaders	invaders.e	\N	\N	2048	14e538b0	1d6ca0c99f9df71e2990b610deb9d7da0125e2d8	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	starforc	\N	\N	\N	\N	\N	Starforce	1984	Tehkan	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.3	\N	\N	16384	8ba27691	2b8b1e634ef5bed5c61a078e64a6dda77f84cdf5	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.2	\N	\N	16384	0fc4d2d6	0743e3928d5cc0e3f1bcdaf4b0cc83aeb7a2f7a8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.1	\N	\N	8192	2735bb22	1bd0558e05b41aebab3911991969512df904fea5	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.7	\N	\N	4096	f4803339	a119d68c2dd1c0e191231ce77353b31f30f7aa76	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.8	\N	\N	4096	96979684	bb4f7d3afc8dfaa723dfb5374996cc4bfd76fa3c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.9	\N	\N	4096	eead1d5c	7c9165ed227c5228122b494a265cbfd6e843ba61	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.10	\N	\N	8192	c62a19c1	9ce0e29630d3c8cba4db4cff333b250481348968	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.11	\N	\N	8192	668aea14	62eb0df48f2f0c5778bb230cc3bf0b8eb3b4e3f8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.12	\N	\N	8192	fdd9e38b	3766835d9e9fc7e5dd99521e7303562029b78a65	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.13	\N	\N	8192	84603285	f4d6dfa3968fbd8ebf1a6451d5ea1821d65d9b49	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.14	\N	\N	8192	9e9384fe	3aaa9cc64ef3775325f64733da4f6c328abf6514	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.15	\N	\N	8192	c3bda12f	3748ea8e34222a31a365a02ec77430f268b0b397	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.16	\N	\N	4096	ce20b469	60177a669d9c8cbeedd03ca5e2edf3f589c1c815	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.17	\N	\N	4096	68c60d0f	1152ba0c274ecadb534133a860bbc8a93577dcf2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.18	\N	\N	4096	6455c3ad	b163ccd3dc26ccfa8be1d16d52e17bc660ff84e3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.4	\N	\N	16384	dd9d68a4	34c60d2b34c7980bf65a5ebadb9c73f89128141f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.5	\N	\N	16384	f71717f8	bf673571f772d8e0eddae89c00f31390c49a25d2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	starforc	starforc.6	\N	\N	16384	5468a21d	4a1196d4cfb99616efdac9b3927609a85c6f1758	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	scobra	\N	\N	\N	\N	\N	Super Cobra	1981	Konami	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.2c	\N	\N	4096	a0744b3f	8949298a04f8ba8a82d5d84a7b012a0e7cff11df	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.2e	\N	\N	4096	8e7245cd	281504ff364c3ddbf901c92729b139afd93b9785	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.2f	\N	\N	4096	47a4e6fb	01775ad11dc23469649539ee8fb8a5800df031c6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.2h	\N	\N	4096	7244f21c	f5fff565ed3f6c5f277a4db53c9f569813fcec1d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.2j	\N	\N	4096	e1f8a801	2add8270352d6596052d3ff22c891ceccaa92071	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.2l	\N	\N	4096	d52affde	5681771ed51d504bdcc2999fcbf926a30b137828	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.5f	\N	\N	2048	64d113b4	7b439bb74d5ecc792e0ca8964bcca8c6b7a51262	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.5h	\N	\N	2048	a96316d3	9de0e94932e91dc34aea7c81880bde6a486d103b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.5c	\N	\N	2048	d4346959	5eab4505beb69a5bdd88b23db60e1193371250cf	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.5d	\N	\N	2048	cc025d95	2b0784c4d05c466e0b7648f16e14f34393d792c3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	scobra	scobra.5e	\N	\N	2048	1628c53f	ec79a73e4a2d7373454b227dd7eff255f1cc60cc	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	terracre	\N	\N	\N	\N	\N	Terra Cresta	1985	Nichibutsu	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.4d	\N	\N	16384	8119f06e	314e2d8e75f66862cf6567ac05f417a3a66f1254	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.4b	\N	\N	16384	76f17479	e6be7f78fe7dc9d66feb3ada6ad08d461c66640d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.6d	\N	\N	16384	ca4852f6	12e968efb890ff4f982c2e04e090ac4339a97fc0	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.6b	\N	\N	16384	ba4b5822	0de3ce04e14aa5757936babdec9cd1341d4a06d6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.7d	\N	\N	16384	029d59d9	51053cafd5e7a4a5ba7008c6c6b28c612d935f40	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.7b	\N	\N	16384	d0771bba	ebbc24562d677488a536cb515d761f07cd50425c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.9d	\N	\N	16384	5a672942	3890f87edb9047f3e4c6f4d4b47b7f9873962148	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.9b	\N	\N	16384	69227b56	58c8aa4baa1f5ddfc151f5ed6284a06e87866dd7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.15b	\N	\N	16384	604c3b11	c01d1ddae40fa8b65dfc72f959942cb9664a548b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.17b	\N	\N	16384	affc898d	a78f06fa125de16fcdb8f4dc1629eb775aad913a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.6e	\N	\N	16384	bcf7740b	8701862c35eb8fb1ec239253136a3858ebea4d0c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.6g	\N	\N	16384	4a9ec3e6	0a35b82fb49ecf7edafd02744a48490e744c0a00	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.7e	\N	\N	16384	a70b565c	153e5f5a9927c294660dd0d636a9f651d4984d6d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.7g	\N	\N	16384	450749fc	376ab98ab8db56ed45f7d97a221dfd52e389cb5a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.15f	\N	\N	32768	984a597f	1f33892f160691c44872b37f0f6cb1493c9f7fb1	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.17f	\N	\N	32768	30e297ff	9843826ae63039d6693c8a0b30af721d70f40056	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	terracre	terracre.16g	\N	\N	8192	591a3804	e1b46f5652e7f9677d75f01c6132975ace4facdd	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	theend	\N	\N	\N	\N	\N	The End (Stern)	1980	[Konami] (Stern license)	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.13	\N	\N	2048	90e5ab14	b926801ab1cc1e2787a76ced6c7cffd6fce753d4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.14	\N	\N	2048	950f0a07	bde9f3c6cf060dc6f5b7652287b94e04bed7bcf7	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.15	\N	\N	2048	6786bcf5	7556d3dc51d6a112b6357b8a36df05fd1a4d1cc9	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.16	\N	\N	2048	380a0017	3354eb328a32537f722fe8a0949ddcab6cf21eb8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.17	\N	\N	2048	af067b7f	855c6ddf29fbfea004c7143fe29064abf53801ad	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.18	\N	\N	2048	a0411b93	d644968758a1b73d13e09b24d24bfec82276e8f4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.30	\N	\N	2048	527fd384	92a384899d5acd2c689f637da16a0e2d11a9d9c6	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.31	\N	\N	2048	af6d09b6	f3ad51dc88aa58fd39195ead978b039e0b0b585c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.56	\N	\N	2048	3b2c2f70	bcccdacacfc9a3b5f1412dfba6bb0046d283bccc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	theend	theend.55	\N	\N	2048	e0429e50	27678fc3172cbca3ae1eae96e9d8a62561d5ce40	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	tron	\N	\N	\N	\N	\N	Tron (set 1)	1982	Bally Midway	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_pga.bin	\N	\N	8192	5151770b	26f4d830de7be228528e462dd628f439629a2641	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_pgb.bin	\N	\N	8192	8ddf8717	e0c294afa8ba0b0ba89e3e0fb3ff6d8fc4398e32	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_pgc.bin	\N	\N	8192	4241e3a0	24c1bd2f31e194542571c391c5dccf21354115c2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_pgd.bin	\N	\N	8192	035d2fe7	1b827ca30a439d2f4cc94fcc0e90ee0cf87e018c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_pge.bin	\N	\N	8192	24c185d8	45ac7c53f6f4eba5c7bf3fc6559cddd3821eddad	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_pgf.bin	\N	\N	8192	38c4bbaf	a7cd496ce75199b8279ea963520cf70d5f562bb2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	ssi_0a.bin	\N	\N	4096	765e6eba	42efeefc8571dfc237c0be3368248f1e56add92e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	ssi_0b.bin	\N	\N	4096	1b90ccdd	0876e5eeaa63bb8cc97f3634a6ddd8a29a9b012f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	ssi_0c.bin	\N	\N	4096	3a4bc629	ce8452a99a313ae7429de471bbea39de08c9fd4b	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_bgg.bin	\N	\N	8192	1a9ed2f5	b0d85b47873ac8ad475da18b9540d37232cb2b7c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	scpu_bgh.bin	\N	\N	8192	3220f974	a38ea5f1db27f05d9689db838ce7a8de98f34837	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	vg_3.bin	\N	\N	8192	bc036d1d	c5d54d0b80ac768ccf6fdd32cad1ef6359fa324c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	vg_2.bin	\N	\N	8192	58ee14d3	5fb4268c9c73bdfc3b1e866618979aea3f219bbc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	vg_1.bin	\N	\N	8192	3329f9d4	11f4d744374e475d2c5b195a9f70888414529dd3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	tron	vg_0.bin	\N	\N	8192	9743f873	71ed80ecd8caaf9fce1d7010f95c4678c9bd7102	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	turtles	\N	\N	\N	\N	\N	Turtles	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.2c	\N	\N	4096	ec5e61fb	3ca89800fda7a7e61f54d71d5302908be2706def	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.2e	\N	\N	4096	fd10821e	af74602bf2454eb8f3b9bb5c425e2476feeecd69	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.2f	\N	\N	4096	ddcfc5fa	2af9383e5a289c2d7fbe6cf5e5b1519c352afbab	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.2j	\N	\N	4096	fcd49fef	bb1e91b2e6d4b5a861bf37907ef6b198328d8d83	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.2h	\N	\N	4096	9e71696c	3dcdf5dc601c875fc9d8b9a46e3ef588e7478e0d	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.5f	\N	\N	2048	c3ffd655	dee51d77be262a2944488e381541c10a2b6e5d83	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.5h	\N	\N	2048	e5999d52	bc3f52cf6c6e19dfd2dacd1e8c9128f437e995fc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.5c	\N	\N	4096	f0c30f9a	5621f336e9be8acf986a34bbb8855ed5d45c28ef	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	turtles	turtles.5d	\N	\N	4096	af5fc43c	8a49c55feba094b07380615cf0b6f0878c25a260	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	vulcan	\N	\N	\N	\N	\N	Vulcan Venture	1988	Konami	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.f15	\N	\N	524288	af96aef3	a58e26a8b134ab6e7938cd4fa342c04c236efd99	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.f16	\N	\N	524288	b858df1f	c434da7ba54d59643fe6ca30bceccf16413904c3	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.f17	\N	\N	524288	8fbec1a4	71cbdb25470b5a2ca7e80c92f12fc47e28085793	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.f18	\N	\N	524288	50d61e38	051d332d93d435d19571e22d69ffc5395dbb16a4	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.w04	\N	\N	65536	23ec74ca	901c7c798b113232f20e24f61940ed6ef5148599	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.w05	\N	\N	65536	6e0e99cd	f9f4ef617aee83397b0ac98a5cc92f60d3a3d5ed	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.w08	\N	\N	65536	813d41ea	58ba0e4b1afec3e5674286c44da14244591f1312	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.w09	\N	\N	65536	377e4f28	d3af2e52c38b5d618cac2e66df99ab7950638fbc	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.p06	\N	\N	65536	70c94bee	951e00ca4d3a47a21b4db05bcdc8ead45b42c3f1	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.p07	\N	\N	65536	686d549d	9687be801c4fb963bf6b0199e2ae9f5051213f7a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.p12	\N	\N	65536	38ea402a	90ff2bd71435988cde967704ce3b1401de206683	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.p13	\N	\N	65536	478fdb0a	2e285ad6dcfc67f3e24d231e0e1be19036ce64d2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.g03	\N	\N	32768	67a3b50d	3c83f3b0df73d9361ec3cda26a6c4c603a088419	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.h14	\N	\N	16384	02f4b16f	45addc99f520770f38c6aa69aef9af59cfc410b5	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	vulcan	vulcan.f01	\N	\N	131072	a0d8d69e	2994e5740b7c099d55fb162a363a26ef1995c756	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	wardner	\N	\N	\N	\N	\N	Wardner	1987	[Toaplan] Taito Corporation Japan	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.17	\N	\N	32768	c5dd56fd	f0a09557150e9c1c6b9d8e125f5408fc269c9d17	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.18	\N	\N	65536	9aab8ee2	16fa44b75f4a3a5b1ff713690a299ecec2b5a4bf	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.19	\N	\N	65536	95b68813	06ea1b1d6e2e6326ceb9324fc471d082fda6112e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.20	\N	\N	32768	347f411b	1fb2883d74d10350cb1c62fb58d5783652861b37	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.16	\N	\N	32768	e5202ff8	15ae8c0bb16a20bee14e8d80d81c249404ab1463	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.05	\N	\N	16384	79792c86	648b97f1ec30d46e40e60eb13159b4f6f86e9243	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.06	\N	\N	16384	0ed848da	e4b38e21c101a28a8961a9fe30c9cb10919cc148	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.07	\N	\N	16384	1392b60d	86b9eab87f8d5f68fda500420f4ed61331089fc2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.09	\N	\N	32768	585411b7	67c0f4b7ab303341d5481c4024dc4199acb7c279	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.10	\N	\N	32768	b9a61e81	541e579664d583fbbf81111046115018fdaff073	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.11	\N	\N	32768	d6ebd510	d65e0db7756ebe6828bf637a6c915bb06082636c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.08	\N	\N	32768	883ccaa3	90d686094eac6e80caf8e2cf90c00bb41a0d26e2	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.13	\N	\N	32768	be21db2b	7fc1809618f2432c9ec6eb33ce57a5faffd44974	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.14	\N	\N	32768	5a2aef4f	60f4ab2582a924defb5241ab367826ae1f4b3f5e	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.15	\N	\N	32768	cdd2d408	7e4d77f8725fa30d4d65e811d10e0b2c00b23cfe	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.12	\N	\N	32768	15d08848	e2e62d95a3f240664b5e0ac0f163a0d5cefa5312	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.04	\N	\N	65536	8059573c	75bd19e504433438b85ed00e50e85fb98eebf4de	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.03	\N	\N	65536	b923db99	2f4be81afdf200586bc44b1e94553d84d16d0b62	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.02	\N	\N	65536	6c0130b7	8b6ad72848d03c3d4ee3acd35abbb3a0e678122c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	wardner	wardner.01	\N	\N	65536	42ec01fb	646192a2e89f795ed016860cdcdc0b5ef645fca2	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	warofbug	\N	\N	\N	\N	\N	War of the Bugs	1987	[Toaplan] Taito Corporation Japan	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.1	\N	\N	2048	b8dfb7e3	c7c675b2638869a9cd7dbd554e6131d8c71b567a	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.2	\N	\N	2048	fd8854e0	b39ab41b834f18341968dd780f0a3cd07d70c16c	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.3	\N	\N	2048	4495aa14	f1be281db1d831770efa9cc41ea87eb348e70108	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.4	\N	\N	2048	c14a541f	d32e89fd18d9e1db2e4a545186eac728c0b02255	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.5	\N	\N	2048	c167fe55	d85c4d1bd7aa5e14eb2f11dfa14979e5dbc084a8	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.1h	\N	\N	2048	d1220ae9	e892bc8b0b71d8b07503e474e9c30e6cab460682	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	warofbug	warofbug.1l	\N	\N	2048	8100fa85	06641c431cace36dec98b87555f62e72f3e53a31	\N	\N	\N	\N	\N	\N	
game	Sparcade_v2.33b	amidarus	\N	\N	\N	\N	\N	Amidar (Stern)	1982	Konami (Stern license)	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.2c	\N	\N	4096	951e0792	3a68b829c9ffb465bd6582c9ea566e0e947c6c19	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.2e	\N	\N	4096	a1a3a136	330ec857fdf4c1b28e2560a5f63a2432f87f9b2f	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.2f	\N	\N	4096	a5121bf5	fe15b91724758ede43dd332327919f164772c592	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.2h	\N	\N	4096	051d1c7f	3cfa0f728a5c27da0a3fe2579ad226129ccde232	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.2j	\N	\N	4096	351f00d5	6659357f40f888b21be00826246200fd3a8a88ce	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.5f	\N	\N	2048	2cfe5ede	0d86a78008ac8653c17fff5be5ebdf1f0a9d31eb	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.5h	\N	\N	2048	57c4fd0d	8764deec9fbff4220d61df621b12fc36c3702601	\N	\N	\N	\N	\N	\N	
game_rom	Sparcade_v2.33b	amidarus	amidar.5c	\N	\N	4096	8ca7b750	4f4c2915503b85abe141d717fd254ee10c9da99e	\N	\N	\N	\N	\N	\N	
