game	SEGA_Model_2_Emulator_v0.9	bel	\N	\N	\N	\N	\N	Behind Enemy Lines	1998	Sega/EPL Productions	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	doaa	mpr-19331.33	mpr-19331.33	\N	2097152	c18ea0b8	0f42458829ae85fffcedd42cd9f728a7a3d75f1c	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	doaa	mpr-19332.34	mpr-19332.34	\N	2097152	2877f96f	00e5677da30527b862e238f10762a5cbfbabde2b	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	dynabb	\N	\N	\N	\N	\N	Dynamite Baseball '97 (Revision A)	1996	Sega	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	epr-19833a.15	\N	\N	524288	d99ed1b2	b04613d564c04c35feafccad56ed85810d894185	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	epr-19834a.16	\N	\N	524288	24192bb1	c535ab4b38ffd42f03eed6a5a1706e867eaccd67	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	epr-19831a.13	\N	\N	524288	0527ea40	8e80e2627aafe395d8ced4a97ba50cd9a781fb45	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	epr-19832a.14	\N	\N	524288	2f380a40	d770dfd70aa14dcc716aa47e6cbf26f32649f294	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19841.11	\N	\N	4194304	989309af	d527f46865d00a91d5b38a93dc38baf62f372cb1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19842.12	\N	\N	4194304	eec54070	29ed4a005b52f6e16492998183ec4e5f7475022b	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19839.9	\N	\N	4194304	d5a74cf4	ddea9cfc0a14461448acae2eed2092829ef3b418	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19840.10	\N	\N	4194304	45704e95	2a325ee39f9d719399040ed2a41123bcf0c6f385	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19837.7	\N	\N	4194304	c02187d9	1da108a2ec00e3fc472b1a819655aff8c679051d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19838.8	\N	\N	4194304	546b61cd	0cc0edd0a9c288143168d63a7d48d0fbfa64d8bf	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19835.5	\N	\N	4194304	a3b0a37c	dcde1946008ab86c7fca212ec57c1cc468f30c58	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19836.6	\N	\N	4194304	d70a32aa	fd56bb284eb66e6c078b386a0db1c2b10dc1dd4a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19843.17	\N	\N	4194304	019bc583	8889a9438d8f3ea50058372ad03ebd4653f23313	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19845.21	\N	\N	4194304	2d23e73a	63e5859518172f88a5ba98b69309d4162c233cf0	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19844.18	\N	\N	4194304	150198d6	3ea5c3e41eb95e715860619f771bc580c91b095f	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19846.22	\N	\N	4194304	fe53cd17	58eab07976972917c345a8d3a50ff1e96e5fa798	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19848.27	\N	\N	4194304	4c0526b7	e8db7125be8a052e41a00c69cc08ca0d75b3b96f	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19847.25	\N	\N	4194304	fe55edbd	b0b6135b23349d7d6ae007002d8df83748cab7b1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	epr-19849.31	\N	\N	524288	b0d5bff0	1fb824adaf3ed330a8039be726a87eb85c00abd7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19880.32	\N	\N	2097152	e1fd27bf	a7189ad398138a91f96b192cb7c112c0301dcda4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19850.33	\N	\N	2097152	dc644077	8765bdb1d471dbeea065a97ae131f2d8f78aa13d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19851.34	\N	\N	2097152	cfda4efd	14d55f127da6673c538c2ef9be34a4e02ca449f3	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynabb	mpr-19853.35	\N	\N	2097152	cfc64857	cf51fafb3d45bf799b9ccb407bee862e15c95981	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	dynamcop	\N	\N	\N	model2	\N	Dynamite Cop (Export, Model 2A)	1998	Sega	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	epr-20930.12	\N	\N	524288	b8fc8ff7	53b0f9dc8494effa077170ddced2d95f43a5f134	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	epr-20931.13	\N	\N	524288	89d13f88	5e266b5e153a0d9a57360cfd1af81e3a58a2fb7d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	epr-20932.14	\N	\N	524288	618a68bf	3022283dded4d08d790d034b6d543c0397b5bf5a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	epr-20933.15	\N	\N	524288	13abe49c	a741a0205c1b3664ab4d09d6d991a768269a79ea	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20797.10	\N	\N	4194304	87bab1e4	af2b2d82364621a1528d6ed59fbfbf15dc93ee72	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20798.11	\N	\N	4194304	40dd752b	8c2e210ac7c7b133ba9befc79a07c4ca6b4e3f18	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20795.8	\N	\N	4194304	0ef85e12	97c657edd98cde6f0780a04a7711e5b370087a60	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20796.9	\N	\N	4194304	870139cb	24fda2cd458cf7a3db485564c02ac61d30cbdf5e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20793.6	\N	\N	4194304	42ea08f8	e70b55709067628ea0bf3f5190a300100b61eed1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20794.7	\N	\N	4194304	8e5cd1db	d90e86d38bda12f2d0f99e23a42928f05bde3ea8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20791.4	\N	\N	4194304	4883d0df	b98af63e81f6c1b2766d7e96acbd1821bba000d4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20792.5	\N	\N	4194304	47becfa2	a333885872a64b322f3cb464a70352d73654b1b3	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20799.16	\N	\N	4194304	424571bf	18a4e8d0e968fff3b645b59a0023b0ef38d51924	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20803.20	\N	\N	4194304	61a8ad52	0215b5de6d10f0852ac0ca4e10475e10243e39c7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20800.17	\N	\N	4194304	3c2ee808	dc0c470c6b410ab991ef0e09ce1cc0f63c8a204d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20804.21	\N	\N	4194304	03b35cb8	7bd2ae89f9cc7c0570dbaffe5f54aea2dfa1b39e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20801.18	\N	\N	4194304	c6914173	d0861366c4123c833a325df5345f951386a94d1a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20805.22	\N	\N	4194304	f6605ede	7c95bfe2e95bae3d59c3c9efe1f40b5bc292ad44	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20802.19	\N	\N	4194304	d11b5267	b90909849fbe0f62d5ec7c38608c84e7fa845ebf	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20806.23	\N	\N	4194304	0c942073	5f32a56857e2213b110c32deea184dba882e34b8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20809.25	\N	\N	4194304	3b7b4622	c6f1a1fd2684f352d3846b7f859b0405fa2d667a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20807.24	\N	\N	4194304	1241e0f2	3f7fa1d7d3d398bc8d5295bc1df6fe11405d20d9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20810.27	\N	\N	4194304	838a10a7	a658f1864829058b1d419e7c001e47cd0ab06a20	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20808.26	\N	\N	4194304	706bd495	f857b303afda6301b19d97dfe5c313126261716e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	epr-20811.30	\N	\N	524288	a154b83e	2640c6b6966f4a888329e583b6b713bd0e779b6b	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20812.31	\N	\N	2097152	695b6088	09682d18144e60d740a9d7a3e19db6f76fa581f1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20813.32	\N	\N	2097152	1908679c	32913385f09da2e43af0c4a4612b955527bfe759	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20814.36	\N	\N	2097152	e8ebc74c	731ce721bb9e148f3a9f7fbe569522567a681c4e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dynamcop	mpr-20815.37	\N	\N	2097152	1b5aaae4	32b4bf6c096fdccdd5d8f1ddb6c27d3389a52234	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	dyndek2b	\N	\N	dynamcop	dynamcop	\N	Dynamite Deka 2 (Japan, Model 2B)	1998	Sega	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	epr-20936.15	\N	\N	524288	23ef98f2	0a106125ed4a2569b54924130ca2ffa05acf2322	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	epr-20937.16	\N	\N	524288	25a14e00	ebdd21f269fd8a0798306e349d2985eead7e989f	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	epr-20932.14	epr-20932.14	\N	524288	618a68bf	3022283dded4d08d790d034b6d543c0397b5bf5a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	epr-20933.15	epr-20933.15	\N	524288	13abe49c	a741a0205c1b3664ab4d09d6d991a768269a79ea	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20797.10	mpr-20797.10	\N	4194304	87bab1e4	af2b2d82364621a1528d6ed59fbfbf15dc93ee72	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20798.11	mpr-20798.11	\N	4194304	40dd752b	8c2e210ac7c7b133ba9befc79a07c4ca6b4e3f18	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20795.8	mpr-20795.8	\N	4194304	0ef85e12	97c657edd98cde6f0780a04a7711e5b370087a60	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20796.9	mpr-20796.9	\N	4194304	870139cb	24fda2cd458cf7a3db485564c02ac61d30cbdf5e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20793.6	mpr-20793.6	\N	4194304	42ea08f8	e70b55709067628ea0bf3f5190a300100b61eed1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20794.7	mpr-20794.7	\N	4194304	8e5cd1db	d90e86d38bda12f2d0f99e23a42928f05bde3ea8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20791.4	mpr-20791.4	\N	4194304	4883d0df	b98af63e81f6c1b2766d7e96acbd1821bba000d4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20792.5	mpr-20792.5	\N	4194304	47becfa2	a333885872a64b322f3cb464a70352d73654b1b3	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20799.16	mpr-20799.16	\N	4194304	424571bf	18a4e8d0e968fff3b645b59a0023b0ef38d51924	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20803.20	mpr-20803.20	\N	4194304	61a8ad52	0215b5de6d10f0852ac0ca4e10475e10243e39c7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20800.17	mpr-20800.17	\N	4194304	3c2ee808	dc0c470c6b410ab991ef0e09ce1cc0f63c8a204d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20804.21	mpr-20804.21	\N	4194304	03b35cb8	7bd2ae89f9cc7c0570dbaffe5f54aea2dfa1b39e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20801.18	mpr-20801.18	\N	4194304	c6914173	d0861366c4123c833a325df5345f951386a94d1a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20805.22	mpr-20805.22	\N	4194304	f6605ede	7c95bfe2e95bae3d59c3c9efe1f40b5bc292ad44	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20802.19	mpr-20802.19	\N	4194304	d11b5267	b90909849fbe0f62d5ec7c38608c84e7fa845ebf	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20806.23	mpr-20806.23	\N	4194304	0c942073	5f32a56857e2213b110c32deea184dba882e34b8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20809.25	mpr-20809.25	\N	4194304	3b7b4622	c6f1a1fd2684f352d3846b7f859b0405fa2d667a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20807.24	mpr-20807.24	\N	4194304	1241e0f2	3f7fa1d7d3d398bc8d5295bc1df6fe11405d20d9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20810.27	mpr-20810.27	\N	4194304	838a10a7	a658f1864829058b1d419e7c001e47cd0ab06a20	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20808.26	mpr-20808.26	\N	4194304	706bd495	f857b303afda6301b19d97dfe5c313126261716e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	epr-20811.30	epr-20811.30	\N	524288	a154b83e	2640c6b6966f4a888329e583b6b713bd0e779b6b	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20812.31	mpr-20812.31	\N	2097152	695b6088	09682d18144e60d740a9d7a3e19db6f76fa581f1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20813.32	mpr-20813.32	\N	2097152	1908679c	32913385f09da2e43af0c4a4612b955527bfe759	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20814.36	mpr-20814.36	\N	2097152	e8ebc74c	731ce721bb9e148f3a9f7fbe569522567a681c4e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndek2b	mpr-20815.37	mpr-20815.37	\N	2097152	1b5aaae4	32b4bf6c096fdccdd5d8f1ddb6c27d3389a52234	\N	\N	\N	\N	\N	\N	
game	SEGA_Model_2_Emulator_v0.9	dyndeka2	\N	\N	dynamcop	dynamcop	\N	Dynamite Deka 2 (Japan, Model 2A)	1998	Sega	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	opr-14742a.45	opr-14742a.45	\N	131072	90c6b117	f46429fffcee17d056f56d5fe035a33f1fd6c27e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	opr-14743a.46	opr-14743a.46	\N	131072	ae7f446b	5b9f1fc47caf21e061e930c0d72804e4ec8c7bca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	opr-14744.58	opr-14744.58	\N	131072	730ea9e0	651f1db4089a400d073b19ada299b4b08b08f372	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	opr-14745.59	opr-14745.59	\N	131072	4c934d96	e3349ece0e47f684d61ad11bfea4a90602287350	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	opr-14746.62	opr-14746.62	\N	131072	2a266cbd	34e047a93459406c22acf4c25089d1a4955f94ca	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	opr-14747.63	opr-14747.63	\N	131072	a4ad5e19	7d7ec300eeb9a8de1590011e37108688c092f329	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-16310.15	mpr-16310.15	\N	524288	c078a780	0ad5b49774172743e2708b7ca4c061acfe10957a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-16311.16	mpr-16311.16	\N	524288	452a492b	88c2f6c2dbfd0c1b39a7bf15c74455fb68c7274e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-16312.14	mpr-16312.14	\N	524288	a25fef5b	c6a37856b97f5bc4996cb6b66209f47af392cc38	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	epr-20922.12	\N	\N	524288	0a8b5604	4076998fc600c1df3bb5ef48d42681c01e651495	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	epr-20923.13	\N	\N	524288	83be73d4	1404a9c79cd2bae13f60e5e008307417324c3666	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	epr-20932.14	epr-20932.14	\N	524288	618a68bf	3022283dded4d08d790d034b6d543c0397b5bf5a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	epr-20933.15	epr-20933.15	\N	524288	13abe49c	a741a0205c1b3664ab4d09d6d991a768269a79ea	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20797.10	mpr-20797.10	\N	4194304	87bab1e4	af2b2d82364621a1528d6ed59fbfbf15dc93ee72	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20798.11	mpr-20798.11	\N	4194304	40dd752b	8c2e210ac7c7b133ba9befc79a07c4ca6b4e3f18	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20795.8	mpr-20795.8	\N	4194304	0ef85e12	97c657edd98cde6f0780a04a7711e5b370087a60	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20796.9	mpr-20796.9	\N	4194304	870139cb	24fda2cd458cf7a3db485564c02ac61d30cbdf5e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20793.6	mpr-20793.6	\N	4194304	42ea08f8	e70b55709067628ea0bf3f5190a300100b61eed1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20794.7	mpr-20794.7	\N	4194304	8e5cd1db	d90e86d38bda12f2d0f99e23a42928f05bde3ea8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20791.4	mpr-20791.4	\N	4194304	4883d0df	b98af63e81f6c1b2766d7e96acbd1821bba000d4	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20792.5	mpr-20792.5	\N	4194304	47becfa2	a333885872a64b322f3cb464a70352d73654b1b3	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20799.16	mpr-20799.16	\N	4194304	424571bf	18a4e8d0e968fff3b645b59a0023b0ef38d51924	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20803.20	mpr-20803.20	\N	4194304	61a8ad52	0215b5de6d10f0852ac0ca4e10475e10243e39c7	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20800.17	mpr-20800.17	\N	4194304	3c2ee808	dc0c470c6b410ab991ef0e09ce1cc0f63c8a204d	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20804.21	mpr-20804.21	\N	4194304	03b35cb8	7bd2ae89f9cc7c0570dbaffe5f54aea2dfa1b39e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20801.18	mpr-20801.18	\N	4194304	c6914173	d0861366c4123c833a325df5345f951386a94d1a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20805.22	mpr-20805.22	\N	4194304	f6605ede	7c95bfe2e95bae3d59c3c9efe1f40b5bc292ad44	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20802.19	mpr-20802.19	\N	4194304	d11b5267	b90909849fbe0f62d5ec7c38608c84e7fa845ebf	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20806.23	mpr-20806.23	\N	4194304	0c942073	5f32a56857e2213b110c32deea184dba882e34b8	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20809.25	mpr-20809.25	\N	4194304	3b7b4622	c6f1a1fd2684f352d3846b7f859b0405fa2d667a	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20807.24	mpr-20807.24	\N	4194304	1241e0f2	3f7fa1d7d3d398bc8d5295bc1df6fe11405d20d9	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20810.27	mpr-20810.27	\N	4194304	838a10a7	a658f1864829058b1d419e7c001e47cd0ab06a20	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20808.26	mpr-20808.26	\N	4194304	706bd495	f857b303afda6301b19d97dfe5c313126261716e	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	epr-20811.30	epr-20811.30	\N	524288	a154b83e	2640c6b6966f4a888329e583b6b713bd0e779b6b	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20812.31	mpr-20812.31	\N	2097152	695b6088	09682d18144e60d740a9d7a3e19db6f76fa581f1	\N	\N	\N	\N	\N	\N	
game_rom	SEGA_Model_2_Emulator_v0.9	dyndeka2	mpr-20813.32	mpr-20813.32	\N	2097152	1908679c	32913385f09da2e43af0c4a4612b955527bfe759	\N	\N	\N	\N	\N	\N	
