game	WinKawaks_v1.60	2020bb	\N	\N	\N	neogeo	\N	2020 Super Baseball	1991	SNK / Pallas	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sp	272-v2.bin	\N	\N	8388608	4ba507f1	728d139da3fe8a391fd8be4d24bb7fdd4bf9548a	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	ss5shnd	\N	\N	samsh5sp	samsh5sp	\N	Samurai Shodown V Special (decrypted C)	2003	Yuki Enterprise / SNK Playmore	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c1.rom	\N	\N	8388608	8548097e	99177f64039d2914fa4ebd4afc7eb0fbf4ffe0af	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c2.rom	\N	\N	8388608	8c1b48d0	3f20288ed369e6276cfaedff7e9703d4ea1cf6f6	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c3.rom	\N	\N	8388608	96ddb28c	7ebe5166d279c0d3efef65618d015b4ea13f2c49	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c4.rom	\N	\N	8388608	99ef7a0a	9ac3ef339bc1d6e3482e0b32d40b259ec2b44fc1	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c5.rom	\N	\N	8388608	772e8b1e	8de4898bbd8ede593763bfa93bbf26492492d23a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c6.rom	\N	\N	8388608	5fff21fc	5d0a23a41f5277ab09fd11f227be35f1713a4b4f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c7.rom	\N	\N	8388608	9ac56a0e	ea4ffec3fe2e58df16b40fdf33e1708680010414	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_c8.rom	\N	\N	8388608	cfde7aff	25185f471dd35e5d388b75b83d8652085cd5e17d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	ss5s_s1.rom	\N	\N	131072	c297f973	b31af6b51e7536b538cd7eb3542c631c6327e826	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	272-p1.bin	272-p1.bin	\N	4194304	fb7a6bba	f68c527208d8a55ca44b0caaa8ab66b3a0ffdfe5	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	272-p2.bin	272-p2.bin	\N	4194304	63492ea6	6ba946acb62c63ed61a42fe72b7fff3828883bcc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	272-m1.bin	272-m1.bin	\N	524288	adeebf40	8cbd63dda3fff4de38060405bf70cd9308c9e66e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	272-v1.bin	272-v1.bin	\N	8388608	76a94127	c3affd7ff1eb02345cfb755962ec173a8ec34acd	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	ss5shnd	272-v2.bin	272-v2.bin	\N	8388608	4ba507f1	728d139da3fe8a391fd8be4d24bb7fdd4bf9548a	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	samsh5sh	\N	\N	samsh5sp	samsh5sp	\N	Samurai Shodown V Special (censored alternate set)	2003	Yuki Enterprise / SNK Playmore	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c1.bin	272-c1.bin	\N	8388608	4f97661a	87f1721bae5ef16bc23c06b05e64686c396413df	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c2.bin	272-c2.bin	\N	8388608	a3afda4f	86b475fce0bc0aa04d34e31324e8c7c7c847df19	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c3.bin	272-c3.bin	\N	8388608	8c3c7502	6639020a8860d2400308e110d7277cbaf6eccc2a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c4.bin	272-c4.bin	\N	8388608	32d5e2e2	2b5612017152afd7433aaf99951a084ef5ad6bf0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c5.bin	272-c5.bin	\N	8388608	6ce085bc	0432b04a2265c649bba1bbd934dfb425c5d80fb1	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c6.bin	272-c6.bin	\N	8388608	05c8dc8e	da45c222893f25495a66bdb302f9b0b1de3c8ae0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c7.bin	272-c7.bin	\N	8388608	1417b742	dfe35eb4bcd022d2f2dc544ccbbb77078f08c0aa	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-c8.bin	272-c8.bin	\N	8388608	d49773cd	cd8cf3b762d381c1f8f12919579c84a7ef7efb3f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-p1c.bin	\N	\N	4194304	9291794d	66588ff9b00ffad6508b03423548984e28a3209d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-p2c.bin	\N	\N	4194304	fa1a7dd8	62443dad76d6c1e18f515d7d4ef8e1295a4b7f1d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-m1.bin	272-m1.bin	\N	524288	adeebf40	8cbd63dda3fff4de38060405bf70cd9308c9e66e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-v1.bin	272-v1.bin	\N	8388608	76a94127	c3affd7ff1eb02345cfb755962ec173a8ec34acd	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sh	272-v2.bin	272-v2.bin	\N	8388608	4ba507f1	728d139da3fe8a391fd8be4d24bb7fdd4bf9548a	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	samsh5sn	\N	\N	samsh5sp	samsh5sp	\N	Samurai Shodown V Special (less censored alternate set)	2003	Yuki Enterprise / SNK Playmore	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c1.bin	272-c1.bin	\N	8388608	4f97661a	87f1721bae5ef16bc23c06b05e64686c396413df	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c2.bin	272-c2.bin	\N	8388608	a3afda4f	86b475fce0bc0aa04d34e31324e8c7c7c847df19	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c3.bin	272-c3.bin	\N	8388608	8c3c7502	6639020a8860d2400308e110d7277cbaf6eccc2a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c4.bin	272-c4.bin	\N	8388608	32d5e2e2	2b5612017152afd7433aaf99951a084ef5ad6bf0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c5.bin	272-c5.bin	\N	8388608	6ce085bc	0432b04a2265c649bba1bbd934dfb425c5d80fb1	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c6.bin	272-c6.bin	\N	8388608	05c8dc8e	da45c222893f25495a66bdb302f9b0b1de3c8ae0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c7.bin	272-c7.bin	\N	8388608	1417b742	dfe35eb4bcd022d2f2dc544ccbbb77078f08c0aa	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-c8.bin	272-c8.bin	\N	8388608	d49773cd	cd8cf3b762d381c1f8f12919579c84a7ef7efb3f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-p1ca.bin	\N	\N	4194304	c30a08dd	66864954017c841d7ca8490112c3aa7a71a4da70	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-p2ca.bin	\N	\N	4194304	bd64a518	aa259a168930f106377d680db444535411b3bce0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-m1.bin	272-m1.bin	\N	524288	adeebf40	8cbd63dda3fff4de38060405bf70cd9308c9e66e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-v1.bin	272-v1.bin	\N	8388608	76a94127	c3affd7ff1eb02345cfb755962ec173a8ec34acd	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	samsh5sn	272-v2.bin	272-v2.bin	\N	8388608	4ba507f1	728d139da3fe8a391fd8be4d24bb7fdd4bf9548a	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	savagere	\N	\N	\N	neogeo	\N	Savage Reign	1995	SNK	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-p1.bin	\N	\N	2097152	01d4e9c0	3179d2be59bf2de6918d506117cff50acf7e09f3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-s1.bin	\N	\N	131072	e08978ca	55152cb9bd0403ae8656b93a6b1522dba5db6d1a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-m1.bin	\N	\N	131072	29992eba	187be624abe8670503edb235ff21ae8fdc3866e0	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-v1.bin	\N	\N	2097152	530c50fd	29401cee7f7d2c199c7cb58092e86b28205e81ad	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-v2.bin	\N	\N	2097152	eb6f1cdb	7a311388315ea543babf872f62219fdc4d39d013	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-v3.bin	\N	\N	2097152	7038c2f9	c1d6f86b24feba03fe009b58199d2eeabe572f4e	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c1.bin	\N	\N	2097152	763ba611	d3262e0332c894ee149c5963f882cc5e5562ee57	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c2.bin	\N	\N	2097152	e05e8ca6	986a9b16ff92bc101ab567d2d01348e093abea9a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c3.bin	\N	\N	2097152	3e4eba4b	770adec719e63a30ebe9522cc7576caaca44f3b2	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c4.bin	\N	\N	2097152	3c2a3808	698adcec0715c9e78b6286be38debf0ce28fd644	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c5.bin	\N	\N	2097152	59013f9e	5bf48fcc450da72a8c4685f6e3887e67eae49988	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c6.bin	\N	\N	2097152	1c8d5def	475d89a5c4922a9f6bd756d23c2624d57b6e9d62	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c7.bin	\N	\N	2097152	c88f7035	c29a428b741f4fe7b71a3bc23c87925b6bc1ca8f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	savagere	059-c8.bin	\N	\N	2097152	484ce3ba	4f21ed20ce6e2b67e2b079404599310c94f591ff	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	sengoku	\N	\N	\N	neogeo	\N	Sengoku	1991	SNK	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-p1.bin	\N	\N	524288	f8a63983	7a10ecb2f0fd8315641374c065d2602107b09e72	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-p2.bin	\N	\N	131072	3024bbb3	88892e1292dd60f35a76f9a22e623d4f0f9693cc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-s1.bin	\N	\N	131072	b246204d	73dce64c61fb5bb7e836a8e60f081bb77d80d281	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-m1.bin	\N	\N	131072	9b4f34c6	7f3a51f47fcbaa598f5c76bc66e2c53c8dfd852d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-v1.bin	\N	\N	1048576	23663295	9374a5d9f3de8e6a97c11f07d8b4485ac9d55edb	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-v2.bin	\N	\N	1048576	f61e6765	1c9b287996947319eb3d288c3d82932cf01039db	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-c1.bin	\N	\N	1048576	b4eb82a1	79879e2ea78c07d04c88dc9a1ad59604b7a078be	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-c2.bin	\N	\N	1048576	d55c550d	6110f693aa23710939c04153cf5af26493e4a03f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-c3.bin	\N	\N	1048576	ed51ef65	e8a8d86e24454948e51a75c883bc6e4091cbf820	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku	017-c4.bin	\N	\N	1048576	f4f3c9cb	8faafa89dbd0345218f71f891419d2e4e7578200	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	sengokh	\N	\N	sengoku	sengoku	\N	Sengoku (alternate set)	1991	SNK	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-hp1.bin	\N	\N	524288	33eccae0	000ccf9a9c73df75eeba3f2c367c3a1a9e0a3a6b	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-p2.bin	017-p2.bin	\N	131072	3024bbb3	88892e1292dd60f35a76f9a22e623d4f0f9693cc	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-s1.bin	017-s1.bin	\N	131072	b246204d	73dce64c61fb5bb7e836a8e60f081bb77d80d281	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-m1.bin	017-m1.bin	\N	131072	9b4f34c6	7f3a51f47fcbaa598f5c76bc66e2c53c8dfd852d	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-v1.bin	017-v1.bin	\N	1048576	23663295	9374a5d9f3de8e6a97c11f07d8b4485ac9d55edb	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-v2.bin	017-v2.bin	\N	1048576	f61e6765	1c9b287996947319eb3d288c3d82932cf01039db	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-c1.bin	017-c1.bin	\N	1048576	b4eb82a1	79879e2ea78c07d04c88dc9a1ad59604b7a078be	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-c2.bin	017-c2.bin	\N	1048576	d55c550d	6110f693aa23710939c04153cf5af26493e4a03f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-c3.bin	017-c3.bin	\N	1048576	ed51ef65	e8a8d86e24454948e51a75c883bc6e4091cbf820	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengokh	017-c4.bin	017-c4.bin	\N	1048576	f4f3c9cb	8faafa89dbd0345218f71f891419d2e4e7578200	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	sengoku2	\N	\N	\N	neogeo	\N	Sengoku 2	1993	SNK	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-p1.bin	\N	\N	1048576	6dde02c2	e432e63feb88c71629ec96aa84650dcfe356a551	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-s1.bin	\N	\N	131072	cd9802a3	f685d4638f4f68e7e3f101c0c39128454536721b	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-m1.bin	\N	\N	131072	d4de4bca	ecf604d06f01d40b04e285facef66a6ae2d35661	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-v1.bin	\N	\N	2097152	71cb4b5d	56d9aca1d476c19c7d0f707176a8fed53e0189b7	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-v2.bin	\N	\N	1048576	c5cece01	923a3377dac1919e8c3d9ab316902250caa4785f	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-c1.bin	\N	\N	2097152	faa8ea99	714575e57ea1990612f960ec42b38d2e157ad400	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-c2.bin	\N	\N	2097152	87d0ec65	23645e0cf859fb4cec3745b3846ca0ef64c689fb	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-c3.bin	\N	\N	524288	24b5ba80	29d58a6b56bd24ee2046a8d45e023b4d7ab7685b	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku2	040-c4.bin	\N	\N	524288	1c9e9930	d017474873750a7602b7708c663d29b25ef7bb63	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	sengoku3	\N	\N	\N	neogeo	\N	Sengoku 3	2001	SNK	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-c1.bin	\N	\N	8388608	ded84d9c	d960523b813d4fae06d716298d4e431a5c77a0c5	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-c2.bin	\N	\N	8388608	b8eb4348	619d24312549932959481fa58f43f11c048e1ca5	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-c3.bin	\N	\N	8388608	84e2034a	38ec4ae4b86933a25c9a03799b8cade4b1346401	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-c4.bin	\N	\N	8388608	0b45ae53	a19fb21408ab633aee8bbf38bf43b5e26766b355	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-p1.bin	\N	\N	2097152	e0d4bc0a	8df366097f224771ca6d1aa5c1691cd46776cd12	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-m1.bin	\N	\N	131072	36ed9cdd	78a7d755e9e9f52255ac6228d9d402fd6a02c126	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-v1.bin	\N	\N	4194304	64c30081	f9ebd20cf59b72e864b7274c1bdb6d99ecaf4595	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-v2.bin	\N	\N	4194304	392a9c47	7ab90a54089236ca6c3ef1af8e566a8025d38159	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-v3.bin	\N	\N	4194304	c1a7ebe3	1d7bb481451f5ee0457e954bb5210300182c3c9c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sengoku3	261-v4.bin	\N	\N	2097152	9000d085	11157b355ab4eb6627e9f322ed875332d3d77349	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	sngoku3n	\N	\N	sengoku3	sengoku3	\N	Sengoku 3 (decrypted C)	2001	SNK	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sen3n_c1.rom	\N	\N	8388608	9af7cbca	cf2fe3e5265861369f2878140ef33a6715b031aa	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sen3n_c2.rom	\N	\N	8388608	2a1f874d	26923ec0bedba56f25e6222aa107b45ccb3def7b	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sen3n_c3.rom	\N	\N	8388608	5403adb5	5614ee892e810dc49758f5985b3dc4f227e01b56	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sen3n_c4.rom	\N	\N	8388608	18926df6	a4859c9166ef7abec1f3e6af3292051a63a81f93	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	261-p1.bin	261-p1.bin	\N	2097152	e0d4bc0a	8df366097f224771ca6d1aa5c1691cd46776cd12	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	sen3n_s1.rom	\N	\N	131072	c1e27cc7	7d38319f517059f60287a8ce393a4901719db8a9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	261-m1.bin	261-m1.bin	\N	131072	36ed9cdd	78a7d755e9e9f52255ac6228d9d402fd6a02c126	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	261-v1.bin	261-v1.bin	\N	4194304	64c30081	f9ebd20cf59b72e864b7274c1bdb6d99ecaf4595	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	261-v2.bin	261-v2.bin	\N	4194304	392a9c47	7ab90a54089236ca6c3ef1af8e566a8025d38159	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	261-v3.bin	261-v3.bin	\N	4194304	c1a7ebe3	1d7bb481451f5ee0457e954bb5210300182c3c9c	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	sngoku3n	261-v4.bin	261-v4.bin	\N	2097152	9000d085	11157b355ab4eb6627e9f322ed875332d3d77349	\N	\N	\N	\N	\N	\N	
game	WinKawaks_v1.60	shocktro	\N	\N	\N	neogeo	\N	Shock Troopers	1997	Saurus	\N	\N	\N	
game_rom	WinKawaks_v1.60	shocktro	238-p1.bin	\N	\N	1048576	5677456f	f76169fa5c90871d65e2a16fd1bb036c90533ac8	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	shocktro	238-p2.bin	\N	\N	4194304	5b4a09c5	de04036cba2da4bb2da73d902d1822b82b4f67a9	\N	\N	\N	\N	\N	\N	
game_rom	WinKawaks_v1.60	shocktro	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
