game	VAntAGE_v1.12	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	2h	\N	\N	2048	a5d2e442	e535d1a501ebd861ad62da70b87215fb7c23de1d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	2j	\N	\N	2048	45f7cf34	d1e0e0be6dec377b684625bdfdc5a3a8af847492	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	2l	\N	\N	2048	f335b96b	17daa6d9bc916081f3c6cbdfe5b4960177dc7c9b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	5c	\N	\N	2048	bcd297f0	8ed78487d76fd0a917ab7b258937a46e2cd9800c	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	5d	\N	\N	2048	de7912da	8558b4eff5d7e63029b325edef9914feda5834c3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	5e	\N	\N	2048	ba2fa933	1f976d8595706730e29f93027e7ab4620075c078	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	5f	\N	\N	2048	57f9c6b9	ad0d09a6611998d093d676a9c9fe9e32b10f643e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	5h	\N	\N	2048	e989f325	947aee915779687deae040aeef9e9aee680aaebf	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	82s123.6e	\N	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	ballbomb	\N	\N	\N	\N	invaders	Balloon Bomber	1980	Taito	\N	\N	\N	
game_rom	VAntAGE_v1.12	ballbomb	tn01	\N	\N	2048	551585b5	7c17b046bdfca6ab107b7e68ba9bde6ca590c3d4	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	ballbomb	tn02	\N	\N	2048	7e1f734f	a15656818cd730d9bc98d00ff1e7fe3f860bd624	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	ballbomb	tn03	\N	\N	2048	d93e20bc	2bf72f813750cef8fad572a18fb8e9fd5bf38804	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	ballbomb	tn04	\N	\N	2048	d0689a22	1f6b258431b7eb878853ff979e4d97a05fb6b797	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	ballbomb	tn05-1	\N	\N	2048	5d5e94f1	b9f8ba38161ef4f0940c274e9d93fed4bb7db017	\N	\N	\N	\N	\N	\N	
game_sample	VAntAGE_v1.12	ballbomb	0.wav	
game_sample	VAntAGE_v1.12	ballbomb	1.wav	
game_sample	VAntAGE_v1.12	ballbomb	2.wav	
game_sample	VAntAGE_v1.12	ballbomb	3.wav	
game_sample	VAntAGE_v1.12	ballbomb	4.wav	
game_sample	VAntAGE_v1.12	ballbomb	5.wav	
game_sample	VAntAGE_v1.12	ballbomb	6.wav	
game_sample	VAntAGE_v1.12	ballbomb	7.wav	
game_sample	VAntAGE_v1.12	ballbomb	8.wav	
game	VAntAGE_v1.12	bombjack	\N	\N	\N	\N	\N	Bomb Jack (set 1)	1984	Tehkan	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	09_j01b.bin	\N	\N	8192	c668dc30	51dd6a2688b42e9f28f0882bd76f75be7ec3222a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	10_l01b.bin	\N	\N	8192	52a1e5fb	e1cdc4b4efbc6c7a1e4fa65019486617f2acba1b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	11_m01b.bin	\N	\N	8192	b68a062a	43bae56494ac0202aaa8f1ed5c1ed1bff775b2b8	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	12_n01b.bin	\N	\N	8192	1d3ecee5	8b3c49e21ea4952cae7042890d1be2115f7d6fda	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	13.1r	\N	\N	8192	70e0244d	67654155e42821ea78a655f869fb81c8d6387f63	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	01_h03t.bin	\N	\N	8192	8407917d	318face9f7a7ab6c7eeac773995040425e780aaf	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	03_e08t.bin	\N	\N	4096	9f0470d5	94ef52ef47b4399a03528fe3efeac9c1d6983446	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	04_h08t.bin	\N	\N	4096	81ec12e6	e29ba193f21aa898499187603b25d2e226a07c7b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	05_k08t.bin	\N	\N	4096	e87ec8b1	a66808ef2d62fca2854396898b86bac9be5f17a3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	06_l08t.bin	\N	\N	8192	51eebd89	515128a3971fcb97b60c5b6bdd2b03026aec1921	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	07_n08t.bin	\N	\N	8192	9dd98e9d	6db6006a6e20ff7c243d88293ca53681c4703ea5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	08_r08t.bin	\N	\N	8192	3155ee7d	e7897dca4c145f10b7d975b8ef0e4d8aa9354c25	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	16_m07b.bin	\N	\N	8192	94694097	de71bcd67f97d05527f2504fc8430be333fb9ec2	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	15_l07b.bin	\N	\N	8192	013f58f2	20c64593ab9fcb04cefbce0cd5d17ce3ff26441b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	14_j07b.bin	\N	\N	8192	101c858d	ed1746c15cdb04fae888601d940183d5c7702282	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	bombjack	02_p04t.bin	\N	\N	4096	398d4a02	ac18a8219f99ba9178b96c9564de3978e39c59fd	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	calipso	\N	\N	\N	\N	\N	Calipso	1982	[Stern] (Tago license)	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.2c	\N	\N	4096	0fcb703c	2bb096f114911973afdf3088c860c9566df06f60	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.2e	\N	\N	4096	c6622f14	475164aed703a97275ff285ecaec9d8fd4fe723b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.2f	\N	\N	4096	7bacbaba	d321d6d09c689123eb1e5d758d95ccecec225252	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.2h	\N	\N	4096	a3a8111b	3d9500c676563ebfc27aebb07716e6a966f00c35	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.2j	\N	\N	4096	fcbd7b9e	5cc1edcc8b9867bb7849c8d97d1096bb6464f562	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.2l	\N	\N	4096	f7630cab	482ee91cccd8a7c5768a1d6a9772d797769fe2dc	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.5c	\N	\N	2048	9cbc65ab	b4ce04d18f9536c0ddd2f9c15edda75570e750e5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.5d	\N	\N	2048	a225ee3b	dba111f89851c69fb6fce16219cb2b0cb3294c15	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.5f	\N	\N	8192	fd4252e9	881b988cdc9b7913f577573f8a15af7a7c7cc67f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.5h	\N	\N	8192	1663a73a	95b6ed25b656afdfb70fac35efa2e005185e4343	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	calipso	calipso.clr	\N	\N	32	01165832	bfef0459492dbd5febf3030916b6438eb6be71de	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	checkman	\N	\N	\N	\N	\N	Checkman	1982	Zilec-Zenitone	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm1	\N	\N	2048	e8cbdd28	ba0b41e375b94bbfed6a2c949cc7958474c8ba6e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm2	\N	\N	2048	b8432d4d	d331476f1f88b7ef1426bed7442392f369e0650b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm3	\N	\N	2048	15a97f61	3c06c734cef1eed68b401d0d36f7ec9126986d73	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm4	\N	\N	2048	8c12ecc0	1c2d61ef84404b6a524c453a3d339aaaadb38229	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm5	\N	\N	2048	2352cfd6	77db5f925ee5f83c17a05a78af5191eefe70ca5a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm11	\N	\N	2048	8d1bcca0	28fc7fb76180820e84d59e6836ed1f8136e8f138	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm9	\N	\N	2048	3cd5c751	a769fdd30752da8fb331aa0f7a0181a93f0b3378	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	checkman.clr	\N	\N	32	57a45057	d4ec6a54f72640e5b485aa59e206c090e67ff640	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm13	\N	\N	2048	0b09a3e8	e4e65da306e22f61790f0a68d953cc017c3ce762	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	checkman	cm14	\N	\N	2048	47f043be	44d8892d93849cbc989561387c0a05baead58446	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	crush2	\N	\N	\N	\N	\N	Crush Roller (Kural Esco - bootleg?)	1981	Kural Esco Electric	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp1	\N	\N	2048	f276592e	68ebb7d9f70af868d99ec42c26bc55a54ba1f22c	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp5a	\N	\N	2048	3d302abe	8ca5cd82d099b55e20f785489158231a1d99a430	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp2	\N	\N	2048	25f42e70	66de8203c364fd90e8a2b5749c2e40665b2f5830	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp6	\N	\N	2048	98279cbe	84b5e64bdbc25afab9b6f53e1719640e21a6feba	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp3	\N	\N	2048	8377b4cb	f828a177f22db9093a00c31e39e16214ce0dc6de	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp7	\N	\N	2048	d8e76c8c	7c3d7eb07b9256130141f71eba722f7823fd4c32	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp4	\N	\N	2048	90b28fa3	ff58d2dfb016397daabe2996bc3a7b63d28a4cca	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tp8	\N	\N	2048	10854e1b	b3b9066d9a43796185c00ae12f7bb2bbf42e3a07	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tpa	\N	\N	2048	c7617198	95b204af0345163f93811cc770ee0ca2851a39c1	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tpc	\N	\N	2048	e129d76a	c9256795c6d0929ade1f24b372dadc2a2b88d897	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tpb	\N	\N	2048	d1899f05	dce755511b6262b984a2bca329f454892e486a09	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	tpd	\N	\N	2048	d35d1caf	65dd7861e05651485626465dc97215fed58db551	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	82s123.7f	\N	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	crush.4a	\N	\N	256	63efb927	5c144a613fc4960a1dfd7ead89e7fee258a63171	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	82s126.1m	\N	\N	256	a9cc86bf	bbcec0570aeceb582ff8238a4bc8546a23430081	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	crush2	82s126.3m	\N	\N	256	77245b66	0c4d0bee858b97632411c440bea6948a74759746	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	devilfsh	\N	\N	\N	\N	\N	Devil Fish	1982	Artic	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u26.1	\N	\N	2048	ec047d71	c35555010fe239213e92946b65a54612d5a23399	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u56.2	\N	\N	2048	0138ade9	8c75572fa0a5d0665cc46b1c0080192bb0148df9	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u69.3	\N	\N	2048	5dd0b3fc	cf19193986920853d93e4ff38b70dcd46b42276b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u98.4	\N	\N	2048	ded0b745	2a3c741f11d211b4ec8dfa2dd2b3ae0c0a2d9590	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u114.5	\N	\N	2048	5fd40176	536dd870057c48591f0bee468325c8780afb7026	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u133.6	\N	\N	2048	03538336	66cffcbc53e42c626880151a62721ef3e6bf90bc	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u143.7	\N	\N	2048	64676081	6ae628ad582680d6a825238b60d1195990dbb56f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u163.8	\N	\N	2048	bc3d6770	ac8803520a668b1759acba23f06ba7a6c5792cbd	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u39.9	\N	\N	2048	09987e2e	6b0d8413a137726a67ceedeacfc0c48b058698f1	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u51.10	\N	\N	2048	1e2b1471	3ba33b26a5bff21b9ddc34e0a468db7b89361314	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u78.11	\N	\N	2048	45279aaa	20aca9bcfa1010311290cb3d8e4fb548182dcd4b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u72.12	\N	\N	4096	5406508e	1d01a796c3ac22e3fddd1ec2103ef5bd8c409278	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	u101.13	\N	\N	4096	8c4018b6	83c4f73a3e40fa6ecece38404fa5f64ab59d7b4e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	devilfsh	82s123.6e	\N	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	dkjrjp	\N	\N	dkongjr	dkongjr	dkongjr	Donkey Kong Jr. (Original Japanese)	1982	bootleg?	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkjp.5b	\N	\N	8192	7b48870b	4f737559e2bf5cc28824220417d7a2827361221f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkjp.5c	\N	\N	8192	12391665	3141ed5096097c48ac128636330ab6837a665d40	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkjp.5e	\N	\N	8192	6c9f9103	2d595e13c4ecb74b18e92b00efcc90c1e841b478	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkj.3n	dkj.3n	\N	4096	8d51aca9	64887564b079d98e98aafa53835e398f34fe4e3f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkj.3p	dkj.3p	\N	4096	4ef64ba5	41a7a4005087951f57f62c9751d62a8c495e6bb3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkj.7c	dkj.7c	\N	2048	dc7f4164	07a6242e95b5c3b8dfdcd4b4950f463dba16dd77	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkj.7d	dkj.7d	\N	2048	0ce7dcf6	0654b77526c49f0dfa077ac4f1f69cf5cb2e2f64	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkj.7e	dkj.7e	\N	2048	24d1ff17	696854bf3dc5447d33b4815db357e6ce3834d867	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkj.7f	dkj.7f	\N	2048	0f8c083f	0b688ae9da296b2447fffa5e135fd6a56ec3e790	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkjrprom.2e	dkjrprom.2e	\N	256	463dc7ad	b2c9f22facc8885be2d953b056eb8dcddd4f34cb	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkjrprom.2f	dkjrprom.2f	\N	256	47ba0042	dbec3f4b8013628c5b8f83162e5f8b1f82f6ee5f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkjrjp	dkjrprom.2n	dkjrprom.2n	\N	256	dbf185bf	2697a991a4afdf079dd0b7e732f71c7618f43b70	\N	\N	\N	\N	\N	\N	
game_sample	VAntAGE_v1.12	dkjrjp	jump.wav	
game_sample	VAntAGE_v1.12	dkjrjp	land.wav	
game_sample	VAntAGE_v1.12	dkjrjp	roar.wav	
game_sample	VAntAGE_v1.12	dkjrjp	climb.wav	
game_sample	VAntAGE_v1.12	dkjrjp	death.wav	
game_sample	VAntAGE_v1.12	dkjrjp	drop.wav	
game_sample	VAntAGE_v1.12	dkjrjp	walk.wav	
game_sample	VAntAGE_v1.12	dkjrjp	coin.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune1.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune2.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune3.wav	
game_sample	VAntAGE_v1.12	dkjrjp	cheep.wav	
game_sample	VAntAGE_v1.12	dkjrjp	dcheep.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune4.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune5.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune6.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune7.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune8.wav	
game_sample	VAntAGE_v1.12	dkjrjp	hhit.wav	
game_sample	VAntAGE_v1.12	dkjrjp	scream.wav	
game_sample	VAntAGE_v1.12	dkjrjp	tune9.wav	
game	VAntAGE_v1.12	dkong	\N	\N	\N	\N	\N	Donkey Kong (US)	1981	Nintendo of America	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.5e	\N	\N	4096	ba70b88b	d76ebecfea1af098d843ee7e578e480cd658ac1a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.5c	\N	\N	4096	5ec461ec	acb11a8fbdbb3ab46068385fe465f681e3c824bd	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.5b	\N	\N	4096	1c97d324	c7966261f3a1d3296927e0b6ee1c58039fc53c1f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.5a	\N	\N	4096	b9005ac0	3fe3599f6fa7c496f782053ddf7bacb453d197c4	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.3n	\N	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.3p	\N	\N	2048	15e9c5e9	976eb1e18c74018193a35aa86cff482ebfc5cc4e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.7c	\N	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.7d	\N	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.7e	\N	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dk.7f	\N	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dkong.2k	\N	\N	256	e273ede5	b50ec9e1837c00c20fb2a4369ec7dd0358321127	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dkong.2j	\N	\N	256	d6412358	f9c872da2fe8e800574ae3bf483fb3ccacc92eb3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkong	dkong.5f	\N	\N	256	b869b8f5	c2bdccbf2654b64ea55cd589fd21323a9178a660	\N	\N	\N	\N	\N	\N	
game_sample	VAntAGE_v1.12	dkong	effect00.wav	
game_sample	VAntAGE_v1.12	dkong	effect01.wav	
game_sample	VAntAGE_v1.12	dkong	bounce.wav	
game_sample	VAntAGE_v1.12	dkong	tune1.wav	
game_sample	VAntAGE_v1.12	dkong	noise.wav	
game_sample	VAntAGE_v1.12	dkong	tune2.wav	
game_sample	VAntAGE_v1.12	dkong	tune3.wav	
game_sample	VAntAGE_v1.12	dkong	tune4.wav	
game_sample	VAntAGE_v1.12	dkong	tune5.wav	
game_sample	VAntAGE_v1.12	dkong	tune6.wav	
game_sample	VAntAGE_v1.12	dkong	tune7.wav	
game_sample	VAntAGE_v1.12	dkong	end1.wav	
game_sample	VAntAGE_v1.12	dkong	tune8.wav	
game_sample	VAntAGE_v1.12	dkong	fall.wav	
game_sample	VAntAGE_v1.12	dkong	hhit.wav	
game_sample	VAntAGE_v1.12	dkong	death.wav	
game_sample	VAntAGE_v1.12	dkong	coin.wav	
game_sample	VAntAGE_v1.12	dkong	prize.wav	
game	VAntAGE_v1.12	dkongjp	\N	\N	dkong	dkong	dkong	Donkey Kong (Japan set 1)	1981	Nintendo	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	5f.cpu	\N	\N	4096	424f2b11	e4f096f2bbd37281f42a5f8e083738f55c07f3dd	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	5g.cpu	\N	\N	4096	d326599b	94c7382604d0a123a442d53f9641f366dfbb7631	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	5h.cpu	\N	\N	4096	ff31ac89	9626a9e6df0d1b0ff273dbbe986f670200f91f75	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	5k.cpu	\N	\N	4096	394d6007	57e5ae76ef5d4a2fa9cd860b6c6be03b6d5ed5ba	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dk.3n	dk.3n	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	5k.vid	\N	\N	2048	3684f914	882ae48ec1eabf5d350438dfec37ab20f7ee155d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dk.7c	dk.7c	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dk.7d	dk.7d	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dk.7e	dk.7e	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dk.7f	dk.7f	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dkong.2k	dkong.2k	\N	256	e273ede5	b50ec9e1837c00c20fb2a4369ec7dd0358321127	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dkong.2j	dkong.2j	\N	256	d6412358	f9c872da2fe8e800574ae3bf483fb3ccacc92eb3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjp	dkong.5f	dkong.5f	\N	256	b869b8f5	c2bdccbf2654b64ea55cd589fd21323a9178a660	\N	\N	\N	\N	\N	\N	
game_sample	VAntAGE_v1.12	dkongjp	effect00.wav	
game_sample	VAntAGE_v1.12	dkongjp	effect01.wav	
game_sample	VAntAGE_v1.12	dkongjp	bounce.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune1.wav	
game_sample	VAntAGE_v1.12	dkongjp	noise.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune2.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune3.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune4.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune5.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune6.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune7.wav	
game_sample	VAntAGE_v1.12	dkongjp	end1.wav	
game_sample	VAntAGE_v1.12	dkongjp	tune8.wav	
game_sample	VAntAGE_v1.12	dkongjp	fall.wav	
game_sample	VAntAGE_v1.12	dkongjp	hhit.wav	
game_sample	VAntAGE_v1.12	dkongjp	death.wav	
game_sample	VAntAGE_v1.12	dkongjp	coin.wav	
game_sample	VAntAGE_v1.12	dkongjp	prize.wav	
game	VAntAGE_v1.12	dkongjr	\N	\N	\N	\N	\N	Donkey Kong Junior (US)	1982	Nintendo of America	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjr	dkj.5b	\N	\N	8192	dea28158	08baf84ae6f9b40a2c743fe1d8c158c74a40e95a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjr	dkj.5c	\N	\N	8192	6fb5faf6	ce1cfde71a9e2a8b5896a6301d386f72869a1d2e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjr	dkj.5e	\N	\N	8192	d042b6a8	57ac237d273496b44220b4437118115ef11dbd9f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjr	dkj.3n	\N	\N	4096	8d51aca9	64887564b079d98e98aafa53835e398f34fe4e3f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	dkongjr	dkj.3p	\N	\N	4096	4ef64ba5	41a7a4005087951f57f62c9751d62a8c495e6bb3	\N	\N	\N	\N	\N	\N	
