game	GalEmu_v40.9	galaxian	\N	\N	\N	\N	\N	Galaxian (Namco)	1979	Namco	\N	\N	\N	
game_rom	GalEmu_v40.9	gteikoku	k01_1.bin	\N	\N	2048	c9d4537e	65d27066ffec04b755d2f5d3f36f5ec6792e8d6c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	gteikoku	k01_2.bin	\N	\N	2048	dcc2b33b	c3a5ac935c519400dfabb28909f7e460769d1837	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	gteikoku	l06_prom.bin	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	zigzag	\N	\N	zigzag2	zigzag2	\N	Zig Zag (Galaxian hardware, set 1)	1982	LAX	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	z1	\N	\N	4096	8cc08d81	be671192ef06dc3ed6963dc39e6bdce3275300e9	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	zz_d2.bin	zz_d2.bin	\N	4096	326d8d45	563b9fc64c34e36cfadffb107ce30d3a04d62d9c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	zz_d4.bin	zz_d4.bin	\N	4096	a94ed92a	d56f32fc2b3f0f7affe658b7726682c60d09bc16	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	zz_d3.bin	zz_d3.bin	\N	4096	ce5e7a00	93c47d22698a016cb0f0b654ade9ccab0cd1c88b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	zz_6_h1.bin	zz_6_h1.bin	\N	4096	780c162a	b0cac68258281917bcada52ce26e0ce38721d633	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	zz_5.bin	zz_5.bin	\N	4096	f3cdfec5	798d631c72d8e6b2e372b4b3ab0c10d8365a1359	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag	zzbp_e9.bin	zzbp_e9.bin	\N	32	aa486dd0	b845b52715bf6361ceee8c1ac541733963bd47af	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	zigzag2	\N	\N	\N	\N	\N	Zig Zag (Galaxian hardware, set 2)	1982	LAX	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zz_d1.bin	\N	\N	4096	4c28349a	646134ce506deaee88cc2ec5a973f8fedaddb66b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zz_d2.bin	\N	\N	4096	326d8d45	563b9fc64c34e36cfadffb107ce30d3a04d62d9c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zz_d4.bin	\N	\N	4096	a94ed92a	d56f32fc2b3f0f7affe658b7726682c60d09bc16	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zz_d3.bin	\N	\N	4096	ce5e7a00	93c47d22698a016cb0f0b654ade9ccab0cd1c88b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zz_6_h1.bin	\N	\N	4096	780c162a	b0cac68258281917bcada52ce26e0ce38721d633	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zz_5.bin	\N	\N	4096	f3cdfec5	798d631c72d8e6b2e372b4b3ab0c10d8365a1359	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	zigzag2	zzbp_e9.bin	\N	\N	32	aa486dd0	b845b52715bf6361ceee8c1ac541733963bd47af	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	mooncrsg	\N	\N	\N	\N	\N	Moon Cresta (Gremlin)	1980	Gremlin	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr194	\N	\N	2048	0e5582b1	946ad4aeb10c0b7b3f93fd24925cc9bcb49e443c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr195	\N	\N	2048	12cb201b	ebb01ec646b9e015cbcb93f70dfdaf448afefc12	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr196	\N	\N	2048	18255614	b373e22d47c0f7facba13148ca9c462ec9a0d732	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr197	\N	\N	2048	05ac1466	cbf93a8ce0925fa1c073c74f1274b190d9faefaf	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr198	\N	\N	2048	c28a2e8f	9ff6bab1e1185597ba55cb0d6086091a1fce01a6	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr199	\N	\N	2048	5a4571de	2a4170dee105922fc69c99b79f6f328098e81918	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr200	\N	\N	2048	b7c85bf1	cc9f593658ea39c849d80c83ee0c2170cc29879e	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr201	\N	\N	2048	2caba07f	8fec4904e12b4cfb6068784007278be986a3eede	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	epr171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsg	mooncrst.clr	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	mooncrsb	\N	\N	\N	\N	\N	Moon Cresta (bootleg set 1)	1980	bootleg	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr194	\N	\N	2048	6a23ec6d	df2214bdde26a71db59ffd39a745052076563f65	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr195	\N	\N	2048	ee262ff2	4e2202023ad53109ea58304071735d2425a617f3	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr196	\N	\N	2048	29a2b0ab	e9fc7161d0566e36307c45b7132e2262c0af4845	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr197	\N	\N	2048	4c6a5a6d	366516f63c9b5239e703e4dfb672659049ddbf44	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr198	\N	\N	2048	06d378a6	99dbe9fc7f95f8fdce86eb5c32bd1ca1bea0ca3c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr199	\N	\N	2048	6e84a927	82e8e825d157c3c947a3a222bca059a735169c7d	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr200	\N	\N	2048	b45af1e8	d7020774707234acdaef5c655f667d5ee9e54a13	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr201	\N	\N	2048	66da55d5	39e2f6107e77ee97860147f64b9673cd9a2ae612	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	bepr171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	mooncrsb	mooncrst.clr	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	fantazia	\N	\N	\N	\N	\N	Fantazia	1980	bootleg	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f01.bin	\N	\N	2048	d3e23863	f0a6f7491fdf8aae214f40078b29b7aecdcf2f1e	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f02.bin	\N	\N	2048	63fa4149	603ee6d4d2952cc08b3f6e98b1a2053671875e44	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f03.bin	\N	\N	2048	29a2b0ab	e9fc7161d0566e36307c45b7132e2262c0af4845	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f04.bin	\N	\N	2048	4c6a5a6d	366516f63c9b5239e703e4dfb672659049ddbf44	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f09.bin	\N	\N	2048	75fd5ca1	45f2dd33f0e437cb95d9373f86490e5432338737	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f10.bin	\N	\N	2048	e4da2dd4	7a53efd5b583f656c87b7d7a5ba7c239ced7d87b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f11.bin	\N	\N	2048	42869646	a3640b2ace31ce99c056bc14d1d96f3404698d6a	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	f12.bin	\N	\N	2048	a48d7fb0	6206036a9d85e87fb7f8a88c17bfe090fc70caf4	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	1h_1_10.bin	\N	\N	2048	528da705	d726ee18b79774c982f88afb2a508eb5d5783193	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	1k_2_12.bin	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	1k_1_11.bin	\N	\N	2048	4e79ff6b	f72386a3766a7fcc7b4b8cedfa58b8d57f911f6f	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	1h_2_09.bin	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	fantazia	mooncrst.clr	\N	\N	32	a84ff0af	c300dc937c608d2d1c113ca7a53c649472c72379	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	eagle	\N	\N	\N	\N	\N	Eagle (set 1)	1980	Centuri	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e1	\N	\N	2048	224c9526	4c014d60d4ee80de7f60b4609269461688c181d0	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e2	\N	\N	2048	cc538ebd	4ef3c7363e2dcd9ed99779039ccc50a9f2084dbd	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e3	\N	\N	2048	29a2b0ab	e9fc7161d0566e36307c45b7132e2262c0af4845	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e4	\N	\N	2048	4c6a5a6d	366516f63c9b5239e703e4dfb672659049ddbf44	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e5	\N	\N	2048	06d378a6	99dbe9fc7f95f8fdce86eb5c32bd1ca1bea0ca3c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e6	\N	\N	2048	0dea20d5	405b51d4e3b1065f78afd2297e075e977ae19196	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e7	\N	\N	2048	b45af1e8	d7020774707234acdaef5c655f667d5ee9e54a13	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e8	\N	\N	2048	c437a876	845941b873970ac62ba9bb6353bee53d0fcfa292	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e10	\N	\N	2048	40ce58bf	67ea99e1afe4fff3e17252b22d11d3c96a416041	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e12	\N	\N	2048	628fdeed	a798530c65e639fbf00ed3a4e8c428935bf5f38e	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e9	\N	\N	2048	ba664099	9509123bed02a9d47f2c056e1562b80206da5579	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	e11	\N	\N	2048	ee4ec5fd	bf08b3f111f780dc8c81275e4e6247388183a8da	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	eagle	mooncrst.clr	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	moonal2	\N	\N	\N	\N	\N	Moon Alien Part 2	1980	Nichibutsu	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali1	\N	\N	1024	0dcecab4	493628640de1a7e3bb9914ee3459b74cedc599fd	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali2	\N	\N	1024	c6ee75a7	36503351380f7638069637c22bd06da06da54a1c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali3	\N	\N	1024	cd1be7e9	684f1923090f0d53338705f6972778712e27577f	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali4	\N	\N	1024	83b03f08	a1fd422051aa7f17f857188b503031cce3fdc275	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali5	\N	\N	1024	6f3cf61d	e238ed6f9c0813f0177abe9090e29562529eeef8	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali6	\N	\N	1024	e169d432	a5189d7322a240863afee7ac0ecf68599498cb87	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali7	\N	\N	1024	41f64b73	dff786a74575da9fbaca3ac610ad2f367983c7fc	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali8	\N	\N	1024	f72ee876	8e50a516f10d77652ff3692bb85adb66bc128e26	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali9	\N	\N	1024	b7fb763c	4e7c4995f52dec2ea61424c79d79797933dad604	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali10	\N	\N	1024	b1059179	86de04c82a7604cb57958a52d5585837481f94a5	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali11	\N	\N	1024	9e79a1c6	2f59e3a2a81a224b163b23bd2c184385f64e1565	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali13.1h	\N	\N	2048	a1287bf6	eeeaba4b9e186454a5e2f1c26e333e8fccd97af8	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali12.1k	\N	\N	2048	528f1481	e266a75c3109bcfa2a0394f2ed0ac136fc3158ba	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2	ali.clr	\N	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	moonal2b	\N	\N	moonal2	moonal2	\N	Moon Alien Part 2 (older version)	1980	Nichibutsu	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali1	ali1	\N	1024	0dcecab4	493628640de1a7e3bb9914ee3459b74cedc599fd	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali2	ali2	\N	1024	c6ee75a7	36503351380f7638069637c22bd06da06da54a1c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	md-2	\N	\N	2048	8318b187	75bb113db1111cd2a335139fa6cb94d9522f5860	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali5	ali5	\N	1024	6f3cf61d	e238ed6f9c0813f0177abe9090e29562529eeef8	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali6	ali6	\N	1024	e169d432	a5189d7322a240863afee7ac0ecf68599498cb87	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali7	ali7	\N	1024	41f64b73	dff786a74575da9fbaca3ac610ad2f367983c7fc	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali8	ali8	\N	1024	f72ee876	8e50a516f10d77652ff3692bb85adb66bc128e26	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali9	ali9	\N	1024	b7fb763c	4e7c4995f52dec2ea61424c79d79797933dad604	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali10	ali10	\N	1024	b1059179	86de04c82a7604cb57958a52d5585837481f94a5	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	md-6	\N	\N	2048	9cc973e0	8d96448794e0869036a3fac7f7fbcad459149a98	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali13.1h	ali13.1h	\N	2048	a1287bf6	eeeaba4b9e186454a5e2f1c26e333e8fccd97af8	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali12.1k	ali12.1k	\N	2048	528f1481	e266a75c3109bcfa2a0394f2ed0ac136fc3158ba	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	moonal2b	ali.clr	ali.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	devilfsg	\N	\N	\N	\N	\N	Devil Fish (Galaxian hardware, bootleg?)	1984	Vision / Artic	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	dfish1.7f	\N	\N	4096	2ab19698	8450981d3cf3fa8abf2fb5487aa98b03a4cf03a1	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	dfish2.7h	\N	\N	4096	4e77f097	aeaa5ff210ccbbe77114edf5dee992d2720636ae	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	dfish3.7k	\N	\N	4096	3f16a4c6	cc30b27070a12c250cdc2f7289bae7c7a4c05c2c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	dfish4.7m	\N	\N	4096	11fc7e59	2c0182a75bfca085e67483b421f40b3bc9b8ef24	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	dfish5.1h	\N	\N	4096	ace6e31f	23df890fdf8ef275af79e10c8e43ff3a617b28ac	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	dfish6.1k	\N	\N	4096	d7a6c4c4	ec5f9182657edb11884ab93f868f1bb3569461ae	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	devilfsg	82s123.6e	\N	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	galaxb	\N	\N	galaxian	galaxian	\N	Galaxian (Namco set 2)	1979	bootleg	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp1	\N	\N	2048	e8f3aa67	a0e9576784dbe602dd9780e667f01f31defd7c00	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp2	\N	\N	2048	f58283e3	edc6e72516c50fd3402281d9936574d276581ce9	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp3	\N	\N	2048	4c7031c0	97f7ab0cedcd8eba1c8f6f516d84d672a2108258	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp4	\N	\N	2048	097d92a2	63ef86657286a4e1fae4f795e0e6b410ca2ef06b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp5	\N	\N	2048	5341d75a	40bc8fcc598f58c6ff944e2a4a9288463e75a09d	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp7e	\N	\N	2048	39fb43a4	4755609bd974976f04855d51e08ec0d62ab4bc07	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	cp6e	\N	\N	2048	7e3f56a2	a9795d8b7388f404f3b0e2c6ce15d713a4c5bafa	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	galaxb	galaxian.clr	galaxian.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	scramblb	\N	\N	\N	\N	\N	Scramble (bootleg on Galaxian hardware)	1981	bootleg	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.1k	\N	\N	2048	9e025c4a	a8cc9391bdd01a5a2fe7f0c4e889b4e2495df891	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.2k	\N	\N	2048	306f783e	92d19f90f1123cd211706294d668ab23c8b0760b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.3k	\N	\N	2048	0500b701	54c84ccad2aae34f42fdddcfcd92cd9da2cd7119	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.4k	\N	\N	2048	dd380a22	125e713a58cc5f2c1e38f67dad29f8c985ce5a8b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.5k	\N	\N	2048	df0b9648	4ae9150c9441897d5ab7c5a0b3f10e1e8c8e2f6c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.1j	\N	\N	2048	b8c07b3c	33eaedef4b7f49eeef072425541c17206d0a00ec	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.2j	\N	\N	2048	88ac07a0	c57061db5984b472039356bf84a050b5b66e3813	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	scramble.3j	\N	\N	2048	c67d57ca	ba8b14289aef47d48d9750cf2ef3c368e74a60e8	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	5f.k	\N	\N	2048	4708845b	a8b1ad19a95a9d35050a2ab7194cc96fc5afcdc9	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	5h.k	\N	\N	2048	11fd2887	69844e48bb4d372cac7ae83c953df573c7ecbb7f	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	scramblb	82s123.6e	\N	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	azurian	\N	\N	\N	\N	\N	Azurian Attack	1982	Rait Electronics Ltd	\N	\N	\N	
game_rom	GalEmu_v40.9	azurian	pgm.1	\N	\N	4096	17a0fca7	0ffb80d433fbaa0631d0d982a453f9e6cccab297	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	azurian	pgm.2	\N	\N	4096	14659848	bb9d9c01b074bf7ed7a1c29379bbef41728dd27a	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	azurian	pgm.3	\N	\N	4096	8f60fb97	d0f4d65e568ac1a5d41e550f2f626cbf72884959	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	azurian	gfx.1	\N	\N	2048	f5afb803	ffc8f86a35179d7715ef618004b79003e0236a93	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	azurian	gfx.2	\N	\N	2048	ae96e5d1	df667fb96d7353ccf9ce0acf788371ef2221e97d	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	azurian	clr	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	orbitron	\N	\N	\N	\N	\N	Orbitron	1982	Signatron USA	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.3	\N	\N	2048	419f9c9b	788a3920f4270b886b3a578f8c2df33e6314a1c3	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.4	\N	\N	2048	44ad56ac	3a8339cdee50912a16ac0fb448e6659e32542c0c	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.1	\N	\N	2048	da3f5168	1927cc7cd3b9d15b629e09781557f4c75d684182	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.2	\N	\N	2048	a3b813fc	7f0f22667bee897b474fb485d65a74d74a36991a	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.5	\N	\N	2048	20cd8bb8	a5309cb04a656c6e1e18bb19910474af8ef814a5	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.6	\N	\N	2048	2c91b83f	29c73b7ad0dc5a3ba739492c902ad9201eae6ef2	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	orbitron.7	\N	\N	2048	46f4cca4	e5fb616b1d17b5b5167f05f7840638840deb2d13	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	orbitron	l06_prom.bin	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	swarm	\N	\N	galaxian	galaxian	\N	Swarm	1979	hack	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarm1.bin	\N	\N	2048	21eba3d0	d07f141d785c86faca8c40af034c26f2789e9346	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarm2.bin	\N	\N	2048	f3a436cd	8d64e61b823e22f17cb79bf9e0c7b3c80c76413f	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarm3.bin	\N	\N	2048	2915e38b	045d4cc2c363b9ba8d066f902f03b7eacbeb1f5e	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarm4.bin	\N	\N	2048	8bbbf486	84c975562c9c359069fb70f7f416420c74d40622	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarm5.bin	\N	\N	2048	f1b1987e	0c8b57cb156fdd1a81a5e4535464cafab737185b	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarma.bin	\N	\N	2048	ef8657bb	c942db83231b04041e2794a08ce779331613edcf	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	swarmb.bin	\N	\N	2048	60c4bd31	a8f22f8d7a9fca2c29091888e243dfa10211e138	\N	\N	\N	\N	\N	\N	
game_rom	GalEmu_v40.9	swarm	galaxian.clr	galaxian.clr	\N	32	c3ac9467	f382ad5a34d282056c78a5ec00c30ec43772bae2	\N	\N	\N	\N	\N	\N	
game	GalEmu_v40.9	streakng	\N	\N	\N	\N	\N	Streaking	1980	Shoei	\N	\N	\N	
