game	Mjolnir_v0.3.1	winrun	\N	namcos21.c	\N	\N	\N	Winning Run Suzuka Grand Prix	1989	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	obj7.ac1	\N	\N	524288	cfa9fe5f	0da25663b89d653c87ed32d15f7c82f3035702ab	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	edata-u.ac1	\N	\N	524288	82320c71	2be98d46853febb46e1cc728af2735c0e00ce303	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	edata-l.ac1	\N	\N	524288	fd7947d3	2696eeae37de6d256e626cc3f3cea7b0f6eff60e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	edata1-u.ac1	\N	\N	524288	a9547509	1bc663cec03b60ad968896bbc2546f02efda135e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	edata1-l.ac1	\N	\N	524288	a87087dd	cd9b83a8f07886ab44e4ded68002b44338777e8c	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	poih.ac1	\N	\N	524288	573bbc3b	371be12b915db6872049f18980c1b55544cfc445	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	poil-u.ac1	\N	\N	524288	d99084b9	c604d60a2162af7610e5ff7c1aa4195f7df82efe	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	poil-l.ac1	\N	\N	524288	abb32307	8e936ba99479215dd33a951d81ec2b04020dfd62	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	voi0.ac1	\N	\N	524288	f427b119	bd45bbe41c8be26d6c997fcdc226d080b416a2cf	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	voi1.ac1	\N	\N	524288	c9490667	4b6fbe635c32469870a8e6f82742be6a9d4918c9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	voi2.ac1	\N	\N	524288	1fcb51ba	80fc815e5fad76d20c3795ab1d89b57d9abc3efd	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombj	voi3.ac1	\N	\N	524288	cd202e06	72a18f5ba402caefef14b8d1304f337eaaa3eb1d	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	aircombu	\N	namcos21.c	aircombj	aircombj	\N	Air Combat (US)	1992	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	mpr-u.ac2	\N	\N	524288	a7133f85	9f1c99dd503f1fc81096170fd272e33ae8a7de2f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	mpr-l.ac2	\N	\N	524288	520a52e6	74306e02abfe08aa1afbf325b74dbc0840c3ad3a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	spr-u.ac2	\N	\N	131072	42aca956	10ea2400bb4d5b2d805e2de43ca0e0f54597f660	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	spr-l.ac2	\N	\N	131072	3e15fa19	65dbb33ab6b3c06c793613348ebb7b110b8bba0d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	snd0.ac1	snd0.ac1	\N	131072	5c1fb84b	20e4d81289dbe58ffcfc947251a6ff1cc1e36436	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	sys2mcpu.bin	sys2mcpu.bin	\N	8192	a342a97e	2c420d34dba21e409bf78ddca710fc7de65a6642	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	sys2c65c.bin	sys2c65c.bin	\N	32768	a5b2a4ff	068bdfcc71a5e83706e8b23330691973c1c214dc	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	c67.bin	c67.bin	\N	8192	6bd8988e	c9ec18d5f88d53976b94444eedc64d5568155958	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj0.ac2	\N	\N	524288	8327ff22	16f6022dedb7a74590898bc8ed3e8a97993c4635	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj4.ac2	\N	\N	524288	e433e344	98ade550cf066fcb5c09fa905f441a1464d4d625	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj1.ac2	\N	\N	524288	43af566d	99f0d9f005e28040f5cc10de2198893946a31d09	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj5.ac2	\N	\N	524288	ecb19199	8e0aa1bc1141c4b09576ab08970d0c7629560643	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj2.ac2	\N	\N	524288	dafbf489	c53ccb3e1b4a6a660bd28c8abe52ccc3f85d111f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj6.ac2	\N	\N	524288	24cc3f36	e50af176eb3034c9cab7613ca614f5cc2c62f95e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj3.ac2	\N	\N	524288	bd555a1d	96e432b30da6f5f7ccb768c516b1f7186bc0d4c9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	obj7.ac2	\N	\N	524288	d561fbe3	a23976e10bddf74d4a6b292f044dfd0affbab101	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	edata-u.ac1	edata-u.ac1	\N	524288	82320c71	2be98d46853febb46e1cc728af2735c0e00ce303	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	edata-l.ac1	edata-l.ac1	\N	524288	fd7947d3	2696eeae37de6d256e626cc3f3cea7b0f6eff60e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	edata1-u.ac2	\N	\N	524288	40c07095	5d9beaf5bc411ac66785d70980977b08446f46e3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	edata1-l.ac1	edata1-l.ac1	\N	524288	a87087dd	cd9b83a8f07886ab44e4ded68002b44338777e8c	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	poih.ac1	poih.ac1	\N	524288	573bbc3b	371be12b915db6872049f18980c1b55544cfc445	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	poil-u.ac1	poil-u.ac1	\N	524288	d99084b9	c604d60a2162af7610e5ff7c1aa4195f7df82efe	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	poil-l.ac1	poil-l.ac1	\N	524288	abb32307	8e936ba99479215dd33a951d81ec2b04020dfd62	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	voi0.ac1	voi0.ac1	\N	524288	f427b119	bd45bbe41c8be26d6c997fcdc226d080b416a2cf	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	voi1.ac1	voi1.ac1	\N	524288	c9490667	4b6fbe635c32469870a8e6f82742be6a9d4918c9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	voi2.ac1	voi2.ac1	\N	524288	1fcb51ba	80fc815e5fad76d20c3795ab1d89b57d9abc3efd	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	aircombu	voi3.ac1	voi3.ac1	\N	524288	cd202e06	72a18f5ba402caefef14b8d1304f337eaaa3eb1d	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	cybsled	\N	namcos21.c	\N	\N	\N	Cyber Sled	1993	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	mpru.3j	\N	\N	524288	cc5a2e83	b794051b2c351e9ca43351603845e4e563f6740f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	mprl.1j	\N	\N	524288	f7ee8b48	6d36eb3dba9cf7f5f5e1a26c156e77a2dad3f257	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	spru.6c	\N	\N	524288	28dd707b	11297ceae4fe78d170785a5cf9ad77833bbe7fff	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	sprl.4c	\N	\N	524288	437029de	3d275a2b0ce6909e77e657c371bd22597ea9d398	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	snd0.8j	\N	\N	131072	3dddf83b	e16119cbef176b6f8f8ace773fcbc201e987823f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	sys2mcpu.bin	\N	\N	8192	a342a97e	2c420d34dba21e409bf78ddca710fc7de65a6642	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	sys2c65c.bin	\N	\N	32768	a5b2a4ff	068bdfcc71a5e83706e8b23330691973c1c214dc	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	c67.bin	\N	\N	8192	6bd8988e	c9ec18d5f88d53976b94444eedc64d5568155958	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj0.5s	\N	\N	524288	5ae542d5	99b1a3ed476da4a97cb864538909d7b831f0fd3b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj4.4s	\N	\N	524288	57904076	b1dc0d99543bc4b9584b37ffc12c6ebc59e30e3b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj1.5x	\N	\N	524288	4aae3eff	c80240bd2f4228a0261a14adb6b10560b31b5aa0	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj5.4x	\N	\N	524288	0e11ca47	076a9a4cfddbee2d8aaa06110333090d8fdbefeb	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj2.3s	\N	\N	524288	d64ec4c3	0bed1cafc21ed8cef3850fb81e30076977086eb0	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj6.2s	\N	\N	524288	7748b485	adb4da419a6cdbefd0fef182d866a3479be379af	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj3.3x	\N	\N	524288	3d1f7168	392dddcc79fe61dcc6514a91ac27b5e36825d8b7	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	obj7.2x	\N	\N	524288	b6eb6ad2	85a660c5e44012491be7d4e783cce6ba12c135cb	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	datau.3a	\N	\N	524288	570da15d	9ebe756f10756c079a92fb522332e9e52ff715c3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	datal.1a	\N	\N	524288	9cf96f9e	91783f48b93e03c778c6641ca8fb419c13b0d3c5	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	edata0u.3b	\N	\N	524288	77452533	48fc199bcc1beb23c714eebd9b09b153c980170b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	edata0l.1b	\N	\N	524288	e812e290	719e0a026ae8ef63d0d0269b67669ea9b4d950dd	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	poih1.2f	\N	\N	524288	eaf8bac3	7a2caf6672af158b4a23ce4626342d1f17d1a4e4	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	poilu1.2k	\N	\N	524288	c544a8dc	4cce5f2ab3519b4aa7edbdd15b2d79a7fdcade3c	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	poill1.2n	\N	\N	524288	30acb99b	a28dcb3e5405f166644f6353a903c1143ee268f1	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	poih2.2j	\N	\N	524288	4079f342	fa36aed1abbda54a42f29b183007474580870319	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	poilu2.2l	\N	\N	524288	61d816d4	7991957b910d32530151abc7f469fcf1de62d8f3	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	poill2.2p	\N	\N	524288	faf09158	b56ebed6012362b1d599c396a43e90a1e4d9dc38	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	voi0.12b	\N	\N	524288	99d7ce46	b75f4055c3ce847daabfacda22df14e3f80c4fb9	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	voi1.12c	\N	\N	524288	2b335f06	2b2cd407c34388b56496f84a414daa153780b098	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	voi2.12d	\N	\N	524288	10cd15f0	9b721654ed97a13287373c1b2854ac9aeddc271f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	cybsled	voi3.12e	\N	\N	524288	c902b4a4	816357ec1a02a7ebf817ac1182e9c50ce5ca71f6	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	alpinerd	\N	namcos22.c	\N	\N	\N	Alpine Racer (Rev. AR2 Ver.D)	1995	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar2ver-d.1	\N	\N	1048576	fa3380b9	2a46988745bd2672f8082399a68ae0d0ab3d28f2	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar2ver-d.2	\N	\N	1048576	76141352	0f7230dd9cd6f1b83d499034affc7bc2c4385ab5	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar2ver-d.3	\N	\N	1048576	9beffe6a	d8efd1e3829d32bb06537d7cecb59f8df9b6d663	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar2ver-d.4	\N	\N	1048576	1f3f1134	0afa78444d1463d214f1afd7ec500af76d567489	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1datab.8k	\N	\N	524288	c26306f8	6d8d993c076d5ced523143a86bd0938b3794478d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1scg0.12f	\N	\N	2097152	e7be830a	60e2162eecd7401a0c26c525de2715cbfb10c1c5	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1scg1.10f	\N	\N	2097152	8f15a686	bce2d4380c6c39aa402566ddb0f62bbe6d7bfa1d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg0.12b	\N	\N	2097152	93f3a9d9	7e94c81ad5ace98a2f0d00d101d464883d38c197	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg1.10d	\N	\N	2097152	39828c8b	424aa67eb0b898c9cab8a4749893a9c5696ac430	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg2.12d	\N	\N	2097152	f7b058d1	fffd0f01724a26dd47b1ecceecf4a139d5746f81	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg3.13d	\N	\N	2097152	c28a3d2a	cdc44fdbc99274e860c834e42b4cfafb478d4d26	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg4.14d	\N	\N	2097152	abdb161f	260bff9b0e94c1b2ea4b9d7fa170fbca212e85ee	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg5.16d	\N	\N	2097152	2381cfea	1de4c8b94df233fd74771fa47843290a3d8df0c8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg6.18a	\N	\N	2097152	ca0b6d23	df969e0eeec557a95584b06995b0d55f2c6ec70a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1cg7.15a	\N	\N	2097152	ffb9f9f9	2b8c75b580f77e887df7d50909a3a95cda570e20	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ccrl.3d	\N	\N	2097152	17387b2c	dfd7cadaf97917347c0fa98f395364a543e49612	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ccrh.1d	\N	\N	524288	ee7a4803	8383c9a8ef5ed94df13446ca5cefa5f9e518f175	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrl0.18k	\N	\N	524288	82405108	0a40882a9bc8621c620bede404c78f6b1333f223	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrl1.16k	\N	\N	524288	8739b09c	cd603c4dc2f9ffc4185f891eb83e4c383c564294	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrl2.15k	\N	\N	524288	bda693a9	fe71dd3c63198737aa2d39527f0004e977e3be20	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrl3.14k	\N	\N	524288	82797405	2f205fee2d33e183c80a906fb38900167c011240	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrm0.18j	\N	\N	524288	64bd6620	2e33ff22208805ece304128be8887646fc890f6d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrm1.16j	\N	\N	524288	2232f0a5	3fccf6d4a0c4100cc85e3051024d659c4a1c769e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrm2.15j	\N	\N	524288	8ee14e6f	f6f1cbb748b109b365255378c18e710ba6270c1c	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptrm3.14j	\N	\N	524288	1094a970	d41b10f48e1ef312bcaf09f27fabc7252c30e648	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptru0.18f	\N	\N	524288	26d88467	d528f989fab4dd5ac1aec9b596a05fbadcc0587a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptru1.16f	\N	\N	524288	c5e2c208	152fde0b95a5df8c781e4a83577cfbbc7672ae0d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptru2.15f	\N	\N	524288	1321ec59	dbd3687a4c6b1aa0b18e336f99dabb9010d36639	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1ptru3.14f	\N	\N	524288	139d7dc1	6d25e6ad552a91a0c5fc03db7e1a801ccf9c9556	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerd	ar1wavea.2l	\N	\N	2097152	dbf64562	454fd7d5b860f0e5557d8900393be95d6c992ad1	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	alpinerc	\N	namcos22.c	alpinerd	alpinerd	\N	Alpine Racer (Rev. AR2 Ver.C)	1995	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar2ver-c.1	\N	\N	1048576	61323842	e3c33248340bee252f230124fa9b7fa935a60565	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar2ver-c.2	\N	\N	1048576	43795b2d	e060f3259661279a36300431c5ca7347bde8b6ec	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar2ver-c.3	\N	\N	1048576	acb3003b	ea0cbf3a1607b06b108df051f38fec1f214f42d2	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar2ver-c.4	\N	\N	1048576	a57b4e60	9dd8508f376711f55f8e7ae195de7d05367bcdee	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1datab.8k	ar1datab.8k	\N	524288	c26306f8	6d8d993c076d5ced523143a86bd0938b3794478d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1scg0.12f	ar1scg0.12f	\N	2097152	e7be830a	60e2162eecd7401a0c26c525de2715cbfb10c1c5	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1scg1.10f	ar1scg1.10f	\N	2097152	8f15a686	bce2d4380c6c39aa402566ddb0f62bbe6d7bfa1d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg0.12b	ar1cg0.12b	\N	2097152	93f3a9d9	7e94c81ad5ace98a2f0d00d101d464883d38c197	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg1.10d	ar1cg1.10d	\N	2097152	39828c8b	424aa67eb0b898c9cab8a4749893a9c5696ac430	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg2.12d	ar1cg2.12d	\N	2097152	f7b058d1	fffd0f01724a26dd47b1ecceecf4a139d5746f81	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg3.13d	ar1cg3.13d	\N	2097152	c28a3d2a	cdc44fdbc99274e860c834e42b4cfafb478d4d26	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg4.14d	ar1cg4.14d	\N	2097152	abdb161f	260bff9b0e94c1b2ea4b9d7fa170fbca212e85ee	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg5.16d	ar1cg5.16d	\N	2097152	2381cfea	1de4c8b94df233fd74771fa47843290a3d8df0c8	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg6.18a	ar1cg6.18a	\N	2097152	ca0b6d23	df969e0eeec557a95584b06995b0d55f2c6ec70a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1cg7.15a	ar1cg7.15a	\N	2097152	ffb9f9f9	2b8c75b580f77e887df7d50909a3a95cda570e20	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ccrl.3d	ar1ccrl.3d	\N	2097152	17387b2c	dfd7cadaf97917347c0fa98f395364a543e49612	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ccrh.1d	ar1ccrh.1d	\N	524288	ee7a4803	8383c9a8ef5ed94df13446ca5cefa5f9e518f175	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrl0.18k	ar1ptrl0.18k	\N	524288	82405108	0a40882a9bc8621c620bede404c78f6b1333f223	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrl1.16k	ar1ptrl1.16k	\N	524288	8739b09c	cd603c4dc2f9ffc4185f891eb83e4c383c564294	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrl2.15k	ar1ptrl2.15k	\N	524288	bda693a9	fe71dd3c63198737aa2d39527f0004e977e3be20	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrl3.14k	ar1ptrl3.14k	\N	524288	82797405	2f205fee2d33e183c80a906fb38900167c011240	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrm0.18j	ar1ptrm0.18j	\N	524288	64bd6620	2e33ff22208805ece304128be8887646fc890f6d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrm1.16j	ar1ptrm1.16j	\N	524288	2232f0a5	3fccf6d4a0c4100cc85e3051024d659c4a1c769e	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrm2.15j	ar1ptrm2.15j	\N	524288	8ee14e6f	f6f1cbb748b109b365255378c18e710ba6270c1c	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptrm3.14j	ar1ptrm3.14j	\N	524288	1094a970	d41b10f48e1ef312bcaf09f27fabc7252c30e648	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptru0.18f	ar1ptru0.18f	\N	524288	26d88467	d528f989fab4dd5ac1aec9b596a05fbadcc0587a	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptru1.16f	ar1ptru1.16f	\N	524288	c5e2c208	152fde0b95a5df8c781e4a83577cfbbc7672ae0d	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptru2.15f	ar1ptru2.15f	\N	524288	1321ec59	dbd3687a4c6b1aa0b18e336f99dabb9010d36639	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1ptru3.14f	ar1ptru3.14f	\N	524288	139d7dc1	6d25e6ad552a91a0c5fc03db7e1a801ccf9c9556	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	alpinerc	ar1wavea.2l	ar1wavea.2l	\N	2097152	dbf64562	454fd7d5b860f0e5557d8900393be95d6c992ad1	\N	\N	\N	\N	\N	\N	
game	Mjolnir_v0.3.1	raveracw	\N	namcos22.c	\N	\N	\N	Rave Racer (Rev. RV2, World)	1995	Namco	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv2prllb.4d	\N	\N	524288	3017cd1e	ccd648b4a5dfc74fd141815af2969f423311042f	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv2prlmb.2d	\N	\N	524288	894be0c3	4dba93dc3ca1cf502c5f54018b64ad79bb2a632b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv2prumb.8d	\N	\N	524288	6414a800	c278ff644909d12a43ba6fc2bf8d2092e469c3e6	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv2pruub.6d	\N	\N	524288	a9f18714	8e7b17749d151f92020f68d1ac06003cf1f5c573	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1data.6r	\N	\N	524288	d358ec20	140c513349240417bb546dd2d151f3666b818e91	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	pr1data.8k	\N	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	baddump	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg0.1a	\N	\N	2097152	c518f06b	4c01d453244192dd13087bdc72a7f7be80b47cbc	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg1.1c	\N	\N	2097152	6628f792	7a5405c5fcb2f3f001ae17df393c31e61a834f2b	\N	\N	\N	\N	\N	\N	
game_rom	Mjolnir_v0.3.1	raveracw	rv1cg2.1d	\N	\N	2097152	0b707cc5	38e1a554b278062edc369565353497ac4b016f78	\N	\N	\N	\N	\N	\N	
