game	HiVE_v1.04	amidar	\N	\N	\N	\N	\N	Amidar	1982	Konami (Stern license)	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	g3_4f.bin	\N	\N	256	2d9fbdd8	e6a23cd5ce3d3e76de3b70c8ab5a3c45b1147af4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	g3_8g.bin	\N	\N	256	2faa3e09	781ffe9088476798409cb922350eff881590cf35	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_5k.bin	\N	\N	8192	7316a1f1	368e4541a5151e906a189712bc05192c2ceec8ae	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_5l.bin	\N	\N	8192	6cd8ce11	fc346e98737c9fc20810e32d4c150ae4b4051979	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_5m.bin	\N	\N	8192	57740ff9	16873e0ac5f975768d596d7d32af7571f4817f2b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_5n.bin	\N	\N	8192	e6a9ae67	99c1e67c3b216aa1b63f199e21c73cdedde80e1b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_6l.bin	\N	\N	8192	9ec3dce5	196a975aff59be19f55041a44b201aafef083ba7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_6m.bin	\N	\N	8192	0621f7df	b86020f819fefb134cb57e203f7c90b1b29581c8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_6n.bin	\N	\N	8192	6a2942c5	6fb2c4dcb2ad393220917b81f1a42e571d209d76	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_7b.bin	\N	\N	8192	ed8aa206	4e0a31d84cb7aca497485dbe0240009d58275765	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_9c.bin	\N	\N	8192	f1b00073	5d998d938251f173cedf742b95d02cc0a2b9d3be	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_9d.bin	\N	\N	8192	86fac687	07f76af524dbb3e79de41ef4bf32e7380776d9f5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_9e.bin	\N	\N	8192	f4845e7f	7b1377254f594bea4a8ffc7e388d9106e0266b55	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galaga3	gal3_9l.bin	\N	\N	8192	8d4dcebf	0a556b45976bc36eb99048b1512c446b472da1d2	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	galaga3	bang.sam	
game	HiVE_v1.04	galnamco	\N	\N	\N	\N	\N	Galaxian (Namco, modified)	1979	hack	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.z	\N	\N	2048	f4bc7262	c4b70e474d49f45cec96f7c250bd77e01e18601a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.y	\N	\N	2048	56a5ddd1	1f87f647ebdffba28d5957f195448f6bce17f4d5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.w	\N	\N	2048	9eef9ae6	b2282e4edb8911e6aabfa936c3526f90381e1320	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.v	\N	\N	2048	65cf3c77	1c5249815816b395e1e04bf6a7dbb63e40faa0e3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.u	\N	\N	2048	acfde501	4b72c1ffecaccadc541da2367f3ef70a2a9aed64	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.1k	\N	\N	2048	7e3f56a2	a9795d8b7388f404f3b0e2c6ce15d713a4c5bafa	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galnamco	galaxian.1h	\N	\N	2048	39fb43a4	4755609bd974976f04855d51e08ec0d62ab4bc07	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	galxwars	\N	\N	\N	\N	invaders	Galaxy Wars	1979	Taito	\N	\N	\N	
game_rom	HiVE_v1.04	galxwars	galxwars.5	\N	\N	1024	37708a35	df6fd521ddfa146ef93e390e47741bdbfda1e7ba	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galxwars	galxwars.4	\N	\N	1024	ae4fe8fb	494f44167dc84e4515b769c12f6e24419461dce4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galxwars	galxwars.3	\N	\N	1024	c88f886c	4d705fbb97e3868c3f6c90c5e5753ad17cfbf5d6	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galxwars	galxwars.2	\N	\N	1024	74f31781	1de70e8ebbb26eea20ffedb7bd0ca051a67f45e7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galxwars	galxwars.1	\N	\N	1024	a810b258	030a72fffcf240f643bc3006028cb4883cf58bbc	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	galxwars	galxwars.0	\N	\N	1024	608bfe7f	a41a40a2f0a1bb61a70b9ff8a7da925ab1db7f74	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	galxwars	0.sam	
game_sample	HiVE_v1.04	galxwars	1.sam	
game_sample	HiVE_v1.04	galxwars	2.sam	
game_sample	HiVE_v1.04	galxwars	3.sam	
game_sample	HiVE_v1.04	galxwars	4.sam	
game_sample	HiVE_v1.04	galxwars	5.sam	
game_sample	HiVE_v1.04	galxwars	6.sam	
game_sample	HiVE_v1.04	galxwars	7.sam	
game_sample	HiVE_v1.04	galxwars	8.sam	
game	HiVE_v1.04	gaplus	\N	\N	\N	\N	galaga	Gaplus	1984	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-1p.bin	\N	\N	256	a5091352	dcd6dfbfbd5281ba0c7b7c189d6fde23617ed3e3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-1n.bin	\N	\N	256	8bc8022a	c76f9d9b066e268621d41a703c5280261234709a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-2n.bin	\N	\N	256	8dabc20b	64d7b333f529d3ba66aeefd380fd1cbf9ddf460d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-3f.bin	\N	\N	256	2d9fbdd8	e6a23cd5ce3d3e76de3b70c8ab5a3c45b1147af4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-6s.bin	\N	\N	256	2faa3e09	781ffe9088476798409cb922350eff881590cf35	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-12.64	\N	\N	8192	7316a1f1	368e4541a5151e906a189712bc05192c2ceec8ae	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-10.64	\N	\N	8192	6cd8ce11	fc346e98737c9fc20810e32d4c150ae4b4051979	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-11.64	\N	\N	8192	57740ff9	16873e0ac5f975768d596d7d32af7571f4817f2b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-9.64	\N	\N	8192	e6a9ae67	99c1e67c3b216aa1b63f199e21c73cdedde80e1b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-7.64	\N	\N	8192	0621f7df	b86020f819fefb134cb57e203f7c90b1b29581c8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-1.64	\N	\N	8192	ed8aa206	4e0a31d84cb7aca497485dbe0240009d58275765	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-6p.bin	\N	\N	512	6f99c2da	955dcef363870ee8e91edc73b9ea3ce489738aad	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-6n.bin	\N	\N	512	c7d31657	a93a5bc448dc127e1389d10a9cb06acadfe940cf	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-2.64	\N	\N	8192	69fdfdb7	aec611336b8767897ad493d581d70b1f0e75aeba	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-3.64	\N	\N	8192	a74b0266	a534c6b4af569ed545bf52769c7d5ceb5f2c4935	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-4.64	\N	\N	8192	484f11e0	659756ae183dac3817440c8975f203c7dbe08c6b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-6.64	\N	\N	8192	14cd61ea	05605abebcf2791e60b2d810dafcdd8582a87d9b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-8.64	\N	\N	8192	bff601a6	e1a04354d8d0bc0d51d7341a46bd23cbd2158ee9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	gaplus	gp2-5.64	\N	\N	8192	f3d19987	a0107fa4659597ac42c875ab1c0deb845534268b	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	gaplus	bang.sam	
game	HiVE_v1.04	grobda	\N	\N	\N	\N	\N	Grobda	1984	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	82s123.4c	\N	\N	32	c65efa77	ead74917744cb11556153bd6c09a987bc9c6ef08	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-1.b1	\N	\N	8192	32d42f22	f83d17029f19fc2e8bac183771dbf9d786a56681	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-2.c1	\N	\N	8192	7dcc6e8e	7580686b7082432a79217c3d7b5ebfa0c25952e3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-3.d1	\N	\N	8192	4ef4a7c1	33367e63531601c3d4f4a7b2170cb1c87f6d72a7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-4.k1	\N	\N	8192	3fe78c08	dd49a96e613e0ced5b82eafcaf935e136e7db53a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-5.f3	\N	\N	8192	eed43487	d2b39651f39bdfca3754f7bbd7a52e7bf843dabe	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-6.e3	\N	\N	8192	cebb7362	6efd57f9fa0f93f70e60efc387b3a782fad2665c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	gr1-7.c3	\N	\N	4096	4ebfabfd	fffce05f59e090c4281aca0c0494825027b764fb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	mb7052.3l	\N	\N	256	f1f2c234	d59879e7a598a363d8d9ac9e630ae698f14833f7	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	mb7052.3m	\N	\N	256	66eb1467	02b99ced4afd9ac139f634739769f7bf353274f9	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	grobda	mb7052.4e	\N	\N	256	a0f66911	e08a56327055994e3d9e2c3816d57a3cc2434c88	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	invaders	\N	\N	\N	\N	\N	Space Invaders	1978	Midway	\N	\N	\N	
game_rom	HiVE_v1.04	invaders	invaders.e	\N	\N	2048	14e538b0	1d6ca0c99f9df71e2990b610deb9d7da0125e2d8	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invaders	invaders.f	\N	\N	2048	0ccead96	537aef03468f63c5b9e11dd61e253f7ae17d9743	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invaders	invaders.g	\N	\N	2048	6bfaca4a	16f48649b531bdef8c2d1446c429b5f414524350	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invaders	invaders.h	\N	\N	2048	734f5ad8	ff6200af4c9110d8181249cbcef1a8a40fa40b7f	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	invaders	0.sam	
game_sample	HiVE_v1.04	invaders	1.sam	
game_sample	HiVE_v1.04	invaders	2.sam	
game_sample	HiVE_v1.04	invaders	3.sam	
game_sample	HiVE_v1.04	invaders	4.sam	
game_sample	HiVE_v1.04	invaders	5.sam	
game_sample	HiVE_v1.04	invaders	6.sam	
game_sample	HiVE_v1.04	invaders	7.sam	
game_sample	HiVE_v1.04	invaders	8.sam	
game	HiVE_v1.04	invdelux	\N	\N	\N	\N	invaders	Space Invaders Part II	1980	Midway	\N	\N	\N	
game_rom	HiVE_v1.04	invdelux	invdelux.d	\N	\N	2048	e8d5afcd	91fde9a9e7c3dd53aac4770bd169721a79b41ed1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invdelux	invdelux.e	\N	\N	2048	408849c1	f717e81017047497a2e9f33f0aafecfec5a2ed7d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invdelux	invdelux.f	\N	\N	2048	f4aa1880	995d77b67cb4f2f3781c2c8747cb058b7c1b3412	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invdelux	invdelux.g	\N	\N	2048	4268c12d	df02419f01cf0874afd1f1aa16276751acd0604a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invdelux	invdelux.h	\N	\N	2048	e690818f	0860fb03a64d34a9704a1459a5e96929eafd39c7	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	invdelux	0.sam	
game_sample	HiVE_v1.04	invdelux	1.sam	
game_sample	HiVE_v1.04	invdelux	2.sam	
game_sample	HiVE_v1.04	invdelux	3.sam	
game_sample	HiVE_v1.04	invdelux	4.sam	
game_sample	HiVE_v1.04	invdelux	5.sam	
game_sample	HiVE_v1.04	invdelux	6.sam	
game_sample	HiVE_v1.04	invdelux	7.sam	
game_sample	HiVE_v1.04	invdelux	8.sam	
game	HiVE_v1.04	invrvnge	\N	\N	\N	\N	invaders	Invaders Revenge	1979	Zenitone Microsec	\N	\N	\N	
game_rom	HiVE_v1.04	invrvnge	invrvnge.e	\N	\N	2048	1ec8dfc8	fc8fbe1161958f57c9f4ccbcab8a769184b1c562	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invrvnge	invrvnge.g	\N	\N	2048	cfe89dad	218b6a0b636c49c4cdc3667e8b1387ef0e257115	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invrvnge	invrvnge.h	\N	\N	2048	aca41bbb	ca71f792abd6d9a44d15b19d2ccf678e82ccba4f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	invrvnge	invrvnge.f	\N	\N	2048	e350de2c	e845565e2f96f9dec3242ec5ab75910a515428c9	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	invrvnge	0.sam	
game_sample	HiVE_v1.04	invrvnge	1.sam	
game_sample	HiVE_v1.04	invrvnge	2.sam	
game_sample	HiVE_v1.04	invrvnge	3.sam	
game_sample	HiVE_v1.04	invrvnge	4.sam	
game_sample	HiVE_v1.04	invrvnge	5.sam	
game_sample	HiVE_v1.04	invrvnge	6.sam	
game_sample	HiVE_v1.04	invrvnge	7.sam	
game_sample	HiVE_v1.04	invrvnge	8.sam	
game	HiVE_v1.04	joust	\N	\N	\N	\N	\N	Joust (White/Green label)	1982	Williams	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg1	\N	\N	4096	fe41b2af	0443e00ae2eb3e66cf805562ee04309487bb0ba4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg2	\N	\N	4096	501c143c	5fda266d43cbbf42eeae1a078b5209d9408ab99f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg3	\N	\N	4096	43f7161d	686da120aa4bd4a41f3d93e8c79ebb343977851a	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg4	\N	\N	4096	db5571b6	cb1c3285344e2cfbe0a81ab9b51758c40da8a23f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg5	\N	\N	4096	c686bb6b	d9cac4c46820e1a451a145864bca7a35cfab7d37	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg6	\N	\N	4096	fac5f2cf	febaa8cf5c3a0af901cd12d0b7909f6fec3beadd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg7	\N	\N	4096	81418240	5ad14aa65e71c3856dcdb04c99edda92e406a3e3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg8	\N	\N	4096	ba5359ba	f4ee13d5a95ed3e1050a3927a3a0ccf86ed7752d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sg9	\N	\N	4096	39643147	d95d3b746133eac9dcc9ee05eabecb797023f1a5	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sga	\N	\N	4096	3f1c4f89	90864a8ab944df45287bf0f68ad3a85194077a82	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sgb	\N	\N	4096	ea48b359	6d38003d56bebeb1f5b4d2287d587342847aa195	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.sgc	\N	\N	4096	c710717b	7d01764e8251c60b3cab96f7dc6dcc1c624f9d12	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	joust	joust.snd	\N	\N	4096	f1835bdd	af7c066d2949d36b87ea8c425ca7d12f82b5c653	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	jrpacman	\N	\N	\N	\N	\N	Jr. Pac Man	1983	Bally Midway	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	pacman.spr	\N	\N	256	a9cc86bf	bbcec0570aeceb582ff8238a4bc8546a23430081	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp2c.bin	\N	\N	8192	0527ff9b	37fe3176b0d125b7d629e108e7ebdc1196e4a132	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp2e.bin	\N	\N	8192	73477193	f00a488958ea0438642d345693787bdf771219ad	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp8d.bin	\N	\N	8192	e3fa972e	5ea34621213c649ca2848ab31aab2cbe751723d4	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp8e.bin	\N	\N	8192	ec889e94	8294e9e79f8fd19a419431fa690e6ac4a1302f58	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp8h.bin	\N	\N	8192	35f1fc6e	b84b34560b9aae18b24274712b052283faa01730	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp8j.bin	\N	\N	8192	9737099e	07d912a61824323c8fc1b8bd0da89172d4f70b91	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	jrpacman	jrp8k.bin	\N	\N	8192	5252dd97	18bd4d5381656120e4242811006c20776774de4d	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	lrescue	\N	\N	\N	\N	invaders	Lunar Rescue	1979	Taito	\N	\N	\N	
game_rom	HiVE_v1.04	lrescue	lrescue.1	\N	\N	2048	2bbc4778	0167f1ac1501ab0b4c4e555023fa5efed59d56ae	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	lrescue	lrescue.5	\N	\N	2048	58fde8bc	663665ac5254204c1eba18357d9867034eae55eb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	lrescue	lrescue.4	\N	\N	2048	782fee3c	668295e9d6d99084bb4e7c5491f00fe75f4f5a88	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	lrescue	lrescue.3	\N	\N	2048	1ac969be	67ac47f45b9fa5c530bf6047bb7d5776b52847be	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	lrescue	lrescue.2	\N	\N	2048	49e79706	bed675bb97d59ae0132c007ccead0d096ed2ddf1	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	lrescue	lrescue.6	\N	\N	2048	bfb0f65d	ea0943d764a16094b6e2289f62ef117c9f838c98	\N	\N	\N	\N	\N	\N	
game_sample	HiVE_v1.04	lrescue	0.sam	
game_sample	HiVE_v1.04	lrescue	1.sam	
game_sample	HiVE_v1.04	lrescue	2.sam	
game_sample	HiVE_v1.04	lrescue	3.sam	
game_sample	HiVE_v1.04	lrescue	4.sam	
game_sample	HiVE_v1.04	lrescue	5.sam	
game_sample	HiVE_v1.04	lrescue	6.sam	
game_sample	HiVE_v1.04	lrescue	7.sam	
game_sample	HiVE_v1.04	lrescue	8.sam	
game	HiVE_v1.04	mappy	\N	\N	\N	\N	\N	Mappy	1983	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy.spr	\N	\N	256	16a9166a	847cbaf7c88616576c410177e066ae1d792ac0ba	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy1b.64	\N	\N	8192	203766d4	1dbc4f42d4c16a08240a221bec27dcc3a8dd7461	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy1c.64	\N	\N	8192	a958a61c	e5198703cdf47b2cd7fc9f2a5fde7bf4ab2275db	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy1d.64	\N	\N	8192	52e6c708	b9722941438e93325e84691ada4e95620bec73b2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy1k.64	\N	\N	8192	8182dd5b	f36b57f7f1e79f00b3f07afe1960bca5f5325ee2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy3b.32	\N	\N	4096	16498b9f	76610149c65f955484fef1c033ddc3fed3f4e568	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy3m.64	\N	\N	8192	f2d9647a	3cc216793c6a5f73c437ad2524563deb3b5e2890	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mappy	mappy3n.64	\N	\N	8192	757cf2b6	8dfbf03953d5219d9eb5fc654ec3392442ba1dc4	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	mario	\N	\N	\N	\N	\N	Mario Brothers	1983	Nintendo of America	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.3f	\N	\N	4096	28b0c42c	46749568aff88a28c3b6a1ac423abd1b90742a4d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.3j	\N	\N	4096	0c8cc04d	15fae47d701dc1ef15c943cee6aa991776ecffdf	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7c	\N	\N	4096	4a63d96b	b09060b2c84ab77cc540a27b8f932cb60ec8d442	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7d	\N	\N	8192	dcceb6c1	b19804e69ce2c98cf276c6055c3a250316b96b45	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7e	\N	\N	8192	116b3856	e372f846d0e5a2b9b47ebd0330293fcc8a12363f	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7f	\N	\N	8192	c0c6e014	36a04f9ca1c2a583477cb8a6f2ef94e044e08296	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7m	\N	\N	4096	22b7372e	4a1c1e239cb6d483e76f50d7a3b941025963c6a3	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7n	\N	\N	4096	4f3a1f47	0747d693b9482f6dd28b0bc484fd1d3e29d35654	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7p	\N	\N	4096	56be6ccd	15a6e16c189d45f72761ebcbe9db5001bdecd659	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7s	\N	\N	4096	56f1d613	9af6844dbaa3615433d0595e9e85e72493e31a54	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7t	\N	\N	4096	641f0008	589fe108c7c11278fd897f2ded8f0498bc149cfd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mario	mario.7u	\N	\N	4096	7baf5309	d9194ff7b89a18273d37b47228fc7fb7e2a0ed1f	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	metrocrs	\N	\N	\N	\N	\N	Metro Cross	1985	Namco	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	7128e.2m	\N	\N	2048	6f4dca7b	781134c02853aded2cba63719c0e4c78b227da1c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	7138e.1n	\N	\N	2048	32a78a8b	545a59bc3c5868ac1749d2947210110205fb3da2	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc1-4.3b	\N	\N	8192	9c88f898	d6d0345002b70c5aca41c664f34181715cd87669	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc1-5.3j	\N	\N	8192	9b5ea33a	a8108e71e3440b645ebdb5cdbd87712151299789	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc1-7.4p	\N	\N	16384	c9dfa003	86e8f9fc25de67691ce5385d93b723e7eb836b2b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc1-8.8k	\N	\N	16384	265b31fa	d46e6db5d6f325954d2b6159157b11e10fe5838d	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc1-9.8l	\N	\N	16384	541ec029	a3096d8405b6bbc862b03773889f6cbd43739f5b	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc2-1.9a	\N	\N	16384	10b0977e	6266d173b55075da1f252092bf38185880bc4969	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc2-2.9a	\N	\N	16384	5c846f35	3c98a0f1131f2e2477fc75a588123c57ff5350ad	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc2-3.9b	\N	\N	8192	3390b33c	0733aece368acc913e2ff32e8817194cb4b630fb	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	mc2-6.4n	\N	\N	16384	9686dc3c	1caf712eedb1f70559169685e5421e11866e518c	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	sk1-mcu.bin	\N	\N	4096	6ef08fb3	4842590d60035a0059b0899eb2d5f58ae72c2529	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	metrocrs	skysnd.bin	\N	\N	512	19e2d4b9	ba189f15dc635ab0e342c47bb61956dfa7c8abaa	\N	\N	\N	\N	\N	\N	
game	HiVE_v1.04	mooncrsg	\N	\N	\N	\N	\N	Moon Cresta (Gremlin)	1980	Gremlin	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	HiVE_v1.04	mooncrsg	epr194	\N	\N	2048	0e5582b1	946ad4aeb10c0b7b3f93fd24925cc9bcb49e443c	\N	\N	\N	\N	\N	\N	
