game	Callus_v0.42	1941	\N	\N	\N	\N	\N	1941 - Counter Attack	1990	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	chikij	chj43a.bin	\N	\N	131072	8d387fe8	7832ecd487b5ef4e49b5ea78e80e52f8e2dcaa17	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch24.bin	\N	\N	131072	9cb6e6bc	af241438de5bd754e176eec8ad45941f9bf30523	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch35.bin	\N	\N	131072	b810867f	c971d286c60a9b61f42ea3b792cf59847aacb965	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch40.bin	\N	\N	131072	be0d8301	28dbbb4176800b31068b1beecf54a78085092e5a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch10.bin	\N	\N	131072	e8251a9b	e0d5eaba20dc1132643b9ea334b36034ce97fc6d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	chj36a.bin	\N	\N	131072	ec1328d8	a7111f9c264c56d1c6474ec3ad90e394a32a86f6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch30.bin	\N	\N	131072	f909e8de	2dd5bd4076e7d5ded98b72919f868ea700df2e4f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch31.bin	\N	\N	131072	fc158cf7	294b93d0aea60663ffe96364671552e944a1264b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	chikij	ch17.bin	\N	\N	131072	fe490846	0d1ddb79c1ee2a7ff4bcdb960e18fc3cfb115e75	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	cworld2j	\N	\N	\N	\N	\N	Capcom World 2 (92/06/11 - Japan)	1992	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q501.bin	\N	\N	131072	c5453f56	113fe6cc6c830352df5992be9fa34c4d70bf32ed	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q502.bin	\N	\N	131072	a2cadcbe	3d1079f62cce628cbc5b810c0bd51c67c87f4eca	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q505.bin	\N	\N	131072	143e068f	24cdc49c09a9f0c93e04b37cf7ebba09a929c9b0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q506.bin	\N	\N	131072	c92a91fc	dfe9682349cf94be414b7e1895b632de41729194	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q509.bin	\N	\N	131072	48496d80	bdfaca6375c8275b06b2bc170a25ff6aa62394dc	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q510.bin	\N	\N	131072	119e5e93	b5b6c2e3516ebe555a26ecfb5934f3b65371bf36	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q513.bin	\N	\N	131072	c741ac52	d8b4aeacfd62586b98a1381da357dcc5ab16c1c6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q514.bin	\N	\N	131072	a8755f82	0a2fbc8b96651f9ab72eb451723e56ca0a859868	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q517.bin	\N	\N	131072	bd3b4d11	bb62169bc52562715878a33cc4f8558e05d581d3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q518.bin	\N	\N	131072	c57da03c	ad7bce859f56d201d229032baf4fb9f65b54765b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q523.bin	\N	\N	65536	e14dc524	0020a9002572002458fbfe45e8a959cb90de3f03	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q524.bin	\N	\N	131072	b419d139	46cd97da2413eb5fbd38fa2c20914f3c5f1c6ec8	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q525.bin	\N	\N	131072	979237cb	9534b05523317a220b3b957a18fec51f1d4e37b3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q530.bin	\N	\N	131072	d10c1b68	2423241f3340d8ab1b6bf9514ca8c3bba1273873	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q531.bin	\N	\N	131072	7d17e496	a274b94ec4f042dddc239ecb9ac2e1e2375f5eb2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q532.bin	\N	\N	131072	3ef9c7c2	52a18d7b12f0c14c5cf68a3dd63571e955005f4c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q533.bin	\N	\N	131072	04d03930	37f2556eeb52f8edfcddd3f3642fa24565d5a7bd	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q534.bin	\N	\N	131072	7fcc1317	672ca45d3fad5eec4d65bbbbd1d21cbf6be4ec8b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q535.bin	\N	\N	131072	abacee26	2f513c02f715ffeec12a6d1c292619e214155cbc	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q536.bin	\N	\N	131072	38a08099	961f733baa2bbf8419e4de70f18660098dba7d52	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q537.bin	\N	\N	131072	eb547ebc	fce470b05ce095badd180c3740677146f52f6080	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q538.bin	\N	\N	131072	9c24670c	3b98078b7360e21b3905fd973e01b88b02090759	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q539.bin	\N	\N	131072	a5839b25	20c4c4f24f21a325a03538306de799df2a89f6cb	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q540.bin	\N	\N	131072	7f14b7b4	5564eb9f65dad76ebe40d12d5c39fec5e246adf0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q541.bin	\N	\N	131072	d3654067	0b597483e136ff19b031171941cb8439bcd7f145	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q542.bin	\N	\N	131072	4d29b3a4	bf40fc22c0161fe131ca69100b2a4d102e86bde6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	cworld2j	q543.bin	\N	\N	131072	3ef65ea8	2348d84b380c0e8ebe270a37d4ff3ce5204abc8c	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	dino	\N	\N	\N	\N	\N	Cadillacs & Dinosaurs (93/02/01 - ETC)	1993	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	dino	cde_21a.rom	\N	\N	524288	66d23de2	19b8a365f630411d524d055459020f4c8cf930f1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cde_22a.rom	\N	\N	524288	9278aa12	58cbbd53a98abe640ccb233f8dbd8ca6d63475e7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cde_23a.rom	\N	\N	524288	8f4e585e	55ecba3652066cdafad140c4524b1fc81228e69b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx01.rom	\N	\N	524288	8da4f917	4f7b2304b7d9b545d6707d7ec921d3e28200699d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx02.rom	\N	\N	524288	09c8fc2d	d0c0a1258ec5dd484ab6ec1c5663425431f929ee	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx03.rom	\N	\N	524288	6c40f603	cdbd11dfcec08e87355d7e21e9fd39f7eacab016	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx04.rom	\N	\N	524288	637ff38f	859926b33b9955b3ed67471c61faa442d42b9696	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx05.rom	\N	\N	524288	470befee	a42e38319e9b7424381352512f11bd8edf0bbb96	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx06.rom	\N	\N	524288	e7599ac4	0e788a38547a8701115d01190ddeaca64388db4d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx07.rom	\N	\N	524288	22bfb7a3	c44959bd3d42b9fc8ecb482dfaf63fbd469d2c3e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_gfx08.rom	\N	\N	524288	211b4b15	374f6b185faa0f14f5c45b9b1d60d0772d93fb17	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_q.rom	\N	\N	131072	605fdb0b	9da90ddc6513aaaf2260f0c69719c6b0e585ba8c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_q1.rom	\N	\N	524288	60927775	f8599bc84c38573ebbe8685822c58b6a38b50462	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_q2.rom	\N	\N	524288	770f4c47	fec8ef00a6669d4d5e37787ecc7b58ee46709326	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_q3.rom	\N	\N	524288	2f273ffc	f0de462f6c4d251911258e0ebd886152c14d1586	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dino	cd_q4.rom	\N	\N	524288	2c67821d	6e2528d0b22508300a6a142a796dd3bf53a66946	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	dwj	\N	\N	\N	\N	\N	Dynasty Wars (Japan)	1989	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	dwj	01.bin	\N	\N	131072	187b2886	b16121f57926d9fd2c3bc82ae6babf6a2297f140	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	02.bin	\N	\N	131072	cc83c02f	915e9d7acec1ba7a2035ae140f576839eba8694f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	03.bin	\N	\N	131072	7bf51337	c21938029641ebcbc484680cf8a57186cdde220f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	04.bin	\N	\N	131072	4951bc0f	07f424c147d787321b668d787216733c35e2cff9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	05.bin	\N	\N	131072	339378b8	c3dfe7039e4572b9ef56166346f3cbc6f6ab07c1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	06.bin	\N	\N	131072	6f9edd75	e8d43c0ec2165e88aefbb5c92048fbcd06fe578b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	07.bin	\N	\N	131072	e04af054	f227b8a0a3d8f41e1922d184eaec7a1243c7c3af	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	08.bin	\N	\N	131072	b475d4e9	dc5d223bc2a27904e6e38b68507d2e87fbbde158	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	09.bin	\N	\N	131072	c3e83c69	bd361a39dc6428fea8f56ebbe5cdcc4bf63a51f0	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	10.bin	\N	\N	131072	ff28f8d0	c8c4851816f17a4a0494164f5e8cc910f16669e8	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	11.bin	\N	\N	131072	29eaf490	42fcb67c7014e0ad62cde9e77c79e61268647528	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	12.bin	\N	\N	131072	38652339	930a035bbe34c81c26d774d2ab45f53a3a9205fb	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	13.bin	\N	\N	131072	0273d87d	7803b04d72eedb4c8b39f63fea458cfef0034813	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	14.bin	\N	\N	131072	18fb232c	c690ca668a56c756c04ef5db4900eb3fd34897e7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	15.bin	\N	\N	131072	d36cdb91	66ab873ce285e857f30294dd1c9b1dda0c6c6b76	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	16.bin	\N	\N	131072	381608ae	666e15e61c7c59df5a97bdc2d77db611d60b3ca8	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	17.bin	\N	\N	131072	2e2f8320	7bcb80447d9ce7cc9a38e2506196acd6bf50b49f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	18.bin	\N	\N	131072	1833f932	81f94d26bdb6758736ca02d7b1772801be4da181	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	19.bin	\N	\N	131072	7114e5c6	2f2925b942af50781857f4fe74e9a58f2cf7b883	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	20.bin	\N	\N	131072	002796dc	2dba0434916dd82c59a66e2f3ce8d3165713c308	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	21.bin	\N	\N	131072	523f462a	b0fc9e29d6ca44aafb20a62355bde9f4b4cf1e43	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	22.bin	\N	\N	131072	52145369	bd422f0c51cdd62b69229f926569ad05d430bd57	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	23.bin	\N	\N	65536	b3b79d4f	2b960545741d3b9a53ffbf3ed83030392aa02698	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	24.bin	\N	\N	131072	c6909b6f	2828bd6bdc8e3f87a4a37d4e20bdff86cb6850c9	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	25.bin	\N	\N	131072	152ea74a	c0c56b1bdfa0d7fdea040dbcc6ff871e5957a5b6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	26.bin	\N	\N	131072	07fc714b	eda97a3c5596ebdfa61bdd01d39647c89b9a2f13	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	27.bin	\N	\N	131072	a27e81fa	b25854d4a7e52d500c19445badb4cfe745d88d23	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	28.bin	\N	\N	131072	af62bf07	a6e0f598de1fa8a4960e89d655b7514572ed6310	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	29.bin	\N	\N	131072	6b41f82d	111af606d8107d377e3af618584a75ed6cfc9bbd	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	30.bin	\N	\N	131072	7e5f6cb4	c7b6b7d6dfe5f9f0e1521e7ce990229f480cf68d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	31.bin	\N	\N	131072	4a30c737	426eb90f2edf73eb468c94b4a094da3d46acbab2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	32.bin	\N	\N	131072	21a0a453	ace38c5943f9f744212cfdb7caa2caa43312e82c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	33.bin	\N	\N	131072	89de1533	e48312e37c0f98faeec91546acde5daf0da8f6b3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	34.bin	\N	\N	131072	8f663d00	77811783c87c7aee058b8533e34049a01047258a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	35.bin	\N	\N	131072	9db93d7a	f75e3fb5273baef0cd5d8eea26f07d5acaa743ca	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	36.bin	\N	\N	131072	1a516657	f5c7c3bfd482eb59221cfd3eec4d47e717b04efa	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	37.bin	\N	\N	131072	932fc943	1bd1c696072e61db791c075fae8936dece73d1d8	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	38.bin	\N	\N	131072	cd7923ed	29187b99847a4b56f2f1763d086b8e7dc5cebed7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	39.bin	\N	\N	131072	bc09b360	de2c9a42490db79c8e5fe57b9107f1adbe5dd241	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	40.bin	\N	\N	131072	1586dbf3	d9f03e001effdef021a9ceda512e73a24726fca1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	41.bin	\N	\N	131072	1aae69a4	56e4761818f7857bc7520f2b8de90eabd857c577	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	42.bin	\N	\N	131072	12a290a0	29fd3f77c497ef8db48121301beab2862ca380b4	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	dwj	43.bin	\N	\N	131072	872ad76d	77cfb380dd358eb9e65894a026e0718918c5b68f	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	ffight	\N	\N	\N	\N	\N	Final Fight	1989	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff01-01m.bin	\N	\N	524288	0b605e44	5ce16af72858a57aefbf6efed820c2c51935882a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff03-03m.bin	\N	\N	524288	52291cd2	df5f3d3aa96a7a33ff22f2a31382942c4c4f1111	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff05-05m.bin	\N	\N	524288	9c284108	7868f5801347340867720255f8380548ad1a65a7	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff07-07m.bin	\N	\N	524288	a7584dfb	f7b00a3ca8cb85264ab293089f9f540a8292b49c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff09-09.bin	\N	\N	65536	b8367eb5	ec3db29fdd6200e9a8f4f8073a7e34aef731354f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff18-18.bin	\N	\N	131072	375c66e7	36189e23209ce4ae5d9cbabd1574540d0591e7b3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff19-19.bin	\N	\N	131072	1ef137f9	974b5e72aa28b87ebfa7438efbdfeda769dedf5e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff30-36.bin	\N	\N	131072	f9a5ce83	0756ae576a1f6d5b8b22f8630dca40ef38567ea6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff31-37.bin	\N	\N	131072	e1033784	38f44434c8befd623953ae23d6e5ff4e201d6627	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff32-32m.bin	\N	\N	524288	c747696e	d3362dadded31ccb7eaf71ef282d698d18edd722	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff35-42.bin	\N	\N	131072	65f11215	5045a467f3e228c02b4a355b52f58263ffa90113	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffight	ff36-43.bin	\N	\N	131072	995e968a	de16873d1639ac1738be0937270b108a9914f263	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	ffightj	\N	\N	\N	\N	\N	Final Fight (Japan)	1989	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff01.bin	\N	\N	131072	815b1797	549e5eefc8f607fec1c954ba715ff21b8e44a5aa	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff02.bin	\N	\N	131072	5d91f694	e0ea9ec82dec985d8bf5e7cebf5fe3d8ef7557b1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff05.bin	\N	\N	131072	d0fcd4b5	97ebcbead0cca7e425143c500c433dbcf9cadcc2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff06.bin	\N	\N	131072	1c18f042	f708296570fecad82a76dc59744873a2f5568ea1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff09.bin	\N	\N	131072	5b116d0d	a24e829fdfa043bd27b508d7cc0788ad80fd180e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff10.bin	\N	\N	131072	624a924a	48fd0498f9ed54003bf6578fbcbc8b7e90a195eb	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff13.bin	\N	\N	131072	8721a7da	39b2b324fd7810342503f23695e423f364a6294d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff14.bin	\N	\N	131072	0a2e9101	6c8d550d2066cd53355ccf14ac1fd35914982094	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff17.bin	\N	\N	131072	2dc18cf4	5e3bd895600cd30d561a75a2fcb6cc8bc84f4bd1	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff18.bin	\N	\N	131072	b19ede59	7e79ad9f17b36e042d774bef3bbb44018332ca01	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff23.bin	\N	\N	65536	b8367eb5	ec3db29fdd6200e9a8f4f8073a7e34aef731354f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff24.bin	\N	\N	131072	a1ab607a	56784c028b82d9e2affd9610f56fde57063e4c28	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff25.bin	\N	\N	131072	6e8181ea	2c32bc0364650ee6ca0d24754a7a3401295ffcd5	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff30.bin	\N	\N	131072	375c66e7	36189e23209ce4ae5d9cbabd1574540d0591e7b3	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff31.bin	\N	\N	131072	1ef137f9	974b5e72aa28b87ebfa7438efbdfeda769dedf5e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff32.bin	\N	\N	131072	c8bc4a57	3eaf2b4e910fe1f79154020122d786d23a2e594a	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff33.bin	\N	\N	131072	7369fa07	3b2750fe33729395217c96909b4b6c5f3d6e9943	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff34.bin	\N	\N	131072	0c8dc3fc	edcce3efd9cdd131ef0c96df15a68722d5c3498e	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff35.bin	\N	\N	131072	4a934121	3982c261582755a0eac340d6d7ed96e6c263c8b6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff36.bin	\N	\N	131072	f9a5ce83	0756ae576a1f6d5b8b22f8630dca40ef38567ea6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff37.bin	\N	\N	131072	e1033784	38f44434c8befd623953ae23d6e5ff4e201d6627	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff38.bin	\N	\N	131072	6535a57f	f4da9ec13cad7e3287e34dcceb0eb2d20107bad6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff39.bin	\N	\N	131072	9416b477	f2310dfcfe960e8b822c07849b594d54dfc2b2ca	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff40.bin	\N	\N	131072	8075bab9	f9c7405133f6fc5557c90e60e8ccc459e4f6fd7d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff41.bin	\N	\N	131072	2af68154	7d549cb38650b4b79c68ad6d0dfcefdd62be4e99	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff42.bin	\N	\N	131072	65f11215	5045a467f3e228c02b4a355b52f58263ffa90113	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	ffightj	ff43.bin	\N	\N	131072	b6dee1c3	3a85312a2e9d8e06259b73d91ccb5e66a6bad62d	\N	\N	\N	\N	\N	\N	
game	Callus_v0.42	gng	\N	\N	\N	\N	\N	Ghouls 'n Ghosts	1988	Capcom	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl09.bin	\N	\N	65536	ae24bb19	aa91c6ffe657b878e10e4e930457b530f7bb529b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl10.bin	\N	\N	65536	bcc0f28c	02f587aa4ae71631f27b0e3aaf1829cdded1bdc2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl11.bin	\N	\N	65536	37c9b6c6	b2bb82537e335339846dbf9588cfacfdbdd75ee6	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl12.bin	\N	\N	65536	da088d61	67229eff2827a42af97a60ceb252e132e7f307bc	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl13.bin	\N	\N	65536	3f70dd37	9ecb4dec9d131e9fca15ded7d71986a9fcb62c19	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl14.bin	\N	\N	65536	20f85c03	86385139a9b42270aade758bfe338525936f5671	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl15.bin	\N	\N	65536	3c2a212a	f8fa0e0e2d09ea37c54d1c2493752b4e97e3f534	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl16.bin	\N	\N	65536	f187ba1c	6d9441d04ecef2a9d9c7a2cc7781acd7904c2061	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl17.bin	\N	\N	524288	3ea1b0f2	c51f1c38cdaed77ad715cedd845617a291ab2441	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl18.bin	\N	\N	65536	d34e271a	55211fc2861dce32951f41624c9c99c09bf3b184	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl19.bin	\N	\N	65536	2a40166a	dc4e75d7ed87ae5386d721a09113bba364740465	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl20.bin	\N	\N	65536	2f1345b4	14c450abcf9defa29c6f48e5ffd0b9d1e4a66a1d	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl21.bin	\N	\N	65536	17e11df0	42fb15e9300b07fc5f4bc21744484869859b130c	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl22.bin	\N	\N	65536	7e69e2e6	4e0b4d2474beaa5c869c8f1a91893c79ac6e7f39	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl23.bin	\N	\N	65536	8426144b	2dbf9625413b302fcdad5bef8733a9dfbfaead52	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl24.bin	\N	\N	65536	889aac05	9301dcecee699e7f7672bb498122e1f4831ce536	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl25.bin	\N	\N	65536	29f79c78	26000a58454a06c3016f99ebc3a79c52911a7070	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl26.bin	\N	\N	65536	3692f6e5	61b8438d60a39b4cf5062dff0a53228e8a4e4b5f	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl27.bin	\N	\N	131072	f734b2be	fa230bf5503487ec11d767485a18f0a55dcc13d2	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl28.bin	\N	\N	131072	03d3e714	a07786062358c89f3b4634b8822173261802290b	\N	\N	\N	\N	\N	\N	
game_rom	Callus_v0.42	gng	ghl29.bin	\N	\N	131072	166a58a2	f21fcf88d2ebb7bc9e8885fde760a5d82f295c1a	\N	\N	\N	\N	\N	\N	
