game	Demul_v0.4.3	naomi	no	\N	\N	\N	\N	Naomi Bios	1998	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	capsnk	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	capsnk	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	capsnk	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	capsnk	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	derbyoc	\N	\N	\N	naomi	\N	Derby Owners Club (JPN, USA, EXP, KOR, AUS)	\N	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	epr22099b.22	\N	\N	4194304	5e708879	fada4f4bf29fc8f77f354167f8db4f904610fe1a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	derbyoc	ic14	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	dybb99	\N	\N	\N	naomi	\N	Dynamite Baseball '99 (JPN) / World Series '99 (USA, EXP, KOR, AUS)	1998	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	epr22141b.22	\N	\N	2097152	6d0e0785	aa19e7bac4c266771d1e65cffa534a49d7566f51	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic14	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic15	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic16	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic17	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic18	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	dybb99	ic19	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	gram2000	\N	\N	\N	naomi	\N	Giant Gram 2000 (JPN, USA, EXP, KOR, AUS)	2000	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	epr23377.22	\N	\N	4194304	4ca3149c	9d25fc659658b416202b033754669be2f3abcdbe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic12	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic13	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic14	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic15	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic16	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic17	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic18	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic19	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic20	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gram2000	ic21	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	ggram2	\N	\N	\N	naomi	\N	Giant Gram (JPN, USA, EXP, KOR, AUS)	1999	Sega	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	epr21820.22	\N	\N	2097152	0a198278	0df5fc8b56ddafc66d92cb3923b851a5717b551d	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	ggram2	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	hmgeo	\N	\N	\N	naomi	\N	Heavy Metal Geomatrix (JPN, USA, EUR, ASI, AUS)	2001	Capcom	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	epr23716a.22	\N	\N	4194304	c5cb0d3b	20de8f5ee183e996ccde77b10564a302939662db	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	hmgeo	ic11	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	gwing2	\N	\N	\N	naomi	\N	Giga Wing 2 (JPN, USA, EXP, KOR, AUS)	2000	Takumi / Capcom	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	epr22270.22	\N	\N	2097152	876b3c97	eb171d4a0521c3bea42b4aae3607faec63e10581	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic1	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic2	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic3	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic4	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic5	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic6	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic7	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic8	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic9	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	Demul_v0.4.3	gwing2	ic10	\N	\N	8388608	\N	\N	\N	\N	nodump	\N	\N	\N	
game	Demul_v0.4.3	suchie3	\N	\N	\N	naomi	\N	Idol Janshi Suchie-Pai 3 (JPN)	1999	Jaleco	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21578a.bin	epr-21578a.bin	\N	2097152	6c9aad83	555918de76d8dbee2a97d8a95297ef694b3e803f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-22851.bin	epr-22851.bin	\N	2097152	62483677	3e3bcacf5f972c376b569f45307ee7fd0b5031b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21578d.bin	epr-21578d.bin	\N	2097152	dfd5f42a	614a0db4743a5e5a206190d6786ade24325afbfd	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21576g.bin	epr-21576g.bin	\N	2097152	d2a1c6bf	6d27d71aec4dfba98f66316ae74a1426d567698a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21577e.bin	epr-21577e.bin	\N	2097152	cf36e97b	b085305982e7572e58b03a9d35f17ae319c3bbc6	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21578e.bin	epr-21578e.bin	\N	2097152	087f09a3	0418eb2cf9766f0b1b874a4e92528779e22c0a4a	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	dcnaodev.bios	dcnaodev.bios	\N	524288	7a50fab9	ef79f448e0bf735d1264ad4f051d24178822110f	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21577d.bin	epr-21577d.bin	\N	2097152	60ddcbbe	58b15096d269d6df617ca1810b66b47deb184958	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21330.bin	epr-21330.bin	\N	2097152	9e3bfa1b	b539d38c767b0551b8e7956c1ff795de8bbe2fbc	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr-21331.bin	epr-21331.bin	\N	2097152	065f8500	49a3881e8d76f952ef5e887200d77b4a415d47fe	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	epr21979.22	\N	\N	2097152	335c9e25	476790fdd99a8c13336e795b4a39b071ed86a97c	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21980.ic1	\N	\N	8388608	2b5f958a	609585dda27c5e111378a92f04fa03ae11d42540	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21981.ic2	\N	\N	8388608	b4fff4ee	333fb5a662775662881154b654233f207782a8aa	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21982.ic3	\N	\N	8388608	923ee0ff	4f92cc1abfd948a1ed15fdca11251aba96bdc022	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21983.ic4	\N	\N	8388608	dd659ab1	96d9825fc5cf72a9ef83f10e480fd8925b1d6762	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21984.ic5	\N	\N	8388608	b34de0c7	dbb7a6a19af2571441b5ecbddddae6891809ffcf	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21985.ic6	\N	\N	8388608	f1516e0a	246d287df592cd69df689dc10e8647a9dbf804b7	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21986.ic7	\N	\N	8388608	2779c418	8d1a89ddf0c68f1eaf6eb0dafadf9b614492fff1	\N	\N	\N	\N	\N	\N	
game_rom	Demul_v0.4.3	suchie3	mpr-21987.ic8	\N	\N	8388608	6aaaacdd	f5e67c88db8bce8f2f4cab73a5d0a24ba57c812b	\N	\N	\N	\N	\N	\N	
