game	Final_Burn_v0.518	outrun	\N	\N	\N	\N	\N	Out Run	1986	Sega	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11785.bin	\N	\N	131072	e6ef32c4	869ba3816f5e3125f613f3b284fec74cd19db79e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11786.bin	\N	\N	131072	2066b49d	905ce70c921043d07591422a87fedd6e897ff38e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11787.bin	\N	\N	131072	e631dc12	3fd6db2eb297890b35dec566b6a90fc2d96bd085	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11788.bin	\N	\N	131072	8464c66e	af93cbcc50acbd929d0298fb9a75da0369e13ff7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11789.bin	\N	\N	131072	b86f8d2b	a053f2021841fd0ef89fd3f28050a698b36c435e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11790.bin	\N	\N	131072	2a564e66	5f30fc15bfd017d75cfffe1e9e62ed0bcf32a98e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11791.bin	\N	\N	131072	36b2910a	9948b91837f944a7a606542fa685525e74bbe398	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11792.bin	\N	\N	131072	c85caf6e	2411ea99ec7f6e2b0b4f219e86ff2172539ad2c4	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11899.bin	\N	\N	65536	ed9fa889	25d1a069254b34c31d8ee82d301ada895e8dc391	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11904.bin	\N	\N	131072	bb993681	c5107e8d52cba3a0fc813ffa9e3752e0f9c3c0df	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11905.bin	\N	\N	131072	1cf68109	198c1f9d4278586d1e0f50acaaf08e60ba464f8a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd12016.bin	\N	\N	131072	499f64a6	506652bdb0f3d23a2cf7ff29732b8ec77c389b46	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd12017.bin	\N	\N	131072	31190322	18df4bd6078b1c76c7061c05a476a7cbf7d0b37b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd12018a.bin	\N	\N	131072	1c582e1f	c32d2f921554bddd7dedcb81e231aa91f50fa27b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd12019a.bin	\N	\N	131072	11188a30	42dd0344d92529848b53a8cec4c145237ccd5b51	\N	\N	\N	\N	\N	\N	
game	Final_Burn_v0.518	pwrdrifj	\N	\N	pwrdrift	pwrdrift	\N	Power Drift (Jap)	1988	Sega	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	11745a.epr	\N	\N	131072	a89720cd	a0393546797f124e1c03bd12945dc6358bb94ba9	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	11746a.epr	\N	\N	131072	b0f1caf4	1d7e70e740ef513728a72ff6e7b1c4b78e3cb0d5	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	11749b.epr	\N	\N	131072	9e385568	74e22eaed645cc80b1eb0c52912186066e58b9d2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	11750b.epr	\N	\N	131072	bc14ce30	9bbadee0946e0abaac4f0d2625ba5550f11fa8a9	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	11751.epr	\N	\N	131072	7f0d0311	7917be201ff44c6b895fc8e9e296e8b1ecf8d639	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	11752.epr	\N	\N	131072	b6bb8111	475ce4e3d92747a9012a0ab03838ece61f6d33e0	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11747.bin	pd11747.bin	\N	131072	9796ece5	f84f5689c2edc0853ff173ce20f93f89758b2f31	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11748.bin	pd11748.bin	\N	131072	82a76cab	f8d3fe059e18896cd0e64711f1a3ee8b6372b4e0	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11754.bin	pd11754.bin	\N	524288	cad59f39	7890e22c0b039ab75a38095473b572c887094f53	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11755.bin	pd11755.bin	\N	131072	c2db1244	c98fe17c9f04a639a862cc2a86fab17d1f5d025c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11756.bin	pd11756.bin	\N	131072	12e43f8a	0f9a11ba6b7c1a352daa1146a01ce147945e91e4	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11757.bin	pd11757.bin	\N	131072	e46dc478	baf79e230aef3d63fb50373b2b1626f7c56ee94f	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11758.bin	pd11758.bin	\N	131072	5b435c87	6b42b08e73957c36cd8faa896ca14461d00afd29	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11759.bin	pd11759.bin	\N	131072	ac8111f6	6412716dc97ae697b438d9c9cd554d1087416bc2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11760.bin	pd11760.bin	\N	131072	91282af9	fddee7982949b7da724c7830e7bd139aeb84672d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11761.bin	pd11761.bin	\N	131072	baa5d065	56dc71814e3f0f327781b0c1587038351c60f7b7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11762.bin	pd11762.bin	\N	131072	1d1af7a5	86c02565b5aca201588c98678fb0c54faa8d4d6b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11763.bin	pd11763.bin	\N	131072	1ee23407	776c868e0e4e601fd6d0a83561b064b4be0560e2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11764.bin	pd11764.bin	\N	131072	e859305e	aafcc3209a4fb6e0e8169ae6cce386b370b824f7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11765.bin	pd11765.bin	\N	131072	649e2dff	a6c61b71d08b31a0ca175ab0404e2eaf1d09ccc2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11766.bin	pd11766.bin	\N	131072	d92fb7fc	2f5c2d88ae0766351b9efe8ffcbebc88fc3a6c59	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11767.bin	pd11767.bin	\N	131072	1f8ad054	289f5795116ee29540f28e35c3b4f72adeca7891	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11768.bin	pd11768.bin	\N	131072	db2c4053	a5b6daa6deb7afb0019e289acb81c82d507ec93a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11769.bin	pd11769.bin	\N	131072	28f0ab51	d7cb7b83e5d85eb59d34cfd5c0d8e6c7ff81e24c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11770.bin	pd11770.bin	\N	131072	d7557ea9	62430505d399ee2cc0f94e03144860056345573c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11771.bin	pd11771.bin	\N	131072	67635618	f690ace026130ecb95532c92f2ad3741d0d167c1	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11772.bin	pd11772.bin	\N	131072	0f798d3a	71565ce28b93ae50d64af8c965fba6408a07f031	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11773.bin	pd11773.bin	\N	131072	1b5d5758	54f58a274740a0566e0553d145c0c284ffd1d36b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11774.bin	pd11774.bin	\N	131072	2ca0c170	7de74c045bf084659ba70da9458d720125ff25ae	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11775.bin	pd11775.bin	\N	131072	48225793	ee003c2ea24c14e0968da94bac139735660932fe	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11776.bin	pd11776.bin	\N	131072	78c46198	d299e631843da47cb7a46103d52a3dabfab71746	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11777.bin	pd11777.bin	\N	131072	9662dd32	454ec914b6c936f692bf90d2232c8169acec470a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11778.bin	pd11778.bin	\N	131072	2dfb7494	4b9f1609e425c5e634e95dbc2d0ca820dd9212bc	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11779.bin	pd11779.bin	\N	131072	a49cd793	efe77949be39a2ff88b50bfb2b4664b9267d9a09	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11780.bin	pd11780.bin	\N	131072	d514ed81	fbac3ad085363972a79e77aebb7fdae2200e7cda	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11781.bin	pd11781.bin	\N	131072	9692d4cd	967351ba2c781ca865e3c1ee9eeef1aad2247c27	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11782.bin	pd11782.bin	\N	131072	c913bb43	9bc15a3180cf4c3134bb55e99e6092f0faf95c56	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11783.bin	pd11783.bin	\N	131072	6d189007	dd871ea3166fdcb59d49707d35dde8b6c7fdc76b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11784.bin	pd11784.bin	\N	131072	57f5fd64	6aff54d3f3f76ce0f1a93485d1a35a3987d456d9	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11785.bin	pd11785.bin	\N	131072	e6ef32c4	869ba3816f5e3125f613f3b284fec74cd19db79e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11786.bin	pd11786.bin	\N	131072	2066b49d	905ce70c921043d07591422a87fedd6e897ff38e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11787.bin	pd11787.bin	\N	131072	e631dc12	3fd6db2eb297890b35dec566b6a90fc2d96bd085	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11788.bin	pd11788.bin	\N	131072	8464c66e	af93cbcc50acbd929d0298fb9a75da0369e13ff7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11789.bin	pd11789.bin	\N	131072	b86f8d2b	a053f2021841fd0ef89fd3f28050a698b36c435e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11790.bin	pd11790.bin	\N	131072	2a564e66	5f30fc15bfd017d75cfffe1e9e62ed0bcf32a98e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11791.bin	pd11791.bin	\N	131072	36b2910a	9948b91837f944a7a606542fa685525e74bbe398	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11792.bin	pd11792.bin	\N	131072	c85caf6e	2411ea99ec7f6e2b0b4f219e86ff2172539ad2c4	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrifj	pd11899.bin	pd11899.bin	\N	65536	ed9fa889	25d1a069254b34c31d8ee82d301ada895e8dc391	\N	\N	\N	\N	\N	\N	
game	Final_Burn_v0.518	gforce2	\N	\N	\N	\N	\N	Galaxy Force II	1988	Sega	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11465.bin	\N	\N	524288	e1436dab	363f4c111de38cb1d82b245e4fcc65308f506e6a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11467.bin	\N	\N	131072	6e60e736	73086744cb2fe1ce162f851cb879755c21819b33	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11468.bin	\N	\N	131072	74ca9ca5	c6f27ce43ef270088e6155c8240fd15afa5729fd	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11469.bin	\N	\N	131072	ed7a2299	1aecf9ccba1fed0b7908008e798c522251a08b0f	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11470.bin	\N	\N	131072	34dea550	da95b8346c3530573461553629af4cc493bbb4af	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11471.bin	\N	\N	131072	f1974069	c8beb1a2ce430e3e6478c87c7053a58f8f31a140	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11472.bin	\N	\N	131072	0d24409a	ee00e23b0c548918b89dd48ed3f8b0370388659e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11473.bin	\N	\N	131072	0538c6ec	9397db188f12cf8cd91841794134760f30f83893	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11474.bin	\N	\N	131072	eb923c50	f997d2bc7f674eae4243eaf640d8faffa41d9521	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11475.bin	\N	\N	131072	69cfec89	db2a9b03fff727f198fb5cbfb9c281ac3bbc5623	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11476.bin	\N	\N	131072	a60b9b79	6e9aa51923c12f5658bd17deb6c032e08c91dade	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11477.bin	\N	\N	131072	a2784653	00a123d1fc8116ca678d6d8dbf1a5450feee014d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11478.bin	\N	\N	131072	8b778993	015ae757d26cd6e69bdf79e237f62743a8f41e0c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11479.bin	\N	\N	131072	ecd6138a	bbc157a1f9b7e24d16e6f126d95c448736e83791	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11480.bin	\N	\N	131072	64ad66c5	aaab6999aa88b3340b16ee1188a8432477e16625	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11481.bin	\N	\N	131072	78e652b6	8c70609172908131fef8cbe05f810dbd3d120eba	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11482.bin	\N	\N	131072	2f879766	ca5835d0bb77fe7de83ad336a82111cb2f96cd41	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11483.bin	\N	\N	131072	d5d3a505	fa7662346b954d3faf0e8fcf138004231676845c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11484.bin	\N	\N	131072	b8a56a50	ccbc391d6f60b88630d7a93b8bb6e365a8d59ed8	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11516.bin	\N	\N	131072	19d0e17f	7171131226cf1fe260a2db310fad2ec264adca26	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11524.bin	\N	\N	131072	5d35849f	b86fb230ed0901dfdb525e7a47d9c9ad8031a3f6	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11525.bin	\N	\N	131072	9ae47552	43268dd5f79282aabd8972994437de1b2d2acc40	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11526.bin	\N	\N	131072	094cb3f0	4b30e24dfd33c9922ffd5665cd9631b1f24243da	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11527.bin	\N	\N	131072	e821a144	eeec0e51798645cce8f9a7e686178268398977fb	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11532.bin	\N	\N	131072	b3565ddb	3208744d43a11f4de8a6b626cc9113ad63d36807	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11533.bin	\N	\N	131072	f5d16e8a	3b5c1582794a0e69707264879b544ac48afd9337	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11534.bin	\N	\N	131072	b7f0ad7c	987b198692db365f3a81e88e5eec526775c318c6	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11535.bin	\N	\N	131072	95da7a46	ffe6cd80eecc7c53a1155396ede0720d975d2c3b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11687.bin	\N	\N	131072	1cbefbbf	28d473707cf042baca9d3a75ef22a5beb8c993f7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11688.bin	\N	\N	131072	c845f2df	17586a5f83170e99f28cd35b28e85e503e7bbe75	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11693.bin	\N	\N	65536	0497785c	f077e71efdc96d6eb3f1a1f989650466554fb13a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11694.bin	\N	\N	131072	7e297b84	bbf1aa2b0b6b1f9fdaf9bea77d24b7f4f9320696	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11695.bin	\N	\N	131072	38a864be	ef7d89511713d695f6a454c42f079d3507d9690d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11696.bin	\N	\N	131072	99e8e49e	ab6e1d74af412ec2f939043d7dc26f4b2e34a528	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11697.bin	\N	\N	131072	7545c52e	bdb0ccf233e10e9449aa367db5a5b5f209bee969	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11698.bin	\N	\N	131072	cfeba3e2	826b73858ca5ea05688246d36b1f607356974ca9	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11699.bin	\N	\N	131072	4a00534a	9a637b45b140420937b232bf690ef8bc3d43f5ad	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11700.bin	\N	\N	131072	e13839c1	4975b5314797d11c782b0478eaa84eaf9980b1cd	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11701.bin	\N	\N	131072	9fb3d365	bfcf4abfa91aa41b16f01b7bafe97cd865167fbc	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11702.bin	\N	\N	131072	2a09c627	c6b0a618b4ddd9d227d3472544b62ebef966b041	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11703.bin	\N	\N	131072	43bb7d9f	e36d208937f56f0af14292184c80ca939c32c378	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11814.bin	\N	\N	131072	0b05d376	8d0c0be2fd9dbc714c82c7cd1c439d5ff65e1317	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11815.bin	\N	\N	131072	f1fb22f1	da3ce521b0a19b391913c35af34084d29edceca7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11816.bin	\N	\N	131072	317dd0c2	7f1c7dcfb111385e2a94912975c2f9bfe78445ac	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11874.bin	\N	\N	131072	5301fd79	60a751c168d519cd45a9575e138514d580bce9b6	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2	gf11875.bin	\N	\N	131072	c81701c6	00c269f18c5eded7a0e4b6354779cd80db827409	\N	\N	\N	\N	\N	\N	
game	Final_Burn_v0.518	gforce2j	\N	\N	gforce2	gforce2	\N	Galaxy Force II (Jap)	1988	Sega	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	11510.epr	\N	\N	131072	d2b1bef4	191c0387f4e47c2d675a6d6984907ca3a9d4156a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	11511.epr	\N	\N	131072	d80a86d6	e1beecb2af2d9960514639f30dbf923c9d5d5a89	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	11512.epr	\N	\N	131072	6010e63e	00aa5e8516f094409a407744b84ef183393b8b19	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	11513.epr	\N	\N	131072	e18bc177	3fb179c9074954fc9b64da1463f542d60a99ec84	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	11514.epr	\N	\N	131072	3dcc6919	0f701854734880aa98e890d8e2d13c62216dfb53	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	11515.epr	\N	\N	131072	d85875cf	11fe1e008b2ced564aa5f82130cc7872fefeaf8d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11465.bin	gf11465.bin	\N	524288	e1436dab	363f4c111de38cb1d82b245e4fcc65308f506e6a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11467.bin	gf11467.bin	\N	131072	6e60e736	73086744cb2fe1ce162f851cb879755c21819b33	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11468.bin	gf11468.bin	\N	131072	74ca9ca5	c6f27ce43ef270088e6155c8240fd15afa5729fd	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11469.bin	gf11469.bin	\N	131072	ed7a2299	1aecf9ccba1fed0b7908008e798c522251a08b0f	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11470.bin	gf11470.bin	\N	131072	34dea550	da95b8346c3530573461553629af4cc493bbb4af	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11471.bin	gf11471.bin	\N	131072	f1974069	c8beb1a2ce430e3e6478c87c7053a58f8f31a140	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11472.bin	gf11472.bin	\N	131072	0d24409a	ee00e23b0c548918b89dd48ed3f8b0370388659e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11473.bin	gf11473.bin	\N	131072	0538c6ec	9397db188f12cf8cd91841794134760f30f83893	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11474.bin	gf11474.bin	\N	131072	eb923c50	f997d2bc7f674eae4243eaf640d8faffa41d9521	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11475.bin	gf11475.bin	\N	131072	69cfec89	db2a9b03fff727f198fb5cbfb9c281ac3bbc5623	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11476.bin	gf11476.bin	\N	131072	a60b9b79	6e9aa51923c12f5658bd17deb6c032e08c91dade	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11477.bin	gf11477.bin	\N	131072	a2784653	00a123d1fc8116ca678d6d8dbf1a5450feee014d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11478.bin	gf11478.bin	\N	131072	8b778993	015ae757d26cd6e69bdf79e237f62743a8f41e0c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11479.bin	gf11479.bin	\N	131072	ecd6138a	bbc157a1f9b7e24d16e6f126d95c448736e83791	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11480.bin	gf11480.bin	\N	131072	64ad66c5	aaab6999aa88b3340b16ee1188a8432477e16625	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11481.bin	gf11481.bin	\N	131072	78e652b6	8c70609172908131fef8cbe05f810dbd3d120eba	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11482.bin	gf11482.bin	\N	131072	2f879766	ca5835d0bb77fe7de83ad336a82111cb2f96cd41	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11483.bin	gf11483.bin	\N	131072	d5d3a505	fa7662346b954d3faf0e8fcf138004231676845c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11484.bin	gf11484.bin	\N	131072	b8a56a50	ccbc391d6f60b88630d7a93b8bb6e365a8d59ed8	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11516.bin	gf11516.bin	\N	131072	19d0e17f	7171131226cf1fe260a2db310fad2ec264adca26	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11524.bin	gf11524.bin	\N	131072	5d35849f	b86fb230ed0901dfdb525e7a47d9c9ad8031a3f6	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11525.bin	gf11525.bin	\N	131072	9ae47552	43268dd5f79282aabd8972994437de1b2d2acc40	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11526.bin	gf11526.bin	\N	131072	094cb3f0	4b30e24dfd33c9922ffd5665cd9631b1f24243da	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11527.bin	gf11527.bin	\N	131072	e821a144	eeec0e51798645cce8f9a7e686178268398977fb	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11532.bin	gf11532.bin	\N	131072	b3565ddb	3208744d43a11f4de8a6b626cc9113ad63d36807	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11533.bin	gf11533.bin	\N	131072	f5d16e8a	3b5c1582794a0e69707264879b544ac48afd9337	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11534.bin	gf11534.bin	\N	131072	b7f0ad7c	987b198692db365f3a81e88e5eec526775c318c6	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11535.bin	gf11535.bin	\N	131072	95da7a46	ffe6cd80eecc7c53a1155396ede0720d975d2c3b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	gforce2j	gf11693.bin	gf11693.bin	\N	65536	0497785c	f077e71efdc96d6eb3f1a1f989650466554fb13a	\N	\N	\N	\N	\N	\N	
