game	M72_v0.33b	bchopper	\N	\N	\N	\N	\N	Battle Chopper	1987	Irem	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_l1.bin	\N	\N	131072	6ab3ae42	d3d7c35e1583b55cc668aa011471c3bf04a541af	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_n0.bin	\N	\N	131072	2cd8f913	a53752b35da95b420dd29a09176d265d292b3938	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_n1.bin	\N	\N	131072	5033066d	e125127f0610c63f9e59a585db547be5d49ed863	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_n2.bin	\N	\N	131072	ec3a0450	632bdd397f1bc67f6970faf7d09ab8d911e105fe	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_n3.bin	\N	\N	131072	db6176fc	1eaf72af0322490c98461aded202288e387caac1	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_sp.bin	\N	\N	65536	73ffecb4	4795bf0d6263060c3d3759b659bdb189a4087600	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_vo.bin	\N	\N	131072	637172d5	9dd0dc409306287238826bf301e2a7a12d6cd9ce	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	rtypejp	\N	\N	\N	\N	\N	R-Type (Japanese)	1987	Irem	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	b4.bin	\N	\N	32768	5a4ae5b9	95c3b64f50e6f673b2bf9b40642c152da5009d25	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	c4.bin	\N	\N	32768	4e212fb0	687061ecade2ebd0bd1343c9c4a831791853f79c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	d4.bin	\N	\N	32768	8a65bdff	130bf6af521f13247a739a95eab4bdaa24b2ac10	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_a1.bin	\N	\N	65536	5ad2bd90	0937dbbdf0cbce2e81cecf4d770bbd8c6bd82801	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_a2.bin	\N	\N	65536	6098d86f	c6c9c1c2c30d5f190c40e000004bd21606efb8b0	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_a3.bin	\N	\N	65536	2bec510a	3455e72095832135ac006944a1209e720ec5c8bf	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_b1.bin	\N	\N	65536	c1865141	3302b6529aa903d81eb2196d745eb4f7f8316857	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_b2.bin	\N	\N	65536	b4f6407e	4a00d8e104c580900b4feb318dd162b77b71d0a5	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_b3.bin	\N	\N	65536	eb02a1cb	60a394ab53afdcbbf9e88083b8dbe8c897170d77	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_c2.bin	\N	\N	32768	ed793841	7e55a9a11fcd989db39bce6be48821b747c7d97f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_c3.bin	\N	\N	65536	fc247c8a	01cf0a60f47fa5e2ed430a3f075e69e6cb762a48	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_d2.bin	\N	\N	32768	791df4f8	5239a97222212ac9c019177771cb2b5096b7bc17	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_d3.bin	\N	\N	65536	b28d1a60	26d0b5a381f5b462a223cb474067c7b5e67706df	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_e2.bin	\N	\N	65536	d6a66298	d2873d05aa3b257e7699c188880ac3daad672fa5	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	db_e3.bin	\N	\N	65536	dad53bc0	1e3bc498861946278a0b1fe24259f5d224e265d7	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	e4.bin	\N	\N	32768	73327606	9529ecdedd30e2a0400fb1083117992cc18b5158	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	f4.bin	\N	\N	32768	ad89b072	e2683d0e7415f3abd147e518bf6c87e44744cd4f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	h4.bin	\N	\N	32768	433b229a	14222eaa3e67e5a7f80eafcf22bac4eb2d485a9a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	j4.bin	\N	\N	32768	a7b17491	5b390770e56ba2d35e108534d7eda8dca996fdf7	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypejp	k4.bin	\N	\N	32768	b9709686	700905a3e9661e0874939f54da2909e1396ce596	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	rtypeus	\N	\N	\N	\N	\N	R-Type (U.S.)	1987	Irem (Nintendo of America license)	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	aud-h0.bin	\N	\N	65536	36008a4e	832006cb14a34e1671e305cc8ae606c3c6185a6a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	aud-h1.bin	\N	\N	65536	7ebb2a53	1466df19888c3374847eb77f702060647e49d6ad	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	aud-l0.bin	\N	\N	65536	4aaa668e	87059460b59f43f2ca8cd959d76f721facd9de96	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	aud-l1.bin	\N	\N	65536	c28b103b	f294a23c3917b97812eb4c7f3a99253fd0cbb7ea	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-00.bin	\N	\N	65536	dad53bc0	1e3bc498861946278a0b1fe24259f5d224e265d7	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-01.bin	\N	\N	65536	b28d1a60	26d0b5a381f5b462a223cb474067c7b5e67706df	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-10.bin	\N	\N	65536	d6a66298	d2873d05aa3b257e7699c188880ac3daad672fa5	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-11.bin	\N	\N	65536	bb182f1a	93b24bb0d6abd5c42c84a041c79b1dcea568e443	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-20.bin	\N	\N	65536	fc247c8a	01cf0a60f47fa5e2ed430a3f075e69e6cb762a48	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-21.bin	\N	\N	65536	5b41f5f3	8f47a77fb6513b8f611671d34721e33d284dc035	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-30.bin	\N	\N	65536	eb02a1cb	60a394ab53afdcbbf9e88083b8dbe8c897170d77	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-31.bin	\N	\N	65536	2bec510a	3455e72095832135ac006944a1209e720ec5c8bf	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-a0.bin	\N	\N	32768	4e212fb0	687061ecade2ebd0bd1343c9c4a831791853f79c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-a1.bin	\N	\N	32768	8a65bdff	130bf6af521f13247a739a95eab4bdaa24b2ac10	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-a2.bin	\N	\N	32768	5a4ae5b9	95c3b64f50e6f673b2bf9b40642c152da5009d25	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-a3.bin	\N	\N	32768	73327606	9529ecdedd30e2a0400fb1083117992cc18b5158	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-b0.bin	\N	\N	32768	a7b17491	5b390770e56ba2d35e108534d7eda8dca996fdf7	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-b1.bin	\N	\N	32768	b9709686	700905a3e9661e0874939f54da2909e1396ce596	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-b2.bin	\N	\N	32768	433b229a	14222eaa3e67e5a7f80eafcf22bac4eb2d485a9a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtypeus	cpu-b3.bin	\N	\N	32768	ad89b072	e2683d0e7415f3abd147e518bf6c87e44744cd4f	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	xmultipl	\N	\N	\N	\N	\N	X - Multiply	1989	Irem	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	ch0.h0	\N	\N	65536	9438dd8a	dc85789c47d31a96300b4236dc43f065e1b01e4a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	ch3.h3	\N	\N	131072	20685021	92f4216320bf525045223b9454fb5bb224c536d8	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	cl0.l0	\N	\N	65536	06a9e213	9831c110814642703d6e71d49848d854095b7d3a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	cl3.l3	\N	\N	131072	93fdd200	dd4244ba0ce6c621136b0648374179da44363c01	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t44.00	\N	\N	131072	db45186e	8c8edeb4b7e6b0516f2597823dc27eba9c5d9528	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t45.01	\N	\N	131072	4d0764d4	4942333336a110b033f16ac1afa06ffef7b2dad6	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t46.10	\N	\N	131072	f0c465a4	69c107c860d4e8736431fd86b6821b70a8367eb3	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t47.11	\N	\N	131072	1263b24b	0445a5381df3a868bed6967c8e5de7169e4be6a3	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t48.20	\N	\N	131072	4129944f	988b072032d1667c3ac0731fada32fb6978505dc	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t49.21	\N	\N	131072	2346e6f9	b3de017dd0353e04d279f57e151c47f5fcc70e9c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t50.30	\N	\N	131072	e322543e	b4c3a7f202d81485d5f0a7b7668ee89fc1edb215	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t51.31	\N	\N	131072	229bf7b1	ae42c7efbb6278dd3fa56842361138391f2d49ca	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t52.v0	\N	\N	131072	2db1bd80	657006d0642ec7fb949bb52821d78fe51a599415	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t53.a0	\N	\N	131072	1a082494	63a3a84a262833d2cafab41e35df8f10a5e317b1	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t54.a1	\N	\N	131072	076c16c5	4be858806b916953d59aceee550e721eaf3996a6	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t55.a2	\N	\N	131072	25d877a5	48c948bf714c432f534c098123c8f50d5561756f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t56.a3	\N	\N	131072	5b1213f5	87782aa0bd04d4378c4ba78b63028ae2709da2f1	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t57.b0	\N	\N	131072	0a84e0c7	67ad181a7d2c431cb4bf45955e09754549a03576	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t58.b1	\N	\N	131072	a874121d	1351d5901d55059c6472a4588a2e560396903861	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t59.b2	\N	\N	131072	69deb990	1eed3183efbe576376661b45152a0a21240ecfc8	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	xmultipl	t60.b3	\N	\N	131072	14c69f99	4bea72f8bd421ef3ca559363f7473ce2e7038699	\N	\N	\N	\N	\N	\N	
