game	Replay_v0.04	1942	\N	\N	\N	\N	\N	1942 (set 2)	1984	Capcom	\N	\N	\N	
game_rom	Replay_v0.04	desterth	31_c.bin	\N	\N	2048	ab019c30	33931510a722168bcf7c30d22eac9345576b6631	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	desterth	42_b.bin	\N	\N	2048	ed9dbac6	4553f445ac32ebb1be490b02df4924f76557e8f9	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	diamond	\N	\N	\N	\N	\N	Diamond Run	1989	KH Video	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d5	\N	\N	32768	453f3f9e	b4dcf2eb0e6d4eca8ccde6e1a60f5e002e49a57b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d3	\N	\N	32768	f436d6fa	18287ac51e717ea2ba9b307a738f76735120f21b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d3o	\N	\N	16384	ba4bf9f1	460e01f5ba9cd0c76d1a2ea1e66e9ad49ef1e13b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d5o	\N	\N	32768	ae58bd3a	674611c7107cae53150fc249ffc616df891698fe	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d1	\N	\N	16384	3a24e504	56bc38413b8a0dc2829e9c8f7bcfabafe26fd257	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d11	\N	\N	16384	754357d7	eb6e07a5f2d02687306711845001205bf0efa61b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d10	\N	\N	16384	7531edcd	dc3eabf7e7503f0588f65620d26c1bc5eebde211	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d9	\N	\N	16384	22eeca08	6454b6c0a7a0991744386b79d4988a2517ad0636	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d8	\N	\N	16384	6b61be60	a92ff6e922da523caec1919f53bea48dab4ca564	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d7	\N	\N	16384	fd595274	8d22f89a7251ecc8b56ee3f8cfaab2fd5a716b3f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d6	\N	\N	16384	7f51dcd2	ff4a68a7a6a5caa558898b03ba4a4dc3ab43ce30	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d17	\N	\N	16384	8164b005	d03bf62734b03c90a8393a23f8ce0a3769c43bf7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	diamond	d14	\N	\N	16384	6f132163	cd1ebf9671bcce58896dadbf20f036eaadbe8bd5	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	digdug2	\N	\N	\N	\N	\N	Dig Dug II (set 1)	1985	Namco	\N	\N	\N	
game_rom	Replay_v0.04	digdug2	ddug2-3.bin	\N	\N	16384	be7ec80b	a053274ffbf3200e9b89a8be1bd91744acb4a823	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdug2	ddug2-1.bin	\N	\N	16384	5c77c0d4	56709e5db1686fd996d21c1005accf34e2d863e1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdug2	ddug2-4.bin	\N	\N	8192	737443b1	0e46204089cc6e5ffab0d2a62f9a1728f8c35948	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdug2	ddug2-3b.bin	\N	\N	4096	afcb4509	c9a54df22b0b92efbe7417a00200587225906b46	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdug2	ddug2-3m.bin	\N	\N	16384	df1f4ad8	004fba630018dbf03c4b0e284c98077e19fface3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdug2	ddug2-3n.bin	\N	\N	16384	ccadb3ea	77d8d8e6039272f73e63c8f76084138ec613365a	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	digdugat	\N	\N	\N	\N	\N	Dig Dug (Atari)	1982	[Namco] (Atari license)	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.101	\N	\N	4096	b9198079	1d3fe04020f584ed250e32fdc6f6a3b769342884	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.102	\N	\N	4096	b2acbe49	c8f713e8cfa70d3bc64d3002ff7bffc65ee138e2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.103	\N	\N	4096	d6407b49	0e71a8f02778286488865e20439776dbb2a8ec78	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.104	\N	\N	4096	b3ad42c3	83ea80f0dd42ec1cb62e6ed45d5dda43ed21f567	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.105	\N	\N	4096	0a2aef4a	ef40974fde8e8c305059e1dd03ea811a6aaca737	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.106	\N	\N	4096	a2876d6e	08e8ac50918ae32dd6fb34e65534652beb0395b2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.107	\N	\N	4096	a41bce72	2b9b74f56aa7939d9d47cf29497ae11f10d78598	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.108	\N	\N	2048	3d24a3af	857ae93e2a41258a129dcecbaed2df359540b735	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.116	\N	\N	4096	e22957c8	4700c63f4f680cb8ab8c44e6f3e1712aabd5daa4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.117	\N	\N	4096	a3bbfd85	2105455762e0de120f2d943f9010a7d06c6b6448	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.118	\N	\N	4096	458499e9	578bd839f9218c3cf4feee1223a461144e455df8	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.119	\N	\N	4096	c58252a0	bd79e39e8a572d2b5c205e6de27ca23e43ec9f51	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.115	\N	\N	4096	754539be	466ae754eb4721df8814d4d33a31d867507d45b3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugat	136007.114	\N	\N	4096	d6822397	055ca6514141323f1e6dfcf91451507c04114d41	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	digdugnm	\N	\N	\N	\N	\N	Dig Dug (set 1)	1982	Namco	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.1b	\N	\N	4096	b9198079	1d3fe04020f584ed250e32fdc6f6a3b769342884	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.2	\N	\N	4096	b2acbe49	c8f713e8cfa70d3bc64d3002ff7bffc65ee138e2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.3	\N	\N	4096	d6407b49	0e71a8f02778286488865e20439776dbb2a8ec78	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.4b	\N	\N	4096	f4cebc16	19b568f92069a1cfe1c07287408efe3b0e253375	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.5b	\N	\N	4096	370ef9b4	746b1fa15f5f2cfd69d8b5a7d6fb8c770abc3b4d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.6b	\N	\N	4096	361eeb71	372c97c666411c3590d790213ae6fa1ccb5ffa1c	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.7	\N	\N	4096	a41bce72	2b9b74f56aa7939d9d47cf29497ae11f10d78598	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.9	\N	\N	2048	f14a6fe1	0aa63300c2cb887196de590aceb98f3cf06fead4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.15	\N	\N	4096	e22957c8	4700c63f4f680cb8ab8c44e6f3e1712aabd5daa4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.14	\N	\N	4096	2829ec99	3e435c1afb2e44487cd7ba28a93ada2e5ccbb86d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.13	\N	\N	4096	458499e9	578bd839f9218c3cf4feee1223a461144e455df8	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.12	\N	\N	4096	c58252a0	bd79e39e8a572d2b5c205e6de27ca23e43ec9f51	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.11	\N	\N	4096	7b383983	57f1e8f5171d13f9f76bd091d81b4423b59f6b42	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	digdugnm	dd1.10b	\N	\N	4096	2cf399c2	317c48818992f757b1bd0e3997fa99937f81b52c	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	dkong	\N	\N	\N	\N	\N	Donkey Kong (US)	1981	Nintendo of America	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.5e	\N	\N	4096	ba70b88b	d76ebecfea1af098d843ee7e578e480cd658ac1a	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.5c	\N	\N	4096	5ec461ec	acb11a8fbdbb3ab46068385fe465f681e3c824bd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.5b	\N	\N	4096	1c97d324	c7966261f3a1d3296927e0b6ee1c58039fc53c1f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.5a	\N	\N	4096	b9005ac0	3fe3599f6fa7c496f782053ddf7bacb453d197c4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.3n	\N	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.3p	\N	\N	2048	15e9c5e9	976eb1e18c74018193a35aa86cff482ebfc5cc4e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.7c	\N	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.7d	\N	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.7e	\N	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong	dk.7f	\N	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	dkong3	\N	\N	\N	\N	\N	Donkey Kong 3 (US)	1983	Nintendo of America	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3c.7b	\N	\N	8192	38d5f38e	5a6bb0e5070211515e3d56bd7d4c2d1655ac1621	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3c.7c	\N	\N	8192	c9134379	ecddb3694b93cb3dc98c3b1aeeee928e27529aba	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3c.7d	\N	\N	8192	d22e2921	59a4a1a36aaca19ee0a7255d832df9d042ba34fb	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3c.7e	\N	\N	8192	615f14b7	145674073e95d97c9131b6f2b03303eadb57ca78	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3v.3n	\N	\N	4096	415a99c7	e0855b03bb1dc0d8ae46da9fe33ca30ecf6a2e96	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3v.3p	\N	\N	4096	25744ea0	4866e43e80b010ccf2c8cc94c232786521f9e26e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3v.7c	\N	\N	4096	8ffa1737	fa5896124227d412fbdf83f129ddffa32cf2053b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3v.7d	\N	\N	4096	9ac84686	a089376b9c23094490703152ad98ed27f519402d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3v.7e	\N	\N	4096	0c0af3fb	03e0c3f51bc3c20f95cb02f76f2d80188d5dbe36	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkong3	dk3v.7f	\N	\N	4096	55c58662	7f3d5a1b386cc37d466e42392ffefc928666a8dc	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	dkongjp	\N	\N	\N	\N	\N	Donkey Kong (Japan set 1)	1981	Nintendo	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	5f.cpu	\N	\N	4096	424f2b11	e4f096f2bbd37281f42a5f8e083738f55c07f3dd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	5g.cpu	\N	\N	4096	d326599b	94c7382604d0a123a442d53f9641f366dfbb7631	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	5h.cpu	\N	\N	4096	ff31ac89	9626a9e6df0d1b0ff273dbbe986f670200f91f75	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	5k.cpu	\N	\N	4096	394d6007	57e5ae76ef5d4a2fa9cd860b6c6be03b6d5ed5ba	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	5h.vid	\N	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	5k.vid	\N	\N	2048	3684f914	882ae48ec1eabf5d350438dfec37ab20f7ee155d	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	4m.clk	\N	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	4n.clk	\N	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	4r.clk	\N	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjp	4s.clk	\N	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	dkongjr	\N	\N	\N	\N	\N	Donkey Kong Junior (US)	1982	Nintendo of America	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.5b	\N	\N	8192	dea28158	08baf84ae6f9b40a2c743fe1d8c158c74a40e95a	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.5c	\N	\N	8192	6fb5faf6	ce1cfde71a9e2a8b5896a6301d386f72869a1d2e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.5e	\N	\N	8192	d042b6a8	57ac237d273496b44220b4437118115ef11dbd9f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.3n	\N	\N	4096	8d51aca9	64887564b079d98e98aafa53835e398f34fe4e3f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.3p	\N	\N	4096	4ef64ba5	41a7a4005087951f57f62c9751d62a8c495e6bb3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.7c	\N	\N	2048	dc7f4164	07a6242e95b5c3b8dfdcd4b4950f463dba16dd77	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.7d	\N	\N	2048	0ce7dcf6	0654b77526c49f0dfa077ac4f1f69cf5cb2e2f64	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.7e	\N	\N	2048	24d1ff17	696854bf3dc5447d33b4815db357e6ce3834d867	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dkongjr	dkj.7f	\N	\N	2048	0f8c083f	0b688ae9da296b2447fffa5e135fd6a56ec3e790	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	docastle	\N	\N	\N	\N	\N	Mr. Do's Castle (set 2)	1983	Universal	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a1	\N	\N	8192	0d81fafc	938c4470b022063ae66b607ca086fad98174248f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a2	\N	\N	8192	a13dc4ac	f096d5ac8e26444ebdb4c3fb5c71592058fb6c79	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a3	\N	\N	8192	a1f04ffb	8cb53992cc679278a0bd33e5b728f27c585e38e1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a4	\N	\N	8192	1fb14aa6	45b50db61ca2c9ace182ddba3817257308f07c89	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a10	\N	\N	16384	45f7f69b	1c614c29be4950314ab04e0b828e691fd0907eff	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a5	\N	\N	16384	0636b8f4	8b34773bf7b7071fb5c8ff443a08befae3b545ea	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a6	\N	\N	8192	3bbc9b26	1b1f79717e5c1a23eefb2d6df71ad95aac9f8be4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a7	\N	\N	8192	3dfaa9d1	cc016019efe0a2bc38c66fadf792c05f6cabeeaa	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a8	\N	\N	8192	9afb16e9	f951e75af658623f3b0e18ff388990b2870fad53	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	docastle	a9	\N	\N	8192	af24bce0	0f06c5d248c9c92f2a4636d259ab843339737969	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	dorunrun	\N	\N	\N	\N	\N	Do! Run Run (set 1)	1984	Universal	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.p1	\N	\N	8192	95c86f8e	9fe44911e0aa8d4c7299472a31c401e064d63d17	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.l1	\N	\N	8192	e9a65ba7	fbee57d68352fd4062aac55cd1070f001714d0a3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.k1	\N	\N	8192	b1195d3d	095ad2ee1f53be3203830263cb0c9efbe4710c56	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.n1	\N	\N	8192	6a8160d1	12101c351bf800319172c459b5e7c69cb5603806	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	27128.p7	\N	\N	16384	8b06d461	2434478810c6301197997be76505f5fc6beba5d3	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	27128.a3	\N	\N	16384	4be96dcf	f9b45e6297cbbc4d1ee2df7ac377c5daf5181b0f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.m4	\N	\N	8192	4bb231a0	350423a1e602e23b229095021942d4b14a4736a7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.l4	\N	\N	8192	0c08508a	1e235a0f44207c53af2c8da631e5a8e08b231258	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.j4	\N	\N	8192	79287039	e2e3c056f35a22e48115557e10fcd172ad2f91f1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dorunrun	2764.h4	\N	\N	8192	523aa999	1d4aa0af79a2ed7b935d4ce92d978bf738f08eb3	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	douni	\N	\N	\N	\N	\N	Mr. Do vs. Unicorns	1983	Universal	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev1.bin	\N	\N	8192	1e2cbb3c	f3c6eab7f7f43a067d432d47f3403ab1d07575fe	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev2.bin	\N	\N	8192	18418f83	1be77b0b53e6d243484d942108e84b950f1a4901	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev3.bin	\N	\N	8192	7b9e2061	2b21af54018a2ff756d80ba0b53b71108c0ce043	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev4.bin	\N	\N	8192	e013954d	1e05937f3b6eaef77c36b485da091ebb22e50f85	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev10.bin	\N	\N	16384	4b1925e3	1b229dd73eede3853d23576dfe397a4d2d952991	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev5.bin	\N	\N	16384	0636b8f4	8b34773bf7b7071fb5c8ff443a08befae3b545ea	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev6.bin	\N	\N	8192	9e335bf8	30ccfb959c1d3069739280711ba3d7d8b7a1a2b0	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev7.bin	\N	\N	8192	f5d5701d	f2731aaa7be3e269cf929aa14db1c967c9198dc6	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev8.bin	\N	\N	8192	7143ca68	b5b45e3cf7d0287d93231eb01395a03f39f473fc	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	douni	dorev9.bin	\N	\N	8192	893fc004	15559d11cc14341d2fec190d12205a649bdd484f	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	dowild	\N	\N	\N	\N	\N	Mr. Do's Wild Ride	1984	Universal	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w1	\N	\N	8192	097de78b	8d0cedde09a893ff67db0cb8e239babeb2cb3701	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w3	\N	\N	8192	fc6a1cbb	4cf59459d521c725e41bbd9363fb58bffdad13a2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w4	\N	\N	8192	8aac1d30	c746f5506a541b25a7ca6fc754fbdb94212f7178	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w2	\N	\N	8192	0914ab69	048a68976d313015ff40f411d5c89d318fd9bb04	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w10	\N	\N	16384	d1f37fba	827e2e3b140c4df2fd8780d7d05dc45694cf8f02	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w5	\N	\N	16384	b294b151	c8c15bf9ab2401052ec80fdfc8fe124c6aa52521	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w6	\N	\N	8192	57e0208b	52c1157d7df84fef754cd9466a70df7e53bc837f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w7	\N	\N	8192	5001a6f7	ef37a26f0c2960fc55ff800da5d4d9c3d54270c2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w8	\N	\N	8192	ec503251	ea7bb11c8e51fe69b5ecba4e4806ec8a8e4961d7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	dowild	w9	\N	\N	8192	af7bd7eb	1cc017b4606d1f6d70cc6cdaf9cf7797dd552b4b	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	earthinv	\N	\N	\N	\N	\N	Super Earth Invasion	1980	bootleg	\N	\N	\N	
game_rom	Replay_v0.04	earthinv	invaders.h	\N	\N	2048	58a750c8	90bfa4ea06f38e67fe4286d37d151632439249d2	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	earthinv	invaders.g	\N	\N	2048	b91742f1	8d9ca92405fbaf1d5a7138d400986616378d061e	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	earthinv	invaders.f	\N	\N	2048	4acbbc60	b8c1efb4251a1e690ff6936ec956d6f66136a085	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	earthinv	invaders.e	\N	\N	2048	df397b12	e7e8c080cb6baf342ec637532e05d38129ae73cf	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	eggs	\N	\N	\N	\N	\N	Eggs	1983	[Technos] Universal USA	\N	\N	\N	
game_rom	Replay_v0.04	eggs	e14.bin	\N	\N	4096	4e216f9d	7b9d984481c8227e417dae4a1adbb5dec5f959b7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	d14.bin	\N	\N	4096	4edb267f	f5d1a79b13d6fbb92561b4e4cfb78465114497d1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	c14.bin	\N	\N	4096	15a5c48c	70141c739a8c019554a6c5257ad12606a1542b1f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	b14.bin	\N	\N	4096	5c11c00e	4a9295086bf935a1c9b1b01f83d1ff6242d74907	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	a14.bin	\N	\N	4096	953faf07	ee3181e9ee664053d6e6899fe38e136a9ea6abe1	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	j12.bin	\N	\N	4096	ce4a2e46	6b31c481ca038834ae295d015054f852baa6330f	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	j10.bin	\N	\N	4096	a1bcaffc	74f6df3136826822bbc22b027700fb3ddfceaa97	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	h12.bin	\N	\N	4096	9562836d	c5d5d6ceede6105975c87ff8e1f7e5312b992b92	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	h10.bin	\N	\N	4096	3cfb3a8e	e60c9da1a7841c3bb5351a109d99c8df34747212	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	g12.bin	\N	\N	4096	679f8af7	f69302ff0125d96fbfdd914d7ecefd7130a24616	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	eggs	g10.bin	\N	\N	4096	5b58d3b5	f138b7294dd20d050bb8a2191e87b0c3815f6148	\N	\N	\N	\N	\N	\N	
game	Replay_v0.04	elevatob	\N	\N	\N	\N	\N	Elevator Action (bootleg)	1983	bootleg	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea69.bin	\N	\N	4096	66baa214	fad660d2983daad478085be3b1a951b0864485dd	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea68.bin	\N	\N	4096	13702e39	b72fea84f8322463ff224e3b06698a1ed7e305b7	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea67.bin	\N	\N	4096	46f52646	11b68b89ab0f580bfe88047e59bd9bba237a2eb4	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea66.bin	\N	\N	4096	b88f3383	99f23d82d7866e4bca8f5a508e0913673d12489b	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea65.bin	\N	\N	4096	c10691d7	a7657d3d661421d1fca3b04e4025725272b77203	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea64.bin	\N	\N	4096	8913b293	163daa07b6d45469f18e4f4a1904b60a890c8699	\N	\N	\N	\N	\N	\N	
game_rom	Replay_v0.04	elevatob	ea55.bin	\N	\N	4096	d546923e	1de128cf96e6d976f6f09e4ac2b4d2507935bfe9	\N	\N	\N	\N	\N	\N	
