game	System_16_v0.82a	alexkidd	\N	\N	\N	\N	\N	Alex Kidd (Bootleg)	1986	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7382.26	\N	\N	32768	3fda7416	91f34cc8afb4ad8bc783c31d25781a1359c44cfe	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7383.25	\N	\N	32768	a001e10a	04ebb012b10817db36997d0ee877104d512decf8	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7384.24	\N	\N	32768	fd909341	2f1e01eb7d7b330c9c0dd98e5f8ed4973f0e93fb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7385.43	\N	\N	32768	5cb64450	5831405359975dd7d8c6614b20fd9b18a5d6410d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7386.42	\N	\N	32768	15810ace	e61a258ab6601d359f6ad1f37a2b2801bf777d26	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7387.41	\N	\N	32768	0acd335d	f39566a2069eefa7682c57c6521ea7a328738d06	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7388.95	\N	\N	32768	8eb02f6b	80511b944b57541669010bd5a0ca52bc98eabd62	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7389.94	\N	\N	32768	2f4f71b8	ceb39e95cd43904b8e4f89c7227491e139fb3ca6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7390.93	\N	\N	32768	d90609c6	4232f6ecb21f242c0c8d81e06b88bc742668609f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7392.10	\N	\N	32768	5bb7c8b6	eaa0ed63ac4f66ee285757e842bdd7b005292600	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7393.17	\N	\N	32768	14fc7e82	ca7caca989a3577dd30ad4f66b0fcce712a454ef	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7394.23	\N	\N	32768	531ca13f	19e68bc515f6021e1145cff4f3f0e083839ee8f3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7396.11	\N	\N	32768	74ae4b57	1f24b1faea765994b85f0e7ac8e944c8da22103f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7397.18	\N	\N	32768	e05a1e25	9691d9f0763b7483ee6912437902f22ab4b78a05	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	7398.24	\N	\N	32768	68807b49	0a189da8cdd2090e76d6d06c55b478abce60542d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fantzone	epr7535.fz	\N	\N	32768	bc1374fa	ed2c87ae024dc251e175239f1bccc728fc096548	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	fpointbl	\N	\N	\N	\N	\N	Flash Point (Bootleg)	1989	bootleg	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.002	\N	\N	65536	4dff2ee8	bd157d8c168d45e7490a05d5e1e901d9bdda9599	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.003	\N	\N	65536	4d6df514	168aa1629ab7152ba1984605155406b236954a2c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.004	\N	\N	65536	522426ae	90fd0a19b30a8a61dc4cfa66a64115596333dcc6	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.005	\N	\N	65536	82c0b8b0	e1e2e721cb8ad53df33065582dc90edeba9c3cab	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.006	\N	\N	65536	c539727d	56674effe1d273128dddd2ff9e02974ec10f3fff	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.007	\N	\N	65536	4a4041f3	4c52b30223d8aa80ccdbb196098cb17e64ad6583	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	flpoint.008	\N	\N	65536	6961e676	7639d2da086b57a9a8d6100fdacf40d97d7c4772	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	fpointbl	epr12592.bin	\N	\N	32768	9a8c11bb	399f8e9bdd7aaa4d25817fa9cd4bbf413e5baebe	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	goldnaxe	\N	\N	\N	\N	\N	Golden Axe	1989	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12385.bin	\N	\N	131072	b8a4e7e0	9b36f50209d45a835ded53eb045f63c649b02fc9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12386.bin	\N	\N	131072	25d7d779	2de14a76a5176d5abc7e7f7f723146c620927610	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12387.bin	\N	\N	131072	c7fcadf3	5f0fd600a75a02749935af21e1e0d2c714c6417e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12522.bin	\N	\N	131072	b6c35160	88015d0a486f56911360362c96a82f36a13de886	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12523.bin	\N	\N	131072	8e6128d7	b8de216f4ca08815ca98d39a773024d191d21b4d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12544.bin	\N	\N	262144	5e38f668	3b15a9a30adde6e852c439c8e6e45875b66252cb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12545.bin	\N	\N	262144	a97c4e4d	41cda15ae56185725233db669d9f8c4a8c1eb1c3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12378.bin	\N	\N	262144	119e5a82	261ed2bc4ebac7142e2ecca9f03c91242e792a98	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12379.bin	\N	\N	262144	1a0e8c57	674f1ae7db632876fff346e76786801ae19d9799	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12380.bin	\N	\N	262144	bb2c0853	3f3b546d078f22d787c93ee74d9ad3a6e84383ac	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12381.bin	\N	\N	262144	81ba6ecc	7f59e4d86a192b97e92729371b78c3f1c784a0b5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12382.bin	\N	\N	262144	81601c6f	604bc5613c6c734a06860303ba36d61bb54508a0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12383.bin	\N	\N	262144	5dbacf7a	236866fb94672b13cbb2cb479324e61de87eeb34	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	goldnaxe	ga12390.bin	\N	\N	32768	399fc5f5	6f290b36dc71ff4759598e2a9c185a8945a3c9e7	\N	\N	\N	\N	\N	\N	
game_sample	System_16_v0.82a	goldnaxe	gaxe_41.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_42.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_43.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_44.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_45.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_46.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_47.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_48.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_49.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_4a.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_4b.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_4c.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_4d.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_4e.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_4f.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_50.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_51.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_52.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_53.wav	
game_sample	System_16_v0.82a	goldnaxe	gaxe_54.wav	
game	System_16_v0.82a	hang-on	\N	\N	\N	\N	\N	Hang-On	1985	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6819.rom	\N	\N	32768	469dad07	6d01c0b3506e28832928ad74d518577ff5be323b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6820.rom	\N	\N	32768	87cbc6de	b64652e062e1b88c6f6ae8dd2ffe4533bb27ba45	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6821.rom	\N	\N	32768	15792969	b061dbf24e8b511116446794753c8b0cc49e2149	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6822.rom	\N	\N	32768	e9718de5	30e3a7d5b33504da03c5780b4a946b977e46098a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6823.rom	\N	\N	32768	49422691	caee2a4a3f4587ae27dec330214edaa1229012af	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6824.rom	\N	\N	32768	701deaa4	053032ef886b85a4cb4753d17b3c27d228695157	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6825.rom	\N	\N	32768	6e23c8b4	b17fd7d590ed4e6616b7b4d91a47a2820248d8c7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6826.rom	\N	\N	32768	77d0de2c	83b126ed1d463504b2702391816e6e20dcd04ffc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6827.rom	\N	\N	32768	7fa1bfb6	a27b54c93613372f59050f0b2182d2984a8d2efe	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6828.rom	\N	\N	32768	8e880c93	8c55deec065daf09a5d1c1c1f3f3f7bc1aeaf563	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6829.rom	\N	\N	32768	7ca0952d	617d73591158ed3fea5174f7dabf0413d28de9b3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6830.rom	\N	\N	32768	b1a63aef	5db0a1cc2d13c6cfc77044f5d7f6f99d198531ed	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6840.rom	\N	\N	32768	581230e3	954eab35059322a12a197bba04bf85f816132f20	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6841.rom	\N	\N	32768	54d295dc	ad8cdb281032a2f931c2abbeb966998944683dc3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6842.rom	\N	\N	32768	f677b568	636ca60bd4be9b5c2be09de8ae49db1063aa6c79	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6843.rom	\N	\N	32768	a257f0da	9828f8ce4ef245ffb8dbad347f9ca74ed81aa998	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6845.rom	\N	\N	32768	ba08c9b8	65ceaefa18999c468b38576c29101674d1f63e5f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6846.rom	\N	\N	32768	f21e57a3	92ce0723e722f446c0cef9e23080a008aa9752e7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6915.rom	\N	\N	32768	ac883240	f943341ae13e062f3d12c6221180086ce8bdb8c4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6916.rom	\N	\N	32768	7d9db1bf	952ee3e7a0d57ec1bb3385e0e6675890b8378d31	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6917.rom	\N	\N	32768	fea12367	9a1ce5863c562160b657ad948812b43f42d7d0cc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6918.rom	\N	\N	32768	20b1c2b0	01b4f5105e2bbeb6ec6dbd18bfb728e3a973e0ca	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6919.rom	\N	\N	32768	6ca30d69	ed933351883ebf6d9ef9428a81d09749b609cd60	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hang-on	6920.rom	\N	\N	32768	1c95013e	8344ac953477279c2c701f984d98292a21dd2f7d	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	harrier	\N	\N	\N	\N	\N	Space Harrier	1985	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic1.bin	\N	\N	32768	b191e22f	406c7f4eed0b8fe93fa0bef370e496894f4d46a4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic2.bin	\N	\N	32768	fc3bf8f3	d9168b9bce110bfd531410179a107895c641e105	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic3.bin	\N	\N	32768	f5ba4e08	443b07c996cbb213fe57dfdd3879c1d4da27c001	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic4.bin	\N	\N	32768	b537d082	f87a644d9af8477c9eb94e5d3aeb5f6376264418	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic5.bin	\N	\N	32768	70fb5ebb	38755a9be92865d2c5da8112d8d9c0fe8e778cff	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic6.bin	\N	\N	32768	3711105c	075197f614786f89bee28ed944371223bc75c9be	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic7.bin	\N	\N	32768	dcaa2ebf	9cf77bb966859febc5e5f1447cb719db64aa4db4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic8.bin	\N	\N	32768	22844fa4	6d0f177082084c8c92085cd53e1d7ddc62d09a4c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic11.bin	\N	\N	32768	a2c07741	747c029ab399c4110dbe360b8913f5c2e57c87cc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic12.bin	\N	\N	32768	0f732717	6a19c88d5d52f4ec4adb32c511fed4caae81c65f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic13.bin	\N	\N	32768	7a2dad15	227865447027f8669aa0d06d059f3d61da6d59dd	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic14.bin	\N	\N	32768	24596a8b	f580022c4f7dcaefb7209058c310a329479b5fcd	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic15.bin	\N	\N	32768	60737b98	5e91498bc473f099a1b2887baf980486e922af97	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic16.bin	\N	\N	32768	9c782295	c1627f3d849d2fdb02a590502bafbe133212b943	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic17.bin	\N	\N	32768	5bb09a67	8bedefd2fa29a1a5e36f1d81c4e9067e3c7f28e9	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic21.bin	\N	\N	32768	dfe75f3d	ff908419066494bc28cbd6afe72bd30350b20c4b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic22.bin	\N	\N	32768	6d4a7d7a	997ac38e47d84f0166ca3ece50ac5f2d3435d8d3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic23.bin	\N	\N	32768	510e5e10	47b9f1bc8df0690c37d1d045bd361f8599e8a903	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic24.bin	\N	\N	32768	cebf797c	d3d5aeba1a0e70a322ec86b930814fa8bc744829	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic25.bin	\N	\N	32768	f6330038	805d4ed664972c0773c837d62f094858c1804148	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic26.bin	\N	\N	32768	ac62ae2e	d472dcc1d9b7889d04870920d5c6e5578597b8dc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic27.bin	\N	\N	32768	41f25a9c	bebbd4c4600028205aeff54190b32b664e4710d0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic28.bin	\N	\N	32768	edbf5fc3	a93f8c431075741c181eb422b24c9303487ca16c	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic29.bin	\N	\N	32768	ed51fdc4	a2696b15a0911ac3b6b330b7d8df58ca51d629de	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic30.bin	\N	\N	32768	ec42c9ef	313d908f3a964529b18e09825552879817a2e159	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic31.bin	\N	\N	32768	5e784271	063bd83b7f42dec556a7bdf736cb51456ba7184b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic32.bin	\N	\N	32768	6d7b5c97	94c27e4ef1e197ee136f9399b07520cae00a366f	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic33.bin	\N	\N	32768	60d7c1bb	19ddc1d8f269b50343266d508ad04d4c0fff69d1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic34.bin	\N	\N	32768	d5e15e66	2bd81c5c736d725577adf85532de7802bef057f2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic35.bin	\N	\N	32768	cd6e7500	6f0e42eb28ad3f5df93d8bb39dc41aba66eee144	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic36.bin	\N	\N	32768	93e2d264	ca56de13756ab77408506d88f291da1da8134435	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic54.bin	\N	\N	32768	d7c535b6	c0659a678c0c3776387a4a675016e9a2e9c67ee3	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic67.bin	\N	\N	32768	a6153af8	b56ba472e4afb474c7a3f7dc11d7428ebbe1a9c7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic72.bin	\N	\N	16384	504e76d9	302af9101da01c97ca4be6acd21fb5b8e8f0b7ef	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic73.bin	\N	\N	16384	d6397933	b85bb47efb6c113b3676b10ab86f1798a89d45b4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic84.bin	\N	\N	32768	16deaeb1	bdf85b924a914865bf876eda7fc2b20131a4cf2d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic85.bin	\N	\N	32768	ce78045c	ce640f05bed64ff5b47f1064b5fc13e58bc422a4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic86.bin	\N	\N	32768	79b367d7	e901036b1b9fac460415d513837c8f852f7750b0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic87.bin	\N	\N	32768	70cb72ef	d1d89bd133b6905f81c25513d852b7e3a05a7312	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic97.bin	\N	\N	32768	7c30a036	d3902342be714b4e181c87ad2bad7102e3eeec20	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic98.bin	\N	\N	32768	40b1309f	9b050983f043a88f414745d02c912b59bbf1b121	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic99.bin	\N	\N	32768	f6391091	3160b342b6447cccf67c932c7c1a42354cdfb058	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic100.bin	\N	\N	32768	6171e9d3	72f8736f421dc93139859fd47f0c8c3c32b6ff0b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	ic118.bin	\N	\N	32768	e8c537d8	c9b3c0f33272c47d32e6aa349d72f7e355468e0e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	pic2.bin	\N	\N	32768	b4740419	8ece2dc85692e32d0ba0b427c260c3d10ac0b7cc	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	sic31.bin	\N	\N	32768	347fa325	9076b16de9598b52a75e5084651ee5a220b0e88b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	sic46.bin	\N	\N	32768	39d98bd1	5aab91bdd08b0f1ea537cd43ccc2e82fd01dd031	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	sic60.bin	\N	\N	32768	3da3ea6b	9a6ce304a14e6ef0be41d867284a63b941f960fb	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	snd7231.256	\N	\N	32768	871c6b14	6d04ddc32fdf1db409cb519890821bd10fc9e58b	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	harrier	snd7232.256	\N	\N	32768	4b59340c	a01ba8580b65dd17bfd92560265e502d95d3ff16	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	hwchamp	\N	\N	\N	\N	\N	Heavyweight Champ	1987	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj0-e.bin	\N	\N	131072	5db934a8	ba7cc93025af71ad2674b1376b61afbb7ae910ff	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj0-o.bin	\N	\N	131072	fc098a13	b4a6e00d4765265bad170dabf0b2a4a58e063b16	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj1-e.bin	\N	\N	131072	8a6a5cf1	28b22aa326682ef3b54891dda7aa9a432da12a4d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj1-o.bin	\N	\N	131072	1f27ee74	a60d50a4f501623187c067a3c17bff49151ca3b2	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj2-e.bin	\N	\N	131072	d6c7917b	8b313a5634c14f4c90bfa9f9616d600283f72768	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj2-o.bin	\N	\N	131072	c0b2ba82	30349c86a99bbe3dfb423027ad534a9333e27679	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj3-e.bin	\N	\N	131072	57e8f9d2	1804677820d05a421120660f91e3a5f1df1e6a8d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	obj3-o.bin	\N	\N	131072	52fa3a49	c2331af630d86a111cdaf21556d9df23d1471f53	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	rom0-e.bin	\N	\N	131072	e5abfed7	1f875dbaf8665c1dbfe336470580361b18a8ed4e	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	rom0-o.bin	\N	\N	131072	25180124	77b414f8cd88270713c57bddadec5d8dca490e86	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	scr01.bin	\N	\N	131072	fc586a86	2c26ef3ab94089940add3be9952804a6e62f5113	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	scr02.bin	\N	\N	131072	7715a742	e6040ff0e9c68f3f502e5f6d7e7ca04b14059752	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	scr03.bin	\N	\N	131072	f30cd5fd	df6118ca4b724c37b11e18d9f2ea18e9591ae7aa	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	scr11.bin	\N	\N	131072	aeaaa9d8	6b7e5320f515c1c35445d3320b3edaef911191e1	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	scr12.bin	\N	\N	131072	63a82afa	a02bbb6dd84cdf7cdab8e738c6927f5b1e3fcad5	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	scr13.bin	\N	\N	131072	5b8494a8	9e3f09f4037a007b6a188dd81ec8f9c635e87650	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	hwchamp	s-prog.bin	\N	\N	32768	96a12d9d	f4ba70c3b5d80a1b6a187c940b922d5182d5ab12	\N	\N	\N	\N	\N	\N	
game	System_16_v0.82a	mjleague	\N	\N	\N	\N	\N	Major League	1985	Sega	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7051.09a	\N	\N	32768	10ca255a	ccf58ffcac2f7fbdbfbdf32601a1b97f359cbd91	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7052.10a	\N	\N	32768	2550db0e	28f8d68f43d26f12793fe295c205cc86adc4e96a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7053.11a	\N	\N	32768	5bfea038	01dc6e14cc7bba9f7930e68573c441fa2841f49a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	eprc7054.01b	\N	\N	32768	4443b744	73359a6e9d62b382dee47fea31b9e17eb26a0321	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7055.05a	\N	\N	32768	1fb860bd	4a4155d0352dfae9e402a2b2f1558ef17b1303b4	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7056.06a	\N	\N	32768	b35dd968	e306b5e38acf583d7b2089302622ad25ae5564b0	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7057.07a	\N	\N	32768	3e5a2b6f	d3dbafb4acb916e02c978a156008bd75ba122fb7	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7058.08a	\N	\N	32768	b543675f	35ffc9295a8849a18fabe156fdbc9801ea2179cd	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7059.02b	\N	\N	32768	3d14091d	36208415b2012b6e948fefa15b0f7041748066be	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7060.03b	\N	\N	32768	61bb3757	5c87cf23be22b84e3dae746527ca057d870d6397	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7061.04b	\N	\N	32768	c808dad5	9b65acc8dc23b16e56327298188d1a6ab48b2b5d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7062.05b	\N	\N	32768	9168eb47	daaa7836e627a0679e65373d8f20a9383ba4c905	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7401.06b	\N	\N	32768	2befa5e0	0a1681a4c7d62a5754ba6f3845436b4d08324246	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7402.07b	\N	\N	32768	b7bef762	214450e0b094f99ef38dec2a3e5cbdb0b30e917d	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epra7403.08b	\N	\N	32768	d86250cf	fb5dabb7b9b9fe0bbe93e28c60311c7b3256107a	\N	\N	\N	\N	\N	\N	
game_rom	System_16_v0.82a	mjleague	epr-7404.09b	\N	\N	32768	ec1655b5	5c1df364fa9733daa4478c5f88298089e4963c33	\N	\N	\N	\N	\N	\N	
