game	Rockulator++_v0.98a	1942	\N	\N	\N	\N	\N	1942 (set 2)	1984	Capcom	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scramble	5d	\N	\N	2048	de7912da	8558b4eff5d7e63029b325edef9914feda5834c3	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scramble	5e	\N	\N	2048	ba2fa933	1f976d8595706730e29f93027e7ab4620075c078	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scramble	5f	\N	\N	2048	5f30311a	d64134089bebd995b3a1a089411e180c8c29f32d	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scramble	5h	\N	\N	2048	516e029e	81b44eb1ce43cebde87f0a41ade2e7eb291af78d	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	sonson	\N	\N	\N	\N	\N	Son Son	1984	Capcom	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss.01e	\N	\N	16384	cd40cc54	4269586099638d31dd30381e94538701982e9f5a	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss.02e	\N	\N	16384	c3476527	499b879a12b55443ec833e5a2819e9da20e3b033	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss.03e	\N	\N	16384	1fd0e729	e04215b0c3d11ce844ab250ff3e1a845dd0b6c3e	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss3.v12	\N	\N	8192	1135c48a	bfc10363fc42fb589088675a6e8e3d1668d8a6b8	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss5.v12	\N	\N	8192	990890b1	0ae5da75e8ff013d32f2a6e3a015d5e1623fbb19	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss6.v12	\N	\N	8192	9388ff82	31ff5e61d062262754bbf6763d094495c1d2e838	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss7.v12	\N	\N	16384	32b14b8e	457a6fe077924c74192f58d4aad2e539c4ec8b24	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss8.v12	\N	\N	16384	9f59014e	b2ad810c901ea1bf2e30b31f2a7445aa8e329fa7	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	sonson	ss9.v12	\N	\N	16384	517fa26d	70f69015c6b4483a6b78195cb72a1552f0963a3f	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	scobra	\N	\N	\N	\N	\N	Super Cobra (Stern)	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra2c.bin	\N	\N	4096	e15ade38	21cf26d1781d133fa336d275d8a61d3f95d10b77	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra2e.bin	\N	\N	4096	a270e44d	8b7307af458b9cd3c45bb72b35e682d6d109ed01	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra2f.bin	\N	\N	4096	bdd70346	bda0dc5777233a86a3a0aceb6eded45145057ba8	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra2h.bin	\N	\N	4096	dca5ec31	50073d44ccef76a3c36c73a6ed4479127f2c98ee	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra2j.bin	\N	\N	4096	0d8f6b6e	0ca0096cd55cdb87d14cb7f4c7c7b853ec1661c7	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra2l.bin	\N	\N	4096	6f80f3a9	817d212454c5eb16c5d7471d2ccefc4f8708d57f	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra5c.bin	\N	\N	2048	d4346959	5eab4505beb69a5bdd88b23db60e1193371250cf	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra5d.bin	\N	\N	2048	cc025d95	2b0784c4d05c466e0b7648f16e14f34393d792c3	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra5e.bin	\N	\N	2048	1628c53f	ec79a73e4a2d7373454b227dd7eff255f1cc60cc	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra5f.bin	\N	\N	2048	64d113b4	7b439bb74d5ecc792e0ca8964bcca8c6b7a51262	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	scobra	scobra5h.bin	\N	\N	2048	a96316d3	9de0e94932e91dc34aea7c81880bde6a486d103b	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	supergal	\N	\N	\N	\N	\N	Super Galaxians	1979	hack	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.u	\N	\N	2048	e8f3aa67	a0e9576784dbe602dd9780e667f01f31defd7c00	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.v	\N	\N	2048	f58283e3	edc6e72516c50fd3402281d9936574d276581ce9	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.w	\N	\N	2048	ddeabdae	daa5109a32c7c9a80bdb212dc3e4e3e3c104a731	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.y	\N	\N	2048	9463f753	d9cb35c19aafec43d08b048bbe2337a790f6ba9d	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.z	\N	\N	2048	e6312e35	c4010459379d7fe00f605aaf288928b2deffb8b2	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.1h	\N	\N	2048	84decf98	2e565cb6057b1816a6b4541e6dfadd3c3762fa36	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	supergal	galaxian.1k	\N	\N	2048	c31ada9e	237ebb48549b34ca59a13cc2706512d957413ec4	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	theend	\N	\N	\N	\N	\N	The End (Stern)	1980	[Konami] (Stern license)	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic13	\N	\N	2048	90e5ab14	b926801ab1cc1e2787a76ced6c7cffd6fce753d4	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic14	\N	\N	2048	950f0a07	bde9f3c6cf060dc6f5b7652287b94e04bed7bcf7	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic15	\N	\N	2048	6786bcf5	7556d3dc51d6a112b6357b8a36df05fd1a4d1cc9	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic16	\N	\N	2048	380a0017	3354eb328a32537f722fe8a0949ddcab6cf21eb8	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic17	\N	\N	2048	af067b7f	855c6ddf29fbfea004c7143fe29064abf53801ad	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic18	\N	\N	2048	a0411b93	d644968758a1b73d13e09b24d24bfec82276e8f4	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic56	\N	\N	2048	3b2c2f70	bcccdacacfc9a3b5f1412dfba6bb0046d283bccc	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic55	\N	\N	2048	e0429e50	27678fc3172cbca3ae1eae96e9d8a62561d5ce40	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic30	\N	\N	2048	527fd384	92a384899d5acd2c689f637da16a0e2d11a9d9c6	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	theend	ic31	\N	\N	2048	af6d09b6	f3ad51dc88aa58fd39195ead978b039e0b0b585c	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	tutankhm	\N	\N	\N	\N	\N	Tutankham (Stern)	1982	[Konami] (Stern license)	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_1h.cpu	\N	\N	4096	da18679f	8d2a3665db937d0e1d19300ae22277d9db61fcbc	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_1i.cpu	\N	\N	4096	7eb59b21	664d3e08df0f3d6690838810b6fe273eec3b7821	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_2h.cpu	\N	\N	4096	a0f02c85	29a78b3ffd6b597772953543b02dd59acf5af38c	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_2i.cpu	\N	\N	4096	6615eff3	e8455eab03f66642880595cfa0e9be285bf9fad0	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_3h.cpu	\N	\N	4096	2d62d7b1	910718f36735f2614cda0c3a1abdfa995d82dbd2	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_3i.cpu	\N	\N	4096	a10d4444	683899e1014ee075b16d9d2610c3c5b5c4efedb6	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_4h.cpu	\N	\N	4096	bd06fad0	bd10bbb413d8dd362072522e902575d819fa8336	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_4i.cpu	\N	\N	4096	58cd143c	e4ab27c09858cede478f4ed3ac6d7392e383a470	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_5h.cpu	\N	\N	4096	bf9fd9b0	458ea2ff5eedaaa02e32444dd6004d2eaadbdeab	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_5i.cpu	\N	\N	4096	d7e7ae95	7068797770a6c42dc733b253bf6b7376eb6e071e	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_6h.cpu	\N	\N	4096	c43b3865	3112cf831c5b6318337e591ccb0003aeab722652	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_6i.cpu	\N	\N	4096	91f62b82	2a78039ee63226978544142727d00d1ccc6d2ab4	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_7a.snd	\N	\N	4096	b52d01fa	9b6cf9ea51d3a87c174f34d42a4b1b5f38b48723	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_7i.cpu	\N	\N	4096	afd0a81f	cf10308a0fa4ffabd0deeb186b5602468028ff92	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_8a.snd	\N	\N	4096	9db5c0ce	b5bc1d89a7f7d7a0baae64390c37ee11f69a0e76	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_8i.cpu	\N	\N	4096	dabb609b	773b99b670db41a9de58d14b51f81ce0c446ca84	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	tutankhm	ra1_9i.cpu	\N	\N	4096	8ea9c6a6	fe1b299f8760fc5418179d3569932ee2c4dff461	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	vanguard	\N	\N	\N	\N	\N	Vanguard (SNK)	1981	SNK	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic07.bin	\N	\N	4096	6a29e354	ff953962ebc14a28cfc96f8e269cb1e1c188ed8a	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic08.bin	\N	\N	4096	302bba54	1944f229481328a0635fafda65054106f42a532a	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic09.bin	\N	\N	4096	424755f6	b4762b40c7ed70d4b90319a1a30983a41a096afb	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic10.bin	\N	\N	4096	54603274	31571a560dbe300417b3ed5b114fa1d9ef742da9	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic13.bin	\N	\N	4096	fde157d0	3f705fb6a410004f4f86283694e3694e49701af6	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic14.bin	\N	\N	4096	0d5b47d0	922621c23f33fe756cb6baa12e5465c4e64f2dda	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic15.bin	\N	\N	4096	8549b8f8	375bc6f7e15564d5cf7e00c44e2651793c56d6ca	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic16.bin	\N	\N	4096	062e0be2	45aaf315a62f37460e32d3ba99caaacf4c994810	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk5_ic50.bin	\N	\N	2048	e7d4315b	b99e4ea07292a0eabaa6098037c92a5678627cec	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk5_ic51.bin	\N	\N	2048	96e87858	4e9ccb055919c8acf5837e062857647d5363af60	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic51.bin	\N	\N	2048	d2a64006	3f20b59ce1954f65535cd5603ca9271586428e35	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vanguard	sk4_ic52.bin	\N	\N	2048	cc4a0b6f	251b24d60083d516c4ba686d75b41e04d10f7198	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	venture	\N	\N	\N	\N	\N	Venture (version 5 set 1)	1981	Exidy	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	13a-cpu	\N	\N	4096	f4e4d991	6683c1552b56b20f2296e461aff697af73563792	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	12a-cpu	\N	\N	4096	c6d8cb04	3b9ae8fdc35117c73c91daed66e93e5344bdcd7e	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	11a-cpu	\N	\N	4096	3bdb01f4	3c1f43a3c37a21524b64d69e4dae58af8c2e0d90	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	10a-cpu	\N	\N	4096	0da769e9	3604dc08c63461b2ea957a396887fb32e4a1a970	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	9a-cpu	\N	\N	4096	0ae05855	29b3c2ca9740aa753e90131e6edcc61f414277e1	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	8a-cpu	\N	\N	4096	4ae59676	36fc9dce9dd0c764a861634859ca0d7f98e20382	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	7a-cpu	\N	\N	4096	48d66220	97b1605170c67b3a945b4d5f088df79328e163ce	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	6a-cpu	\N	\N	4096	7b78cf49	1d484172465d3db6c4fc3733aa2b409e3a2e228f	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	3a-ac	\N	\N	2048	4ea1c3d9	d0c99c9d5b887d717c68e8745906ae4e65aec6ad	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	4a-ac	\N	\N	2048	5154c39e	e6f011630eb1aa4116a0e5824ad6b65c1be2455f	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	5a-ac	\N	\N	2048	1e1e3916	867e586583e07cd01e0e852f6ea52a040995725d	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	6a-ac	\N	\N	2048	80f3357a	f1ee638251e8676a526e6367c11866b1d52f5910	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	7a-ac	\N	\N	2048	466addc7	0230b5365d6aeee3ca47666a9eadee4141de125b	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	venture	11d-cpu	\N	\N	2048	b4bb2503	67303603b7c5e6301e976ef19f81c7519648b179	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	vulgus	\N	\N	\N	\N	\N	Vulgus (Japan?)	1984	Capcom	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-4n.bin	\N	\N	8192	fe5a5ca5	bb1b5ba5ce54f5e329d23fb8ad1357f65f10d6bf	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-5n.bin	\N	\N	8192	847e437f	1d45ca0b92e7aa3099b8a61c27629d9bec3f25b8	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-6n.bin	\N	\N	8192	4666c436	a2c921f30f91fead59c4d85d4a5ea8acbcfbf424	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-7n.bin	\N	\N	8192	ff2097f9	49789c26a2adde043e5dba9d45a89509a211f05c	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-8n.bin	\N	\N	8192	6ca5ca41	6f28d143e984d3d6af3114702ec27d6e878cc35f	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-11c.bin	\N	\N	8192	3bd2acf4	b58fb1ea7e30018102ee420d52a1597615412eb1	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	1-3d.bin	\N	\N	8192	8bc5d7a5	c572b4a26f12013f5f6463b79ba9cbee4c474bbe	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-2a.bin	\N	\N	8192	e10aaca1	f9f0d05475ae4c554552a71bc2f60e02b1442eb1	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-3a.bin	\N	\N	8192	8da520da	c4c633a909526308de4ad83e8ca449fa71eb3cb5	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-4a.bin	\N	\N	8192	206a13f1	645666895127aededfa7872b20b7725948a9c462	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-5a.bin	\N	\N	8192	b6d81984	c935176f8a9bce0f74ff466e10c23ff6557f85ec	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-6a.bin	\N	\N	8192	5a26b38f	987a4844c4568a088932f43a3aff847e6d6b4860	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-7a.bin	\N	\N	8192	1e1ca773	dbced07d4a886ed9ad3302aaa37bc02c599ee132	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-2n.bin	\N	\N	8192	6db1b10d	85bf67ce4d60b260767ba5fe9b9777f857937fe3	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-3n.bin	\N	\N	8192	5d8c34ec	7b7df89398bf83ace1a8c216ca8526beae90972d	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-4n.bin	\N	\N	8192	0071a2e3	3f7bb4658d2126576a0f8f46f2c947eec1cd231a	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	vulgus	2-5n.bin	\N	\N	8192	4023a1ec	8b69b9cd6db37db94a00da8712413055a631186a	\N	\N	\N	\N	\N	\N	
game	Rockulator++_v0.98a	yiear	\N	\N	\N	\N	\N	Yie Ar Kung-Fu (set 2)	1985	Konami	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	d12_8.bin	\N	\N	16384	49ecd9dd	15692029351e87837cc5a251947ff315fd723aa4	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	d14_7.bin	\N	\N	16384	bc2e1208	a5a0c78ff4e02bd7da3eab3842dfe99956e74155	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	g16_1.bin	\N	\N	8192	b68fd91d	c267931d69794c292b7ebae5bc35ad842194683a	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	g15_2.bin	\N	\N	8192	d9b167c6	a2fd10bddfa4e95e9d49892737ace146209bfa2b	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	g04_5.bin	\N	\N	16384	45109b29	0794935b490497b21b99045c90231b7bac151d42	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	g03_6.bin	\N	\N	16384	1d650790	5f2a4983b20251c712358547a7c62c0331c6cb6f	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	g06_3.bin	\N	\N	16384	e6aa945b	c5757d16c28f5966fd04675c0c640ef9b6b76ca5	\N	\N	\N	\N	\N	\N	
game_rom	Rockulator++_v0.98a	yiear	g05_4.bin	\N	\N	16384	cc187c22	555ba18a9648681e5140b3fd84af16959ee5296d	\N	\N	\N	\N	\N	\N	
