game	Callus95_v0.42_patch_2.4	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl10.bin	\N	\N	65536	bcc0f28c	02f587aa4ae71631f27b0e3aaf1829cdded1bdc2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl19.bin	\N	\N	65536	2a40166a	dc4e75d7ed87ae5386d721a09113bba364740465	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl8.bin	\N	\N	524288	4bdee9de	7d0c4736f16577afe9966447a18f039728f6fbdf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl15.bin	\N	\N	65536	3c2a212a	f8fa0e0e2d09ea37c54d1c2493752b4e97e3f534	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl24.bin	\N	\N	65536	889aac05	9301dcecee699e7f7672bb498122e1f4831ce536	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl16.bin	\N	\N	65536	f187ba1c	6d9441d04ecef2a9d9c7a2cc7781acd7904c2061	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl25.bin	\N	\N	65536	29f79c78	26000a58454a06c3016f99ebc3a79c52911a7070	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl7.bin	\N	\N	524288	5d760ab9	212176947933fcfef991bc80ad5bd91718689ffe	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl13.bin	\N	\N	65536	3f70dd37	9ecb4dec9d131e9fca15ded7d71986a9fcb62c19	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl22.bin	\N	\N	65536	7e69e2e6	4e0b4d2474beaa5c869c8f1a91893c79ac6e7f39	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl14.bin	\N	\N	65536	20f85c03	86385139a9b42270aade758bfe338525936f5671	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl23.bin	\N	\N	65536	8426144b	2dbf9625413b302fcdad5bef8733a9dfbfaead52	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghouls	ghl26.bin	\N	\N	65536	3692f6e5	61b8438d60a39b4cf5062dff0a53228e8a4e4b5f	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	ghoulsj	\N	\N	ghouls	ghouls	\N	Dai Makai-Mura (Japan)	1988	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghlj29.bin	\N	\N	131072	82fd1798	7a199384659d8e6602384b1953339f221d61a9e6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghlj30.bin	\N	\N	131072	35366ccc	42c7004a641f34b9dd1333be51b50639a97e2be9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghlj27.bin	\N	\N	131072	a17c170a	62a9cb65df90827334d453a98e826dc1bfc27136	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghlj28.bin	\N	\N	131072	6af0b391	5a2d74d207c04e24bcea7eeffa1c8b96b6df77e1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl17.bin	ghl17.bin	\N	524288	3ea1b0f2	c51f1c38cdaed77ad715cedd845617a291ab2441	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl6.bin	ghl6.bin	\N	524288	4ba90b59	35bc9dec5ddbf064c30c951627581c16764456ac	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl11.bin	ghl11.bin	\N	65536	37c9b6c6	b2bb82537e335339846dbf9588cfacfdbdd75ee6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl20.bin	ghl20.bin	\N	65536	2f1345b4	14c450abcf9defa29c6f48e5ffd0b9d1e4a66a1d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl12.bin	ghl12.bin	\N	65536	da088d61	67229eff2827a42af97a60ceb252e132e7f307bc	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl21.bin	ghl21.bin	\N	65536	17e11df0	42fb15e9300b07fc5f4bc21744484869859b130c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl5.bin	ghl5.bin	\N	524288	0ba9c0b0	c4945b603115f32b7346d72426571dc2d361159f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl09.bin	ghl09.bin	\N	65536	ae24bb19	aa91c6ffe657b878e10e4e930457b530f7bb529b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl18.bin	ghl18.bin	\N	65536	d34e271a	55211fc2861dce32951f41624c9c99c09bf3b184	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl10.bin	ghl10.bin	\N	65536	bcc0f28c	02f587aa4ae71631f27b0e3aaf1829cdded1bdc2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl19.bin	ghl19.bin	\N	65536	2a40166a	dc4e75d7ed87ae5386d721a09113bba364740465	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl8.bin	ghl8.bin	\N	524288	4bdee9de	7d0c4736f16577afe9966447a18f039728f6fbdf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl15.bin	ghl15.bin	\N	65536	3c2a212a	f8fa0e0e2d09ea37c54d1c2493752b4e97e3f534	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl24.bin	ghl24.bin	\N	65536	889aac05	9301dcecee699e7f7672bb498122e1f4831ce536	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl16.bin	ghl16.bin	\N	65536	f187ba1c	6d9441d04ecef2a9d9c7a2cc7781acd7904c2061	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl25.bin	ghl25.bin	\N	65536	29f79c78	26000a58454a06c3016f99ebc3a79c52911a7070	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl7.bin	ghl7.bin	\N	524288	5d760ab9	212176947933fcfef991bc80ad5bd91718689ffe	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl13.bin	ghl13.bin	\N	65536	3f70dd37	9ecb4dec9d131e9fca15ded7d71986a9fcb62c19	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl22.bin	ghl22.bin	\N	65536	7e69e2e6	4e0b4d2474beaa5c869c8f1a91893c79ac6e7f39	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl14.bin	ghl14.bin	\N	65536	20f85c03	86385139a9b42270aade758bfe338525936f5671	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl23.bin	ghl23.bin	\N	65536	8426144b	2dbf9625413b302fcdad5bef8733a9dfbfaead52	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsj	ghl26.bin	ghl26.bin	\N	65536	3692f6e5	61b8438d60a39b4cf5062dff0a53228e8a4e4b5f	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	ghoulsu	\N	\N	ghouls	ghouls	\N	Ghouls'n Ghosts (US)	1988	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	dmu29	\N	\N	131072	334d85b2	89bacc28b7c799c7568420e3de5a99060baa7b0f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	dmu30	\N	\N	131072	cee8ceb5	fc8db1ce0c143dfda0b5989d02d5e5a872e27cd2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	dmu27	\N	\N	131072	4a524140	cebd651293c3570912d5506c1c223c39bcccc802	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	dmu28	\N	\N	131072	94aae205	514b3c1b9b0b22300a94229825c3be66332ea5ed	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl17.bin	ghl17.bin	\N	524288	3ea1b0f2	c51f1c38cdaed77ad715cedd845617a291ab2441	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl6.bin	ghl6.bin	\N	524288	4ba90b59	35bc9dec5ddbf064c30c951627581c16764456ac	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl11.bin	ghl11.bin	\N	65536	37c9b6c6	b2bb82537e335339846dbf9588cfacfdbdd75ee6	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl20.bin	ghl20.bin	\N	65536	2f1345b4	14c450abcf9defa29c6f48e5ffd0b9d1e4a66a1d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl12.bin	ghl12.bin	\N	65536	da088d61	67229eff2827a42af97a60ceb252e132e7f307bc	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl21.bin	ghl21.bin	\N	65536	17e11df0	42fb15e9300b07fc5f4bc21744484869859b130c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl5.bin	ghl5.bin	\N	524288	0ba9c0b0	c4945b603115f32b7346d72426571dc2d361159f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl09.bin	ghl09.bin	\N	65536	ae24bb19	aa91c6ffe657b878e10e4e930457b530f7bb529b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl18.bin	ghl18.bin	\N	65536	d34e271a	55211fc2861dce32951f41624c9c99c09bf3b184	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl10.bin	ghl10.bin	\N	65536	bcc0f28c	02f587aa4ae71631f27b0e3aaf1829cdded1bdc2	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl19.bin	ghl19.bin	\N	65536	2a40166a	dc4e75d7ed87ae5386d721a09113bba364740465	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl8.bin	ghl8.bin	\N	524288	4bdee9de	7d0c4736f16577afe9966447a18f039728f6fbdf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl15.bin	ghl15.bin	\N	65536	3c2a212a	f8fa0e0e2d09ea37c54d1c2493752b4e97e3f534	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl24.bin	ghl24.bin	\N	65536	889aac05	9301dcecee699e7f7672bb498122e1f4831ce536	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl16.bin	ghl16.bin	\N	65536	f187ba1c	6d9441d04ecef2a9d9c7a2cc7781acd7904c2061	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl25.bin	ghl25.bin	\N	65536	29f79c78	26000a58454a06c3016f99ebc3a79c52911a7070	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl7.bin	ghl7.bin	\N	524288	5d760ab9	212176947933fcfef991bc80ad5bd91718689ffe	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl13.bin	ghl13.bin	\N	65536	3f70dd37	9ecb4dec9d131e9fca15ded7d71986a9fcb62c19	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl22.bin	ghl22.bin	\N	65536	7e69e2e6	4e0b4d2474beaa5c869c8f1a91893c79ac6e7f39	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl14.bin	ghl14.bin	\N	65536	20f85c03	86385139a9b42270aade758bfe338525936f5671	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl23.bin	ghl23.bin	\N	65536	8426144b	2dbf9625413b302fcdad5bef8733a9dfbfaead52	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	ghoulsu	ghl26.bin	ghl26.bin	\N	65536	3692f6e5	61b8438d60a39b4cf5062dff0a53228e8a4e4b5f	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	knights	\N	\N	\N	\N	\N	Knights of the Round (World)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_23e.rom	\N	\N	524288	1b3997eb	724b68eff319fcdf0dd3bc1eb6662996c1f6ecd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_22.rom	\N	\N	524288	d0b671a9	9865472c5fc3f617345e23b5de5a9ba177945b5a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx2.rom	\N	\N	524288	f095be2d	0427d1574062f277a9d04440019d5638b05de561	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx6.rom	\N	\N	524288	0200bc3d	c900b1be2b4e49b951e5c1e3fd1e19d21b82986e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx1.rom	\N	\N	524288	9e36c1a4	772daae74e119371dfb76fde9775bda78a8ba125	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx5.rom	\N	\N	524288	1f4298d2	4b162a7f649b0bcd676f8ca0c5eee9a1250d6452	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx4.rom	\N	\N	524288	179dfd96	b1844e69da7ab13474da569978d5b47deb8eb2be	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx8.rom	\N	\N	524288	0bb2b4e7	983b800925d58e4aeb4e5105f93ed5faf66d009c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx3.rom	\N	\N	524288	c5832cae	a188cf401cd3a2909b377d3059f14d22ec3b0643	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_gfx7.rom	\N	\N	524288	37fa8751	b88b39d1f08621f15a5620095aef998346fa9891	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_09.rom	\N	\N	65536	5e44d9ee	47a7503321be8d52b5c44af838e3bb82ee15a415	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_18.rom	\N	\N	131072	da69d15f	9616207e693bae85705f786cef60b9f6951b5067	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knights	kr_19.rom	\N	\N	131072	bfc654e9	01b3d92e4dedf55ea3933d387c7ddb9ba2549773	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	knightsj	\N	\N	knights	knights	\N	Knights of the Round (Japan)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	krj30.bin	\N	\N	131072	ad3d1a8e	327f9e818f1500836fc549afeffbb2a3c5aafe8c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	krj37.bin	\N	\N	131072	e694a491	5a4d27c879c10032c49880019501de3e45ab1b35	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	krj31.bin	\N	\N	131072	85596094	74ad294de63aa6b60aa8b885c45c3d41a07ce19a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	krj38.bin	\N	\N	131072	9198bf8f	aa3610600286ab25ce81705ea1319d42e7cc7f6c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_22.rom	kr_22.rom	\N	524288	d0b671a9	9865472c5fc3f617345e23b5de5a9ba177945b5a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx2.rom	kr_gfx2.rom	\N	524288	f095be2d	0427d1574062f277a9d04440019d5638b05de561	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx6.rom	kr_gfx6.rom	\N	524288	0200bc3d	c900b1be2b4e49b951e5c1e3fd1e19d21b82986e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx1.rom	kr_gfx1.rom	\N	524288	9e36c1a4	772daae74e119371dfb76fde9775bda78a8ba125	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx5.rom	kr_gfx5.rom	\N	524288	1f4298d2	4b162a7f649b0bcd676f8ca0c5eee9a1250d6452	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx4.rom	kr_gfx4.rom	\N	524288	179dfd96	b1844e69da7ab13474da569978d5b47deb8eb2be	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx8.rom	kr_gfx8.rom	\N	524288	0bb2b4e7	983b800925d58e4aeb4e5105f93ed5faf66d009c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx3.rom	kr_gfx3.rom	\N	524288	c5832cae	a188cf401cd3a2909b377d3059f14d22ec3b0643	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_gfx7.rom	kr_gfx7.rom	\N	524288	37fa8751	b88b39d1f08621f15a5620095aef998346fa9891	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_09.rom	kr_09.rom	\N	65536	5e44d9ee	47a7503321be8d52b5c44af838e3bb82ee15a415	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_18.rom	kr_18.rom	\N	131072	da69d15f	9616207e693bae85705f786cef60b9f6951b5067	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsj	kr_19.rom	kr_19.rom	\N	131072	bfc654e9	01b3d92e4dedf55ea3933d387c7ddb9ba2549773	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	knightsu	\N	\N	knights	knights	\N	Knights of the Round (US)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kru23.rom	\N	\N	524288	252bc2ba	4f4901c253bd64bbe68ea01994ae663fe2ccd056	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_22.rom	kr_22.rom	\N	524288	d0b671a9	9865472c5fc3f617345e23b5de5a9ba177945b5a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx2.rom	kr_gfx2.rom	\N	524288	f095be2d	0427d1574062f277a9d04440019d5638b05de561	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx6.rom	kr_gfx6.rom	\N	524288	0200bc3d	c900b1be2b4e49b951e5c1e3fd1e19d21b82986e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx1.rom	kr_gfx1.rom	\N	524288	9e36c1a4	772daae74e119371dfb76fde9775bda78a8ba125	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx5.rom	kr_gfx5.rom	\N	524288	1f4298d2	4b162a7f649b0bcd676f8ca0c5eee9a1250d6452	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx4.rom	kr_gfx4.rom	\N	524288	179dfd96	b1844e69da7ab13474da569978d5b47deb8eb2be	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx8.rom	kr_gfx8.rom	\N	524288	0bb2b4e7	983b800925d58e4aeb4e5105f93ed5faf66d009c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx3.rom	kr_gfx3.rom	\N	524288	c5832cae	a188cf401cd3a2909b377d3059f14d22ec3b0643	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_gfx7.rom	kr_gfx7.rom	\N	524288	37fa8751	b88b39d1f08621f15a5620095aef998346fa9891	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_09.rom	kr_09.rom	\N	65536	5e44d9ee	47a7503321be8d52b5c44af838e3bb82ee15a415	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_18.rom	kr_18.rom	\N	131072	da69d15f	9616207e693bae85705f786cef60b9f6951b5067	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	knightsu	kr_19.rom	kr_19.rom	\N	131072	bfc654e9	01b3d92e4dedf55ea3933d387c7ddb9ba2549773	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	kod	\N	\N	\N	\N	\N	The King of Dragons (World)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod30.rom	\N	\N	131072	c7414fd4	37d27fbe7c617a26b53bfdfcd532cf573d42f33b	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod37.rom	\N	\N	131072	a5bf40d2	cd34dbeabd0974709411579e669f01d0d799c2a1	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod31.rom	\N	\N	131072	1fffc7bd	822c9ad996ca51a99a2bb1fe08fa19e18413030d	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod38.rom	\N	\N	131072	89e57a82	aad35f86a8b1b7e3a0b5f3e6efd0e844b3d3d82f	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod28.rom	\N	\N	131072	9367bcd9	8243b4b9bb9756f3fa726717e19a166cb2f5b50a	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod35.rom	\N	\N	131072	4ca6a48a	9d440ecd8d2d0e293fecf64ca3915252b94e7aef	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod29.rom	\N	\N	131072	6a0ba878	82e4037d73889a76b0cdc7a4f8e77e585d38e56e	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod36.rom	\N	\N	131072	b509b39d	6023855e54b170e55abf0f607600031e19e5e722	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod01.rom	\N	\N	524288	5f74bf78	b7c43eea9bf77a0fb571dcd53f8be719e6655fd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod10.rom	\N	\N	524288	9ef36604	b42ca0a910b65e1e7bb6e7d734e853ce67e821bf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod02.rom	\N	\N	524288	e45b8701	604e39e455e81695ee4f899f102d0bcd789cedd0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod11.rom	\N	\N	524288	113358f3	9d98eafa74a046f65bf3847fe1d88ea1b0c82b0c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod03.rom	\N	\N	524288	5e5303bf	d9f90b898ffdf4398b2bbeb48247f06f728e7c00	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod12.rom	\N	\N	524288	402b9b4f	4c11976976eadf1ad293b31b0a4d047d05032b06	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod04.rom	\N	\N	524288	a7750322	3c583496a53cd64edf377db35f7f40f02b59b7e7	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod13.rom	\N	\N	524288	38853c44	a6e552fb0138a76a7878b90d202904e2b44ae7ec	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod09.rom	\N	\N	65536	f5514510	07e9c836adf9ef2f7e7729e99015f71e3b5f16e0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod18.rom	\N	\N	131072	69ecb2c8	fadf266b6b20bd6329a3e638918c5a3106413476	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kod	kod19.rom	\N	\N	131072	02d851c1	c959a6fc3e7d893557f319debae91f28471f4be2	\N	\N	\N	\N	\N	\N	
game	Callus95_v0.42_patch_2.4	kodb	\N	\N	kod	kod	\N	The King of Dragons (bootleg)	1991	Capcom	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod.17	\N	\N	524288	036dd74c	489344e56863429e86b4c362b82d89819c1d6afb	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod.18	\N	\N	524288	3e4b7295	3245640bae7d141238051dfe5c7683d05c6d3848	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod01.rom	kod01.rom	\N	524288	5f74bf78	b7c43eea9bf77a0fb571dcd53f8be719e6655fd9	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod10.rom	kod10.rom	\N	524288	9ef36604	b42ca0a910b65e1e7bb6e7d734e853ce67e821bf	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod02.rom	kod02.rom	\N	524288	e45b8701	604e39e455e81695ee4f899f102d0bcd789cedd0	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod11.rom	kod11.rom	\N	524288	113358f3	9d98eafa74a046f65bf3847fe1d88ea1b0c82b0c	\N	\N	\N	\N	\N	\N	
game_rom	Callus95_v0.42_patch_2.4	kodb	kod03.rom	kod03.rom	\N	524288	5e5303bf	d9f90b898ffdf4398b2bbeb48247f06f728e7c00	\N	\N	\N	\N	\N	\N	
