game	RAGE_v0.9	1943	\N	\N	\N	\N	\N	1943 - The Battle of Midway (US)	1987	Capcom	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	10.rom	\N	\N	32768	ec9ba07e	6b492b2cd7b8cca948ce39c3450f1cc153f41d90	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	11.rom	\N	\N	32768	5c75ea8f	4e8ee56a2dbeb9ac2dd74bc584dba29433d91ae0	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	12.rom	\N	\N	32768	95138498	8ac3d2cd793312434b9ffb8c47c30473f713e0e8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	13.rom	\N	\N	32768	315383d7	1c1c5931e3447c4dcbd54fc8ae383b03cb5fbf5b	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	14.rom	\N	\N	32768	3293fde4	3e2f0fa00c22f1c0c1427d8d3de57dd9ec7682a9	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	15.rom	\N	\N	32768	65a61c99	767694c919180de208b6211b593db68fc5a66ff1	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	16.rom	\N	\N	32768	e9b03e07	124e5328a965ea2af28c4d74934a82394a2ffd72	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	17.rom	\N	\N	32768	e0dba976	5a8f14f7a199b5fb1862debda0bceee42cddac59	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	18.rom	\N	\N	32768	24947d5f	ffd18074ced8171c9da56c839e8289afc29af2c9	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	19.rom	\N	\N	32768	9ee59e91	fe51d13ab73cb596a233669e304b2be66f9becae	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	ikarius	20.rom	\N	\N	32768	5da7ec1a	4b212c1dfe4c18eced90ee3a783e7edf8d23c906	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	imgfight	\N	\N	\N	\N	\N	Image Fight (Japan)	1988	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-h0.bin	\N	\N	65536	592d2d80	d54916a9bfe4b65a972b62202af706135e73518d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-l0.bin	\N	\N	65536	61f89056	3e0724dbc2b00a30193ea6cfac8b4331055d4fd4	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-h3.bin	\N	\N	131072	ea030541	ee4c12773ecced2d755443ce0ca78fb2b2c04805	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-l3.bin	\N	\N	131072	c66ae348	eca5096ebd5bffc6e68f3fc9969cda9679bd921f	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-00.bin	\N	\N	131072	745e6638	43fb1f9da4190fea67eee3aee8caf4219becc21b	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-10.bin	\N	\N	131072	b7108449	1f41ebe7164fab86958caaf6749b99425e682657	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-20.bin	\N	\N	131072	aef33cba	2d8a8458207d0c790c81b1285366463c8540d190	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-c-30.bin	\N	\N	131072	1f98e695	5fddcfb17523f8e96f4b85f0cb15d837b81f2bd4	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-a0.bin	\N	\N	65536	34ee2d77	38826e0318aa8da893fa4c93f217288c015df606	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-a1.bin	\N	\N	65536	6bd2845b	149cf14f919590da88b9a8e254690da010709862	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-a2.bin	\N	\N	65536	090d50e5	4f2a7c76320b3f8dafae90a246187e034fe7562b	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-a3.bin	\N	\N	65536	3a8e3083	8a75d556790b6bea41ead1a5f95589dd293bdf4e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-b0.bin	\N	\N	65536	b425c829	0ccd487dba00bb7cb0ff5d1c67f8fee3e68df5d8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-b1.bin	\N	\N	65536	e9bfe23e	f97a68dbdce7e06d07faab19acf7625cdc8eeaa8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-b2.bin	\N	\N	65536	256e50f2	9e9fda4f1f1449548942c0da4478f61fe0d263d1	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	imgfight	if-a-b3.bin	\N	\N	65536	4c682785	f61f1227e0ad629fdfca106306b17a9f6a9959e3	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	inthunt	\N	\N	\N	\N	\N	In The Hunt (World)	1993	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith-h0-d.rom	\N	\N	262144	52f8e7a6	26d9e272b01e7b82019812059dcc9fbb043c6129	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith-l0-d.rom	\N	\N	262144	5db79eb7	ffd4228d7b88a44a82e639a5583753da183fcb23	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith-h1-b.rom	\N	\N	131072	fc2899df	f811ff5fd55655afdb25950d317db85c8091b6d6	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith-l1-b.rom	\N	\N	131072	955a605a	2515accc2f4a06b07418e45eb62e746d09c81720	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic26.rom	\N	\N	524288	4c1818cf	fc8c2ae640bc3504a52736be46febb92c998fd7d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic25.rom	\N	\N	524288	91145bae	71b2695575f189a2fc72635831ba408f824d4928	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic24.rom	\N	\N	524288	fc03fe3b	7e34220b9b21b82e012dcbf3052cccb118e3c382	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic23.rom	\N	\N	524288	ee156a0a	4a303ed292ce79e3f990139c35b921213eb2711d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic34.rom	\N	\N	1048576	a019766e	59012a41d152a471a95f1f86b6b1e0f9dd3f9711	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic35.rom	\N	\N	1048576	3fca3073	bdae171cb7705647f28354ca83ecdea3a15f6e22	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic36.rom	\N	\N	1048576	20d1b28b	290947d77242e837444766ff5d420bc9b53b5b01	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	inthunt	ith_ic37.rom	\N	\N	1048576	90b6fd4b	99237ebab7cf4689e06965bd546cd80a825ab024	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	k1943	\N	\N	\N	\N	\N	1943 Kai	1987	Capcom	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.01	\N	\N	32768	7d2211db	b02a0b3daf7e1e224b7cad8fbe93439bd5ec9f0b	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.02	\N	\N	65536	2ebbc8c5	3be5ad061411642723e3f2bcb7b3c3caa11ee15f	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.03	\N	\N	65536	475a6ac5	fa07a855ba9173b6f81641c806ec7d938b0c282e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.05	\N	\N	32768	25f37957	1e50c2a920eb3b5c881843686db857e9fee5ba1d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.04	\N	\N	32768	884a8692	027aa8c868dc07ccd9e27705031107881aef4b91	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.15	\N	\N	32768	6b1a0443	32337c840ccd6815fd5844c194365c58d708f6dc	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.16	\N	\N	32768	9416fe0d	92fbc8fffa4497747ab80abe20eef361f6525114	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.17	\N	\N	32768	3d5acab9	887d45b648fda952ae2137579f383ab8ede1facd	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.18	\N	\N	32768	7b62da1d	1926109a2ab2f550ca87b0d2af73abd2b4a7498d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.19	\N	\N	32768	868ababc	1c7be905f53c63bad25fbbd9b3cf82d2c7749bc3	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.20	\N	\N	32768	b90364c1	104bc02237eeead84c7f35462186d0a1af8761bc	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.21	\N	\N	32768	8c7fe74a	8846b57d7f47c10ab1f505c359ecf36dcbacb011	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.22	\N	\N	32768	d5ef8a0e	2e42b1fbbfe823a33740a56d1334657db56d24d2	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.24	\N	\N	32768	bf186ef2	cacbb8a61f8a64c3ba4ffde5ca6f07fe120b9a7e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.25	\N	\N	32768	a755faf1	8ee286d6ad7454ae34971f5891ddba4b76c244b0	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.06	\N	\N	32768	5f7e38b3	33f69ebe91a0ee45d9107171fed26da475aaab3a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.07	\N	\N	32768	ff3751fd	bc942ddd46e7b147115e8ac22d24c2d018a7c373	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.08	\N	\N	32768	159d51bd	746aa49b18aff0eaf2fb875c573d455416d45a1d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.09	\N	\N	32768	8683e3d2	591dc4811b226fe11cd5441ecb51aa3e95e68ac5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.10	\N	\N	32768	1e0d9571	44ea9603020e9ab717e3e506f7ecf288506c0502	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.11	\N	\N	32768	f1fc5ee1	4ffc8e57734d3b59df695b86070511f1c447b992	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.12	\N	\N	32768	0f50c001	0e6367d3f0ba39a00ee0fa6e42ae9d43d12da23d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.13	\N	\N	32768	fd1acf8e	88477ff1e5fbbca251d8cd4f241b42618ba64a80	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.14	\N	\N	32768	cf0f5a53	dc50f3f937f52910dbd0cedbc232acfed0aa6a42	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	k1943	1943kai.23	\N	\N	32768	17f77ef9	8ebb4b440042436ec2db52bad808cced832db77c	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	loht	\N	\N	\N	\N	\N	Legend of Hero Tonma	1989	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_c-h0.rom	\N	\N	131072	a63204b6	d217bc70650a1a1bbe0cf536ec3bb678f670718d	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_c-l0.rom	\N	\N	131072	e788002f	35f509976b342fd47e645453381faa3d86645876	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_c-h3.rom	\N	\N	131072	714778b5	e2eaa35d6b5fa5df5163fe0d7b45fa66667f9947	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_c-l3.rom	\N	\N	131072	2f049b03	21047cb10912b1fc23795673af3ea7de249328b7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m53.rom	\N	\N	131072	0b83265f	b31918d6442b79c9fe4f20410189788b050a994e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m51.rom	\N	\N	131072	8ec5f6f3	210f2753f5eeb06396758d21ab1778d459add247	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m49.rom	\N	\N	131072	a41d3bfd	536fb7c0321dbbc1a8b73e9647fba9c53a253fcc	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m47.rom	\N	\N	131072	9d81a25b	a354537c2fbba85f06485aa8487d7583a7133357	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m21.rom	\N	\N	65536	3ca3e771	be052e01c5429ee89057c9d408794f2c7744047c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m22.rom	\N	\N	65536	7a05ee2f	7d1ca5db9a5a85610129e3bc6c640ade036fe7f9	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m20.rom	\N	\N	65536	79aa2335	6b70c79d800a7b755aa7c9a368c4ea74029aaa1e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m23.rom	\N	\N	65536	789e8b24	e957cd25c3c155ca295ab1aea03d610f91562cfb	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m26.rom	\N	\N	65536	44626bf6	571ef74d42d30a272ff0fb33f830652b4a4bad29	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m27.rom	\N	\N	65536	464952cf	6b99360b6ba1ed5a72c257f51291f9f7a1ddf363	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m25.rom	\N	\N	65536	3db9b2c7	02a318ffc459c494b7f40827eff5f89b41ac0426	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	loht	tom_m24.rom	\N	\N	65536	f01fe899	c5ab967b7af55a757638bcdc9975f4b15064022d	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	nspirit	\N	\N	\N	\N	\N	Ninja Spirit	1988	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-h0.rom	\N	\N	65536	035692fa	d5ab54488344bf405063737ed55d68ff1e64b55f	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-l0.rom	\N	\N	65536	9a405898	b28d71c1a6410720a37e6b6518b3cc66d4c32972	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-h1.rom	\N	\N	65536	cbc10586	9b1935ea9ebb21fe42ee3a57d6c10f1e8516f23c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-l1.rom	\N	\N	65536	b75c9a4d	03c28896cbe0c9f778c259d59d2e69796902daa8	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-h2.rom	\N	\N	65536	8ad818fa	dd25e79b656b7fc6c31d1f8971fd0916295ccdb0	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-l2.rom	\N	\N	65536	c52ca78c	2b40cce5a1f5c588b49634e7fd4bc28c9160fe43	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-h3.rom	\N	\N	65536	501104ef	e44e060c072affd359e52bf6606b1dd565368d44	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-c-l3.rom	\N	\N	65536	fd7408b8	3cbe72835a561c50265a047f0f5cd62db48378fd	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-r00.rom	\N	\N	131072	5f61d30b	7754697e43f6117fa604f50885b76014b1dc5760	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-r10.rom	\N	\N	131072	0caad107	c4eff00327313e05ac8f7c6dbee3a0de1c83fadd	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-r20.rom	\N	\N	131072	ef3617d3	16c175cf45559aacdea6e4002dd8a87f16817cfb	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-r30.rom	\N	\N	131072	175d2a24	d1887efd4d8e74c38c53dbbc541ca8d17f29eb59	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b-a0.rom	\N	\N	65536	63f8f658	82c02d0f7a2d95dfd8d300c46312d511524775ce	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b-a1.rom	\N	\N	65536	75eb8306	2abc359a0bb2863759a68ed60e730761b9751829	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b-a2.rom	\N	\N	65536	df532172	58b5a79a57e71405b3e1abd41d54cf6a4d12873a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b-a3.rom	\N	\N	65536	4dedd64c	8a5c73a024d95e6fe3ab70daafcd5b235418ad36	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b0.rom	\N	\N	131072	fe629815	bfc13565e44891c3f14b45132a5bd786af815cbd	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b1.rom	\N	\N	131072	667966af	c9aba694a38b6a622ebf73492f3aac0e27ec7946	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b2.rom	\N	\N	131072	3e922f9b	94d65dce6dc5d546d89d89b40b7d02f087d33f10	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	nspirit	nin-b3.rom	\N	\N	131072	092d6291	c87cdc8ce459e5d8fc146c722aa10d785cee0333	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	rtype2	\N	\N	\N	\N	\N	R-Type II	1989	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_c0.bin	\N	\N	262144	f5bad5f2	dc86b93f62e8947e3551f07e393e740e5dc43f5e	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_c1.bin	\N	\N	262144	71451778	52ca7aa8522b988a19556313041450c767dad054	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_c2.bin	\N	\N	262144	c6b0c352	eec4fa88c27815960106881e7ccb23e62556bf1c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_c3.bin	\N	\N	262144	6d530a32	4e4100e5e5d88e65fb5494474d3692ecd8f44343	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_h0.bin	\N	\N	131072	47639a78	d7dd851fed96d46c850e5c8f24d9d1a081f6b297	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_h1.bin	\N	\N	131072	4b79840c	6cf8c8cf4bcf5e2acdaa05b8dca2f2a969edc2c5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_l0.bin	\N	\N	131072	a1661cdf	d209328d678fc2fc405bd20f5134bd85b4cd4802	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_l1.bin	\N	\N	131072	6ab3ae42	d3d7c35e1583b55cc668aa011471c3bf04a541af	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_n0.bin	\N	\N	131072	2cd8f913	a53752b35da95b420dd29a09176d265d292b3938	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_n1.bin	\N	\N	131072	5033066d	e125127f0610c63f9e59a585db547be5d49ed863	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_n2.bin	\N	\N	131072	ec3a0450	632bdd397f1bc67f6970faf7d09ab8d911e105fe	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_n3.bin	\N	\N	131072	db6176fc	1eaf72af0322490c98461aded202288e387caac1	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtype2	rt2_sp.bin	\N	\N	65536	73ffecb4	4795bf0d6263060c3d3759b659bdb189a4087600	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	rtypejp	\N	\N	\N	\N	\N	R-Type (Japan)	1987	Irem	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	b4.bin	\N	\N	32768	5a4ae5b9	95c3b64f50e6f673b2bf9b40642c152da5009d25	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	c4.bin	\N	\N	32768	4e212fb0	687061ecade2ebd0bd1343c9c4a831791853f79c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	d4.bin	\N	\N	32768	8a65bdff	130bf6af521f13247a739a95eab4bdaa24b2ac10	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_a1.bin	\N	\N	65536	5ad2bd90	0937dbbdf0cbce2e81cecf4d770bbd8c6bd82801	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_a2.bin	\N	\N	65536	6098d86f	c6c9c1c2c30d5f190c40e000004bd21606efb8b0	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_a3.bin	\N	\N	65536	2bec510a	3455e72095832135ac006944a1209e720ec5c8bf	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_b1.bin	\N	\N	65536	c1865141	3302b6529aa903d81eb2196d745eb4f7f8316857	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_b2.bin	\N	\N	65536	b4f6407e	4a00d8e104c580900b4feb318dd162b77b71d0a5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_b3.bin	\N	\N	65536	eb02a1cb	60a394ab53afdcbbf9e88083b8dbe8c897170d77	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_c2.bin	\N	\N	32768	ed793841	7e55a9a11fcd989db39bce6be48821b747c7d97f	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_c3.bin	\N	\N	65536	fc247c8a	01cf0a60f47fa5e2ed430a3f075e69e6cb762a48	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_d2.bin	\N	\N	32768	791df4f8	5239a97222212ac9c019177771cb2b5096b7bc17	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_d3.bin	\N	\N	65536	b28d1a60	26d0b5a381f5b462a223cb474067c7b5e67706df	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_e2.bin	\N	\N	65536	d6a66298	d2873d05aa3b257e7699c188880ac3daad672fa5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	db_e3.bin	\N	\N	65536	dad53bc0	1e3bc498861946278a0b1fe24259f5d224e265d7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	e4.bin	\N	\N	32768	73327606	9529ecdedd30e2a0400fb1083117992cc18b5158	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	f4.bin	\N	\N	32768	ad89b072	e2683d0e7415f3abd147e518bf6c87e44744cd4f	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	h4.bin	\N	\N	32768	433b229a	14222eaa3e67e5a7f80eafcf22bac4eb2d485a9a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	j4.bin	\N	\N	32768	a7b17491	5b390770e56ba2d35e108534d7eda8dca996fdf7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypejp	k4.bin	\N	\N	32768	b9709686	700905a3e9661e0874939f54da2909e1396ce596	\N	\N	\N	\N	\N	\N	
game	RAGE_v0.9	rtypeus	\N	\N	\N	\N	\N	R-Type (US)	1987	Irem (Nintendo of America license)	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	aud-h0.bin	\N	\N	65536	36008a4e	832006cb14a34e1671e305cc8ae606c3c6185a6a	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	aud-l0.bin	\N	\N	65536	4aaa668e	87059460b59f43f2ca8cd959d76f721facd9de96	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	aud-h1.bin	\N	\N	65536	7ebb2a53	1466df19888c3374847eb77f702060647e49d6ad	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	aud-l1.bin	\N	\N	65536	c28b103b	f294a23c3917b97812eb4c7f3a99253fd0cbb7ea	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-00.bin	\N	\N	65536	dad53bc0	1e3bc498861946278a0b1fe24259f5d224e265d7	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-01.bin	\N	\N	65536	b28d1a60	26d0b5a381f5b462a223cb474067c7b5e67706df	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-10.bin	\N	\N	65536	d6a66298	d2873d05aa3b257e7699c188880ac3daad672fa5	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-11.bin	\N	\N	65536	bb182f1a	93b24bb0d6abd5c42c84a041c79b1dcea568e443	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-20.bin	\N	\N	65536	fc247c8a	01cf0a60f47fa5e2ed430a3f075e69e6cb762a48	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-21.bin	\N	\N	65536	5b41f5f3	8f47a77fb6513b8f611671d34721e33d284dc035	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-30.bin	\N	\N	65536	eb02a1cb	60a394ab53afdcbbf9e88083b8dbe8c897170d77	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-31.bin	\N	\N	65536	2bec510a	3455e72095832135ac006944a1209e720ec5c8bf	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-a0.bin	\N	\N	32768	4e212fb0	687061ecade2ebd0bd1343c9c4a831791853f79c	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-a1.bin	\N	\N	32768	8a65bdff	130bf6af521f13247a739a95eab4bdaa24b2ac10	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-a2.bin	\N	\N	32768	5a4ae5b9	95c3b64f50e6f673b2bf9b40642c152da5009d25	\N	\N	\N	\N	\N	\N	
game_rom	RAGE_v0.9	rtypeus	cpu-a3.bin	\N	\N	32768	73327606	9529ecdedd30e2a0400fb1083117992cc18b5158	\N	\N	\N	\N	\N	\N	
