game	AAE_Alpha_Build_87	alienst	\N	\N	\N	\N	\N	Aliens (Tempest Prototype)	2001	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1336.prom-u4	\N	\N	2048	03d41db3	da9e618314c01b56b9d66abd14f1e5bf928fff54	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1337.prom-u5	\N	\N	2048	f2c7ece3	86a9099ce97439cd849dc32ed2c164a1be14e4e7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1338.prom-u6	\N	\N	2048	1fc58b00	732c57781cd45cd301b2337b6879ff811d9692f3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1339.prom-u7	\N	\N	2048	f37480d1	3d7fac05d60083ddcd51c0190078c89a39f79a91	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1340.prom-u8	\N	\N	2048	328819f8	ed5e3488399b4481e69f623404a28515524af60a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1341.prom-u9	\N	\N	2048	1b8e8380	d56ccc4fac9c8149ebef4939ba401372d69bf022	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1342.prom-u10	\N	\N	2048	16aa3156	652a547ff1cb4ede507418b392e28f30a3cc179c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1343.prom-u11	\N	\N	2048	3c7c893a	73d2835833a6d40f6a9b0a87364af48a449d9674	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1344.prom-u12	\N	\N	2048	5cee23b1	66f6fc6163148608296e3d25abb194559a2f5179	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	1345.prom-u13	\N	\N	2048	8cdacd35	f24f8a74cb4b8452ddbd42e61d3b0366bbee7f98	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	969.cpu-u25	\N	\N	2048	411207f2	2a082be4052b5d8f365abd0a51ea805d270d1189	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2a	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	elim2c	\N	\N	\N	\N	\N	Eliminator (2 Players, cocktail)	1981	Gremlin	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u1	\N	\N	2048	590beb6a	307c33cbc0b90f290aac302366e3ce4f70e5265e	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u2	\N	\N	2048	fed32b30	51fba99d3bf543318ebe70ee1aa91e3171767d6f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u3	\N	\N	2048	0a2068d0	90acf1e78f5c3266d1fbc31470ad4d6a8cb43fe8	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u4	\N	\N	2048	1f593aa2	aaad927174fa806d2c602b5672b1396eb9ec50fa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u5	\N	\N	2048	046f1030	632ac37b84007f169ce72877d8089538413ba20b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u6	\N	\N	2048	8d10b870	cc91a06c6b0e1697c399700bc351384360ecd5a3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u7	\N	\N	2048	7f6c5afa	0e684c654cfe2365e7d21e7bccb25f1ddb883770	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u8	\N	\N	2048	6cc74d62	3392e5cd177885be7391a2699164f39302554d26	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u9	\N	\N	2048	cc37a631	084ecc6b0179fe4f984131d057d5de5382443911	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u10	\N	\N	2048	844922f8	0ad201fce2eaa7dde77d8694d226aad8b9a46ea7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u11	\N	\N	2048	7b289783	5326ca94b5197ef99db4ea3b28051090f0d7a9ce	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u12	\N	\N	2048	17349db7	8e7ee1fbf153a36a13f3252ca4c588df531b56ec	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	1200.prom-u13	\N	\N	2048	152cf376	56c3141598b8bac81e85b1fc7052fdd19cd95609	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	969t.cpu-u25	\N	\N	2048	896a615c	542386196eca9fd822e36508e173201ee8a962ed	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim2c	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	elim4	\N	\N	\N	\N	\N	Eliminator (4 Players)	1981	Gremlin	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1347.prom-u1	\N	\N	2048	657d7320	ef8a637d94dfa8b9dfa600269d914d635e597a9c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1348.prom-u2	\N	\N	2048	b15fe578	d53773a5f7ec3c130d4ff75a5348a9f37c82c7c8	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1349.prom-u3	\N	\N	2048	0702b586	9847172872419c475d474ff09612c38b867e15af	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1350.prom-u4	\N	\N	2048	4168dd3b	1f26877c63cd7983dfa9a869e0442e8a213f382f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1351.prom-u5	\N	\N	2048	c950f24c	497a9aa7b9d040a4ff7b3f938093edec2218120d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1352.prom-u6	\N	\N	2048	dc8c91cc	c99224c7e57dfce9440771f78ce90ea576feed2a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1353.prom-u7	\N	\N	2048	11eda631	8ba926268762d491d28d5629d5a310b1accca47d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1354.prom-u8	\N	\N	2048	b9dd6e7a	ab6780f0abe99a5ef76746d45384e80399c6d611	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1355.prom-u9	\N	\N	2048	c92c7237	18aad6618df51a1980775a3aaa4447205453a8af	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1356.prom-u10	\N	\N	2048	889b98e3	23661149e7ffbdbc2c95920d13e9b8b24f86cd9a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1357.prom-u11	\N	\N	2048	d79248a5	e58062d5c4e5f6fe8d70dd9b55d46a57137c9a64	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1358.prom-u12	\N	\N	2048	c5dabc77	2dc59e627f40fefefc206f2e9d070a62606e44fc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1359.prom-u13	\N	\N	2048	24c8e5d8	d0ae6e1dfd05d170c49837760369f04df4eaa14f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1360.prom-u14	\N	\N	2048	96d48238	76a7b49081cd2d0dd1976077aa66b6d5ae5b2b43	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	1390.cpu-u25	\N	\N	2048	97010c3e	b07db05abf48461b633bbabe359a973a5bc6da13	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	elim4p	\N	\N	\N	\N	\N	Eliminator (4 Players, prototype)	1981	Gremlin	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u1	\N	\N	2048	5350b8eb	def9192971d1943e45cea1845b1d8c8e2a01bc38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u2	\N	\N	2048	44f45465	e3139878602864509803dabc0f9c278e4b856431	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u3	\N	\N	2048	5b692c3c	6cd1361e9f063af1f175baed466cc2667b776a52	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u4	\N	\N	2048	0b78dd00	f48c4bdd5fc2e818107b036aa6eddebf46a0e964	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u5	\N	\N	2048	8b3795f1	1bcd12791e45dd14c7541e6fe3798a8159b6c11b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u6	\N	\N	2048	4304b503	2bc7a702d43092818ecb713fa0bac476c272e3a0	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u7	\N	\N	2048	3cb4a604	868c3c1bead99c2e6857d1c2eef02d84e0e87f29	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u8	\N	\N	2048	bdc55223	47ca7485c9e2878cbcb92d93a022f7d74a6d13df	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u9	\N	\N	2048	f6ca1bf1	e4dc6bd6486dff2d0e8a93e5c7649093107cde46	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u10	\N	\N	2048	12373f7f	685c1202345ae8ef53fa61b7254ce04efd94a12b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u11	\N	\N	2048	d1effc6b	b72cd14642f26ac50fbe6199d121b0278588ca22	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u12	\N	\N	2048	bf361ab3	23e3396dc937c0a19d0d312d1de3443b43807d91	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u13	\N	\N	2048	ae2c88e5	b0833051f543529502e05fb183effa9f817757fb	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	sw1.prom-u14	\N	\N	2048	ec4cc343	00e107eaf530ce6bec2afffd7d7bedd7763cfb17	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	1390.cpu-u25	\N	\N	2048	97010c3e	b07db05abf48461b633bbabe359a973a5bc6da13	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	elim4p	s-c.xyt-u39	\N	\N	1024	56484d19	61f43126fdcfc230638ed47085ae037a098e6781	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	gravitar	\N	\N	\N	\N	\N	Gravitar (version 3)	1982	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.207	\N	\N	4096	4135629a	301ddb7a34b38140a1fdffc060cb08ff57f10cf1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.208	\N	\N	4096	358f25d9	9c2920cf2b73a93ac2808be654b08505037f53b1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.210	\N	\N	2048	debcb243	2c50cd38d60739c126f1d0d8e7fbd46a0bde6e1c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.301	\N	\N	4096	a2a55013	800b52ead9f56a3e372797fbc698c8fc791398da	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.302	\N	\N	4096	d3700b3c	b9e846db14fa23f8d2def97030d8b072b2bbc0be	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.303	\N	\N	4096	8e12e3e0	e09f58f6f36de6bf6724a1ab14ab35acbb0b3876	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.304	\N	\N	4096	467ad5da	822b06be6f2d6298b2b10161fbabbb2caa74b2ef	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.305	\N	\N	4096	840603af	4a7124f91d3ee940686c51374a861efe6cb5d282	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.306	\N	\N	4096	3f3805ad	baf080deaa8eea43af2f3be71dacc63e4666c453	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitar	136010.309	\N	\N	4096	4ac78df4	5164f2a54244ce1e863d1ec0dd29bc9da7103a85	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	gravitr2	\N	\N	\N	\N	\N	Gravitar (version 2)	1982	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.201	\N	\N	4096	167315e4	35613e5a503fac7f451c201675669f417e15241b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.202	\N	\N	4096	aaa9e62c	87fc660adb22f812a764efc46ffcf5f934d5e333	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.203	\N	\N	4096	ae437253	e2402dc5fa755a05fa1d531a31b78e39e67f5cbe	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.204	\N	\N	4096	5d6bc29e	fdd442644209ab858eb4ed1b4cdeb1db26f80108	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.205	\N	\N	4096	0db1ff34	288d9ffff9d18025621be249ea25a7444f58f3a9	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.206	\N	\N	4096	4521ca48	5770cb46c4ac28d632ad5910723a9edda8283ce5	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.207	\N	\N	4096	4135629a	301ddb7a34b38140a1fdffc060cb08ff57f10cf1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.208	\N	\N	4096	358f25d9	9c2920cf2b73a93ac2808be654b08505037f53b1	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.209	\N	\N	4096	37034287	4de7478fb566fd75f99533507228611cecb1f11a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravitr2	136010.210	\N	\N	2048	debcb243	2c50cd38d60739c126f1d0d8e7fbd46a0bde6e1c	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	gravp	\N	\N	\N	\N	\N	Gravitar (prototype)	1982	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	d1.bin	\N	\N	4096	acbc0e2c	2e0ff3b7ac9c0813e71942492146372bba382f1f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	ef1.bin	\N	\N	4096	88f98f8f	c2174deed61ae8519a02c2ac8e2969f357733cfd	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	h1.bin	\N	\N	4096	68a85703	8a7956578cb6ebbeb74facedcbcb46f86ec92000	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	j1.bin	\N	\N	4096	33d19ef6	68f95e237427959d6ef64a5b4dd1e03db7389271	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	kl1.bin	\N	\N	4096	032b5806	b719792a177e74ec49e6952e445b9cdeaca7505f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	l7.bin	\N	\N	2048	1da0d845	99bccae0521c105388784175c475035bf19270a7	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	m1.bin	\N	\N	4096	47fe97a0	7cbde4b59abde679c28d7547700b342f25762e4a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	mn7.bin	\N	\N	4096	650ba31e	7f855ea13e2041a87b64fdff4b7ee0d7d97e4401	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	np7.bin	\N	\N	4096	5119c0b2	ec8a7072d2b8e2626a19c0451ea5ddb27ad80594	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	gravp	r7.bin	\N	\N	4096	defa8cbc	ffd618d846c219fb641311f1d95ffc9f6fb5a240	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	llander	\N	\N	\N	\N	\N	Lunar Lander (rev 2)	1979	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034569.02	\N	\N	2048	72837a4e	9b21ba5e1518079c326ca6e15b9993e6c4483caa	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034570.01	\N	\N	2048	2724e591	ecf4430a0040c227c896aa2cd81ee03960b4d641	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034571.02	\N	\N	2048	77da4b2f	4be6cef5af38734d580cbfb7e4070fe7981ddfd6	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034572.02	\N	\N	2048	b8763eea	5a15eaeaf825ccdf9ce013a6789cf51da20f785c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034597.01	\N	\N	2048	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034598.01	\N	\N	2048	9c4ffa68	eb4ffc289d254f699f821df3146aa2c6cd78597f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander	034599.01	\N	\N	2048	355a9371	6ecb40169b797d9eb623bcb17872f745b1bf20fa	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	llander1	\N	\N	\N	\N	\N	Lunar Lander (rev 1)	1979	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034569.02	\N	\N	2048	b11a7d01	8f2935dbe04ee68815d69ea9e71853b5a145d7c3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034570.01	\N	\N	2048	2724e591	ecf4430a0040c227c896aa2cd81ee03960b4d641	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034571.02	\N	\N	2048	493e24b7	125a2c335338ccabababef12fd7096ef4b605a31	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034572.02	\N	\N	2048	2aff3140	4fc8aae640ce655417c11d9a3121aae9a1238e7c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034597.01	\N	\N	2048	\N	\N	\N	\N	nodump	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034598.01	\N	\N	2048	9c4ffa68	eb4ffc289d254f699f821df3146aa2c6cd78597f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	llander1	034599.01	\N	\N	2048	355a9371	6ecb40169b797d9eb623bcb17872f745b1bf20fa	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	lunarba1	\N	\N	\N	\N	\N	Lunar Battle (prototype, earlier)	1982	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	rom0.bin	\N	\N	4096	cc4691c6	72f75c75ec3f36c5c455c82593659961b5882f9f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	rom1.bin	\N	\N	4096	4df71d07	5d71750594885641fb347bf4106b3b6ace822fb9	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	rom2.bin	\N	\N	4096	c6ff04cb	33477abacb9dfeadca20f9b9c1c2840cf31be7c3	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	rom3.bin	\N	\N	4096	a7dc9d1b	991f5b943f5c82027deadda0c4230b70f2a8ca10	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	rom4.bin	\N	\N	4096	788bf976	4dc2d92bbd232625fd8e828c876c4182ddde125d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	rom5.bin	\N	\N	4096	16121e13	9ef59f4ffc22d5f9457b57d2f3a67d883995be98	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	vrom1.bin	\N	\N	2048	c60634d9	b94f056b5e73a2e015ba9a4be66dc2abee325016	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarba1	vrom2.bin	\N	\N	4096	53d9a8a2	c33766658dd3523e99e664ef42a4ba4ab884fa80	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	lunarbat	\N	\N	\N	\N	\N	Lunar Battle (prototype, later)	1982	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	001.010	\N	\N	4096	cd7e1780	92265a548485d140b73ef542ad66dc32cb52d42b	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	002.010	\N	\N	4096	dc813a54	c543cae3a3ba5b00e5a8714a42b2557bc6e730cf	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	003.010	\N	\N	4096	8e1fecd3	a43cb4ea77e095227590fcefa778688093dcf135	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	004.010	\N	\N	4096	c407764f	f202a9fe6c10975bb124b4b1e902341da578da8f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	005.010	\N	\N	4096	4feb6f81	b852f1093e56343225c1b2b2554a93c88fc58637	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	006.010	\N	\N	4096	f8ad139d	e9e0dcb0872b19af09825a979f8b3747c9632091	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	007.010	\N	\N	4096	9754830e	2e6885155a93d4eaf9a405f3eb740f2f4b30bc23	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	008.010	\N	\N	4096	084aa8db	80050f981b9a673d336bbcf712faf21b7be7e042	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	lunarbat	010.010	\N	\N	2048	48fd38aa	e6ec31e784c2965369161c33d00903ba027f7f20	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	meteorts	\N	\N	\N	\N	\N	Meteorites	1979	VGG	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	meteorts	m0_c1.bin	\N	\N	2048	dff88688	7f4148a580fb6f605499c99e7dde7068eca1651a	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	meteorts	m1_f1.bin	\N	\N	2048	e53c28a9	d9f081e73511ec43377f0c6457747f15a470d4dc	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	meteorts	m2_j1.bin	\N	\N	2048	64bd0408	141d053cb4cce3fece98293136928b527d3ade0f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	meteorts	mv_np3.bin	\N	\N	2048	11d1c4ae	433c2c05b92094bbe102c356d7f1a907db13da67	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	mhavoc	\N	\N	\N	\N	\N	Major Havoc (rev 3)	1983	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.106	\N	\N	16384	2ca83c76	cc1adca32f70af30c4590e9fd6b056b051ccdb38	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.107	\N	\N	16384	5f81c5f3	be4055727a2d4536e37ec20150deffdb5af5b01f	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.108	\N	\N	16384	93faf210	7744368a1d520f986d1c4246113a7e24fcdd6d04	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.210	\N	\N	8192	c67284ca	d9adad80c266d36429444f483cac4ebcf1fec7b8	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.215	\N	\N	16384	a4d380ca	c3cdc76054be2f904b1fb6f28c3c027eba5c3a70	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.216	\N	\N	16384	522a9cc0	bbd75e01c45220e1c87bd1e013cf2c2fb9f376b2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.217	\N	\N	16384	ea3d6877	27823c1b546c073b37ff11a8cb25312ea71673c2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	mhavoc	136025.318	\N	\N	16384	ba935067	05ad81e7a1982b9d8fddb48502546f48b5dc21b7	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	omegrace	\N	\N	\N	\N	\N	Omega Race	1981	Midway	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	omegrace	omega.e1	\N	\N	2048	1d0fdf3a	3333397a9745874cea1dd6a1bda783cc59393b55	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	omegrace	omega.f1	\N	\N	2048	d44c0814	2f216ee6de88bbe09775619003aee2d5aa8c554d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	omegrace	omega.j7	\N	\N	4096	8e8d4b54	944192c0f6f0cdb25d492ee9f33959d38a1062f2	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	omegrace	omega.k7	\N	\N	4096	6d10f197	9609a0cbeeef2efa10d49cde9f0afdca96e9c2f8	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	omegrace	omega.l7	\N	\N	4096	edcd7a7d	5d142de2f48b01d563578a54fd5540e5d0ac8f4c	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	omegrace	omega.m7	\N	\N	4096	0424d46e	cc1ac6c06ba6f6e8466fa08286a0c70b5335af33	\N	\N	\N	\N	\N	\N	
game	AAE_Alpha_Build_87	quantum	\N	\N	\N	\N	\N	Quantum (rev 2)	1982	Atari	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.102	\N	\N	8192	408d34f4	9a30debd1240b9c103134701943c94d6b48b926d	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.104	\N	\N	8192	bf271e5c	012edb947f1437932b9283e49d025a7794c45669	\N	\N	\N	\N	\N	\N	
game_rom	AAE_Alpha_Build_87	quantum	136016.105	\N	\N	8192	13ec512c	22a0395135b83ba47eacb5129f34fc97aa1b70a1	\N	\N	\N	\N	\N	\N	
