game	Shark_v3.1f	flyingshark	\N	\N	\N	\N	\N	Flying Shark	1987	[Toaplan] Taito Corporation	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_04.bin	\N	\N	131072	8c6ff461	5199e31f4eb23bad01f7d1079f3618fe39d8a32e	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_05.bin	\N	\N	131072	81cd95f1	526a437fbe033ac21054ee5c3bf1ba2fed354c7a	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_06.bin	\N	\N	131072	36cedcbe	f79d4b1e98b3c9091ae907fb671ad201d3698b42	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_07.bin	\N	\N	131072	fb83252a	48a38584d223f56286137f7acdfaec86ee6588e7	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_08.bin	\N	\N	131072	d2315b37	eb42a884df319728c830c067c2423043ed4536ee	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_09.bin	\N	\N	32768	f1c0f410	05deb759f8acb14fff92c56b536134cfd84516a8	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_10.bin	\N	\N	131072	aff5195d	a7f379dc35e3acf9e7a8ae8a47a9b5b4193f93a1	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	truxton	b65_11.bin	\N	\N	131072	1a62379a	b9470d4b70c38f2523b22636874d742abe4099eb	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	demonsworld	\N	\N	\N	\N	\N	Demon's World	1989	Toaplan (Taito license)	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom01	\N	\N	131072	1b3724e9	3dbb0450ab1e40e6df2b7c7356352419cd3f113d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom02	\N	\N	131072	7b20a44d	4dc1a2fa2058077b112c73492808ee9381060ec7	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom03	\N	\N	131072	2cacdcd0	92216d1c6859e05d39363c30e0beb45bc0ae4e1c	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom04	\N	\N	131072	76fd3201	7a12737bf90bd9760074132edeb22f3fd3e16b4f	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom05	\N	\N	131072	6506c982	6d4c1ef91e5617724789ff196abb7abf23e4a7fb	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom06	\N	\N	131072	4fc5e5f3	725d4b009d575ff8ffbe1c00df352ccf235465d7	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom07	\N	\N	131072	a3a0d993	50311b9447eb04271b17b212ca31d083ab5b2414	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom08	\N	\N	131072	eb53ab09	d98195cc1b65b76335b5b24adb31deae1b313f3a	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom09	\N	\N	131072	bed746e3	056668edb7df99bbd240e387af17cf252d1448f3	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom10	\N	\N	131072	036ee46c	60868e5e08e0c9a538ae786de0de6b2531b30b11	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	demonsworld	rom11	\N	\N	32768	397eca1b	84073ff6d1bc46ec6162d66ec5de305700938380	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	vimana	\N	\N	\N	\N	\N	Vimana	1991	Toaplan	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim1.bin	\N	\N	524288	cdde26cd	27893af4692ec7bcbaac9e790c0707c98df84e62	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim2.bin	\N	\N	524288	1dbfc118	4fd039a3172f73ad910349b2d360e8ae77ccddb2	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim3.bin	\N	\N	131072	0b539131	07f3e3b9b28c8218e36668c24d16dbb6e9a66889	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim4.bin	\N	\N	131072	b0515768	9907b52b4d30ce5324270a12c40250068adafca8	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim5.bin	\N	\N	131072	61a63d7a	5cdebc03110252cc43d31b6f87f9a23556892977	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim6.bin	\N	\N	131072	2886878d	f44933d87bbcd3bd58f46e0f0f89b05c409b713b	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim07.bin	\N	\N	131072	1efaea84	f9c5d2365d8948fa66dbe61d355919db15843a28	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	vimana	vim08.bin	\N	\N	131072	e45b7def	6b92a91d64581954da8ecdbeb5fed79bcc9c5217	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	zerowing	\N	\N	\N	\N	\N	Zero Wing	1989	Toaplan	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-01.rom	\N	\N	131072	70570e43	acc9baec71b0930cb2f193677e0663efa5d5551d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-02.rom	\N	\N	131072	724b487f	06af31520866eea69aebbd5d428f80e882289a15	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-03.rom	\N	\N	131072	7f245fd3	efbcb3663d4accc4f8128a8fee5475bc109bc17a	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-04.rom	\N	\N	131072	0b1a1289	ce6c06342392d11952873e3b1d6aea8dc02a551c	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-05.rom	\N	\N	131072	4e5dd246	5366b4a6f3c900a4f57a6583b7399163a06f42d7	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-06.rom	\N	\N	131072	c8c6d428	76ee5bcb8f10fe201fc5c32697beee3de9d8b751	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-07.rom	\N	\N	131072	efc40e99	a04fad4197a7fb4787cd9bebf43e1d9b02b2f61b	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-08.rom	\N	\N	131072	1b019eab	c9569ca85696825142acc5cde9ac829e82b1ca1b	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-09.rom	\N	\N	131072	13764e95	61da49b73ba81edd951e96e9ce6673c1c3bd65f2	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-10.rom	\N	\N	131072	351ba71a	937331549140506711b08252497cc0f2efa58268	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-11.rom	\N	\N	32768	6ff2b9a0	c9f2a631f185689dfc42a451d85fac23c2f4b64b	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-12.rom	\N	\N	32768	9773e60b	b733e9d38a233d010cc5ea41e7e61695082c3a22	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	zerowing	o15-13.rom	\N	\N	32768	e7b72383	ea1f6f33a86d14d58bd396fd46081462f00177d5	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	hellfire	\N	\N	\N	\N	\N	Hellfire	1989	Toaplan (Taito license)	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-03.bin	\N	\N	32768	4058fa67	155c364273c270cd74955f447efc804bb4c9b560	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-04.bin	\N	\N	131072	ea6150fc	1116947d10ce14fbc6a3b86368fc2024c6f51803	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-05.bin	\N	\N	131072	bb52c507	b0b1821476647f10c7023f92a66a7f54b92f50c3	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-06.bin	\N	\N	131072	cf5b0252	e2102967af61afb11d2290a40d13d2faf9ef1e12	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-07.bin	\N	\N	131072	b98af263	54d636a50a41dbb58b54c22dfab3eabfdb452575	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-08.bin	\N	\N	131072	3404a5e3	f717b9e31c2a093dbb060b8ea54a8c3f52688d7a	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-09.bin	\N	\N	131072	cf01009e	e260c479fa97f23a65c220e5071aaf2dc2baf46d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-10.bin	\N	\N	131072	35fd1092	5e136a35eea45034ccd4aea52cc0ffeec944e27e	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-11.bin	\N	\N	131072	c33e543c	b85cba30cc651f820aeedd41e04584df92078ed9	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-14.bin	\N	\N	131072	101df9f5	27e1430d4c96fe2c830143999a760470c8381ada	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	hellfire	b90-15.bin	\N	\N	131072	e67fd452	baec2a702238f000d0499705d79d7c7577fc2279	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	rallybike	\N	\N	\N	\N	\N	Rally Bike	1988	[Toaplan] Taito Corporation	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_01.bin	\N	\N	32768	7602f6a7	2939c261a4bc63586681080f5643916c85e81c7d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_02.bin	\N	\N	32768	383386d7	fc420b6adc79a408a68f0661d0c62ed7dbe8b6d7	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_03l.bin	\N	\N	65536	d831189b	78747c8b0e668213f2e525664ac5b7ee01a68c42	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_04l.bin	\N	\N	65536	f5705482	2f1c8b8f9aceefb39dbf9ffe9b61f3077121a783	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_05.bin	\N	\N	16384	10814601	bad7a834d8849752a7f3000bb5154ec0fa50d695	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_06l.bin	\N	\N	65536	c34f02b0	61a8b9db4c372ba0245bd09ac8d0ee8a841a3110	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_07l.bin	\N	\N	65536	8f679f11	3b4e1d80fb23fe0e7376ccd0f4dc0118b55e9959	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_08l.bin	\N	\N	65536	031678e3	ead613245fc96f37dd1c728d8f13f862d84a9673	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_09l.bin	\N	\N	65536	6c07ba36	9f0c67c18605d25a65a43805b12f635ba2a93c6d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_10l.bin	\N	\N	65536	dbb7c57e	268132965cd65b5e972ca9d0258c30b8a86f3703	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_11l.bin	\N	\N	65536	0d56e8bb	c29cb53f846c73b7cf9936051fb0f9dd3805f53f	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_12l.bin	\N	\N	65536	cf5aae4e	5832c52d2e9b86414d8ee2926fa190abe9e41da4	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_13l.bin	\N	\N	65536	1683b07c	54356893357cd1297f24f1d85b7289d80740262d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_03h.bin	\N	\N	65536	cbf8846c	a131fca72b75a2f313cb91fd157e585f7d2c3626	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_04h.bin	\N	\N	65536	ab467050	b742f9e8cc453206705bec52f8a6edfeb888419a	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_06h.bin	\N	\N	65536	4910fd73	7512fbb9c13e74a118ecd333026c68f816daa522	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_07h.bin	\N	\N	65536	161a6ae1	b46593f631a0f911b6627b93dc4fdeb651eab351	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_08h.bin	\N	\N	65536	d21eed25	ae559617de9d390a8b109cb8a160e77169772536	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	rallybike	rb_09h.bin	\N	\N	65536	a54d0e78	01c9072688a328fe8c25187dd112f2b362dc8749	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	tekipaki	\N	\N	\N	\N	\N	Teki Paki	1991	Toaplan	\N	\N	\N	
game_rom	Shark_v3.1f	tekipaki	tp020-01.bin	\N	\N	65536	d8420bd5	30c1ad9e053cd7e79adb42aa428ebee28e144755	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tekipaki	tp020-02.bin	\N	\N	65536	7222de8e	8352ae23efc24a2e20cc24b6d37cb8fc6b1a730c	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tekipaki	tp020-03.bin	\N	\N	524288	2d5e2201	5846c844eedd48305c1c67dc645b6e070b3f5b98	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tekipaki	tp020-04.bin	\N	\N	524288	3ebbe41e	cea196c5f83e1a23d5b538a0db9bbbffa7af5118	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	tigerheli	\N	\N	\N	\N	\N	Tiger Heli	1985	Taito	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom01_08.bin	\N	\N	16384	65df2152	8e1516905a4af379cb0d0b9d42ff1cc3179c3589	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom02_07.bin	\N	\N	16384	36e250b9	79bd86bde81981e4d0dbee420bc0a10c80b5241e	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom03_14.bin	\N	\N	8192	d105260f	f6a0e393e29354bb37fb723828f3267d030a45ea	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom04_03.bin	\N	\N	8192	cd59628e	7be6479f20eb51b79b93e6fd65ab219096d54984	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom05_02.bin	\N	\N	8192	c5325b49	6df9051e7545dcac4995340f80957510457aaf64	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom06_06.bin	\N	\N	16384	11fbcc8c	b4fdb9ee00b749e1a54cfc0cdf55cc5e9bee3662	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom07_05.bin	\N	\N	16384	02fdd429	fa392f2e57cfb6af4c124e0c151a4652f83e5577	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom08_04.bin	\N	\N	16384	e539af2b	0c8369a0fac1cbe40c07b51e16e8f8a9b8ed03b8	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom09_01.bin	\N	\N	16384	31fae8a8	ef8c23776431f00a74b25c5800755b6fa8d585ec	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom10_10.bin	\N	\N	16384	e1cf844e	eeb8eff09f96c693e147d155a8c0a87416d64603	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom11_12.bin	\N	\N	16384	744fae9b	b324350469c51043e1d90ce58808d966467435b9	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom12_11.bin	\N	\N	16384	c064ecdb	fa8d712e2b2bda78b9375d96c93a4d7549c94075	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom13_13.bin	\N	\N	16384	739a7e7e	5fee71d9e1540903a6cf7bcaab30acaa088d35ed	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom00_09.bin	\N	\N	16384	ef738c68	c78c802d885b7f7c5e312ec079d52b8817590735	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom18.bin	\N	\N	512	4e7ede2b	2c509c510cb92415c07d20c1ca09fd31c8ad18d9	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom19.bin	\N	\N	512	81cc6a63	ae00925b68964cd66014c170e46cb861bbf9d19a	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tigerheli	rom20.bin	\N	\N	512	27bb9d8c	36b5b397cd1746beb8c7ab5f944fe0f05975fc73	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	snowbros	\N	\N	\N	\N	\N	Snow Bros	1990	Toaplan (Romstar license)	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	ch1	\N	\N	131072	76347256	48ec03965905adaba5e50eb3e42a2813f7883bb4	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	ch2	\N	\N	131072	fdaa634c	1271c74df7da7596caf67caae3c51b4c163a49f4	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	ch3	\N	\N	131072	34024aef	003a9b9ee3aaab3d787894d3d4126d372b19d2a8	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	snowbros.4	\N	\N	32768	e6eab4e4	d08187d03b21192e188784cb840a37a7bdb5ad32	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	sn5.bin	\N	\N	131072	ad310d3f	f39295b38d99087dbb9c5b00bf9cb963337a50e2	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	sn6.bin	\N	\N	131072	4899ddcf	47d750d3022a80e47ffabe47566bb2556cc8d477	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	snowbros	ch0	\N	\N	131072	36d84dfe	5d45a750220930bc409de30f19282bb143fbf94f	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	newzealandstory	\N	\N	\N	\N	\N	New Zealand Story	1988	Taito Corporation	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5310.bin	\N	\N	131072	a73745c6	73eb38e75e08312d752332f988dc655084b4a86d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5311.bin	\N	\N	65536	9784d443	bc3647aac9974031dbe4898417fbaa99841f9548	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5321.bin	\N	\N	131072	9800c54d	761647177d621ac2cdd8b009876eed35809f3c92	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5323.bin	\N	\N	131072	74acfb9b	90b544ed7ede7565660bdd13c94c15c54423cda9	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5319.bin	\N	\N	131072	edbb9581	539396a01ca0b69455f000d446759b232530b542	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5317.bin	\N	\N	131072	2bf199e8	4ed73e4f00ae2f5f4028a0ea5ae3cd238863a370	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5320.bin	\N	\N	131072	095d0dc0	ced2937d0594fa00ae344a4e3a3cba23772dc160	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5322.bin	\N	\N	131072	59d2aef6	b657b7603c3eb5f169000d38497ebb93f26f7832	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5318.bin	\N	\N	131072	92f35ed9	5fdd8d6ddbb7be9887af3c8dea9ad3b58c4e86f9	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	newzealandstory	nzsb5316.bin	\N	\N	131072	c3519c2a	30fe7946fbc95ab6b3ccb6944fb24bf47bf3d743	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	tnzs2	\N	\N	\N	\N	\N	New Zealand Story Beta	1988	Taito Corporation Japan	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_c-11a.rom	\N	\N	65536	6d5fb32e	81a1f467849c516cfbe967ab12d3987e6ee20140	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_c-11b.rom	\N	\N	65536	f7fe8b90	ba6b99aa1de11c447f60312e809d522446ca7f03	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_e-3.rom	\N	\N	65536	c7662e96	be28298bfde4e3867cfe75633ffb0f8611dbbd8b	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a02.rom	\N	\N	131072	2ab06bda	2b208b564e55c258665e1f66b26fe14a6c68eb96	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a05.rom	\N	\N	131072	6e762e20	66731fe4053b9c09bc9c95d10aba212db08b4636	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a08.rom	\N	\N	131072	8ff8d88c	31977e39ad048a077e9b5bd712ff66b14a466d27	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a12.rom	\N	\N	131072	95880726	f4fdedd23e80a6ccf32f737ab4bc57f9fc0925be	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a04.rom	\N	\N	131072	e1fd1b9d	6027491b927c2ab9c77fbf8895da1abcfbe32d62	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a07.rom	\N	\N	131072	291bcaca	4f659a0cd2ff6b4ec04ab95ee8a670222c402c2b	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a10.rom	\N	\N	131072	2bc4c053	cd7668a7733e5e80c2c566d0cf63c4310e5743b4	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	tnzs2	ns_a13.rom	\N	\N	131072	7e0bd5bb	95dfb00ec915778e02d8bfa996735ab817191adc	\N	\N	\N	\N	\N	\N	
game	Shark_v3.1f	kikikaikai	\N	\N	\N	\N	\N	Kiki Kaikai	1986	Taito Corporation	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-08.rom	\N	\N	128	00fa7ca0	1b81092f4d20f5791566d171472c1d603f6a2744	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-09.rom	\N	\N	128	25a369af	c416fbaebcbf69d1931176518496937bc51e26f1	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-10.rom	\N	\N	128	5e62bab4	f85f35ad77c2948c44da28f164c1a35507547c1e	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-11.rom	\N	\N	32768	cc3539db	4239a40fdee65cba613e4b4ec54cf7899480e366	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-12.rom	\N	\N	65536	91e58067	c7eb9bf650039254fb7664758938b1012eacc597	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-13.rom	\N	\N	65536	3eeaf878	f8ae8938a8358d1222e9fdf7bc0094ac13faf404	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-14.rom	\N	\N	65536	a9df0453	a5e9cd6266ab3ae46cd1b35a4603e13a2ca023fb	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-15.rom	\N	\N	65536	aebc8c32	77347cf5780f084a77123eb636cd0bad672a39e8	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-16.rom	\N	\N	65536	4094d750	05e0ad177a3eb144b203784ecb6242a0fc5c4d4d	\N	\N	\N	\N	\N	\N	
game_rom	Shark_v3.1f	kikikaikai	a85-17.rom	\N	\N	65536	c141d5ab	fe3622ba283e514416c43a44f83f922a958b27cd	\N	\N	\N	\N	\N	\N	
