game	Modeler_v0.9.3a	ga2	\N	\N	\N	\N	\N	Golden Axe 2 - The Revenge of Death Adder	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	epr13526.bin	\N	\N	524288	59ea372a	e7a5d59586652c59c23e07e0a99ecc740fb6144d	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	epr13690.bin	\N	\N	131072	21637dec	b9921effb10a72f3bdca4d540149c7f46662b716	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13511.bin	\N	\N	1048576	f8f15b11	da6c2b8c3a94c4c263583f046823eaea818aff7c	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13512.bin	\N	\N	1048576	d0be34a6	b42a63e30f0f7a94de8a825ca93cf8efdb7a7648	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13513.bin	\N	\N	1048576	feef1982	bdf906317079a12c48ef4fca5bef0d437e9bf050	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13514.bin	\N	\N	1048576	d0f9ebd1	510ebd3d7a52bcab2debea61591770d1dff172a1	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13515.bin	\N	\N	1048576	77bf2387	7215dde5618e238edbe16b3007ede790785fe25f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13516.bin	\N	\N	1048576	8c4bc62d	3206f623ec0b7558413d063404103b183f26b488	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13517.bin	\N	\N	1048576	1d7d84a7	954cfccfc7250a5bead2eeba42e655d5ac82955f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13518.bin	\N	\N	1048576	9ea4b15d	7dcfd6d42bb945beca8344cf92e7bd53903a824b	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	mpr13522.bin	\N	\N	524288	25e04648	617e794e8f7aa2a435bac917b8968699fe88dafb	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	epr13523.bin	\N	\N	524288	d5563697	eb3fd3dbfea383ac1bb5d2e1552723994cb4693d	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	epr13527.bin	\N	\N	131072	a2e3fbbe	2787bbef696ab3f2b7855ac991867837d3de54cd	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	epr13699.bin	\N	\N	524288	33fd2913	60b664559b4989446b1c7d875432e53a36fe27df	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radmobile	epr13686.bin	\N	\N	32768	317a2857	e0788dc7a7d214d9c4d26b24e44c1a0dc9ae477c	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	orunners	\N	\N	\N	\N	\N	Outrunners	1993	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	epr15618.bin	\N	\N	131072	25647f76	9f882921ebb2f078350295c322b263f75812c053	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	epr15619.bin	\N	\N	131072	2a558f95	616ec0a7b251da61a49b933c58895b1a4d39417a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15538.bin	\N	\N	524288	93958820	e19b6f18a5707dbb64ae009d63c05eac5bac4a81	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15539.bin	\N	\N	524288	219760fa	bd62a83de9c9542f6da454a87dc4947492f65c52	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15540.bin	\N	\N	2097152	a10d72b4	6d9d5e20be6721b53ce49df4d5a1bbd91f5b3aed	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15541.bin	\N	\N	2097152	a2003c2d	200a2c7d78d3f5f28909267fdcdbddd58c5f5fa2	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15542.bin	\N	\N	2097152	40952374	c669ef52508bc2f49cf812dc86ac98fb535471fa	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15543.bin	\N	\N	2097152	933e8e7b	0d53286f524f47851a483569dc37e9f6d34cc5f4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15544.bin	\N	\N	2097152	39e3df45	38a7b21617b45613b05509dda388f8f7770b186c	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15545.bin	\N	\N	2097152	53dd0235	4aee5ae1820ff933b6bd8a54bdbf989c0bc95c1a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15546.bin	\N	\N	2097152	e3fcc12c	1cf7e05c7873f68789a27a91cddf471df40d7907	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15547.bin	\N	\N	2097152	edcb2a43	f0bcfcc749ca0267f85bf9838164869912944d00	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15548.bin	\N	\N	2097152	b6470a66	e1544590c02d41f62f82a4d771b893fb0f2734c7	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15549.bin	\N	\N	2097152	81d12520	1555893941e832f00ad3d0b3ad0c34a0d3a1c58a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15551.bin	\N	\N	2097152	4894bc73	351f5c03fb430fd87df915dfe3a377b5ada622c4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	mpr15552.bin	\N	\N	2097152	1c4b5e73	50a8e9a200575a3522a51bf094aa0e87b90bb0a3	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	orunners	epr15550.bin	\N	\N	524288	0205d2ed	3475479e1a45fe96eefbe53842758898db7accbf	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	holosseum	\N	\N	\N	\N	\N	Holosseum	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14969	\N	\N	1048576	c06b7c15	8b97a899e6eacf798b9f55af8df95e12ccacadec	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14968	\N	\N	1048576	f413894a	d65f57b1e55199e901c7c2f701589c46eeab739a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14967	\N	\N	1048576	5377fce0	baf8f82ab851b24202938fc7213d72324b9b92c0	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14966	\N	\N	1048576	dffba2e9	b97e47e78abb8302bc2c87681643382203bd76eb	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14973	\N	\N	1048576	b3c3ff6b	94e8dbfae37a5b122ee3d471aad1f758e4a39b9e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14972	\N	\N	1048576	0c161374	413ab45deb687ecdbdc06ae98aa32ad8a0d80e0c	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14971	\N	\N	1048576	dfcf6fdf	417291b54010be20dd6738a70d372b580615a8bb	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14970	\N	\N	1048576	cae3a745	b6cc1f4abb460cda4714967e880928dc727ecf0a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14964	\N	\N	1048576	7ff581d5	ab81bd70937319e4edc8924bdb493d5ef1ec096a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14963	\N	\N	1048576	0974a60e	87d770edcee9c9e8f37d36ab28c5aa5d685ea849	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	mpr14962	\N	\N	1048576	6b2e694e	7874bdfd534231c7756e0e0d9fc7a3d5bdba74d3	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	epr14976.a	\N	\N	131072	e56f13be	3d9e7add8feaa35c4c2e8bda84ae251087bd5e40	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	epr14965	\N	\N	131072	3a918cfe	f43ecbc9e774873e868bc921321541b308ea1a3c	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	epr15010	\N	\N	131072	0c09c57b	028a9fe1c625be218ba90906308d25d69d4de4c4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	epr15011	\N	\N	131072	b9f59f59	f8c91fa877cf53153bec3d7850eab38227cc18ba	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	holosseum	epr14977.a	\N	\N	131072	e0d7e288	3126041ba73f21fac0207bf5c63230c61180f564	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	alien3	\N	\N	\N	\N	\N	Alien 3: The Gun	1993	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15943.bin	\N	\N	262144	ac4591aa	677155a3ebdac6602525e06adb25d287eaf9e089	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15855.bin	\N	\N	524288	a6fadabe	328bbb54651eef197ba13f1bd9228f3f4de7ee5e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15856.bin	\N	\N	1048576	a5ef4f1f	e8da7a995955e80872a25bd75465c590b649cfab	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15857.bin	\N	\N	1048576	915c56df	7031f937c826af17caf7ec8cbb6155d0a55bd38a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15858.bin	\N	\N	1048576	2eb64c10	b2dbe86b82e889f4a9850cf4aa6596a139c1c3d6	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15859.bin	\N	\N	262144	91b55bd0	23b85a006a91c2a5eb1cee14172fd0d8b7732518	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15862.bin	\N	\N	2097152	9e277d25	9f191484a42391268306a8d2d95c340ce8b2d6cd	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15863.bin	\N	\N	2097152	9d36b645	2977047780b615b64c3b4aec78fef0643d40490e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15864.bin	\N	\N	2097152	58207157	d1b0c7edac8b89b1322398d4cd3a976a88bc0b56	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15865.bin	\N	\N	2097152	dd64f87b	cfa96c5f2b1221706552f5cef4aa7c61ebe21e39	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15866.bin	\N	\N	2097152	9c53732c	9aa5103cc10b4927c16e0cf102b64a15dd038756	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15867.bin	\N	\N	2097152	8cf9cb11	a77399fccee3f258a5716721edd69a33f94f8daf	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15868.bin	\N	\N	2097152	62d556e8	d70cab0881784a3d4dd06d0c99587ca6054c2dc4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15869.bin	\N	\N	2097152	dd4b137f	7316dce32d35bf468defae5e6ed86910a37a2457	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15870.bin	\N	\N	2097152	d31c0400	44c1b2e5236d894d31ff72552a7ad50270dd2fad	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15871.bin	\N	\N	2097152	58eb10ae	23f2a72dc7b2d7b5c8a979952f81608296805745	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15942.bin	\N	\N	262144	a1e1d0ec	10d8d2235a67a4ba475fe98124c6a4a5311592b5	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	alien3	15854.bin	\N	\N	524288	d1aec392	f48804fe0151e83ad45e912b55db8ae8ddebd2ad	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	harddunk	\N	\N	\N	\N	\N	Hard Dunk	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16505	\N	\N	131072	eeb90a07	d1c2132897994b2e85fd5a97222b9fcd61bc421e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16503	\N	\N	524288	ac1b6f1a	56482931adf7fe551acf796b74cd8af3773d4fef	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16504	\N	\N	524288	7c61fcd8	ca4354f90fada752bf11ee22a7798a8aa22b1c61	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16508	\N	\N	262144	b3713be5	8123638a838e41fcc0d32e14382421b521eff94f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16509	\N	\N	262144	603dee75	32ae964a4b57d470b4900cca6e06329f1a75a6e6	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16506	\N	\N	1048576	06c52b89	9b4d7e79a7561c79620e996c69997d26f4896a45	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16507	\N	\N	1048576	351c0281	71d001c8319ece3898ac56c9bfff2e42a659b635	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16499	\N	\N	2097152	a290ea36	2503b44174f23a9d323caab86553977d1d6d9c94	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16500	\N	\N	2097152	452c0be3	af87ce4618bae2d791c1baed34ba7f853af664ff	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16501	\N	\N	2097152	f1566620	bcf31d11ee669d5afc7dc22c42fa59f4e48c1f50	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16502	\N	\N	2097152	ffc3147e	12d882dec3098674d27058a8009e8778555f477a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16495	\N	\N	2097152	6e5f26be	146761072bbed08f4a9df8a474b34fab61afaa4f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16496	\N	\N	2097152	d9d27247	d211623478516ed1b89ab16a7fc7969954c5e353	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16497	\N	\N	2097152	42ab5859	f50c51eb81186aec5f747ecab4c5c928f8701afc	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	harddunk	16498	\N	\N	2097152	c022a991	a660a20692f4d9ba7be73577328f69f109be5e47	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	burningrival	\N	\N	\N	\N	\N	Burning Rival	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15635.30	\N	\N	2097152	263cf6d1	7accd214502fd050edc0901c9929d6069dae4d00	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	ep15723.18	\N	\N	524288	4ff40d39	b33a656f976ec7a1a2268e7b9a81d5b84f3d9ca3	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	ep15724.9	\N	\N	524288	3ff8a052	f484a8e15a022f9ff290e662ab27f96f9f0ad24e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	ep15725.36	\N	\N	131072	ea1407d7	68b571341f032278e87a38739ba8084b7a6062d3	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15625.24	\N	\N	1048576	3ce82932	f2107bc2591f46a51c9f0d706933b1ae69db91f9	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15627.35	\N	\N	1048576	8a8388c5	7ee03feb975cc576a3d8651fd41976ca87d60894	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15628.5	\N	\N	2097152	cafb0de9	94c6bfc7a4081dee373e9466a7b6f80889696087	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15629.14	\N	\N	2097152	1de17e83	04ee14b863f93b42a5bd1b6da71cff54ef11d4b7	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15630.25	\N	\N	2097152	8dabb501	c5af2187d00e0b9732a82441f9758b303fecbb2c	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15631.26	\N	\N	2097152	e93cf9c9	17786cd3ccaef613216db724e923861841c52b45	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15632.27	\N	\N	2097152	796215f2	d7b393781dbba59c9b1cd600d27e6d91e36ea771	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15633.28	\N	\N	2097152	44e9a88b	57a930b9c3b83c889df54de60c90f847c2dcb614	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15634.29	\N	\N	2097152	1edc14cd	80a281c904560b364fe9f2b8987b7a254220a29f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	ep15720.8	\N	\N	131072	0d182d78	53e9e5898869ea4a354dc3e9a78d8b8e9a7274c9	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15636.31	\N	\N	2097152	079ff77f	bdd41acef58c39ba58cf85d307229622877dbdf9	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15637.32	\N	\N	2097152	f39844c0	c48dc8cccdd9d3756cf99a983c6a89ed43fcda22	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	burningrival	mp15626.34	\N	\N	1048576	83306d1e	feb08902b51c0013d9417832cdf198e36cdfc28c	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	f1superlap	\N	\N	\N	\N	\N	F1 Super Lap	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15592	\N	\N	131072	7c055cc8	169beb83dfae86dd408aa92b3c214b8f607825fc	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15593	\N	\N	1048576	e7300441	33c264f0e6326689ba75026932c0932868e83b25	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15594	\N	\N	1048576	7f4ca3bb	dc53a1857d619e574acb4c0587a6ba844df2d283	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15595	\N	\N	1048576	3fbdad9a	573ea2242f79c7d3b6bf0e6745f6b07a621834ac	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15596	\N	\N	262144	20e92909	b974c79e11bfbd1cee61f9041cf79971fd96db3a	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15597	\N	\N	262144	cd1ccddb	ff0371a8010141d1ab81b5eba555ae7c64e5da37	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15598	\N	\N	131072	9feab7cd	2a14c0df39e7bdae12a34679fabc6abb7618e27d	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15599	\N	\N	131072	5c5ac112	2c071946e33f0700a832c7aad36f639acd35f555	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15600	\N	\N	2097152	d2698d23	996fbcc1d0814e6f14fa7e4870ece077ecda54e6	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15601	\N	\N	2097152	31a8f40a	62798346750dea87e43c8a8b01c33bf886bb50f4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15602	\N	\N	2097152	1674764d	bc39757a5d25df1a088f874ca2442854eb551e48	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15603	\N	\N	2097152	3805ecbc	54d29250441160f282c70adfd515adb21d2cda33	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15604	\N	\N	2097152	1552bbb9	77edd3f9d8dec87fa0445d264309e6164eba9313	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15605	\N	\N	2097152	cbdbf35e	a1c0900ac3210e72f5848561a6c4a77c804782c6	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15606	\N	\N	2097152	2b4f5265	48b4ccdedb52fbf80661ff380e5a273201fc0a12	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15607	\N	\N	2097152	6c8817c9	f5d493ed4237caf5042e95373bf9abd1fd16f873	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15608	\N	\N	2097152	64462c69	9501e83c52e3e16f73b94cef975b5a31b2ee5476	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15609	\N	\N	2097152	d586e455	aea190d31c590216eb19766ba749b1e9b710bdce	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	f1superlap	15612	\N	\N	131072	9d204617	8db57121065f5d1ac52fcfb88459bdbdc30e645b	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	ga2usa	\N	\N	ga2	ga2	\N	Golden Axe 2 - The Revenge of Death Adder (US)	1992	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	epr14945	epr14945	\N	65536	4781d4cb	bd1b774b3cd0c3e0290c55e426f66d6820d21d0f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	epr15146.a	\N	\N	262144	7293d5c3	535a8b4b4a05546b321cee8de6733edfc1f71589	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	epr14960.a	\N	\N	131072	87182fea	bb669ea7091f1ea34589a565490effa934ca44a3	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	epr14957.a	\N	\N	131072	ab787cf4	7e19bb3e5d587b5009efc9f9fa52aecaef0eedc4	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	epr15145.a	\N	\N	262144	0da61782	f0302d747e5d55663095bb38732af423104c33ea	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14942	mpr14942	\N	1048576	a89b0e90	e14c62418eb7f9a2deb2a6dcf635bedc1c73c253	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14943	mpr14943	\N	1048576	24d40333	38faf8f3eac317a163e93bd2247fe98189b13d2d	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14944	mpr14944	\N	1048576	fd4d4b86	e14b9cd6004bf9ecd902e37b433b828241361b46	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14947	mpr14947	\N	2097152	b53e62f4	5aa0f198e6eb070b77b0d180d30c0228a9bc691e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14948	mpr14948	\N	2097152	75050d4a	51d6bc9935abcf30af438e69c2cf4e09f57a803f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14949	mpr14949	\N	2097152	152c716c	448d16ea036b66e886119c00af543dfa5e53fd84	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14950	mpr14950	\N	2097152	15fd0026	e918984bd60ad63172fe273b31cc9019100228c8	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14951	mpr14951	\N	2097152	fdb1a534	3126b595bf69bf9952fedf8f9c6743eb10489dc6	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14952	mpr14952	\N	2097152	96f96613	4c9808866032dab0401de322c28242e8a8775457	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14953	mpr14953	\N	2097152	33bd1c15	4e16562e3357d4db54b20543073e8f1fd6f74b1f	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14954	mpr14954	\N	2097152	39b2ac9e	74f4c81d85ab9b4c5e8ae4b4d2c6dff766c482ca	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14955	mpr14955	\N	2097152	e42684aa	12e0f18a11edb46f09e2e8c5c4ba14170d0cf00d	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	mpr14956	mpr14956	\N	2097152	298fca50	16e09b19cc7be3dfc8e82b45348e6d1cf2ed5621	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	ga2usa	epr14468	epr14468	\N	65536	77634daa	339169d164b9ed7dc3787b084d33effdc8e9efc1	\N	\N	\N	\N	\N	\N	
game	Modeler_v0.9.3a	radrally	\N	\N	\N	\N	\N	Rad Rally	1991	Sega	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	mpr13518.24	\N	\N	1048576	9ea4b15d	7dcfd6d42bb945beca8344cf92e7bd53903a824b	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14102.38	\N	\N	262144	5626e80f	9844817295a8cd8a9b09da6681b0c1fbfe82618e	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14103.34	\N	\N	262144	08c7e804	cf45b1934edc43cb3a0ed72159949cb0dd00d701	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14104.29	\N	\N	262144	b0173646	1ba4edc033e0e4f5a1e02987e9f6b8b1650b46d7	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14105.25	\N	\N	262144	614843b6	d4f2cd3b024f7152d6e89237f0da06adea2efe57	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14106.14	\N	\N	524288	e73c63bf	30fb68eaa7d02a232c873bd7751cac7d0fa08e44	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14107.07	\N	\N	524288	832f797a	b0c16ef7bd8d37f592975052ba9da3da70a2fc79	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14108.35	\N	\N	131072	38a99b4d	b6455e6b29bfef41c5e0ebe3a8064889b7e5f5fd	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14109.31	\N	\N	524288	b42e5833	da94ce7c1d7a581a1aa6b79b323c67a919918808	\N	\N	\N	\N	\N	\N	
game_rom	Modeler_v0.9.3a	radrally	epr14110.26	\N	\N	524288	b495e7dc	b4143fcee10e0649378fdb1e3f5a0a2c585414ec	\N	\N	\N	\N	\N	\N	
