game	PASMulator_v0.22	amidars	\N	\N	\N	\N	\N	Amidar (Scramble hardware)	1982	Konami	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb2.cpu	\N	\N	4096	88bc4a0a	193c9f90b7550020c0923cb158dff7d5faa53bc6	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb3.cpu	\N	\N	4096	53e9efce	1960e9cd896b6a65197aefc3f10348103552b598	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb4.cpu	\N	\N	4096	ffc424d7	2a4b9533e61e265bdd38c126add8c26d5bc048d5	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb5.cpu	\N	\N	4096	ad6af809	276275d56c725b9d90eeb44c317ceb06bac27ae7	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb6.cpu	\N	\N	4096	cf1acca4	c05de7de4bd05d5c2af6aa752e057a9286f3effc	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb9.vid	\N	\N	4096	77b1da1e	58cb82417396a3d96acfc864f091b1a5988f228d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb10.vid	\N	\N	4096	aa82e00b	83a5b745e58844b6dd7d05dfe9dbb5959aaf5c40	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb8.cpu	\N	\N	4096	8b99910b	0bc812cf872f04eacedb50feed53f1aa8a1f24b9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	ladybug	lb7.cpu	\N	\N	4096	86a5b448	f8585a6fcf921e3e21f112dd2de474cb53cef290	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	lrescue	\N	\N	\N	\N	\N	Lunar Rescue	1979	Taito	\N	\N	\N	
game_rom	PASMulator_v0.22	lrescue	lrescue.1	\N	\N	2048	2bbc4778	0167f1ac1501ab0b4c4e555023fa5efed59d56ae	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	lrescue	lrescue.2	\N	\N	2048	49e79706	bed675bb97d59ae0132c007ccead0d096ed2ddf1	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	lrescue	lrescue.3	\N	\N	2048	1ac969be	67ac47f45b9fa5c530bf6047bb7d5776b52847be	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	lrescue	lrescue.4	\N	\N	2048	782fee3c	668295e9d6d99084bb4e7c5491f00fe75f4f5a88	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	lrescue	lrescue.5	\N	\N	2048	58fde8bc	663665ac5254204c1eba18357d9867034eae55eb	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	lrescue	lrescue.6	\N	\N	2048	bfb0f65d	ea0943d764a16094b6e2289f62ef117c9f838c98	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	mooncrsb	\N	\N	\N	\N	\N	Moon Cresta (Gremlin)	1980	Gremlin	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr194	\N	\N	2048	0e5582b1	946ad4aeb10c0b7b3f93fd24925cc9bcb49e443c	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr195	\N	\N	2048	12cb201b	ebb01ec646b9e015cbcb93f70dfdaf448afefc12	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr196	\N	\N	2048	18255614	b373e22d47c0f7facba13148ca9c462ec9a0d732	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr197	\N	\N	2048	05ac1466	cbf93a8ce0925fa1c073c74f1274b190d9faefaf	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr198	\N	\N	2048	c28a2e8f	9ff6bab1e1185597ba55cb0d6086091a1fce01a6	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr199	\N	\N	2048	5a4571de	2a4170dee105922fc69c99b79f6f328098e81918	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr200	\N	\N	2048	b7c85bf1	cc9f593658ea39c849d80c83ee0c2170cc29879e	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr201	\N	\N	2048	2caba07f	8fec4904e12b4cfb6068784007278be986a3eede	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr203	\N	\N	2048	be26b561	cc27de6888eaf4ee18c0d37d9bcb528dd282b838	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr172	\N	\N	2048	13932a15	b8885c555c6ad7021be55c6925a0a0872c1b6abd	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr202	\N	\N	2048	26c7e800	034192e5e2cbac4b66a9828f5ec2311c2c368781	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mooncrsb	epr171	\N	\N	2048	24cfd145	08c6599db170dd6ee364c44f70a0f5c0f881b6ef	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	mspacman	\N	\N	\N	\N	\N	Ms. Pac-Man	1981	bootleg	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	boot1	\N	\N	4096	d16b31b7	bc2247ec946b639dd1f00bfc603fa157d0baaa97	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	boot2	\N	\N	4096	0d32de5e	13ea0c343de072508908be885e6a2a217bbb3047	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	boot3	\N	\N	4096	1821ee0b	5ea4d907dbb2690698db72c4e0b5be4d3e9a7786	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	boot4	\N	\N	4096	165a9dd8	3022a408118fa7420060e32a760aeef15b8a96cf	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	boot5	\N	\N	4096	8c3e6de6	fed6e9a2b210b07e7189a18574f6b8c4ec5bb49b	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	boot6	\N	\N	4096	368cb165	387010a0c76319a1eab61b54c9bcb5c66c4b67a1	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	5e	\N	\N	4096	5c281d01	5e8b472b615f12efca3fe792410c23619f067845	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	mspacman	5f	\N	\N	4096	615af909	fd6a1dde780b39aea76bf1c4befa5882573c2ef4	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	pacman	\N	\N	\N	\N	\N	Pac-Man (Midway)	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	PASMulator_v0.22	pacman	pacman.6e	\N	\N	4096	c1e6ab10	e87e059c5be45753f7e9f33dff851f16d6751181	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacman	pacman.6f	\N	\N	4096	1a6fb2d4	674d3a7f00d8be5e38b1fdc208ebef5a92d38329	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacman	pacman.6h	\N	\N	4096	bcdd1beb	8e47e8c2c4d6117d174cdac150392042d3e0a881	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacman	pacman.6j	\N	\N	4096	817d94e3	d4a70d56bb01d27d094d73db8667ffb00ca69cb9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacman	pacman.5e	\N	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacman	pacman.5f	\N	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	pacmanbl	\N	\N	\N	\N	\N	Pac-Man (bootleg on Galaxian hardware)	1981	bootleg	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac1b	\N	\N	2048	6718df42	ee15c3f583d381fba4878f824f83d04479a0cee5	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac2b	\N	\N	2048	33be3648	50175889cf37fe8a81c931e009b55d10f8d0444a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac3b	\N	\N	2048	f98c0ceb	4faf8b2fb3f109d1196a9ea256328485074a31b9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac4b	\N	\N	2048	a9cd0082	f44ff1ad15d5ee3096f8f44f9c605f32ae2737d9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac5b	\N	\N	2048	6d475afc	4fe6bde352c7dd9572fefaae4b59640b4f4eb8ba	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac6b	\N	\N	2048	cbe863d3	97a2ffa6ab33e6061c664dcd1ee57c86a456782f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac7b	\N	\N	2048	7daef758	4dc8ec0ea8fc04d5bffc1c1335407729309c17f0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac12b	\N	\N	2048	b2ed320b	680a6fdcb65cc2d88d10bc85e0b2628f43375c5c	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac11b	\N	\N	2048	ab88b2c4	d0c829ea8021eae81a2b82d36c35ad8258b115e0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac10b	\N	\N	2048	44a45b72	8abd0684a01d6c23ef5cf5f0765458f982316acf	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pacmanbl	blpac9b	\N	\N	2048	fa84659f	20c212723f9062f052539190dfe3fc41577543eb	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	phoenix	\N	\N	\N	\N	\N	Phoenix (Amstar)	1980	Amstar	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic45	\N	\N	2048	9f68086b	fc3cef299bf03bf0586c4047c6b96ca666846220	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic46	\N	\N	2048	273a4a82	6f3019a074e73ff50ceb92f655fcf15659f34919	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic47	\N	\N	2048	3d4284b9	6e69f8f0d537fe89140cd95d2398531d7e93d102	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic48	\N	\N	2048	cb5d9915	49bcf55a5721cfcc02c3b811a4b601e35ea576db	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic49	\N	\N	2048	a105e4e7	b35142a91b6b7fdf7535202671793393c9f4685f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic50	\N	\N	2048	ac5e9ec1	0402e5241d99759d804291998efd43f37ce99917	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic51	\N	\N	2048	2eab35b4	849bf8273317cc869bdd67e50c68399ee8ece81d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic52	\N	\N	2048	aff8e9c5	e4164f85ec12d4d9bcbffba27ab1f51b3599f6d0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic23	\N	\N	2048	3c7e623f	e7ff5fc371664af44785c079e92eeb2d8530187b	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic24	\N	\N	2048	59916d3b	71aec70a8e096ed1f0c2297b3ae7dca1b8ecc38d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic39	\N	\N	2048	53413e8f	d772358505b973b10da840d204afb210c0c746ec	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix	ic40	\N	\N	2048	0be2ba91	af9243ee23377b632b9b7d0b84d341d06bf22480	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	phoenixt	\N	\N	\N	\N	\N	Phoenix (Taito)	1980	Taito	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.45	\N	\N	2048	5b8c55a8	839c1ca9766f730ec3accd48db70f6429a9c3362	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.46	\N	\N	2048	dbc942fa	9fe224e6ced407289dfa571468259a021d942b7d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.47	\N	\N	2048	cbbb8839	b7f449374cac111081559e39646f973e7e99fd64	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.48	\N	\N	2048	cb65eff8	63e674d680972d3744d66b943e8546f3b77ee6d4	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.49	\N	\N	2048	c8a5d6d6	ef6ade323544e3edd4101609138ecf35e8cb9577	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.50	\N	\N	2048	ac5e9ec1	0402e5241d99759d804291998efd43f37ce99917	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.51	\N	\N	2048	2eab35b4	849bf8273317cc869bdd67e50c68399ee8ece81d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.52	\N	\N	2048	b9915263	f61396077b23364b5b26f62c6923394d23a37eb3	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.23	\N	\N	2048	3c7e623f	e7ff5fc371664af44785c079e92eeb2d8530187b	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.24	\N	\N	2048	59916d3b	71aec70a8e096ed1f0c2297b3ae7dca1b8ecc38d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.39	\N	\N	2048	53413e8f	d772358505b973b10da840d204afb210c0c746ec	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenixt	phoenix.40	\N	\N	2048	0be2ba91	af9243ee23377b632b9b7d0b84d341d06bf22480	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	phoenix3	\N	\N	\N	\N	\N	Phoenix (T.P.N.)	1980	bootleg	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.45	\N	\N	2048	a362cda0	5ab38afaf92179c965533326574c773f6a63dbbb	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.46	\N	\N	2048	5748f486	49e6fd836d26ec24105e95227b24cf668e8a470a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.47	\N	\N	2048	cbbb8839	b7f449374cac111081559e39646f973e7e99fd64	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.48	\N	\N	2048	b5d97a4d	d5d92c5e34431b2ded47e58608c459cc8cdd7937	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.49	\N	\N	2048	a105e4e7	b35142a91b6b7fdf7535202671793393c9f4685f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.50	\N	\N	2048	ac5e9ec1	0402e5241d99759d804291998efd43f37ce99917	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.51	\N	\N	2048	2eab35b4	849bf8273317cc869bdd67e50c68399ee8ece81d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.52	\N	\N	2048	d2c5c984	a9432f9aff8a2f5ca1d347443efc008a177d8ae0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.23	\N	\N	2048	3c7e623f	e7ff5fc371664af44785c079e92eeb2d8530187b	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.24	\N	\N	2048	59916d3b	71aec70a8e096ed1f0c2297b3ae7dca1b8ecc38d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.39	\N	\N	2048	53413e8f	d772358505b973b10da840d204afb210c0c746ec	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	phoenix3	phoenix.40	\N	\N	2048	0be2ba91	af9243ee23377b632b9b7d0b84d341d06bf22480	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	pisces	\N	\N	\N	\N	\N	Pisces	1979	<unknown>	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.a1	\N	\N	2048	856b8e1f	24d468b5f06f54c3fa1cb54ceec8a0c8e285430e	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.a2	\N	\N	2048	055f9762	9d821874dd48a80651adc58a2f7fe5d2b3ed67bc	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.b2	\N	\N	2048	5540f2e4	b069a7e46fa2c1f732371ef056caaf8f343e11a8	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.c1	\N	\N	2048	44aaf525	667bf4c3a36169c3ddddd22b2f1f90bcc9308548	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.d1	\N	\N	2048	fade512b	ccef2650f1d9dc3fdde2d441774246d47febc2cc	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.e2	\N	\N	2048	5ab2822f	bbcac3aab943dd9b173de11ddf02ff75d16b1582	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.1j	\N	\N	4096	2dba9e0e	edfb974766b57327ac846426a3a9583b33a4b7c9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pisces	pisces.1k	\N	\N	4096	cdc5aa26	72a396d142a775bb39231d700308b8bd7aff7f75	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	pleiades	\N	\N	\N	\N	\N	Pleiads (Centuri)	1981	Tehkan (Centuri license)	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.47	\N	\N	2048	711e2ba0	62d9108b9066d3e2b99c712daf2b9412704970cc	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.48	\N	\N	2048	93a36943	7cb4a9e8b60e28415df8401373ff4e595eaab7f5	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.49	\N	\N	2048	87e700bb	0f352b5461da957c564920fd1da83bc81f41ffb9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.50	\N	\N	2048	5a9beba0	e9cf03c88d8db2a7cf97877a103cfdd1fe3f459e	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.51	\N	\N	2048	1d828719	54857a3de9f4c9c5f18b0d46cf428b4171f839e9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.52	\N	\N	2048	f1a8a00d	5c183e3a73fa882ffec3cb9219fb5619e625591a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.53	\N	\N	2048	037b319c	2ff7a7777a63326e2abca2d1881df33a8e3f8561	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.54	\N	\N	2048	ca264c7c	3a6adfaa935a1a11cb62e73b9f43b228b711c2da	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.45	\N	\N	2048	8dbd3785	700cb9eb8ea64be99d843910cebcd29d601ab2e9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.44	\N	\N	2048	0db3e436	cd1825775b0a10df66d2ccc01cb4b6a9a3d2141a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.27	\N	\N	2048	85866607	cd240bd056f761b2f9e2142049434f02cae3e315	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pleiades	pleaides.26	\N	\N	2048	a841d511	8349008ab1d8ef08775b54170c37deb1d391fffc	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	pooyan	\N	\N	\N	\N	\N	Pooyan (Stern)	1982	[Konami] (Stern license)	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic22_a4.cpu	\N	\N	8192	916ae7d7	e96eba381e6ad228acf4b74240d618f9d0bae39d	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic23_a5.cpu	\N	\N	8192	8fe38c61	4588f9f80a5884e056a1d429785c7331e92d5654	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic24_a6.cpu	\N	\N	8192	2660218a	606b10a4bab2432e20471440105e04d15d384570	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic25_a7.cpu	\N	\N	8192	3d2a10ad	962c621a19e9797b8f3d12c150aa0b90958c9498	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	sd01_a7.snd	\N	\N	4096	fbe2b368	5689a84ef110bdc0039ad1a6c5778e0b8eccfce0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	sd02_a8.snd	\N	\N	4096	e1795b3d	9ab4e5362f9f7d9b46b750e14b1d9d71c57be40f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic13_g10.cpu	\N	\N	4096	7433aea9	a5ad6311f097fefb6e7b747ebe9d01d72d7755d0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic14_g9.cpu	\N	\N	4096	87c1789e	7637a9604a3ad4f9a27105d87252de3d923672aa	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic15_a9.cpu	\N	\N	4096	b2d8c121	189ad488869f34d7a38b82ef70eb805acfe04312	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	pooyan	ic16_a8.cpu	\N	\N	4096	1097c2b6	c815f0d27593efd23923511bdd13835456ef7f76	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	redufo	\N	\N	\N	\N	\N	Defend the Terra Attack on the Red UFO (bootleg)	1981	bootleg	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ru1a	\N	\N	2048	5a8e4f37	c0957ede91e2dc3f80e4912b877843aed5d15779	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ru2a	\N	\N	2048	c624f52d	119a660513ad33e35c9bdaecd588219bf8026d82	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ru3a	\N	\N	2048	e1030d1c	80640fbbfa7f84c016366b1084e7f8a7acdcd440	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ru4a	\N	\N	2048	7692069e	5130d61c857c3b85eadabcf10f3a6771c72f0f56	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ru5a	\N	\N	2048	cb648ff3	e0042251ca7f4a31b5bd9f8cca35278a1e152899	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ru6a	\N	\N	2048	e1a9f58e	4fc7489fca057156a7cf5efcb01058ce4f0db69e	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	ruhja	\N	\N	2048	8a422b0d	b886157518f73e7115a225ba230e456179f6e18f	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	redufo	rukla	\N	\N	2048	1eb84cb1	08f360802a90039c0499a1417d06b6eb5f89d67e	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	rollingc	\N	\N	\N	\N	\N	Rolling Crash / Moon Base	1979	Nichibutsu	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc01.bin	\N	\N	1024	66fa50bf	7451d4ff8d3b351a324aaecdbdc5b46672f5fdd0	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc02.bin	\N	\N	1024	61c06ae4	7685c806e20e4a4a0508a547ac08ca8f6d75bb79	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc03.bin	\N	\N	1024	77e39fa0	16bf88af1b97c5a2a81e105af08b8d9d1f10dcc8	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc04.bin	\N	\N	1024	3fdfd0f3	4c5e7136a766f3f16399e61eaaa0e00ef6b619f7	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc05.bin	\N	\N	1024	c26a8f5b	f7a541999cfe04c6d6927d285484f0f81857e04a	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc06.bin	\N	\N	1024	0b98dbe5	33cedab82ddccb4caaf681fce553b5230a8d6f92	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc07.bin	\N	\N	1024	6242145c	b01bb02835dda89dc02604ec52e423167183e8c9	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc08.bin	\N	\N	1024	d23c2ef1	909e3d53291dbd219f4f9e0047c65317b9f6d5bd	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc09.bin	\N	\N	2048	2e2c5b95	33f4e2789d67e355ccd99d2c0d07301ec2bd3bc1	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc10.bin	\N	\N	2048	ef94c502	07c0504b2ebce0fa6e53e6957e7b6c0e9caab430	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc11.bin	\N	\N	2048	a3164b18	7270af25fa4171f86476f5dc409e658da7fba7fc	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	rollingc	rc12.bin	\N	\N	2048	2052f6d9	036702fc40cf133eb374ed674695d7c6c79e8311	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	spaceatt	\N	\N	\N	\N	\N	Space Attack II	1980	Zenitone-Microsec Ltd	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceatt	spaceatt.h	\N	\N	2048	a31d0756	2b76929654ed0b180091348546dac29fc6e5438e	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceatt	spaceatt.g	\N	\N	2048	f41241f7	d93cead75922510075433849c4f7099279eafc18	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceatt	spaceatt.f	\N	\N	2048	4c060223	957e75a978aa600627399061cae0a6525e92ad11	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	spaceatt	spaceatt.e	\N	\N	2048	7cf6f604	469557de15178c4b2d686e5724e1006f7c20d7a4	\N	\N	\N	\N	\N	\N	
game	PASMulator_v0.22	scramble	\N	\N	\N	\N	\N	Scramble (Stern)	1981	[Konami] (Stern license)	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2d	\N	\N	2048	b89207a1	5422df979e82bcc73df49f50515fe76c126c037b	\N	\N	\N	\N	\N	\N	
game_rom	PASMulator_v0.22	scramble	2e	\N	\N	2048	e9b4b9eb	a8ee9ddfadf5e9accedfaf81da757a88a2e55a0a	\N	\N	\N	\N	\N	\N	
