game	Nebula_v2.25b	sf2turyu	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (Turyu)	1992	hack	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m2	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2m3	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (M3) (Not Working)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	u222chp	\N	\N	524288	db567b66	315bfbf2786ef67a95afb87de836ab348523dbbe	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	u196chp	\N	\N	524288	95ea597e	5eb82feaa1de5611a96888e4670744bbb7d90393	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_21a.bin	s92_21a.bin	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m3	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2m4	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (M4)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	u222ne	\N	\N	524288	7133489e	036ef100c64c6e912c911340b32eea0da0b6f6d9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	u196ne	\N	\N	524288	b07a4f90	7a4a800bddc43cfa60f9097723b44a05c9d290ae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_21a.bin	s92_21a.bin	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m4	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2m5	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (M5)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	u222	\N	\N	524288	03991fba	6c42bf15248640fdb3e98fb01b0a870649deb410	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	u196	\N	\N	524288	39f15a1e	901c4fea76bf5bff7330ed07ffde54cdccdaa680	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_21a.bin	s92_21a.bin	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m5	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2m6	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (M6)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	u222-6b	\N	\N	524288	0a3692be	7b937b7b0130e460b5f12188b19f464c55b507c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	u196-6b	\N	\N	524288	80454da7	64f6dba14d342c9933ce632aa7ca126b34b4ee8b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_21a.bin	s92_21a.bin	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m6	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2m7	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (M7)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	u222-2i	\N	\N	262144	1ca7adbd	45e9dc05766ad156edcfc9e59a9804f74f90dc68	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	u196-2i	\N	\N	262144	f758408c	aac44a7287bb3b7ba35d68aff279e265dbd3f6d3	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	u222-2s	\N	\N	262144	720cea3e	ec4f22159d44a8abc40643b986b88a4f947d6aea	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	u196-2s	\N	\N	262144	9932832c	0da0f5ebab91b0759c5fc00902cfe4b12a856466	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_21a.bin	s92_21a.bin	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2m7	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2yyc	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (YYC)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	b12.rom	\N	\N	524288	8f742fd5	a78a00e686856481011d8b5f5e60ed18197a5225	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	b14.rom	\N	\N	524288	8831ec7f	0293ff189cbacf90098e734fb31fcbf3c3165e6b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	b11.rom	\N	\N	131072	94a46525	2712b979ce2bfd87e74da3369e0fceaae2a0654c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	b13.rom	\N	\N	131072	8fb3dd47	ebf30ad7ae60eeda446e23bd74f6e2d98dde4158	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_09.bin	s92_09.bin	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_18.bin	s92_18.bin	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2yyc	s92_19.bin	s92_19.bin	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Nebula_v2.25b	sf2koryu	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (Kouryu)	1992	bootleg	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	u222.rom	\N	\N	524288	9236a79a	39c47b0b0ca2f5f569ff07ebb91040b95d0cb43b	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	u196.rom	\N	\N	524288	b23a869d	24247d412f20d069919cc8a7fff208af3f7aa1d2	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	u221.rom	\N	\N	131072	64e6e091	32ec05db955e538d4ada26d19ee50926f74b684f	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	u195.rom	\N	\N	131072	c95e4443	28417dee9ccdfa65b0f4a92aa29b90279fe8cd85	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_01.bin	s92_01.bin	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_02.bin	s92_02.bin	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_03.bin	s92_03.bin	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_04.bin	s92_04.bin	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_05.bin	s92_05.bin	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_06.bin	s92_06.bin	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_07.bin	s92_07.bin	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_08.bin	s92_08.bin	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_10.bin	s92_10.bin	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_11.bin	s92_11.bin	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_12.bin	s92_12.bin	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Nebula_v2.25b	sf2koryu	s92_13.bin	s92_13.bin	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
