game	Virtua	vf2a	\N	\N	\N	\N	\N	Virtua Fighter 2	1994	Sega	\N	\N	\N	
game_rom	Virtua	daytona	usa16725.bin	\N	\N	524288	ba0df8db	d0c5581c56500b5266cab8e8151db24fcbdea0d7	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16521.bin	\N	\N	2097152	af1934fb	a6a21a23cd34d0de6d3e6a5c3c2687f905d0dc2a	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16522.bin	\N	\N	2097152	55d39a57	abf7b0fc0f111f90da42463d600db9fa32e95efe	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16769.bin	\N	\N	2097152	e57429e9	8c712ab09e61ef510741a55f29b3c4e497471372	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16770.bin	\N	\N	2097152	f9fa7bfb	8aa933b74d4e05dc49987238705e50b00e5dae73	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16523.bin	\N	\N	2097152	2f484d42	0b83a3fc92b7d913a14cfb01d688c63555c17c41	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16518.bin	\N	\N	2097152	df683bf7	16afe5029591f3536b5b75d9cf50a34d0ea72c3d	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16524.bin	\N	\N	2097152	7cf05b76	0edf225a0993c2eac3df017f989f800c0c5f0c98	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16519.bin	\N	\N	2097152	facd1c81	dac8c281a5e9a6c4b60197e6676f3727264ee420	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16520.bin	\N	\N	2097152	d66bd9bd	660171674484375a27595630e5e2d2ad76a06d1a	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16525.bin	\N	\N	2097152	fb517521	33f5f37ea2e09fc73eed5388b46fdf1fa9e285e6	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16772.bin	\N	\N	2097152	f1e40699	8689592b5e928e1b24399e066ad805cd6ffc96fd	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	daytona	us16771.bin	\N	\N	2097152	a2205124	257a3675e4ef6adbf61285a5daa5954223c28cb2	\N	\N	\N	\N	\N	\N	
game	Virtua	zerogunr	\N	\N	\N	\N	\N	Zero Gunner Board A?	1997	Psikyo	\N	\N	\N	
game_rom	Virtua	zerogunr	20437	\N	\N	524288	fad30cc0	5c6222e07594b4be59b5095f7cc0a164d5895306	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20438	\N	\N	524288	ca364408	4672ebdd7d9ccab5e107fda9d322b70583246c7a	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20296	\N	\N	2097152	66e95582	4c68915c80a5fc6972a4ad558dd7d08aa004818c	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20297	\N	\N	2097152	bff696bc	2df6566a9d34e5c66e76efceb1921fe0f4848915	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20294	\N	\N	2097152	2b9d45dc	62b2dffbbb570052245d23d6626d28893416ebb0	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20295	\N	\N	2097152	274d1f1f	6308ce551051a0fe6ad07bd49a5ce83d1c430e2c	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20300	\N	\N	2097152	f1dd6188	d5057963c04b7b55c1ae79f556fb4d6a19670b53	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20301	\N	\N	2097152	52010fb2	8dce67c6f9e48d749c64b11d4569df413dc40e07	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20298	\N	\N	2097152	6708a9e5	a6eb3bbe0039cbafffbed7e59c557861501176bb	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20299	\N	\N	2097152	3fc754e5	4b373b8464b250d31a438973c687ac71e8301557	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20302	\N	\N	524288	44ff50d2	6ffec81042fd5708e8a5df47b63f9809f93bf0f8	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20303	\N	\N	2097152	c040973f	57a496c5dcc1a3931b6e41bf8d41e45d6dac0c31	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunr	20304	\N	\N	2097152	6decfe83	d73adafceff2f1776c93e53bd5677d67f1c2c08f	\N	\N	\N	\N	\N	\N	
game	Virtua	zerogunb	\N	\N	zerogunr	zerogunr	\N	Zero Gunner Board B?	1997	Psikyo	\N	\N	\N	
game_rom	Virtua	zerogunb	20439	\N	\N	524288	10125381	1e178e6bd2b1312cd6290f1be4b386f520465836	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20440	\N	\N	524288	ce872747	82bf138a42c659b675b14e41d526b1628fb46ae3	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20296	20296	\N	2097152	66e95582	4c68915c80a5fc6972a4ad558dd7d08aa004818c	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20297	20297	\N	2097152	bff696bc	2df6566a9d34e5c66e76efceb1921fe0f4848915	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20294	20294	\N	2097152	2b9d45dc	62b2dffbbb570052245d23d6626d28893416ebb0	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20295	20295	\N	2097152	274d1f1f	6308ce551051a0fe6ad07bd49a5ce83d1c430e2c	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20300	20300	\N	2097152	f1dd6188	d5057963c04b7b55c1ae79f556fb4d6a19670b53	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20301	20301	\N	2097152	52010fb2	8dce67c6f9e48d749c64b11d4569df413dc40e07	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20298	20298	\N	2097152	6708a9e5	a6eb3bbe0039cbafffbed7e59c557861501176bb	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20299	20299	\N	2097152	3fc754e5	4b373b8464b250d31a438973c687ac71e8301557	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20302	20302	\N	524288	44ff50d2	6ffec81042fd5708e8a5df47b63f9809f93bf0f8	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20303	20303	\N	2097152	c040973f	57a496c5dcc1a3931b6e41bf8d41e45d6dac0c31	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunb	20304	20304	\N	2097152	6decfe83	d73adafceff2f1776c93e53bd5677d67f1c2c08f	\N	\N	\N	\N	\N	\N	
game	Virtua	zerogunx	\N	\N	zerogunr	zerogunr	\N	Zero Gunner Board Unknown	1997	Psikyo	\N	\N	\N	
game_rom	Virtua	zerogunx	20288	\N	\N	524288	162305d5	c0d67fbb8f89daacd32bbc1ad0d55a73b60016d8	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20289	\N	\N	524288	b5acb940	e4c66c6bc9d5433b76ea12cf625fc359439144bb	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20296	20296	\N	2097152	66e95582	4c68915c80a5fc6972a4ad558dd7d08aa004818c	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20297	20297	\N	2097152	bff696bc	2df6566a9d34e5c66e76efceb1921fe0f4848915	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20294	20294	\N	2097152	2b9d45dc	62b2dffbbb570052245d23d6626d28893416ebb0	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20295	20295	\N	2097152	274d1f1f	6308ce551051a0fe6ad07bd49a5ce83d1c430e2c	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20300	20300	\N	2097152	f1dd6188	d5057963c04b7b55c1ae79f556fb4d6a19670b53	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20301	20301	\N	2097152	52010fb2	8dce67c6f9e48d749c64b11d4569df413dc40e07	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20298	20298	\N	2097152	6708a9e5	a6eb3bbe0039cbafffbed7e59c557861501176bb	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20299	20299	\N	2097152	3fc754e5	4b373b8464b250d31a438973c687ac71e8301557	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20302	20302	\N	524288	44ff50d2	6ffec81042fd5708e8a5df47b63f9809f93bf0f8	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20303	20303	\N	2097152	c040973f	57a496c5dcc1a3931b6e41bf8d41e45d6dac0c31	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	zerogunx	20304	20304	\N	2097152	6decfe83	d73adafceff2f1776c93e53bd5677d67f1c2c08f	\N	\N	\N	\N	\N	\N	
game	Virtua	gunblade	\N	\N	\N	\N	\N	Gun Blade NY	1994	Sega	\N	\N	\N	
game_rom	Virtua	gunblade	18988a	\N	\N	524288	f63f1ad2	fcfb0a4691cd7d66168c421e4e1694ecaea56ab2	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18989a	\N	\N	524288	c1c84d65	92bffbf1250c53499c37a53f9e2a054fc7bf256f	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18974	\N	\N	2097152	b820c2e9	384d7a597613be095e30c7d46be75f17c84db8ab	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18975	\N	\N	2097152	ff8594a1	a69b1bd2175f2d11e7e389e8b35da0f3cfc24f3f	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18976	\N	\N	524288	e39d5d53	57a937806eb76a11a1daeb4f7f8ad16f18b2dc33	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18977	\N	\N	524288	49581bde	3486354a0c56996474014272b2256a391d241088	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18984	\N	\N	524288	71d74775	6f38fa1640d39d8ae95f0ae3fb4538d53289dc0b	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18985	\N	\N	524288	68109072	bfa4b9ec8f9c40372d4299c621082066ff6585eb	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18980	\N	\N	2097152	ab9e8f56	11d05c69206ffa05473bb49f8cc5be55ac4425c0	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18981	\N	\N	2097152	656f9155	ce7b3b7e41819bca5f26e515dee17b5a17d0e9ba	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18982	\N	\N	2097152	12f57dec	b4258ab489a98967680a4ff633667085dc8edf43	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18983	\N	\N	2097152	aa78d949	5f61ffd1e070ca13b63313b49e312385e849123e	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18990	\N	\N	524288	02b1b0d1	759b4683dc7149e04f41ddac7bd395e8d07ea858	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18978	\N	\N	2097152	2342f14d	3d6f8937a6003fdaebc4696e605c1c5ca0e3d484	\N	\N	\N	\N	\N	\N	
game_rom	Virtua	gunblade	18979	\N	\N	2097152	125d56d4	d5aec82700e18fbe84bf6d7de68c107887ea8d76	\N	\N	\N	\N	\N	\N	
