game	ACE_v1.9	3wonders	\N	\N	\N	\N	\N	Three Wonders (World)	1991	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ddtodur1	dad.11	dad.11	\N	2097152	0c499b67	a8ebd8a1cd6dece8344b7cb0439d85843fb97616	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ddtodur1	dad.12	dad.12	\N	2097152	2f0b5a4e	8d1ebbb811aa469b0f0d29d719d2b9af28fb63a2	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	dstlk	\N	\N	\N	\N	\N	Darkstalkers: The Night Warriors (Euro 940705)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.03a	\N	\N	524288	004c9cff	9cab8ab734b29abf321b47e46271dab549bf46df	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.04a	\N	\N	524288	ae413ff2	e9b85ac04d6d1a57368c70aa24e3ab8a8d67409f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.05a	\N	\N	524288	60678756	5d10829ad7522b5de3b318dd8cbf1b506ba4c2d4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.06a	\N	\N	524288	912870b3	9c7620c7e25d236050411ba94fbc5b3b501970a3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.07a	\N	\N	524288	dabae3e8	126f8433491db36649f5e1908bbe45eb123048e4	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.08a	\N	\N	524288	2c6e3077	d8042312ec546e3e807e3ef0a14af9b4f716e415	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.09a	\N	\N	524288	f16db74b	7b7e31916a61e7fb35ec20849c6d22d74e169ec0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vame.10a	\N	\N	524288	701e2147	c0a0603e01fbed67a600b83902091c1073e2ed27	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vamex.03a	\N	\N	524288	2d1e4919	804c573caf4f93df55159ba09f237951edc18de0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vamex.04a	\N	\N	524288	e5172837	d9f06ddad9f8ba9277dc8b4afb75a3a47f7f5415	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.13	\N	\N	4194304	c51baf99	2fb6642908e542e404391eb17392f8270e87bf48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.15	\N	\N	4194304	3ce83c77	93369b23c6d7d834297434691bb047ee3dd9539c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.17	\N	\N	4194304	4f2408e0	cd49c6b3c7e6470c6058f98ccc5210b052bb13e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.19	\N	\N	4194304	9ff60250	d69ba4dc6bd37d003245f0cf3211d6e2623005b8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.14	\N	\N	1048576	bd87243c	87b33aeb72514e1228ffc27ec6dd534f14882760	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.16	\N	\N	1048576	afec855f	cd117833b8d475489b90ff44b57e2c5cb1af3af5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.18	\N	\N	1048576	3a033625	294238f30cba5cf4f8f1de951d54c2077bd95de9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.20	\N	\N	1048576	2bff6a89	8f4e131e5ce0af48fb89f98026d9f0356c7c301f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.01	\N	\N	131072	64b685d5	6c180e7420db754eca5cad17a40f5a64f5c3bd15	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.02	\N	\N	131072	cf7c97c7	109a4b56ecd59be9c3f5869de99d40619bdaef21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.11	\N	\N	2097152	4a39deb2	7e63e615869958db66a4e52a0272afee5a10e446	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlk	vam.12	\N	\N	2097152	1a3e5c03	c5a556e125d6c3d68da745b4d56cd7a851f2a23d	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	dstlka	\N	\N	dstlk	dstlk	\N	Darkstalkers: The Night Warriors (Asia 940705)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.03a	\N	\N	524288	294e0bec	e90844cd18ad431e999e606d076738384b346b9d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.04a	\N	\N	524288	bc18e128	53116cddb7123b573d76064640c3829fd978c67a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.05a	\N	\N	524288	e709fa59	824d2b22c5627b9dba046b76c1ff5a46f577eddd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.06a	\N	\N	524288	55e4d387	c8b9be072e5de44e6d50f7a80d4c79ae1449588e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.07a	\N	\N	524288	24e8f981	5dd28efa325fded290d9eb1643be83ab84a2ac8e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.08a	\N	\N	524288	743f3a8e	f7bde0f989582ba2cf93c9397cc38d3eec9ad92d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.09a	\N	\N	524288	67fa5573	2dab32cf0d361d2c52cce5eb41b389a0e32dd192	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vama.10a	\N	\N	524288	5e03d747	044ef85ca927108f5e66967819dbf7c25bb34f77	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vamax.03a	\N	\N	524288	9b7d6254	8208ee3f9da9a294f2cf2b64d42a3012673ffc85	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vamax.04a	\N	\N	524288	d9ec3a82	4afaaa38a736efb7a21f771a190a54e40b57edcc	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.13	vam.13	\N	4194304	c51baf99	2fb6642908e542e404391eb17392f8270e87bf48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.15	vam.15	\N	4194304	3ce83c77	93369b23c6d7d834297434691bb047ee3dd9539c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.17	vam.17	\N	4194304	4f2408e0	cd49c6b3c7e6470c6058f98ccc5210b052bb13e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.19	vam.19	\N	4194304	9ff60250	d69ba4dc6bd37d003245f0cf3211d6e2623005b8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.14	vam.14	\N	1048576	bd87243c	87b33aeb72514e1228ffc27ec6dd534f14882760	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.16	vam.16	\N	1048576	afec855f	cd117833b8d475489b90ff44b57e2c5cb1af3af5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.18	vam.18	\N	1048576	3a033625	294238f30cba5cf4f8f1de951d54c2077bd95de9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.20	vam.20	\N	1048576	2bff6a89	8f4e131e5ce0af48fb89f98026d9f0356c7c301f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.01	vam.01	\N	131072	64b685d5	6c180e7420db754eca5cad17a40f5a64f5c3bd15	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.02	vam.02	\N	131072	cf7c97c7	109a4b56ecd59be9c3f5869de99d40619bdaef21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.11	vam.11	\N	2097152	4a39deb2	7e63e615869958db66a4e52a0272afee5a10e446	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlka	vam.12	vam.12	\N	2097152	1a3e5c03	c5a556e125d6c3d68da745b4d56cd7a851f2a23d	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	dstlku	\N	\N	dstlk	dstlk	\N	Darkstalkers: The Night Warriors (US 940818)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.03b	\N	\N	524288	68a6343f	9e1b13e3419470b3c14065c85342b2dcf42eb4cd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.04b	\N	\N	524288	58161453	7b5674b8bdb7e3165e090105f6716073696d4bd0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.05b	\N	\N	524288	dfc038b8	1b8911033a458f2d20f740c1bd1b3a2157d24b8a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.06b	\N	\N	524288	c3842c89	38137ae2c4ec2a6523413c0891287ad7ae70f005	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.07b	\N	\N	524288	25b60b6e	8b7dc014d1953a6f4c003811ef8813d46136959d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.08b	\N	\N	524288	2113c596	6c0e5c406c08af922920500679eaa89e0b83f029	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.09b	\N	\N	524288	2d1e9ae5	1c4aced7dd0356ee445ca1e5db2c3a2ad4ee56c6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamu.10b	\N	\N	524288	81145622	66c5439b564cea4b49c47db7e095283481d962c7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamux.03b	\N	\N	524288	15ff2d3e	a9a8043430785e8b38070bacbe66601399286d37	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vamux.04b	\N	\N	524288	4cf62f1b	b5ef1c9ac163435274ae26b90632afd5df063273	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.13	vam.13	\N	4194304	c51baf99	2fb6642908e542e404391eb17392f8270e87bf48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.15	vam.15	\N	4194304	3ce83c77	93369b23c6d7d834297434691bb047ee3dd9539c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.17	vam.17	\N	4194304	4f2408e0	cd49c6b3c7e6470c6058f98ccc5210b052bb13e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.19	vam.19	\N	4194304	9ff60250	d69ba4dc6bd37d003245f0cf3211d6e2623005b8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.14	vam.14	\N	1048576	bd87243c	87b33aeb72514e1228ffc27ec6dd534f14882760	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.16	vam.16	\N	1048576	afec855f	cd117833b8d475489b90ff44b57e2c5cb1af3af5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.18	vam.18	\N	1048576	3a033625	294238f30cba5cf4f8f1de951d54c2077bd95de9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.20	vam.20	\N	1048576	2bff6a89	8f4e131e5ce0af48fb89f98026d9f0356c7c301f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.01	vam.01	\N	131072	64b685d5	6c180e7420db754eca5cad17a40f5a64f5c3bd15	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.02	vam.02	\N	131072	cf7c97c7	109a4b56ecd59be9c3f5869de99d40619bdaef21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.11	vam.11	\N	2097152	4a39deb2	7e63e615869958db66a4e52a0272afee5a10e446	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	dstlku	vam.12	vam.12	\N	2097152	1a3e5c03	c5a556e125d6c3d68da745b4d56cd7a851f2a23d	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	vampja	\N	\N	dstlk	dstlk	\N	Vampire: The Night Warriors (Japan 940705 alt)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.03a	\N	\N	524288	f55d3722	e26bbcc47a2485914d567a6cf1cddd0f668689a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.04a	\N	\N	524288	fdcbdae3	46a1251a2affbe13b200448cf77a455d840f3c9f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.05a	\N	\N	524288	6c497e92	7c1ccdfd77fb50afe024c8402376daaeab641a24	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.06a	\N	\N	524288	f1bbecb6	6adba89393e05f16f70b57085cabd6b4c20f53e8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.07a	\N	\N	524288	1067ad84	5e4cc75cfdfd512b6230c656e7304262b5143aee	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.08a	\N	\N	524288	4b89f41f	bd78f33a6d448655eecf7448921d282b302fa4cb	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.09a	\N	\N	524288	fc0a4aac	a2c79eb4dc838c238e182a4da3567ac8db3488d8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamj.10a	\N	\N	524288	9270c26b	c2a7e199a74c9f27704cf935483ebddc6da256a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamjx.03a	\N	\N	524288	2549f7bc	de2262756c61a4309a35d2548ed2cc68a7e924b7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vamjx.04a	\N	\N	524288	fe64a5cf	f58c03bc27460826718ae91faa3d4bb28237c994	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.13	vam.13	\N	4194304	c51baf99	2fb6642908e542e404391eb17392f8270e87bf48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.15	vam.15	\N	4194304	3ce83c77	93369b23c6d7d834297434691bb047ee3dd9539c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.17	vam.17	\N	4194304	4f2408e0	cd49c6b3c7e6470c6058f98ccc5210b052bb13e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.19	vam.19	\N	4194304	9ff60250	d69ba4dc6bd37d003245f0cf3211d6e2623005b8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.14	vam.14	\N	1048576	bd87243c	87b33aeb72514e1228ffc27ec6dd534f14882760	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.16	vam.16	\N	1048576	afec855f	cd117833b8d475489b90ff44b57e2c5cb1af3af5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.18	vam.18	\N	1048576	3a033625	294238f30cba5cf4f8f1de951d54c2077bd95de9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.20	vam.20	\N	1048576	2bff6a89	8f4e131e5ce0af48fb89f98026d9f0356c7c301f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.01	vam.01	\N	131072	64b685d5	6c180e7420db754eca5cad17a40f5a64f5c3bd15	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.02	vam.02	\N	131072	cf7c97c7	109a4b56ecd59be9c3f5869de99d40619bdaef21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.11	vam.11	\N	2097152	4a39deb2	7e63e615869958db66a4e52a0272afee5a10e446	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampja	vam.12	vam.12	\N	2097152	1a3e5c03	c5a556e125d6c3d68da745b4d56cd7a851f2a23d	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	vampjr1	\N	\N	dstlk	dstlk	\N	Vampire: The Night Warriors (Japan 940630)	1994	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.03	\N	\N	524288	8895bf77	7977dad8c4baf89f28668f54225233a8e759aa3e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.04	\N	\N	524288	5027db3d	64bd09f2b5fd2435d8ec86f64543b640ab08f82f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.05	\N	\N	524288	97c66fdb	fe5c099dd29797aef28a247913f8931aa8ce6160	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.06	\N	\N	524288	9b4c3426	a527535e5d23c3d12bac7617fd5d8e15c2522bbd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.07	\N	\N	524288	303bc4fd	2e3b687c725d389afa7c3e1fe8720a53d0f40269	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.08	\N	\N	524288	3dea3646	3b3f7105284a04b12b3de40633bc8f21a8d73f58	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.09	\N	\N	524288	c119a827	422864dda2a12621175350b8a130f970ed690719	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamj.10	\N	\N	524288	46593b79	ff003cc80ed4f3cfaff722b43a09076828c9a9d7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamjx.03	\N	\N	524288	f6fe646a	3f67cad0deb128418a693eca3697a12e0f6be6b0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vamjx.04	\N	\N	524288	566014e5	11ba392b2537d2a88e87b1109dab31ac442dcbaf	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.13	vam.13	\N	4194304	c51baf99	2fb6642908e542e404391eb17392f8270e87bf48	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.15	vam.15	\N	4194304	3ce83c77	93369b23c6d7d834297434691bb047ee3dd9539c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.17	vam.17	\N	4194304	4f2408e0	cd49c6b3c7e6470c6058f98ccc5210b052bb13e2	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.19	vam.19	\N	4194304	9ff60250	d69ba4dc6bd37d003245f0cf3211d6e2623005b8	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.14	vam.14	\N	1048576	bd87243c	87b33aeb72514e1228ffc27ec6dd534f14882760	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.16	vam.16	\N	1048576	afec855f	cd117833b8d475489b90ff44b57e2c5cb1af3af5	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.18	vam.18	\N	1048576	3a033625	294238f30cba5cf4f8f1de951d54c2077bd95de9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.20	vam.20	\N	1048576	2bff6a89	8f4e131e5ce0af48fb89f98026d9f0356c7c301f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.01	vam.01	\N	131072	64b685d5	6c180e7420db754eca5cad17a40f5a64f5c3bd15	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.02	vam.02	\N	131072	cf7c97c7	109a4b56ecd59be9c3f5869de99d40619bdaef21	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.11	vam.11	\N	2097152	4a39deb2	7e63e615869958db66a4e52a0272afee5a10e446	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	vampjr1	vam.12	vam.12	\N	2097152	1a3e5c03	c5a556e125d6c3d68da745b4d56cd7a851f2a23d	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ecofghtr	\N	\N	\N	\N	\N	Eco Fighters (World 931203)	1993	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uece.03	\N	\N	524288	ec2c1137	19c5b68cccd682d3996faf8c5f07a644b2384b1c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uece.04	\N	\N	524288	b35f99db	4dd5c4840406a9323431f5bda7224cadacf8b419	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uece.05	\N	\N	524288	d9d42d31	58e7438fa212655ca56cbb477ea353e1083e0933	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uece.06	\N	\N	524288	9d9771cf	d1c76672f2e0437cd1204d5552d32ed3377c1356	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uecex.03	\N	\N	524288	e0ff3d51	fe1ebbed46d44ade3b6de8d326c7d25217bda104	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uecex.04	\N	\N	524288	b9f998e8	ef617f18822546a0bf233d315a6d9edfbf704abd	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uecex.05	\N	\N	524288	12410260	19ae7d8f175804f464dd07bc6c1b7b250f511b5f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uecex.06	\N	\N	524288	d5b4b1a2	0093f805e4ca60b522586de12cdf3a7c8bea6395	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.13	\N	\N	2097152	dcaf1436	ba124cc0bb10c1d1c07592a3623add4ed054182e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.15	\N	\N	2097152	2807df41	66a9800af435055737ce50a0b0ced7c5718c2004	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.17	\N	\N	2097152	8a708d02	95ec527edc904a66e325667521b4d07d72579211	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.19	\N	\N	2097152	de7be0ef	bf8df9a31f8923f4b726ea12fe8327368463ebe1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.14	\N	\N	1048576	1a003558	64bbd89e65dc0cf6f4ab5ea93a4cc6312d0d0802	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.16	\N	\N	1048576	4ff8a6f9	03968a301417e8843d42d4e0db42aa0a3a38664b	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.18	\N	\N	1048576	b167ae12	48c552d02caad27d680aa51170560794f2a51478	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.20	\N	\N	1048576	1064bdc2	c51f75ac8d3f02a771feda0a933314a928555c4e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.01	\N	\N	131072	c235bd15	feb7cd7db9dc0b9887b33eed9796bb0205fb719d	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.11	\N	\N	2097152	81b25d39	448adfcc7d98873a48c710d857225cdd1580e5c9	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ecofghtr	uec.12	\N	\N	2097152	27729e52	a55c8159adf766dda70cb047f5ac85ce6bc0a3f3	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	ffight	\N	\N	\N	\N	\N	Final Fight (World)	1989	Capcom	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff30-36.bin	\N	\N	131072	f9a5ce83	0756ae576a1f6d5b8b22f8630dca40ef38567ea6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff35-42.bin	\N	\N	131072	65f11215	5045a467f3e228c02b4a355b52f58263ffa90113	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff31-37.bin	\N	\N	131072	e1033784	38f44434c8befd623953ae23d6e5ff4e201d6627	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff36-43.bin	\N	\N	131072	995e968a	de16873d1639ac1738be0937270b108a9914f263	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff32-32m.bin	\N	\N	524288	c747696e	d3362dadded31ccb7eaf71ef282d698d18edd722	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff05-05m.bin	\N	\N	524288	9c284108	7868f5801347340867720255f8380548ad1a65a7	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff07-07m.bin	\N	\N	524288	a7584dfb	f7b00a3ca8cb85264ab293089f9f540a8292b49c	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff01-01m.bin	\N	\N	524288	0b605e44	5ce16af72858a57aefbf6efed820c2c51935882a	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff03-03m.bin	\N	\N	524288	52291cd2	df5f3d3aa96a7a33ff22f2a31382942c4c4f1111	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff09-09.bin	\N	\N	65536	b8367eb5	ec3db29fdd6200e9a8f4f8073a7e34aef731354f	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff18-18.bin	\N	\N	131072	375c66e7	36189e23209ce4ae5d9cbabd1574540d0591e7b3	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	ffight	ff19-19.bin	\N	\N	131072	1ef137f9	974b5e72aa28b87ebfa7438efbdfeda769dedf5e	\N	\N	\N	\N	\N	\N	
game	ACE_v1.9	goalx3	\N	\N	\N	neogeo	\N	Goal! Goal! Goal!	1995	Visco	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	goal!_p1.rom	\N	\N	2097152	2a019a79	422a639e74284fef2e53e1b49cf8803b0a7e80c6	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	goal!_s1.rom	\N	\N	131072	c0eaad86	99412093c9707d51817893971e73fb8469cdc9d0	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	ng-sm1.rom	ng-sm1.rom	\N	131072	97cf998b	977387a7c76ef9b21d0b01fa69830e949a9a9626	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	goal!_m1.rom	\N	\N	65536	dd945773	2304d070864da79dceb29c64e8d71b7db0992d1e	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	goal!_v1.rom	\N	\N	2097152	ef214212	3e05ccaa2d06decb18b379b96f900c0e6b39ce70	\N	\N	\N	\N	\N	\N	
game_rom	ACE_v1.9	goalx3	goal!_c1.rom	\N	\N	4194304	d061f1f5	7cde2f4c6cc54fb0ffbe1d407831d652610a3aaf	\N	\N	\N	\N	\N	\N	
