game	DSP_v0.9	pacman	\N	\N	\N	\N	\N	Pac-Man (Midway)	1980	[Namco] (Midway license)	\N	\N	\N	
game_rom	DSP_v0.9	sonson	ssb4.b2	\N	\N	32	c8eaf234	d39dfab6dcad6b0a719c466b5290d2d081e4b58d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sonson	ssb5.b1	\N	\N	32	0e434add	238c281813d6079b9ae877bd0ced33abbbe39442	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sonson	ssb2.c4	\N	\N	256	c53321c6	439d98a98cdf2118b887c725a7759a98e2c377d9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	sonson	ssb3.h7	\N	\N	256	7d2c324a	3dcf09bd3f58bddb9760183d2c1b0fe5d77536ea	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	commando	\N	\N	\N	\N	\N	Commando (World)	1985	Capcom	\N	\N	\N	
game_rom	DSP_v0.9	commando	cm04.9m	\N	\N	32768	8438b694	e154478d8f1b635355bd777370acabe49cb9d309	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	cm03.8m	\N	\N	16384	35486542	531a85c9e03970ce037be84f2240c2df6f6e3ec1	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	cm02.9f	\N	\N	16384	f9cc4a74	ee8dd73919c6f47f62cc6d999de9510db9f79b8f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt01.5d	\N	\N	16384	505726e0	2435c87c9c9d78a6e703cf0e1f6a0288207fcd4c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt11.5a	\N	\N	16384	7b2e1b48	5d49e1d8146e4ef744445b68f35677302e875a85	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt12.6a	\N	\N	16384	81b417d3	5ec7e3f0c8069384a5f6eb39232c228b9d7b8c0c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt13.7a	\N	\N	16384	5612dbd2	9e4e1a22b6cbf60607b9a81dae34482ae55f7c47	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt14.8a	\N	\N	16384	2b2dee36	8792278464fa3da47176582025f6673a15a581e2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt15.9a	\N	\N	16384	de70babf	6717e23baf55f84d3143fb432140a7c3e102ac26	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt16.10a	\N	\N	16384	14178237	f896e71c7004349c9a46155edfd9f0aaa186065d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt05.7e	\N	\N	16384	79f16e3d	04e1f03a4d6b4cc2b81bce3a290bbb95de900d35	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt06.8e	\N	\N	16384	26fee521	2fbfc73ee860f72a20229a01d4da9f5cc2e858d3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt07.9e	\N	\N	16384	ca88bdfd	548b05460bc7983cc81f15c70e87f47d10db2812	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt08.7h	\N	\N	16384	2019c883	883c0156ceab99f4849fe36972c4162b4ac8c216	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt09.8h	\N	\N	16384	98703982	ba9a9b0dcadd4f52502828408c4a19b0bd518351	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vt10.9h	\N	\N	16384	f069d2f8	2c92300a9407470b34965021de882f1f7a84730c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vtb1.1d	\N	\N	256	3aba15a1	8b057f6e26155dd9e48bde182e680fce4519f600	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vtb2.2d	\N	\N	256	88865754	ca6dddca98baf00a65b2fb70b69cf4704ef8c831	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	commando	vtb3.3d	\N	\N	256	4c14c3f6	644ac17c7413f094ec9a15cba87bbd421b26321f	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	gng	\N	\N	\N	\N	\N	Ghosts'n Goblins (World? set 1)	1985	Capcom	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg4.bin	\N	\N	16384	66606beb	4c640f49be93c7d2b12d4d4c56c56e74099b6c2f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg3.bin	\N	\N	32768	9e01c65e	a87880d87c64a6d61313c3bc69c8d49511e0f9c3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg5.bin	\N	\N	32768	d6397b2b	39aa3cb8c229e60ac0ac410ff61e0c09dba78501	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg2.bin	\N	\N	32768	615f5b6f	7ef9ec5c2072e21c787a6bbf700033f50c759c1d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg1.bin	\N	\N	16384	ecfccf07	0a1518e19a2e0a4cc3dde4b9568202ea911b5ece	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg11.bin	\N	\N	16384	ddd56fa9	f9d77eee5e2738b7e83ba02fcc55dd480391479f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg10.bin	\N	\N	16384	7302529d	8434c994cc55d2586641f3b90b6b15fd65dfb67c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg9.bin	\N	\N	16384	20035bda	bbb1fba0eb19471f66d29526fa8423ccb047bd63	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg8.bin	\N	\N	16384	f12ba271	1c42fa02cb27b35d10c3f7f036005e747f9f6b79	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg7.bin	\N	\N	16384	e525207d	1947f159189b3a53f1251d8653b6e7c65c91fc3c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg6.bin	\N	\N	16384	2d77e9b2	944da1ce29a18bf0fc8deff78bceacba0bf23a07	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg17.bin	\N	\N	16384	93e50a8f	42d367f57bb2fdf60a0445ac1533da99cfeaa617	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg16.bin	\N	\N	16384	06d7e5ca	9e06012bcd82f98fad43de666ef9a75979d940ab	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg15.bin	\N	\N	16384	bc1fe02d	e3a1421d465b87148ffa94f5673b2307f0246afe	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg14.bin	\N	\N	16384	6aaf12f9	207a7407288182a4f3eddaea634c6a6452131182	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg13.bin	\N	\N	16384	e80c3fca	cb641c25bb04b970b2cbeca41adb792bbe142fb5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	gng	gg12.bin	\N	\N	16384	7780a925	3f129ca6d695548b659955fe538584bd9ac2ff17	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	blktiger	\N	\N	\N	\N	\N	Black Tiger	1987	Capcom	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bdu-01a.5e	\N	\N	32768	a8f98f22	f77c0d0ebf3e52a21d2c0c5004350a408b8e6d24	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bdu-02a.6e	\N	\N	65536	7bef96e8	6d05a73d8400dead78c561b904bf6ef8311e7b91	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bdu-03a.8e	\N	\N	65536	4089e157	7972b1c745057802d4fd66d88b0101eb3c03e701	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-04.9e	\N	\N	65536	ed6af6ec	bed303c51bcddf233ad0701306d557a60ce9f5a5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-05.10e	\N	\N	65536	ae59b72e	6e72214b71f2f337af236c8be891a18570cb6fbb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-06.1l	\N	\N	32768	2cf54274	87df100c65999ba1e9d358ffd0fe4bba23ae0efb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-15.2n	\N	\N	32768	70175d78	2f02be2785d1824002145ea20db79821d0393929	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-12.5b	\N	\N	65536	c4524993	9aa6c58004ca1117e5ac44ba8fc51e9128b921b8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-11.4b	\N	\N	65536	7932c86f	b3b1bc1e2b0db5c2eb8772f8a2c35129cc80d511	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-14.9b	\N	\N	65536	dc49593a	e4ef42ba9f238fd43c8217657c92896f31d3912c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-13.8b	\N	\N	65536	7ed7a122	3acc6d4c9731db0609c2e26e3bd255847149ca33	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-08.5a	\N	\N	65536	e2f17438	3e5fdae07d40febedc59c7c7c4d9c6f0d72b58b5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-07.4a	\N	\N	65536	5fccbd27	33c55aa9c12b3121ca5c3b4c39a9b152b6946461	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-10.9a	\N	\N	65536	fc33ccc6	d492626a88565c2626f98ecb1d74535f1ad68e4c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	blktiger	bd-09.8a	\N	\N	65536	f449de01	f6b40e9eb2471b89c42ab84f4214295d284db0c3	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	pitfall2	\N	\N	\N	\N	\N	Pitfall II (315-5093)	1985	Sega	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6456a.116	\N	\N	16384	bcc8406b	2e5c76886fce2c9863db7a914b85b088971aceef	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6457a.109	\N	\N	16384	a016fd2a	866f82066466bc5eaf6ab1b6f85a1c173692a1f7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6458a.96	\N	\N	16384	5c30b3e8	9048091ebf054d0ba0c6a92520ddfac38a479034	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr-6462.120	\N	\N	8192	86bb9185	89add2e3784e8f5a20b895fb2c4466bdd6c34b0c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6474a.62	\N	\N	8192	9f1711b9	c652010a8b19828f81fd101aa1ea781e250c4ec2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6473a.61	\N	\N	8192	8e53b8dd	23e04589f2b523d6b8e46d16f40e59685e27f522	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6472a.64	\N	\N	8192	e0f34a11	b7a96a1867f8bd3cc1251b5fd12991c406e62a37	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6471a.63	\N	\N	8192	d5bc805c	520afa7617e8dfd09bf469c01ac606a4a3acdc5e	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6470a.66	\N	\N	8192	1439729f	54ea6ef54be6dcc2a5d00f7f817fd8836a02b3b9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6469a.65	\N	\N	8192	e4ac6921	f95e3b368c2c6dbf8265fb314d73019fe7dcce22	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr6454a.117	\N	\N	16384	a5d96780	e0571f6fd031bbe2d971c3be7b96a017b0ea4be9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	pitfall2	epr-6455.05	\N	\N	16384	32ee64a1	21743f78735fc9105fbbfac420bdaa2965b4b56f	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	teddybb	\N	\N	\N	\N	\N	TeddyBoy Blues (315-5115, New Ver.)	1985	Sega	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6768.116	\N	\N	16384	5939817e	84d78412d3e13da493d08a40deb2ff3fd51ff9f8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6769.109	\N	\N	16384	14a98ddd	197fa05fb476c02d64e9027cde5aaac26f59b5e8	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6770.96	\N	\N	16384	67b0c7c2	b955719c954af5266e06ae7b04ff20f9dc414997	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr6748x.120	\N	\N	8192	c2a1b89d	55c5461640ccb26bed332c13adfbb99c27237bcb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6747.62	\N	\N	8192	a0e5aca7	e7d35ed5e1606a1ea8b29eeca3ca807ed163573b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6746.61	\N	\N	8192	cdb77e51	590855f41b62fe9a84db51f90242697abb603c00	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6745.64	\N	\N	8192	0cab75c3	ef9b74c62fbd81db8942f0b7aa2569a8f4843e9d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6744.63	\N	\N	8192	0ef8d2cd	cf9ebf8e3c1d0794b3d3377464f3908d4fcee6f7	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6743.66	\N	\N	8192	c33062b5	5845da895059ff0271a6ed6fd0fa1392be1ac223	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6742.65	\N	\N	8192	c457e8c5	3c1008ae8b054c198cfeb0a66534fb51beaee0f6	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6735.117	\N	\N	16384	1be35a97	7524cfa1a9c9a2e37753f119e7ac7aa3158621be	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6737.04	\N	\N	16384	6b53aa7a	b1b3ff9460b2321e72b49befa63b61c9c36fedd9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6736.110	\N	\N	16384	565c25d0	5ae524ef01138c5042b223286d65eb9043c0f0d5	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	teddybb	epr-6738.05	\N	\N	16384	e116285f	b6fb50b02a981b3b23385200045ae537092d26d6	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	wboy	\N	\N	\N	\N	\N	Wonder Boy (set 1, 315-5177)	1986	Sega (Escape license)	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7489.116	\N	\N	16384	130f4b70	4a2ea5bc06f3a240c68813be3a9f9bef2bcf4e9c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7490.109	\N	\N	16384	9e656733	2233beb874b7cb48899afe603fef567932951a88	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7491.96	\N	\N	16384	1f7d0efe	a1b4f8faf1614f4808df1292209c340f1490adbd	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7498.120	\N	\N	8192	78ae1e7b	86032f443359b0bb2766e33024ed2e320aa9bc84	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7497.62	\N	\N	8192	08d609ca	11799e9ef7e6942b304f132b404bff3ed44d524b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7496.61	\N	\N	8192	6f61fdf1	21826aebf5835b9f3d9c467c8647809c1bc0d01f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7495.64	\N	\N	8192	6a0d2c2d	8c21d7f0768e8dda2b7185f3c510cae4229a4a2e	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7494.63	\N	\N	8192	a8e281c7	a88b80a7b94ab1401bbf28d7707fdf28a5505127	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7493.66	\N	\N	8192	89305df4	7a5098624769a31e7512f56831e818bce6a18871	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7492.65	\N	\N	8192	60f806b1	f91e5868a455dff2bce3c2891a7cfd648957cd73	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7485.117	\N	\N	16384	c2891722	e4e11c0e9bd0dc121c25349493f2b13d2ff8c807	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7487.04	\N	\N	16384	2d3a421b	d70440a8703ccface3212cd9544c950b36263e8c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7486.110	\N	\N	16384	8d622c50	9a76a50204c618347d3e8eee6cda841becd906eb	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wboy	epr-7488.05	\N	\N	16384	007c2f1b	c2f1376144a49d20cb35384648e06d06978474c1	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	wbml	\N	\N	\N	\N	\N	Wonder Boy in Monster Land (English bootleg)	1987	bootleg	\N	\N	\N	
game_rom	DSP_v0.9	wbml	wbml.01	\N	\N	65536	66482638	887f93015f0effa2d0fa1f1f59082f75ac072221	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	wbml.02	\N	\N	65536	48746bb6	a0049cba53e7548afa8d7b16a7e9494e628d2a0f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	wbml.03	\N	\N	65536	d57ba8aa	16f095cb78e31af5ce76d36c20fe4c3e0d027aea	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	epr11037.126	\N	\N	32768	7a4ee585	050436106cced5dcbf40a3d94d48202eedddc3ad	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	wbml.08	\N	\N	32768	bbea6afe	ba56c6789a35eb57cd226296ebf57e9aa19ba625	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	wbml.09	\N	\N	32768	77567d41	2ac501661522615859f8a1718dbb8451272d6931	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	wbml.10	\N	\N	32768	a52ffbdd	609375112268b770a798186697ecab5853f29f89	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	epr11028.87	\N	\N	32768	af0b3972	413825f66b84c7e45aa1855131482abead8f7f3b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	epr11027.86	\N	\N	32768	277d8f1d	7854673503ed03d276abe971805a11f8c992f6d6	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	epr11030.89	\N	\N	32768	f05ffc76	f3dbb518240f86430840c3d4cda04bac79c20f69	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	epr11029.88	\N	\N	32768	cedc9c61	dbe5744f9b6f2a406b52b910dd4e133db7bce6b2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	pr11026.20	\N	\N	256	27057298	654be7abb937bb0720263ee6512e31194662effe	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	pr11025.14	\N	\N	256	41e4d86b	a86e8bb0a465d01b04410edfbb82eb96f12b909f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	wbml	pr11024.8	\N	\N	256	08d71954	df045dbfb3d669e4d42fbdba1e7191cd046f7b47	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	btime	\N	\N	\N	\N	\N	Burger Time (Data East set 1)	1982	Data East Corporation	\N	\N	\N	
game_rom	DSP_v0.9	btime	aa04.9b	\N	\N	4096	368a25b5	ed3f3712423979dcb351941fa85dce6a0a7bb16b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	aa06.13b	\N	\N	4096	b4ba400d	8c77397e934907bc47a739f263196a0f2f81ba3d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	aa05.10b	\N	\N	4096	8005bffa	d0da4e360039f6a8d8142a4e8e05c1f90c0af68a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	aa07.15b	\N	\N	4096	086440ad	4a32bc92f8ff5fbe112f56e62d2c03da8851a7b9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab14.12h	\N	\N	4096	f55e5211	27940026d0c6212d1138d2fd88880df697218627	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	aa12.7k	\N	\N	4096	c4617243	24204d591aa2c264a852ee9ba8c4be63efd97728	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab13.9k	\N	\N	4096	ac01042f	e64b6381a9298eaf74e79fa5f1ea8e9596c58a49	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab10.10k	\N	\N	4096	854a872a	3d2ecfd54a5a9d68b53cf4b4ee1f2daa6aef2123	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab11.12k	\N	\N	4096	d4848014	0a55b091cd4e7f317c35defe13d5051b26042eee	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	aa8.13k	\N	\N	4096	8650c788	d9b1ee2d1f2fd66705d497c80252861b49aa9254	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab9.15k	\N	\N	4096	8dec15e6	b72633de6268ce16742bba4dcba835df860d6c2f	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab00.1b	\N	\N	2048	c7a14485	6a0a8e6b7860859f22daa33634e34fbf91387659	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab01.3b	\N	\N	2048	25b49078	4abdcbd4f3362c3e4463a1274731289f1a72d2e6	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab02.4b	\N	\N	2048	b8ef56c3	4a03bf011dc1fb2902f42587b1174b880cf06df1	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	btime	ab03.6b	\N	\N	2048	d26bc1f3	737af6e264183a1f151f277a07cf250d6abb3fd8	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	shootout	\N	\N	\N	\N	\N	Shoot Out (US)	1985	Data East USA	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu00.b1	\N	\N	32768	090edeb6	ab849d123dacf3947b1ebd29b70a20e066911a60	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu02.c3	\N	\N	32768	2a913730	584488278d58c4d34a2eebeaf39518f87cf5eecd	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu01.c1	\N	\N	16384	8843c3ae	c58ed4acac566f890cadf62bcbcced07a59243fc	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu09.j1	\N	\N	16384	c4cbd558	0e940ae99febc1161e5f35550aa75afca88cb5e9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu11.h19	\N	\N	16384	eff00460	15daaa3d3125a981a26f31d43283faa5be26e96b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu04.c7	\N	\N	32768	ceea6b20	9fe363668db2e2759b3c531b4d7f23c65f2e8035	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu03.c5	\N	\N	32768	b786bb3e	5a209f01914ca4b206138d738a34640e0bcb3185	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu06.c10	\N	\N	32768	2ec1d17f	74f0579a5ab3daf5d1290d3c15459f0f9b67bf79	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu05.c9	\N	\N	32768	dd038b85	b1c3c1ab17c36a1c77726b5e485fc01581a4d97d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu08.c13	\N	\N	32768	91290933	60487f4eaf2e6c50b24c0f8fbd7abf92c04a342a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu07.c12	\N	\N	32768	19b6b94f	292264811206916af41d133f81dfd93c44f59a96	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	cu10.h17	\N	\N	32768	3854c877	2c8fe4591553ce798c907849e3dbd410e4fe424c	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	shootout	gb08.k10	\N	\N	256	509c65b6	4cec37065a799ced4e7b6552f267aacc7f54ffe3	\N	\N	\N	\N	\N	\N	
game	DSP_v0.9	exprraid	\N	\N	\N	\N	\N	Express Raider (US set 1)	1986	Data East USA	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz01	\N	\N	16384	dc8f9fba	cae6af54fc0081d606b6884e8873aed356a37ba9	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz00	\N	\N	32768	a81290bc	ddb0acda6124427bee691f9926c41fda27ed816e	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz02	\N	\N	32768	552e6112	f8412a63cab0aa47321d602f69bf534426c6aa5d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz07	\N	\N	16384	686bac23	b6c96ed40e90a8ba32c2e78a65f9589d387b0254	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz09	\N	\N	32768	1ed250d1	c98b0440e4319308e683e857bbfeb6a150c76ff3	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz08	\N	\N	32768	2293fc61	bf81db375f5424396559dcf0e04d34a52f6a020a	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz13	\N	\N	32768	7c3bfd00	87b48e09aaeacf78f3260df893b0922e25d10a5d	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz12	\N	\N	32768	ea2294c8	bc996351921e68e6237cee2d29fee882931ce0ea	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz11	\N	\N	32768	b7418335	e9d08ee651b9221c371e2629a757bceca7b6192b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz10	\N	\N	32768	2f611978	fb60be573184d2af1dfdd543e68eeec53f2788f2	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz04	\N	\N	32768	643a1bd3	b23631d96cb413808f65f3ebe8fe6539b6140606	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz05	\N	\N	32768	c44570bf	3e9b8b6b36c7f5ae016dba3987ea19a29bd5ee5b	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz06	\N	\N	32768	b9bb448b	84974b1f3a5b58cd427d874f805a6dd9244c1101	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz03	\N	\N	32768	6ce11971	16bfa69b3ad02253e81c8110c9b840be03952790	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz17.prm	\N	\N	256	da31dfbc	ac476440864f538918f7bef2e1db82fd19195f89	\N	\N	\N	\N	\N	\N	
game_rom	DSP_v0.9	exprraid	cz16.prm	\N	\N	256	51f25b4c	bfcca57613fbb22919e00db1f6a8c7ca50faa60b	\N	\N	\N	\N	\N	\N	
