game	Retrocade_v1.2_b2	1942	\N	\N	\N	\N	\N	1942	1984	Capcom	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	4900.5n	\N	\N	4096	09acc978	2b264aaeb6eba70ad91593413dca733990e5467b	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	5000.5m	\N	\N	4096	e571e959	9c81d7bec73bc605f7dd9a089171b0f34c4bb09a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	5100.5l	\N	\N	4096	17ac9511	266f3fae90d2fe38d109096d352863a52b379899	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	5200.5e	\N	\N	4096	e869219c	425614cd0642743a82ef9c1aada29774a92203ea	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	5300.5d	\N	\N	4096	a956d3c5	c5a9d7b1f9b4acda8fb9762414e085cb5fb80c9e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	bosco.4m	\N	\N	256	4e15d59c	3542ead6421d169c3569e121ec2be304e108787c	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	bosco.6b	\N	\N	32	d2b96fb0	54c100ec9d173d7dd48a453ebed5f625053cb6e0	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bosco	bosco.spr	\N	\N	256	ee8ca3a8	48d5d9e8c9ca966edad0d5198bb445f6ecceb037	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	boxingb	\N	\N	\N	\N	\N	Boxing Bugs	1981	Cinematronics	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u1a	\N	\N	4096	d3115b0f	9448e7ac1cdb5c7e0739623151be230ab630c4ea	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u1b	\N	\N	4096	3a44268d	876ebe942ded787cfe357563a33d3e26a1483c5a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u2a	\N	\N	4096	c97a9cbb	8bdeb9ee6b24c0a4554bbf4532a43481a0360019	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u2b	\N	\N	4096	98d34ff5	6767a02a99a01712383300f9acb96cdeffbc9c69	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u3a	\N	\N	4096	5bb3269b	a9dbc91b1455760f10bad0d2ccf540e040a00d4e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u3b	\N	\N	4096	85bf83ad	9229042e39c53fae56dc93f8996bf3a3fcd35cb8	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u4a	\N	\N	4096	25b51799	46465fe62907ae66a0ce730581e4e9ba330d4369	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	boxingb	u4b	\N	\N	4096	7f41de6a	d01dffad3cb6e76c535a034ea0277dce5801c5f1	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	bubbles	\N	\N	\N	\N	\N	Bubbles	1982	Williams	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.10b	\N	\N	4096	26e7869b	db428e79fc325ae3c8cab460267c27cdbc35a3bd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.11b	\N	\N	4096	5a5b572f	f0c3a330abf9c8cfb6007ee372409450d2a15a93	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.12b	\N	\N	4096	ce22d2e2	be4b9800c846660ce2b2ddd75ad872dcf174979a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.1b	\N	\N	4096	8234f55c	4d60942320c03ae50b0b17267062a321cf49e240	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.2b	\N	\N	4096	4a188d6a	2788c4a21659799e59ab82bc8d1864a3abe3b6d7	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.3b	\N	\N	4096	7728f07f	2a2c6dd8c2196dcd5e71b38554a56ee03d2aa454	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.4b	\N	\N	4096	040be7f9	de4d212cd2967b2dcd7b2c09dea2c1b06ce4c5bd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.5b	\N	\N	4096	0b5f29e0	ae52f8c69c8b821abb458288c8ee0bc6c28fe535	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.6b	\N	\N	4096	4dd0450d	d55aa8fb8f2974ce5ba7155b01bc3e3622f202af	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.7b	\N	\N	4096	e0a26ec0	2da6213df6c15735a8bbd6750cfb1a1b6232a6f5	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.8b	\N	\N	4096	4fd23d8d	9d71caa30bc3f4151789279d21651e5a4fe4a484	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.9b	\N	\N	4096	b48559fb	551a49a12353044dbbf28dba2bd860c2d00c50bd	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	bubbles	bubbles.snd	\N	\N	4096	689ce2aa	b70d2553f731f9a20ddaf9af2f93b7e9c44d4d99	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	btime	\N	\N	\N	\N	\N	Burgertime	1982	Data East (Bally Midway license)	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab00.1b	\N	\N	2048	c7a14485	6a0a8e6b7860859f22daa33634e34fbf91387659	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab01.3b	\N	\N	2048	25b49078	4abdcbd4f3362c3e4463a1274731289f1a72d2e6	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab02.4b	\N	\N	2048	b8ef56c3	4a03bf011dc1fb2902f42587b1174b880cf06df1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab03.6b	\N	\N	2048	d26bc1f3	737af6e264183a1f151f277a07cf250d6abb3fd8	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab04.9b	\N	\N	4096	797e5f75	35ea5fa4b8f3494adf7774b3946ed2540ac826ff	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab05.10b	\N	\N	4096	b0d3640f	6ba28971714ece6f1c04fa2dbf1f9f216ded7cfa	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab05a1.12b	\N	\N	4096	0a98b230	aeee4f6f0aaa27575b80261d03c5453cc6ebd646	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab06.13b	\N	\N	4096	c77f3f64	f283087fad0a102fe92be7ce80ed18e64dc93b67	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab07.15b	\N	\N	4096	a142f862	39d7ef172d18874885f1b1542e885cc4287dc344	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab10.10k	\N	\N	4096	854a872a	3d2ecfd54a5a9d68b53cf4b4ee1f2daa6aef2123	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab11.12k	\N	\N	4096	d4848014	0a55b091cd4e7f317c35defe13d5051b26042eee	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab12.7k	\N	\N	4096	6c79f79f	338009199b5889621693833d88c35abb8e9e38a2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab13.9k	\N	\N	4096	ac01042f	e64b6381a9298eaf74e79fa5f1ea8e9596c58a49	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab14.12h	\N	\N	4096	f55e5211	27940026d0c6212d1138d2fd88880df697218627	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab8.13k	\N	\N	4096	70b35bbe	ee8d70d6792ac4b8fe3de90c665457fedb94a7ba	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	btime	ab9.15k	\N	\N	4096	8dec15e6	b72633de6268ce16742bba4dcba835df860d6c2f	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	centiped	\N	\N	\N	\N	\N	Centipede	1980	Atari	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	centiped	centiped.211	\N	\N	2048	880acfb9	6c862352c329776f2f9974a0df9dbe41f9dbc361	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	centiped	centiped.212	\N	\N	2048	b1397029	974c03d29aeca672fffa4dfc00a06be6a851aacb	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	centiped	centiped.307	\N	\N	2048	5ab0d9de	8ea6e3304202831aabaf31dbd0f970a7b3bfe421	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	centiped	centiped.308	\N	\N	2048	4c07fd3e	af4fdbf32c23b1864819d620a874e7f205da3cdb	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	centiped	centiped.309	\N	\N	2048	ff69b424	689fa560d40a384dcbcad7c8095bc12e91875580	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	centiped	centiped.310	\N	\N	2048	44e40fa4	c557db83876afc8ab52047ab1a3c3bfef34d6351	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	cloak	\N	\N	\N	\N	\N	Cloak And Dagger	1983	Atari	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.305	\N	\N	4096	ee443909	802c5839be9e9e33c75ca7318043ecdb7b82f721	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.306	\N	\N	4096	d708b132	d57acdcfb7b3de65f0162bdc041efff4c7eeff18	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.307	\N	\N	4096	c42c84a4	6f241e772f8b46c8d3acad2e967f1ab530886b11	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.308	\N	\N	4096	4fe13d58	b21a32b2ff5363ab35fd1438344a04deb4077dbc	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.501	\N	\N	8192	c2dbef1b	3bab091afb846ea5f09200e3b44dc8dd430993fe	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.502	\N	\N	8192	316d0c7b	58e50661c077415d9465d85c015b8238b4552304	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.503	\N	\N	16384	b9c291a6	b3e310110c6d76fa11c44561eb8281aec5f2d1ae	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.504	\N	\N	16384	d014a1c0	76c375ccbd0956779942a72ad2e3c3b8c6203ab3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.509	\N	\N	8192	46c021a4	8ed7efca766611d433a4fec16ae9c05131a157f4	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.510	\N	\N	8192	8c9cf017	19e404354418f95ed7079420fe51110f30e349ed	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.511	\N	\N	8192	66fd8a34	9597a02a20113baea656ad5d581311abc2865fb1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.512	\N	\N	8192	48c8079e	b4b74115e58d67de2f50c1a6a39f34f116f0df29	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.513	\N	\N	8192	13f1cbab	c016db6c0ca6d72ca8425d807d95f43dc87e6788	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.514	\N	\N	8192	6f8c7991	bd6f838b224abed78fbdb7da17baa892289fc2f2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	cloak	136023.515	\N	\N	8192	835438a0	27f320b74e7bdb29d4bc505432c96284f482cacc	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	crater	\N	\N	\N	\N	\N	Crater Raider	1984	Bally Midway	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.10d	\N	\N	8192	44ae4cbd	2188bf697f1b3fcbb2ad6cbd4d9098e3b8d56a95	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.10g	\N	\N	4096	6fe53c8d	ceb04916af42d58f3173e5986756a0db8be11999	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.3a	\N	\N	8192	9d73504a	23633ce43745c12b59916b85ca92a98e889b884e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.4a	\N	\N	8192	42a47dff	cb936ac7ba3dd740c626a11bd6ee3c87dad4e311	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.5a	\N	\N	8192	2fe4a6e1	329cf9f71b7cbf2a13a05f9cd3397d73c69da893	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.6a	\N	\N	8192	d0659042	8f28155eb2725eaf6d1c410f76a88969541aeef3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.6d	\N	\N	8192	ad31f127	d03506570cd08bcdb39d7c6b9de4f9628c7373e9	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.7d	\N	\N	8192	3743c78f	05605041c7a5ef2a8271cc3dd1aae4c82c8797eb	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.8d	\N	\N	8192	c95f9088	2162c4ef2cc29857b10d64ec9e09ca6d086fa9e7	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crcpu.9d	\N	\N	8192	a03c4b11	6a442a0828942dc51dbe0d3f19be855a52c12f39	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crsnd1.a8	\N	\N	4096	90bf2c4c	7adfbf2251b5d46043d614554320e2fe544cc570	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crsnd2.a9	\N	\N	4096	3b8deef1	a14186a33a7b5ca07086ce44fb1c8c64900654d0	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crsnd3.a10	\N	\N	4096	05803453	1bba85e6494b4f67cea82d61e6cd341337bca998	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crsnd4.a7	\N	\N	4096	fd666cb5	257174266e264db8ac9af5f2296fd0a22847f85f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a10	\N	\N	16384	7a22d6bc	c7f97bdf13d52665e61d83b7a8f1621c6df0dbf2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a3	\N	\N	16384	2c2f5b29	f7c4caabd116d3f861e70c6740cd058479477da7	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a4	\N	\N	16384	579a8e36	1053234b82877f0f8d1a2ce745b853899cfbcc22	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a5	\N	\N	16384	9bdec312	3a3b44d4f73aad1f0ab2591be479f8472583f20a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a6	\N	\N	16384	5bf954e0	8ff9549a0b5d7e6ad4671c29bf04bb9c26a995ad	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a7	\N	\N	16384	9fa307d5	ec9ba9c372d62132f02e2a87ed5f602c360755e9	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a8	\N	\N	16384	4b913498	8aa83fd6f60d6176a8781a906ba75c663ac3f3cb	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crater	crvid.a9	\N	\N	16384	811f152d	f9dee6f95d903a41890fe58bfc0528fecb1d6902	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	crush	\N	\N	\N	\N	\N	Crush Roller	1981	Kural Samno Electric	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr1	\N	\N	2048	f276592e	68ebb7d9f70af868d99ec42c26bc55a54ba1f22c	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr2	\N	\N	2048	25f42e70	66de8203c364fd90e8a2b5749c2e40665b2f5830	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr3	\N	\N	2048	8377b4cb	f828a177f22db9093a00c31e39e16214ce0dc6de	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr4	\N	\N	2048	90b28fa3	ff58d2dfb016397daabe2996bc3a7b63d28a4cca	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr5	\N	\N	2048	3d302abe	8ca5cd82d099b55e20f785489158231a1d99a430	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr6	\N	\N	2048	98279cbe	84b5e64bdbc25afab9b6f53e1719640e21a6feba	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr7	\N	\N	2048	d8e76c8c	7c3d7eb07b9256130141f71eba722f7823fd4c32	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cr8	\N	\N	2048	10854e1b	b3b9066d9a43796185c00ae12f7bb2bbf42e3a07	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	cra	\N	\N	2048	c7617198	95b204af0345163f93811cc770ee0ca2851a39c1	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	crb	\N	\N	2048	d1899f05	dce755511b6262b984a2bca329f454892e486a09	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	crc	\N	\N	2048	e129d76a	c9256795c6d0929ade1f24b372dadc2a2b88d897	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	crush	crd	\N	\N	2048	d35d1caf	65dd7861e05651485626465dc97215fed58db551	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	ccastles	\N	\N	\N	\N	\N	Crystal Castles	1983	Atari	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.101	\N	\N	8192	e2e17236	81fa95b4d9beacb06d6b4afdf346d94117396557	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.102	\N	\N	8192	f6ccfbd4	69c3da2cbefc5e03a77357e817e3015da5d8334a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.106	\N	\N	8192	9d1d89fc	01c279edee322cc28f34506c312e4a9e3363b1be	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.107	\N	\N	8192	39960b7d	82bdf764ac23e72598883283c5e957169387abd4	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.303	\N	\N	8192	10e39fce	5247f52e14ccf39f0ec699a39c8ebe35e61e07d2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.304	\N	\N	8192	74510f72	d22550f308ff395d51869b52449bc0669a4e35e4	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	ccastles	ccastles.305	\N	\N	8192	9418cf8a	1f835db94270e4a16e721b2ac355fb7e7c052285	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	defender	\N	\N	\N	\N	\N	Defender	1980	Williams	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.10	\N	\N	2048	a543b167	9292b94b0d74e57e03aada4852ad1997c34122ff	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.11	\N	\N	2048	9deaf6d9	59b018ba0f3fe6eadfd387dc180ac281460358bc	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.12	\N	\N	2048	f1f88938	26e48dfeefa0766837b1e762695b9532dbc8bc5e	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.1	\N	\N	2048	c3e52d7e	a57f5278ffe44248fc73f9925d107f4024ad981a	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.2	\N	\N	4096	89b75984	a9481478da38f99efb67f0ecf82d084e14b93b42	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.3	\N	\N	4096	94f51e9b	a24cfc55de56a72758c76fe2a55f1ec6c353b16f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.4	\N	\N	2048	9a72348b	ed6ce796702ff32209ced3cb1ba3837dbafa526f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.6	\N	\N	2048	65f4efd1	a960fd1559ed74b81deba434391e49fc6ec389ca	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.7	\N	\N	2048	339e092e	2f89951dbe55d80df43df8dcf497171f73e726d3	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.8	\N	\N	2048	b649e306	9d7bc3c89e5a53c575946f06702c722b864b1ff0	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.9	\N	\N	2048	6870e8a5	67ccc194b1753a18af0c85f5e603355549c4f727	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	defender	defend.snd	\N	\N	2048	fefd5b48	ceb0d18483f0691978c604db94417e6941ad7ff2	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	destderb	\N	\N	\N	\N	\N	Demolition Derby	1984	Bally Midway	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_bg0.6f	\N	\N	8192	cf80be19	a2ab09ee2dc76fab472fec7520ed972ccc10e826	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_bg1.5f	\N	\N	8192	4e173e52	ac5ae8007a63f9c074444783c1058109327dd118	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-0.a4	\N	\N	16384	e57a4de6	d1b2396a85b984e171d751ef8e1cf970ac4ff9fb	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-1.a6	\N	\N	16384	70259651	55967aaf2a7617c8f5a199d1e07128d79ce16970	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-2.a8	\N	\N	16384	6cab7b95	8faff7458ab5ff2dd096dd78b1449a4096cc6345	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-3.a10	\N	\N	16384	801d9b86	5a8c72d1060eea1a3ad67b98aa6eff13f6837af6	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-4.a3	\N	\N	16384	55aa667f	d611dbf9e8ef383d02514b0edb9ea36670193bf0	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-5.a5	\N	\N	16384	5fe99007	9d640b4715333efdc6300dc353991d6934929399	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-6.a7	\N	\N	16384	abfb9a8b	14ab416bc76db25ad97353c9072048c64ec95344	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_fg-7.a9	\N	\N	16384	0ec3f60a	4176b246b0ea7bce9498c20e12678f16f7173529	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_pro1	\N	\N	16384	4c713bfe	493b6ba01e86e7586ad123c53cf7f0a0c191d670	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_pro2	\N	\N	16384	c2cbd2a4	fa642b2f61ff5529ab688a43c1dc14357a4eba6f	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_pro	\N	\N	16384	8781b367	52fe4f4e3fa0370284845d88bc7b30a95c962b22	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_ssio.a7	\N	\N	4096	c95cf31e	d1b0e299a27e306ddbc0654fd3a9d981c92afe8c	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	destderb	dd_ssio.a8	\N	\N	4096	12aaa48e	c6b835fc45e4484a4d52b682ce015caa242c8b4f	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	demon	\N	\N	\N	\N	\N	Demon	1982	Rock-ola	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	demon	demon.7p	\N	\N	4096	1109e2f1	c779b6af1ca09e2e295fc9a0e221ddf283b683ed	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	demon	demon.7r	\N	\N	4096	64b515f0	2dd9a6d784ec1baf31e8c6797ddfdc1423c69470	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	demon	demon.7t	\N	\N	4096	866596c1	65202dcd5c6bf6c11fe76a89682a1505b1870cc9	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	demon	demon.7u	\N	\N	4096	d447a3c3	32f6fb01231aa4f3d93e32d639a89f0cf9624a71	\N	\N	\N	\N	\N	\N	
game	Retrocade_v1.2_b2	digdug	\N	\N	\N	\N	\N	Dig Dug	1982	[Namco] (Atari license)	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.101	\N	\N	4096	b9198079	1d3fe04020f584ed250e32fdc6f6a3b769342884	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.102	\N	\N	4096	b2acbe49	c8f713e8cfa70d3bc64d3002ff7bffc65ee138e2	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.103	\N	\N	4096	d6407b49	0e71a8f02778286488865e20439776dbb2a8ec78	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.104	\N	\N	4096	b3ad42c3	83ea80f0dd42ec1cb62e6ed45d5dda43ed21f567	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.105	\N	\N	4096	0a2aef4a	ef40974fde8e8c305059e1dd03ea811a6aaca737	\N	\N	\N	\N	\N	\N	
game_rom	Retrocade_v1.2_b2	digdug	136007.106	\N	\N	4096	a2876d6e	08e8ac50918ae32dd6fb34e65534652beb0395b2	\N	\N	\N	\N	\N	\N	
