game	NeoRAGEx_v0.6b	2020bb	\N	\N	\N	neogeo	\N	2020 Super Baseball (set 1)	1991	SNK / Pallas	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	flipshot	flip_m1.rom	\N	\N	131072	a9fe0144	4cc076ecce9216a373f3dcd7ba28a03d6050e522	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	flipshot	flip_v1.rom	\N	\N	2097152	42ec743d	f45b5167ebcbd59300f4e5b05448cd421654102a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	flipshot	flip_c1.rom	\N	\N	2097152	c9eedcb2	7627f2810322c146511525eb70b573a6a5ede926	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	flipshot	flip_c2.rom	\N	\N	2097152	7d6d6e87	6475b58b9f91c20d1f465f3e892de0c68e12a92b	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	galaxyfg	\N	\N	\N	neogeo	\N	Galaxy Fight - Universal Warriors	1995	Sunsoft	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_p1.rom	\N	\N	2097152	45906309	cdcd96a564acf42e959193e139e149b29c103e25	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_s1.rom	\N	\N	131072	72f8923e	da908bffc2b5d8baa2002dbb5bfb3aa17d2472b7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_m1.rom	\N	\N	131072	8e9e3b10	7c44d1dbd4f8d337c99e90361d1dab837df85e31	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_v1.rom	\N	\N	2097152	e3b735ac	e16dfac09aef8115a20bae0bef8c86d4e7d0dc4a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_v2.rom	\N	\N	2097152	6a8e78c2	f60b1f8a3a945f279a582745e82f37278ce5d83b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_v3.rom	\N	\N	1048576	70bca656	218b7079c90898e7faa382b386e77f81f415e7ac	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c1.rom	\N	\N	2097152	c890c7c0	b96c18a41c34070a4f24ca77cb7516fae8b0fd0c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c2.rom	\N	\N	2097152	b6d25419	e089df9c9a9645f706e501108d634f4d222622a2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c3.rom	\N	\N	2097152	9d87e761	ea1b6d7c9d5ef3a9b48968bde5a52d5699d591cc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c4.rom	\N	\N	2097152	765d7cb8	7b9c86714d688602064d928c9d2b49d70bb7541e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c5.rom	\N	\N	2097152	e6b77e6a	db3b8fc62a6f21c6653621c0665450d5d9a9913d	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c6.rom	\N	\N	2097152	d779a181	2761026abd9698a7b56114b76631563abd41fd12	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c7.rom	\N	\N	1048576	4f27d580	c0f12496b45b2fe6e94aa8ac52b0157063127e0a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	galaxyfg	galfi_c8.rom	\N	\N	1048576	0a7cc0d8	68aaee6341c87e56ce11acc1c4ec8047839fe70d	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	goalx3	\N	\N	\N	neogeo	\N	Goal! Goal! Goal!	1995	Visco	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_p1.rom	\N	\N	2097152	2a019a79	422a639e74284fef2e53e1b49cf8803b0a7e80c6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_s1.rom	\N	\N	131072	c0eaad86	99412093c9707d51817893971e73fb8469cdc9d0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_m1.rom	\N	\N	65536	dd945773	2304d070864da79dceb29c64e8d71b7db0992d1e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_v1.rom	\N	\N	2097152	ef214212	3e05ccaa2d06decb18b379b96f900c0e6b39ce70	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_c1.rom	\N	\N	4194304	d061f1f5	7cde2f4c6cc54fb0ffbe1d407831d652610a3aaf	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_c2.rom	\N	\N	4194304	3f63c1a2	3ce2c66fb2bee3face976e9f8973ccc483101ae5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_c3.rom	\N	\N	1048576	5f91bace	3864be27dce6d8f8828d3bf09bfc8116116a2b56	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	goalx3	goal!_c4.rom	\N	\N	1048576	1e9f76f2	b57fdc226bfe328b8848127fb4292295f1287bf6	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	gowcaizr	\N	\N	\N	neogeo	\N	Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer	1995	Technos	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_p1.rom	\N	\N	2097152	33019545	213db6c0b7d24b74b809854f9c606dbea1d9ba00	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_s1.rom	\N	\N	131072	2f8748a2	5cc723c4284120473d63d8b0c1a3b3be74bdc324	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_m1.rom	\N	\N	131072	78c851cb	a9923c002e4e2171a564af45cff0958c5d57b275	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_v1.rom	\N	\N	2097152	6c31223c	ede3a2806d7d872a0f737626a23ecce200b534e6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_v2.rom	\N	\N	2097152	8edb776c	a9eac5e24f83ccdcf303d63261747b1bad876a24	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_v3.rom	\N	\N	1048576	c63b9285	6bbbacfe899e204e74657d6c3f3d05ce75e432f1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c1.rom	\N	\N	2097152	042f6af5	1c50df6a1a53ffb3079ea0a19c746f5c9536a3ed	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c2.rom	\N	\N	2097152	0fbcd046	9a6dc920a877f27424477c3478907b23afbaa5ea	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c3.rom	\N	\N	2097152	58bfbaa1	4c6f9cf138c5e6dfe89a45e2a690a986c75f5bfc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c4.rom	\N	\N	2097152	9451ee73	7befee4a886b1d7493c06cefb7abf4ec01c14a8b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c5.rom	\N	\N	2097152	ff9cf48c	5f46fb5d0812275b0006919d8540f22be7c16492	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c6.rom	\N	\N	2097152	31bbd918	7ff8c5e3f17d40e7a8a189ad8f8026de55368810	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c7.rom	\N	\N	2097152	2091ec04	a81d4bdbef1ac6ea49845dc30e31bf9745694100	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gowcaizr	vfgow_c8.rom	\N	\N	2097152	0d31dee6	4979aa3daa7e490fbe39e7b3c70cbb2ef7551c5f	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	gpilots	\N	\N	\N	neogeo	\N	Ghost Pilots	1991	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.038	\N	\N	524288	fc5837c0	1eb46c21b17130238a1453c219e006ea150370ee	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.03c	\N	\N	524288	47a641da	d369ee64fd70d705355df71766b72c402a236e24	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.178	\N	\N	524288	8cc44140	0a88d8962e057bf0cabd4819d4ba67e093c49b82	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.17c	\N	\N	524288	415c61cd	638e5fd9b02b4553df42f00188a7ac52a5a7bf84	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.278	\N	\N	524288	7abf113d	5b2a0e70f2eaf4638b44702dacd4cb17838fb1d5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.378	\N	\N	131072	a6d83d53	9a8c092f89521cc0b27a385aa72e29cbaca926c5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.478	\N	\N	65536	fc05fb8b	bab6e6af4a60ffebff25951eca4177ece68875a4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.538	\N	\N	524288	92b8ee5f	ff45ca2eed87863f3725d5dadd5f55ac39af033e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.53c	\N	\N	524288	8c8e42e9	9aa2abd11358933d72dc52ae8d0214e3b350c83b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.638	\N	\N	524288	05733639	a5f2639853ea53ec3ff91fe37fdb9e628a497883	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001a.63c	\N	\N	524288	347fef2b	8b4c7ab7d9cfda8e588d8e0f4796ce163b468407	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001b.178	\N	\N	524288	4a9e6f03	d3ac11f333b03d8a318921bdaefb14598e289a14	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001b.538	\N	\N	524288	4f12268b	fa531734c9dbba62e35cb29eb40d80a219d87c54	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001b.53c	\N	\N	524288	7c3c9c7e	43a15669788384024ac173e1f89e53a2bdd630d2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001b.638	\N	\N	524288	2c586176	0e28a27d59ae2ec6a9d1ff822244bfa4f960f338	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gpilots	n058001b.63c	\N	\N	524288	9b2eee8b	420156256d5b628a62ea612edd526d293d2c7abc	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	gururin	\N	\N	\N	neogeo	\N	Gururin	1994	Face	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	gurin_p1.rom	\N	\N	524288	4cea8a49	cea4a35db8de898e30eb40dd339b3cbe77ac0856	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	gurin_s1.rom	\N	\N	131072	4f0cbd58	509bad8416a057d5239439e775640b71ccf09ef7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	gurin_m1.rom	\N	\N	65536	833cdf1b	3a92c79adbe0d37956ea46a4746d6f1cbf7d2c14	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	gurin_v1.rom	\N	\N	524288	cf23afd0	10f87014ee10613f92b04f482f449721a6379db7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	gurin_c1.rom	\N	\N	2097152	35866126	e4b24670ccc7901af5f66b11b15fae4e67f843ab	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	gururin	gurin_c2.rom	\N	\N	2097152	9db64084	68a43c12f63f5e98d68ad0902a6551c5d30f8543	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	irrmaze	\N	\N	\N	neogeo	\N	The Irritating Maze / Ultra Denryu Iraira Bou	1997	SNK / Saurus	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_p1.rom	\N	\N	2097152	6d536c6e	87d66683304a6617da8af7dfdfcbf4a3ab63056a	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_s1.rom	\N	\N	131072	5d1ca640	40a9668a1742a44597a07ce72273d17119815637	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_bios.rom	\N	\N	131072	853e6b96	de369cb4a7df147b55168fa7aaf0b98c753b735e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_m1.rom	\N	\N	131072	880a1abd	905afa157aba700e798243b842792e50729b19a0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_v1.rom	\N	\N	2097152	5f89c3b4	dc8fd561cf8dfdd41696dcf14ea8d2d0ac4eec4b	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_v2.rom	\N	\N	1048576	1e843567	30d63887b4900571025b3077b9e41099a59c3ad9	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_c1.rom	\N	\N	4194304	c1d47902	727001c34f979226fc8f581113ce2aaac4fc0d42	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	irrmaze	im_c2.rom	\N	\N	4194304	e15f972e	6a329559c57a67be73a6733513b59e9e6c8d61cc	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	janshin	\N	\N	\N	neogeo	\N	Jyanshin Densetsu - Quest of Jongmaster	1994	Aicom	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	jans-p1.rom	\N	\N	1048576	7514cb7a	da512c0a8e8160a9db7f956e351245327c38eaf1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	jans-s1.rom	\N	\N	131072	8285b25a	d983640cda3e346e38469b4d3ec8048b116a7bb7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	jans-m1.rom	\N	\N	65536	e191f955	fc19705644ffb3d1ae76bcf2b6b78fef05bcf701	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	jans-v1.rom	\N	\N	2097152	f1947d2b	955ff91ab24eb2a7ec51ff46c9f9f2ec060456b2	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	jans-c1.rom	\N	\N	2097152	3fa890e9	e73d2802bacfbc2b2b16fbbedddde17488e4bbde	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	janshin	jans-c2.rom	\N	\N	2097152	59c48ad8	2630817e735a6d197377558f4324c1442803fe15	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	joyjoy	\N	\N	\N	neogeo	\N	Puzzled / Joy Joy Kid	1990	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.038	\N	\N	524288	ea512c9f	094d8c06a1038dd38b74ced3d213a52b340062a6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.178	\N	\N	524288	66c1e5c4	7e85420021d4c39c36ed75a1cec567c5610ffce0	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.278	\N	\N	524288	8ed20a86	d15cba5eac19ea56fdd4877541f1bb3eb755ebba	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.378	\N	\N	131072	6956d778	e3757776d60dc07d8e07c9ca61b223b14732f860	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.478	\N	\N	65536	058683ec	2aff3dc18d078911ed3a09d48664faf5958b4ab5	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.538	\N	\N	524288	cb27be65	bdadc0da89026af3ed0dc6a18f2449c0cb24ee0c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	joyjoy	n022001a.638	\N	\N	524288	7e134979	e33b30e39283963e8e806ccd12d9559de27c8bbe	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	kabukikl	\N	\N	\N	neogeo	\N	Kabuki Klash - Far East of Eden / Tengai Makyou Shinden - Far East of Eden	1995	Hudson	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_p1.rom	\N	\N	2097152	28ec9b77	7cdc789a99f8127f437d68cbc41278c926be9efd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_s1.rom	\N	\N	131072	a3d68ee2	386f6110a16967a72fbf788f9d968fddcdcd2889	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_m1.rom	\N	\N	131072	91957ef6	7b6907532a0e02ceb643623cbd689cf228776ed1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_v1.rom	\N	\N	2097152	69e90596	1a2007d7784b3ce90d115980c3353862f1664d45	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_v2.rom	\N	\N	2097152	7abdb75d	0bff764889fe02f37877514c7fc450250839f632	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_v3.rom	\N	\N	2097152	eccc98d3	b0dfbdb1ea045cb961323ac6906ab342256c3dc7	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_v4.rom	\N	\N	1048576	a7c9c949	574bc55b45e81ce357b14f5992426115de25cd35	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_c1.rom	\N	\N	4194304	4d896a58	03567f31de0fa947264f49817370345e7023c2c4	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_c2.rom	\N	\N	4194304	3cf78a18	82ab69d0899ed2d79e2097f842883dbd542c6f59	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_c3.rom	\N	\N	4194304	58c454e7	64dca760e473fabada869037d6c24cbc58663911	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kabukikl	klash_c4.rom	\N	\N	4194304	e1a8aa6a	3e33d6e0d6a0feb8cc43dc511a2792922742547d	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	karnovr	\N	\N	\N	neogeo	\N	Karnov's Revenge / Fighter's History Dynamite	1994	Data East Corporation	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_p1.rom	\N	\N	1048576	8c86fd22	8cf97c6fb9c5717167ccc54bf5856248ccaf32c6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_s1.rom	\N	\N	131072	bae5d5e5	aa69d9b235b781ec51f72a528fada9cb12e72cbc	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_m1.rom	\N	\N	131072	030beae4	ceb6ee6c09514504efacdbca7b280901e4c97084	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_v1.rom	\N	\N	2097152	0b7ea37a	34e7d4f6db053674a7e8c8b2e3e398777d5b02e6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_c1.rom	\N	\N	2097152	09dfe061	ca4c0f0ce80967b4be2f18b72435c468bbfbac4c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_c2.rom	\N	\N	2097152	e0f6682a	addb4fbc30da2b8ffc86819d92a874eb232f67dd	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_c3.rom	\N	\N	2097152	a673b4f7	d138f5b38fd65c61549ce36f5c4983f7c8a3e7f6	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_c4.rom	\N	\N	2097152	cb3dc5f4	865d9ccfc3df517c341d6aac16120f6b6aa759fe	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_c5.rom	\N	\N	2097152	9a28785d	19723e1f7ff429e8a038d89488b279f830dfaf6e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	karnovr	karev_c6.rom	\N	\N	2097152	c15c01ed	7cf5583e6610bcdc3b332896cefc71df84fb3f19	\N	\N	\N	\N	\N	\N	
game	NeoRAGEx_v0.6b	kizuna	\N	\N	\N	neogeo	\N	Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle	1996	SNK	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_p1.rom	\N	\N	2097152	75d2b3de	ee778656c26828935ee2a2bfd0ce5a22aa681c10	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_s1.rom	\N	\N	131072	efdc72d7	be37cbf1852e2e4c907cc799b754b538544b6703	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ng-sfix.rom	ng-sfix.rom	\N	131072	354029fc	4ae4bf23b4c2acff875775d4cbff5583893ce2a1	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	neo-geo.rom	neo-geo.rom	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_m1.rom	\N	\N	131072	1b096820	72852e78c620038f8dafde5e54e02e418c31be9c	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_v1.rom	\N	\N	2097152	530c50fd	29401cee7f7d2c199c7cb58092e86b28205e81ad	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_v2.rom	\N	\N	2097152	03667a8d	3b0475e553a49f8788f32b0c84f82645cc6b4273	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_v3.rom	\N	\N	2097152	7038c2f9	c1d6f86b24feba03fe009b58199d2eeabe572f4e	\N	\N	\N	\N	\N	\N	
game_rom	NeoRAGEx_v0.6b	kizuna	ke_v4.rom	\N	\N	2097152	31b99bd6	5871751f8e9e6b98337472c22b5e1c7ede0a9311	\N	\N	\N	\N	\N	\N	
