game	nonmame	sfzch	\N	\N	\N	\N	\N	CPS Changer (Street Fighter ZERO)	1995	Capcom	\N	\N	\N	
game_rom	nonmame	svcnd	svcn_c6.rom	\N	\N	8388608	37371ca1	8aaa1b9ea34470085d9944c9ad64cfb0ffe09859	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	svcn_c7.rom	\N	\N	8388608	5595b6cc	9d6cc70f435401355b885475ccc3864825887656	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	svcn_c8.rom	\N	\N	8388608	b17dfcf9	46af296b12831ee40355f52d2c316f609557d6df	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	269-p1.bin	269-p1.bin	\N	4194304	38e2005e	1b902905916a30969282f1399a756e32ff069097	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	269-p2.bin	269-p2.bin	\N	4194304	6d13797c	3cb71a95cea6b006b44cac0f547df88aec0007b7	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	269-m1_decrypted.bin	\N	\N	524288	7b7bf462	7466a6962de5242f71b9c52d7bd21a9832115e11	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	269-v1.bin	269-v1.bin	\N	8388608	c659b34c	1931e8111ef43946f68699f8707334c96f753a1e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	svcnd	269-v2.bin	269-v2.bin	\N	8388608	dd903835	e58d38950a7a8697bb22a1cc7a371ae6664ae8f9	\N	\N	\N	\N	\N	\N	
game	nonmame	4play	\N	\N	\N	neogeo	\N	4 player input test [Demo, 4 player  input test cartridge]	???	SNK	\N	\N	\N	
game_rom	nonmame	4play	4play_p1.rom	\N	\N	1048576	3c3d741b	1788eecb02f1ff2a19c1ce04571b08c55203fa04	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	4play_s1.rom	\N	\N	131072	de828076	7f79d0245b02e64bd4b50c103722f7e115d1e711	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	4play_c1.rom	\N	\N	131072	7ee8cdcd	67dfd19f3eb3649d6f3f6631e44d0bd36b8d8d19	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	4play_c2.rom	\N	\N	131072	7ee8cdcd	67dfd19f3eb3649d6f3f6631e44d0bd36b8d8d19	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	4play_m1.rom	\N	\N	131072	5132580e	1fc374b35f596feaca7d5c6ea416556fa73a378e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	4play_v1.rom	\N	\N	131072	7ee8cdcd	67dfd19f3eb3649d6f3f6631e44d0bd36b8d8d19	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	neo-po.bin	neo-po.bin	\N	131072	16d0c132	4e4a440cae46f3889d20234aebd7f8d5f522e22c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	neo-epo.bin	neo-epo.bin	\N	131072	d27a71f1	1b3b22092f30c4d1b2c15f04d1670eb1e9fbea07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	neodebug.bin	neodebug.bin	\N	131072	698ebb7d	081c49aa8cc7dad5939833dc1b18338321ea0a07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	uni-bios.rom	uni-bios.rom	\N	131072	601720ae	1b8a72c720cdb5ee3f1d735bbcf447b09204b8d9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	4play	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game	nonmame	neodemo	\N	\N	\N	neogeo	\N	Chaos Demo (Neo Geo) [Demo]	2002	Chaos	\N	\N	\N	
game_rom	nonmame	neodemo	demo-p1.bin	\N	\N	524288	fbfce2a4	53472533456e131bee9fa792996b4110999b5c21	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	demo-s1.bin	\N	\N	131072	cd19264f	531be2305cd56d332fb7a53ab924214ade34a9e8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	demo-c1.bin	\N	\N	1048576	870b28ea	255f8e394534afc929bad31f253a2e8b03253e07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	demo-c2.bin	\N	\N	1048576	1ecf8128	66d200ceb023a1ff3cbe4ef7c5b1ef0068ab47f0	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	202-m1.bin	\N	\N	131072	9c0291ea	3fa67c62acba79be6b3a98cc1601e45569fa11ae	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	202-v1.bin	\N	\N	524288	debeb8fb	49a3d3578c087f1a0050168571ef8d1b08c5dc05	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	neo-po.bin	neo-po.bin	\N	131072	16d0c132	4e4a440cae46f3889d20234aebd7f8d5f522e22c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	neo-epo.bin	neo-epo.bin	\N	131072	d27a71f1	1b3b22092f30c4d1b2c15f04d1670eb1e9fbea07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	neodebug.bin	neodebug.bin	\N	131072	698ebb7d	081c49aa8cc7dad5939833dc1b18338321ea0a07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	uni-bios.rom	uni-bios.rom	\N	131072	601720ae	1b8a72c720cdb5ee3f1d735bbcf447b09204b8d9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	neodemo	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game	nonmame	cnbe	\N	\N	\N	neogeo	\N	Codename - Blut Engel (2006-01-19) [Homebrew]	2006	blastar@gmx.net	\N	\N	\N	
game_rom	nonmame	cnbe	cnbe-p1.bin	\N	\N	524288	7ece4186	fc4ed3b5ed551744542c2ff1e45a6e97c68eff88	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	cnbe-s1.bin	\N	\N	65536	40a4698f	be631408b261906f36c41c58c775c1a4c418a256	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	cnbe-c1.bin	\N	\N	1048576	0f4fea6f	2eeaa661272817dc205072cd63d8bffbe7d6fbec	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	cnbe-c2.bin	\N	\N	1048576	3d5fc36f	59c045bc5999ccd6c1413364a6cd337a858f599e	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	cnbe-m1.bin	\N	\N	131072	a5821c9c	81779f12bbb012bf910c484725779e03b07e44ec	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	cnbe-v1.bin	\N	\N	524288	70191764	7dff2122c32886a3626c0d7befc7e7c3961c6cee	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	neo-po.bin	neo-po.bin	\N	131072	16d0c132	4e4a440cae46f3889d20234aebd7f8d5f522e22c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	neo-epo.bin	neo-epo.bin	\N	131072	d27a71f1	1b3b22092f30c4d1b2c15f04d1670eb1e9fbea07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	neodebug.bin	neodebug.bin	\N	131072	698ebb7d	081c49aa8cc7dad5939833dc1b18338321ea0a07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	uni-bios.rom	uni-bios.rom	\N	131072	601720ae	1b8a72c720cdb5ee3f1d735bbcf447b09204b8d9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	cnbe	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game	nonmame	columnsn	\N	\N	\N	neogeo	\N	Columns (Neo Geo) [Homebrew]	????	homebrew	\N	\N	\N	
game_rom	nonmame	columnsn	2000-p1.bin	\N	\N	524288	c6c9888d	5a2ec1071872c817bf82053ca7b7d5d63fab6755	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	2000-s1.bin	\N	\N	131072	089a28a8	b38b5c42eb909c57c16b016addffcd4e930806ce	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	2000-c1.bin	\N	\N	524288	9a579cab	9efd285c1bdc49a0d1daf2a062d0f906a0f5b542	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	2000-c2.bin	\N	\N	524288	91d14043	de6a1178fbfa3d75285e4338967f0ce4ed1aff23	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	nnp-m1.rom	\N	\N	65536	7669de64	caa170b561df4f68000beaad41d942c66a4a10ee	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	nnp-v1.rom	\N	\N	524288	504bf849	13a184ec9e176371808938015111f8918cb4df7d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	neo-po.bin	neo-po.bin	\N	131072	16d0c132	4e4a440cae46f3889d20234aebd7f8d5f522e22c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	neo-epo.bin	neo-epo.bin	\N	131072	d27a71f1	1b3b22092f30c4d1b2c15f04d1670eb1e9fbea07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	neodebug.bin	neodebug.bin	\N	131072	698ebb7d	081c49aa8cc7dad5939833dc1b18338321ea0a07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	uni-bios.rom	uni-bios.rom	\N	131072	601720ae	1b8a72c720cdb5ee3f1d735bbcf447b09204b8d9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	columnsn	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game	nonmame	ngfrog	\N	\N	\N	neogeo	\N	Frog Feast (Neo Geo) [Homebrew]	2006	Rastersoft	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-p1.bin	\N	\N	524288	c26848da	33737f8d2366b3a554ceb9ea2fcd85aaed75f344	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-s1.bin	\N	\N	131072	88f4cd13	7f3b28c903ecf90478f2dcddf790714d7363aa2b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-c1.bin	\N	\N	1048576	7b2f9fb3	62deacf16c3b259422f962c9604b4efc2f32d91b	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-c2.bin	\N	\N	1048576	a7f18a6f	1a277c79eaacf09d12a4b7c88421e7a6d6153503	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-c3.bin	\N	\N	1048576	956bac74	bf0b121670df23f2cc64302d9f215e7c81187bbb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-c4.bin	\N	\N	1048576	956bac74	bf0b121670df23f2cc64302d9f215e7c81187bbb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-m1.bin	\N	\N	131072	c825b484	7dea872ae39ef83981436aaf3c9b602ac8bec676	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-v1.bin	\N	\N	1048576	2639da11	4309e46014d623066d427ce3473542c99f678f86	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	frg-v2.bin	\N	\N	1048576	e5eda58b	ae203cfedf4b563da914939e0a4d7f4697070f82	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	neo-po.bin	neo-po.bin	\N	131072	16d0c132	4e4a440cae46f3889d20234aebd7f8d5f522e22c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	neo-epo.bin	neo-epo.bin	\N	131072	d27a71f1	1b3b22092f30c4d1b2c15f04d1670eb1e9fbea07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	neodebug.bin	neodebug.bin	\N	131072	698ebb7d	081c49aa8cc7dad5939833dc1b18338321ea0a07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	uni-bios.rom	uni-bios.rom	\N	131072	601720ae	1b8a72c720cdb5ee3f1d735bbcf447b09204b8d9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sm1.sm1	sm1.sm1	\N	131072	94416d67	42f9d7ddd6c0931fd64226a60dc73602b2819dcf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	sfix.sfix	sfix.sfix	\N	131072	c2ea0cfd	fd4a618cdcdbf849374f0a50dd8efe9dbab706c3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	ngfrog	000-lo.lo	000-lo.lo	\N	131072	5a86cff2	5992277debadeb64d1c1c64b0a92d9293eaf7e4a	\N	\N	\N	\N	\N	\N	
game	nonmame	fr2ch	\N	\N	\N	neogeo	\N	Idol Mahjong - final romance 2 (CD to MVS Conversion) [Hack]	1995	hack	\N	\N	\N	
game_rom	nonmame	fr2ch	098-p1ch.bin	\N	\N	524288	9aa8cee0	b2201f16d8fde4eaae9dbc754d019e7b381ecc06	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-s1ch.bin	\N	\N	131072	764ac7aa	cc40ad276e63084ebf3c3ee224083762a47c3cf8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-c1ch.bin	\N	\N	1048576	6158cf4a	8e34b65f2cdfccaa6eeb40fef1ab3453eab92f46	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-c2ch.bin	\N	\N	1048576	93a809a3	9b680b8b758cfc77f01d7211b67343a90462b3f3	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-c3ch.bin	\N	\N	1048576	fafa3381	0c4f20c4d5f57c1dad50b914f9d1299a9d882b42	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-c4ch.bin	\N	\N	1048576	9895e23f	565b5fbe07f65fb48d0bde769d3245a6ac747774	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-c5ch.bin	\N	\N	1048576	eeaaa818	434c13852153d7bebe138611a836d9bf07d1d4cf	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-c6ch.bin	\N	\N	1048576	f3d9a190	44932122e044d23234235cb3899f6e1e63970983	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-m1ch.bin	\N	\N	65536	a455fa31	82ccc5e2e5869a46da7533ed10ac5eab549a0063	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	098-v1ch.bin	\N	\N	1048576	92e175f0	788a9cce9028f16d6734bff163beb1a19305b8be	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	vs-bios.rom	vs-bios.rom	\N	131072	f0e8f27d	ecf01eda815909f1facec62abf3594eaa8d11075	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	usa_2slt.bin	usa_2slt.bin	\N	131072	e72943de	5c6bba07d2ec8ac95776aa3511109f5e1e2e92eb	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	asia-s3.rom	asia-s3.rom	\N	131072	91b64be3	720a3e20d26818632aedf2c2fd16c54f213543e1	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	sp1.jipan.1024	sp1.jipan.1024	\N	131072	9fb0abe4	18a987ce2229df79a8cf6a84f968f0e42ce4e59d	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	neo-po.bin	neo-po.bin	\N	131072	16d0c132	4e4a440cae46f3889d20234aebd7f8d5f522e22c	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	neo-epo.bin	neo-epo.bin	\N	131072	d27a71f1	1b3b22092f30c4d1b2c15f04d1670eb1e9fbea07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	neodebug.bin	neodebug.bin	\N	131072	698ebb7d	081c49aa8cc7dad5939833dc1b18338321ea0a07	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	sp-s2.sp1	sp-s2.sp1	\N	131072	9036d879	4f5ed7105b7128794654ce82b51723e16e389543	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	uni-bios.rom	uni-bios.rom	\N	131072	601720ae	1b8a72c720cdb5ee3f1d735bbcf447b09204b8d9	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	sp-e.sp1	sp-e.sp1	\N	131072	2723a5b5	5dbff7531cf04886cde3ef022fb5ca687573dcb8	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	sp-j2.rom	sp-j2.rom	\N	131072	acede59c	b6f97acd282fd7e94d9426078a90f059b5e9dd91	\N	\N	\N	\N	\N	\N	
game_rom	nonmame	fr2ch	sp-s.sp1	sp-s.sp1	\N	131072	c7f2fa45	09576ff20b4d6b365e78e6a5698ea450262697cd	\N	\N	\N	\N	\N	\N	
