game	OldSpark_v0.3	eyes	\N	\N	\N	\N	\N	Eyes (Digitrex Techstar)	1982	Digitrex Techstar (Rock-ola license)	\N	\N	\N	
game	OldSpark_v0.3	pisces	\N	\N	\N	\N	\N	Pisces	\N	Subelectro	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	p1.bin	\N	\N	2048	40c5b0e4	6c18e6f4719eb0d7eb13b778d7ea58e4b87ac35c	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	p2.bin	\N	\N	2048	055f9762	9d821874dd48a80651adc58a2f7fe5d2b3ed67bc	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	p3.bin	\N	\N	2048	3073dd04	b93913a988f412d565abd19dc668976585cc8066	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	p4.bin	\N	\N	2048	44aaf525	667bf4c3a36169c3ddddd22b2f1f90bcc9308548	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	p5.bin	\N	\N	2048	fade512b	ccef2650f1d9dc3fdde2d441774246d47febc2cc	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	p6.bin	\N	\N	2048	5ab2822f	bbcac3aab943dd9b173de11ddf02ff75d16b1582	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	g09.bin	\N	\N	2048	9503a23a	23848de56841dd1de9ef74d5a9c981c784098175	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	g11.bin	\N	\N	2048	0adfc3fe	a4da488632d9906066db45ae62747caf5ffbf2d8	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	g10.bin	\N	\N	2048	3e61f849	efa0059bc843af0c3bb94f4bc0a8286ca5069179	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	g12.bin	\N	\N	2048	7130e9eb	e6bb7a9b4f2fc001296e1060d0671b7a88599c8b	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	pisces	colour.bin	\N	\N	32	57a45057	d4ec6a54f72640e5b485aa59e206c090e67ff640	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	ponpoko	\N	\N	\N	\N	\N	Ponpoko	1982	Sigma Enterprises Inc.	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppokoj1.bin	\N	\N	4096	ffa3c004	d9e3186dcd4eb94d02bd24ad56030b248721537f	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppokoj2.bin	\N	\N	4096	4a496866	4b8bd13e58040c30ca032b54fb47d889677e8c6f	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppokoj3.bin	\N	\N	4096	17da6ca3	1a57767557c13fa3d08e4451fb9fb1f7219b26ef	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppokoj4.bin	\N	\N	4096	9d39a565	d4835ee97c9b3c63504d8b576a11f0a3a97057ec	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppoko5.bin	\N	\N	4096	54ca3d7d	b54299b00573fbd6d3278586df0c12c09235615d	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppoko6.bin	\N	\N	4096	3055c7e0	ab3fb9c8846effdcea0569d08a84c5fa19057a8f	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppoko7.bin	\N	\N	4096	3cbe47ca	577c79c016be26a9fc7895cef0f30bf3f0b15097	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppokoj8.bin	\N	\N	4096	04b63fc6	9b86ae34aaefa2813d29a4f7b24cee40eadcc6a1	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppoko9.bin	\N	\N	4096	b73e1a06	f1229e804eb15827b71f0e769a8c9e496c6d1de7	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	ppoko10.bin	\N	\N	4096	62069b5d	1b58ad1c2cc2d12f4e492fdd665b726d50c80364	\N	gfx2	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	82s123.7f	\N	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	proms	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	ponpoko	82s126.4a	\N	\N	256	3eb3a8e4	19097b5f60d1030f8b82d9f1d3a241f93e5c75d6	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	scorpnmc	\N	\N	\N	\N	\N	Scorpion (Moon Cresta hardware)	\N	Dorneer	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p1.bin	\N	\N	2048	58818d88	d9fbfb6fff9ba1d078c3735889b8878ab0442ded	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p2.bin	\N	\N	2048	8bec5f9f	78642124edbf946140f62985bafe2dca314cb257	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p3.bin	\N	\N	2048	24b7fdff	1382199c85af3aa101b4ca01a0b096d801bc61a6	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p4.bin	\N	\N	2048	9082e2f0	8e3beebca33e73901cb8c4fa0af39a299b831d32	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p5.bin	\N	\N	2048	20387fc0	1aa2f16fb1630e65fd8aaedd21d8e4bac343678b	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p6.bin	\N	\N	2048	f66c48e1	bbfd68309d1f6b6bb3ec0879c8bde80b3f30fa02	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p7.bin	\N	\N	2048	931e34c7	8b6c1099634b5d693faab9edf5e29b3c476c7f52	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p8.bin	\N	\N	2048	ab5ab61d	eb78d7dc8d424f6ed4f7cbec02485cd769bac5c6	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p9.bin	\N	\N	4096	b551b974	c19e61dd8b6daf808ba42fa318dfd179a020d20e	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	p10.bin	\N	\N	2048	a7bd8d20	c8131279de58298546c5af2c34ff18116c3a2d3b	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	h.bin	\N	\N	4096	1e5da9d6	ca8b27e6dd40e4ca13e7e6b5f813bafca78b62f4	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	k.bin	\N	\N	4096	a57adb0a	d97c7dc4a6c5efb59cc0148e2498156c682c6714	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scorpnmc	6331.bin	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	scramble	\N	\N	\N	\N	\N	Scramble	1981	Konami	\N	\N	\N	
game_comment	OldSpark_v0.3	scramble	 scramble is only included to support the required merging	
game_rom	OldSpark_v0.3	scramble	s1.2d	\N	\N	2048	ea35ccaa	1dcb375987fe21e0483c27d485c405de53848d61	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s2.2e	\N	\N	2048	e7bba1b3	240877576045fddcc9ff01d97dc78139454ac4f1	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s3.2f	\N	\N	2048	12d7fc3e	a84d191c7be8700f630a83ddad798be9e83b5d55	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s4.2h	\N	\N	2048	b59360eb	5d155808c19dcf2e14aa8e29c0ee41a6d3d3c43a	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s5.2j	\N	\N	2048	4919a91c	9cb5861c61e4783e5fbaa3869d51195f127b1129	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s6.2l	\N	\N	2048	26a4547b	67c0fa81729370631647b5d78bb5a61433facd7f	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s7.2m	\N	\N	2048	0bb49470	05a6fe3010c2136284ca76352dac147797c79778	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	s8.2p	\N	\N	2048	6a5740e5	e3b09141cee26857d626412e9d1a0e759469b97a	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	ot1.5c	\N	\N	2048	bcd297f0	8ed78487d76fd0a917ab7b258937a46e2cd9800c	\N	cpu2	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	ot2.5d	\N	\N	2048	de7912da	8558b4eff5d7e63029b325edef9914feda5834c3	\N	cpu2	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	ot3.5e	\N	\N	2048	ba2fa933	1f976d8595706730e29f93027e7ab4620075c078	\N	cpu2	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	5f.k	\N	\N	2048	4708845b	a8b1ad19a95a9d35050a2ab7194cc96fc5afcdc9	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	5h.k	\N	\N	2048	11fd2887	69844e48bb4d372cac7ae83c953df573c7ecbb7f	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramble	82s123.6e	\N	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	scramblb	\N	\N	scramble	scramble	\N	Scramble (Galaxian hardware)	1981	bootleg	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.1k	\N	\N	2048	9e025c4a	a8cc9391bdd01a5a2fe7f0c4e889b4e2495df891	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.2k	\N	\N	2048	306f783e	92d19f90f1123cd211706294d668ab23c8b0760b	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.3k	\N	\N	2048	0500b701	54c84ccad2aae34f42fdddcfcd92cd9da2cd7119	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.4k	\N	\N	2048	dd380a22	125e713a58cc5f2c1e38f67dad29f8c985ce5a8b	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.5k	\N	\N	2048	df0b9648	4ae9150c9441897d5ab7c5a0b3f10e1e8c8e2f6c	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.1j	\N	\N	2048	b8c07b3c	33eaedef4b7f49eeef072425541c17206d0a00ec	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.2j	\N	\N	2048	88ac07a0	c57061db5984b472039356bf84a050b5b66e3813	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	scramble.3j	\N	\N	2048	c67d57ca	ba8b14289aef47d48d9750cf2ef3c368e74a60e8	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	5f.k	5f.k	\N	2048	4708845b	a8b1ad19a95a9d35050a2ab7194cc96fc5afcdc9	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	5h.k	5h.k	\N	2048	11fd2887	69844e48bb4d372cac7ae83c953df573c7ecbb7f	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	scramblb	82s123.6e	82s123.6e	\N	32	4e3caeab	a25083c3e36d28afdefe4af6e6d4f3155e303625	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	skybase	\N	\N	\N	\N	\N	Sky Base	1982	Omori Electric Co., Ltd.	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.9a	\N	\N	4096	845b87a5	8a249c1ec921532cb1bb85ed7fec11396634ca38	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.8a	\N	\N	4096	096785c2	a0833bc1984e1f198587195e58b6fed6657922bd	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.7a	\N	\N	4096	d50c715b	3d0fa15514b210bccd4aeed06540122a4f56fd7a	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.6a	\N	\N	4096	f57edb27	4b5c376017700315345241fad96c00478a14fc8f	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.5a	\N	\N	4096	50365d95	9b3d360c9d1df0ebf047bef1b30765ea9bb42b42	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.4a	\N	\N	4096	cbd6647f	7a167c9df6b5f3346c37e5c45d0680b0b29852a6	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.7t	\N	\N	4096	9b471686	b35831daa8ce57e498c2c4f75763a74c340cfaf0	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.8t	\N	\N	4096	1cf723da	f2e41ab89413298571626d13b2b5853eb35dcb96	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.10t	\N	\N	4096	fe02e72c	bf7c078e984b13dcc12d529904f1096d65e41bec	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.9t	\N	\N	4096	0871291f	2e4e802316b55711bcfeb48d84bacd11afff8cb3	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	skybase	skybase.123	\N	\N	32	6a0c7d87	140335d85c67c75b65689d4e76d29863c209cf32	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	uniwars	\N	\N	\N	\N	\N	UniWar S	1980	Irem	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	f07_1a.bin	\N	\N	2048	d975af10	a2e2a36a75db8fd09441308b08b6ae073c68b8cf	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	h07_2a.bin	\N	\N	2048	b2ed14c3	7668df11f64b8e296eedfee53437777dc53a56d5	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	k07_3a.bin	\N	\N	2048	945f4160	5fbe879f51e14c4c7ae551e5b3089f8e148770a4	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	m07_4a.bin	\N	\N	2048	ddc80bc5	18c3920198baf87267bc7f12db6b23b090d3577a	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	d08p_5a.bin	\N	\N	2048	62354351	85bf18942f73023b8be0c3659a0dcd3dfcccfc2c	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	gg6	\N	\N	2048	270a3f4d	20f5097033fca515d70fe47178cbd341a1d07443	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	m08p_7a.bin	\N	\N	2048	c9245346	239bad3fe64eaab2dfc3febd06d1124103a10504	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	n08p_8a.bin	\N	\N	2048	797d45c7	76fb8b45fcce3622c59c04af32cfa001ef7bf71d	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	egg10	\N	\N	2048	012941e0	4f7ec4d95939cb7c4086bb7df43759ac504ae47c	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	h01_2.bin	\N	\N	2048	c26132af	7ae125a911dfd47aeca4f129f580762ce4d8d91a	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	egg9	\N	\N	2048	fc8b58fd	72553e2735b0dcc2dcfce9698d49566732492588	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	k01_2.bin	\N	\N	2048	dcc2b33b	c3a5ac935c519400dfabb28909f7e460769d1837	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	uniwars	uniwars.clr	\N	\N	32	25c79518	e8f7e8b3d0cf1ed9d723948548f58abf0e2c6d1f	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	vanvan	\N	\N	\N	\N	\N	Van-Van Car	1983	Sanritsu	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-1.50	\N	\N	4096	cf1b2df0	938b4434c0129cf9151f829901d00e47dca68956	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-2.51	\N	\N	4096	df58e1cb	5e0fc713b50d46c7650d6564c20882891864cdc5	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-3.52	\N	\N	4096	15571e24	d259d81fce16e151b32ac81f94a13b7044fdef95	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-4.53	\N	\N	4096	b724cbe0	5fe1d3b81d07c538c31daf6522b26bbf35cfc512	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-5.39	\N	\N	4096	db67414c	19eba21dfea24507b386ea1b5ce737c5822b0696	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-20.18	\N	\N	4096	60efbe66	ac398f77bfeab3d18ffd496e117825bfbeed4b62	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	van-21.19	\N	\N	4096	5dd53723	f75c869ac364f477d532e695347ceb5e281f9efa	\N	gfx2	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	6331-1.6	\N	\N	32	ce1d9503	b829bed78c02d9998c1aecb8f6813e90b417a7f2	\N	proms	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	vanvan	6301-1.37	\N	\N	256	4b803d9f	59b7f2e22c4e0b20ac3b12d88996a6dfeebc5933	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	warofbug	\N	\N	\N	\N	\N	War of the Bugs or Monsterous Manouvers in a Mushroom Maze	1981	Armenia	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.u	\N	\N	2048	b8dfb7e3	c7c675b2638869a9cd7dbd554e6131d8c71b567a	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.v	\N	\N	2048	fd8854e0	b39ab41b834f18341968dd780f0a3cd07d70c16c	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.w	\N	\N	2048	4495aa14	f1be281db1d831770efa9cc41ea87eb348e70108	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.y	\N	\N	2048	c14a541f	d32e89fd18d9e1db2e4a545186eac728c0b02255	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.z	\N	\N	2048	c167fe55	d85c4d1bd7aa5e14eb2f11dfa14979e5dbc084a8	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.1k	\N	\N	2048	8100fa85	06641c431cace36dec98b87555f62e72f3e53a31	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.1j	\N	\N	2048	d1220ae9	e892bc8b0b71d8b07503e474e9c30e6cab460682	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	warofbug	warofbug.clr	\N	\N	32	8688e64b	ed13414257f580b98b50c9892a14159c55e7838d	\N	proms	\N	\N	\N	\N	
game	OldSpark_v0.3	zigzag	\N	\N	\N	\N	\N	Zig Zag (Galaxian hardware, set 1)	1982	LAX	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zz_d1.bin	\N	\N	4096	8cc08d81	be671192ef06dc3ed6963dc39e6bdce3275300e9	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zz_d2.bin	\N	\N	4096	326d8d45	563b9fc64c34e36cfadffb107ce30d3a04d62d9c	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zz_d4.bin	\N	\N	4096	a94ed92a	d56f32fc2b3f0f7affe658b7726682c60d09bc16	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zz_d3.bin	\N	\N	4096	ce5e7a00	93c47d22698a016cb0f0b654ade9ccab0cd1c88b	\N	cpu1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zz_6_h1.bin	\N	\N	4096	780c162a	b0cac68258281917bcada52ce26e0ce38721d633	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zz_5.bin	\N	\N	4096	f3cdfec5	798d631c72d8e6b2e372b4b3ab0c10d8365a1359	\N	gfx1	\N	\N	\N	\N	
game_rom	OldSpark_v0.3	zigzag	zzbp_e9.bin	\N	\N	32	aa486dd0	b845b52715bf6361ceee8c1ac541733963bd47af	\N	proms	\N	\N	\N	\N	
