game	CottAGE_v0.12	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	c10_j16.bin	\N	\N	256	c244f2aa	86df21c8e0b1ed51a0a4bd33dbb33f6efdea7d39	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	e11_j06.bin	\N	\N	8192	df0405c6	70a50dcc86dfbdaa9c2af613105aae7f90747804	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	e12_j07.bin	\N	\N	8192	23dfe3a6	2ad7cbcbdbb434dc43e9c94cd00df9e57ac097f5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	e13_j08.bin	\N	\N	8192	3ba95390	b22ad7cfda392894208eb4b39505f38bfe4c4342	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	e14_j09.bin	\N	\N	8192	a9fba85a	1a649ec667d377ffab26b4694be790b3a2742f30	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	e15_j10.bin	\N	\N	8192	0532347e	4c02b75a62993cce60d2cb87b81c7738abbc9a0d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	e16_j11.bin	\N	\N	8192	e1725d24	d315588e6cc2f4263be621d2d8603c8215a90046	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	q01	\N	\N	8192	18c20adf	2f40e1a109d129bb127a8b98e27817988cd08c8b	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	q02	\N	\N	8192	4d847dc6	a1f65e73c4e5abff1b0970bad32a128173245561	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	q03	\N	\N	8192	e90c0e86	03211f0cc90b6e356989c5e2a41b70f4ff2ead83	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	q04	\N	\N	8192	c283b887	458c398911453d558003f49c298b0d593c941c11	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc	s05	\N	\N	8192	48feafcf	0e5bd350fa5fee42569eb0c4accf7512d645b792	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	circusc2	\N	\N	circusc	circusc	\N	Circus Charlie (no level select)	1984	Konami	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	a02_j18.bin	a02_j18.bin	\N	32	10dd4eaa	599acd25f36445221c553510a5de23ddba5ecc15	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	a04_j12.bin	a04_j12.bin	\N	8192	56e5b408	73b9e3d46dfe9e39b390c634df153648a0906876	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	a05_k13.bin	a05_k13.bin	\N	8192	5aca0193	4d0b0a773c385b7f1dcf024760d0437f47e78fbe	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	b07_j17.bin	b07_j17.bin	\N	256	13989357	0d61d468f6d3e1570fd18d236ec8cab92db4ed5c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	c10_j16.bin	c10_j16.bin	\N	256	c244f2aa	86df21c8e0b1ed51a0a4bd33dbb33f6efdea7d39	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	e11_j06.bin	e11_j06.bin	\N	8192	df0405c6	70a50dcc86dfbdaa9c2af613105aae7f90747804	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	e12_j07.bin	e12_j07.bin	\N	8192	23dfe3a6	2ad7cbcbdbb434dc43e9c94cd00df9e57ac097f5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	e13_j08.bin	e13_j08.bin	\N	8192	3ba95390	b22ad7cfda392894208eb4b39505f38bfe4c4342	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	e14_j09.bin	e14_j09.bin	\N	8192	a9fba85a	1a649ec667d377ffab26b4694be790b3a2742f30	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	e15_j10.bin	e15_j10.bin	\N	8192	0532347e	4c02b75a62993cce60d2cb87b81c7738abbc9a0d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	e16_j11.bin	e16_j11.bin	\N	8192	e1725d24	d315588e6cc2f4263be621d2d8603c8215a90046	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	h03_r05.bin	\N	\N	8192	ed52c60f	aa9dc6a57e29895be521ac6a146de56a7beef957	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	h04_n04.bin	\N	\N	8192	fcc99e33	da140a849ac22419e8890414b8984aa264f7e3c7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	h05_n03.bin	\N	\N	8192	5ef5b3b5	b058600c915a0d6653eaa5fc87ecee44a38eed00	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	h06_n02.bin	\N	\N	8192	a5a5e796	a41700b272ff4198447ed75138d65ec3a759d221	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusc2	h07_n01.bin	\N	\N	8192	70d26721	eb71cb0da26991a3628150f45f1389c2f2ef90fc	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	circuscc	\N	\N	circusc	circusc	\N	Circus Charlie (Centuri)	1984	Konami (Centuri licence)	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	a02_j18.bin	a02_j18.bin	\N	32	10dd4eaa	599acd25f36445221c553510a5de23ddba5ecc15	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	a04_j12.bin	a04_j12.bin	\N	8192	56e5b408	73b9e3d46dfe9e39b390c634df153648a0906876	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	a05_k13.bin	a05_k13.bin	\N	8192	5aca0193	4d0b0a773c385b7f1dcf024760d0437f47e78fbe	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	b07_j17.bin	b07_j17.bin	\N	256	13989357	0d61d468f6d3e1570fd18d236ec8cab92db4ed5c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	c10_j16.bin	c10_j16.bin	\N	256	c244f2aa	86df21c8e0b1ed51a0a4bd33dbb33f6efdea7d39	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	cc_u05.h3	\N	\N	8192	964c035a	bd69bb755be327d04fc95cd33115663b33b33ed3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	e11_j06.bin	e11_j06.bin	\N	8192	df0405c6	70a50dcc86dfbdaa9c2af613105aae7f90747804	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	e12_j07.bin	e12_j07.bin	\N	8192	23dfe3a6	2ad7cbcbdbb434dc43e9c94cd00df9e57ac097f5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	e13_j08.bin	e13_j08.bin	\N	8192	3ba95390	b22ad7cfda392894208eb4b39505f38bfe4c4342	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	e14_j09.bin	e14_j09.bin	\N	8192	a9fba85a	1a649ec667d377ffab26b4694be790b3a2742f30	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	e15_j10.bin	e15_j10.bin	\N	8192	0532347e	4c02b75a62993cce60d2cb87b81c7738abbc9a0d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	e16_j11.bin	e16_j11.bin	\N	8192	e1725d24	d315588e6cc2f4263be621d2d8603c8215a90046	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	p01	\N	\N	8192	eedaa5b2	0c606ca4d092c3dc290c30b1a73f94e3b348e8fd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	p02	\N	\N	8192	7e63725e	f731f15956c6e7a0a4e8225513f8b9e6017c7a17	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	p03	\N	\N	8192	190247af	f2128fb5e6c16791493af1c77628b610b86d4677	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circuscc	p04	\N	\N	8192	dd0c0ee7	e56e48f6f251430b7ce0e2cc59cfd00b5c760b9c	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	circusce	\N	\N	circusc	circusc	\N	Circus Charlie (Centuri, earlier)	1984	Konami (Centuri licence)	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	a02_j18.bin	a02_j18.bin	\N	32	10dd4eaa	599acd25f36445221c553510a5de23ddba5ecc15	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	a04_j12.bin	a04_j12.bin	\N	8192	56e5b408	73b9e3d46dfe9e39b390c634df153648a0906876	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	a05_k13.bin	a05_k13.bin	\N	8192	5aca0193	4d0b0a773c385b7f1dcf024760d0437f47e78fbe	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	b07_j17.bin	b07_j17.bin	\N	256	13989357	0d61d468f6d3e1570fd18d236ec8cab92db4ed5c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	c10_j16.bin	c10_j16.bin	\N	256	c244f2aa	86df21c8e0b1ed51a0a4bd33dbb33f6efdea7d39	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	e11_j06.bin	e11_j06.bin	\N	8192	df0405c6	70a50dcc86dfbdaa9c2af613105aae7f90747804	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	e12_j07.bin	e12_j07.bin	\N	8192	23dfe3a6	2ad7cbcbdbb434dc43e9c94cd00df9e57ac097f5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	e13_j08.bin	e13_j08.bin	\N	8192	3ba95390	b22ad7cfda392894208eb4b39505f38bfe4c4342	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	e14_j09.bin	e14_j09.bin	\N	8192	a9fba85a	1a649ec667d377ffab26b4694be790b3a2742f30	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	e15_j10.bin	e15_j10.bin	\N	8192	0532347e	4c02b75a62993cce60d2cb87b81c7738abbc9a0d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	e16_j11.bin	e16_j11.bin	\N	8192	e1725d24	d315588e6cc2f4263be621d2d8603c8215a90046	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	p01	\N	\N	8192	eedaa5b2	0c606ca4d092c3dc290c30b1a73f94e3b348e8fd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	p02	\N	\N	8192	7e63725e	f731f15956c6e7a0a4e8225513f8b9e6017c7a17	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	p03	\N	\N	8192	190247af	f2128fb5e6c16791493af1c77628b610b86d4677	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	p04	\N	\N	8192	dd0c0ee7	e56e48f6f251430b7ce0e2cc59cfd00b5c760b9c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	circusce	p05	\N	\N	8192	7ca74494	326e081490e413b0638ec77de184b128fb2afd14	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	crush2	\N	\N	crush	crush	\N	Crush Roller (Kural Esco - bootleg?)	1981	Kural Esco Electric	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	2s140.4a	2s140.4a	\N	256	63efb927	5c144a613fc4960a1dfd7ead89e7fee258a63171	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp1	\N	\N	2048	f276592e	68ebb7d9f70af868d99ec42c26bc55a54ba1f22c	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp2	\N	\N	2048	25f42e70	66de8203c364fd90e8a2b5749c2e40665b2f5830	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp3	\N	\N	2048	8377b4cb	f828a177f22db9093a00c31e39e16214ce0dc6de	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp4	\N	\N	2048	90b28fa3	ff58d2dfb016397daabe2996bc3a7b63d28a4cca	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp5a	\N	\N	2048	3d302abe	8ca5cd82d099b55e20f785489158231a1d99a430	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp6	\N	\N	2048	98279cbe	84b5e64bdbc25afab9b6f53e1719640e21a6feba	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp7	\N	\N	2048	d8e76c8c	7c3d7eb07b9256130141f71eba722f7823fd4c32	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tp8	\N	\N	2048	10854e1b	b3b9066d9a43796185c00ae12f7bb2bbf42e3a07	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tpa	\N	\N	2048	c7617198	95b204af0345163f93811cc770ee0ca2851a39c1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tpb	\N	\N	2048	d1899f05	dce755511b6262b984a2bca329f454892e486a09	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tpc	\N	\N	2048	e129d76a	c9256795c6d0929ade1f24b372dadc2a2b88d897	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush2	tpd	\N	\N	2048	d35d1caf	65dd7861e05651485626465dc97215fed58db551	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	crush3	\N	\N	crush	crush	\N	Crush Roller (Kural - bootleg?)	1981	Kural Electric	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	2s140.4a	2s140.4a	\N	256	63efb927	5c144a613fc4960a1dfd7ead89e7fee258a63171	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.4e	\N	\N	2048	49150ddf	5a20464a40d1d48606664779c85a7679073d7954	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.4f	\N	\N	2048	9b6dd592	6bb1b7ed95a7a8682a6ab58fa9f02c34beea8cd4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.4h	\N	\N	2048	ed30a312	15855904422eb603e5c5465bd038a3e8c666c10d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.4j	\N	\N	2048	072b91c9	808df98c0cfd2367a39e06f30f920fd14887d922	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.5e	\N	\N	2048	338880a0	beba1c71291394442b04fa5f4e1b833d7cf0fa8a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.5f	\N	\N	2048	752e3780	5730ebd8091eba5ac32ddd9db2f42d718b088753	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.5h	\N	\N	2048	4ce9c81f	90a695ce4a45bde62bdbf09724a3ec6b45674660	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.5j	\N	\N	2048	6e00d2ac	aa3f1f3a3b6899bea717d97e4817b13159e552e5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.6e	\N	\N	2048	21f47e17	1194b5e8b0cce1f480acda3cb6c1fc65988bdc80	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.6f	\N	\N	2048	755c1452	a2da17ed0e526dad4d53d332467a3dfd3b2a8cab	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.6h	\N	\N	2048	fe4bb0eb	70e480a75421ee0832456f1d30bf45a702192625	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	crush3	unkmol.6j	\N	\N	2048	66fba07d	4944d69a38fd823dad38b70433848017ae7027d7	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	mbrush	\N	\N	crush	crush	\N	Magic Brush	1981	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	2s140.4a	2s140.4a	\N	256	63efb927	5c144a613fc4960a1dfd7ead89e7fee258a63171	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	mbrush.5f	\N	\N	2048	d5bc5cb8	269b82ae2b838c72ae06bff77412f22bb779ad2e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	mbrush.5h	\N	\N	2048	c15b6967	d8f16e2d6af5bf0f610d1e23614c531f67490da9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	mbrush.6e	\N	\N	4096	750fbff7	986d20010d4fdd4bac916ac6b3a01bcd09d695ea	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	mbrush.6f	\N	\N	4096	27eb4299	af2d7fdedcea766045fc2f20ae383024d1c35731	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	mbrush.6h	\N	\N	4096	d297108e	a5bd11f26ba82b66a93d07e8cbc838ad9bd01413	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	mbrush.6j	\N	\N	4096	6fd719d0	3de00981264cef24dc2c6277192e071144da2a88	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	tpa	\N	\N	2048	c7617198	95b204af0345163f93811cc770ee0ca2851a39c1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	mbrush	tpd	\N	\N	2048	d35d1caf	65dd7861e05651485626465dc97215fed58db551	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	paintrlr	\N	\N	crush	crush	\N	Paint Roller	1981	bootleg	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	2s140.4a	2s140.4a	\N	256	63efb927	5c144a613fc4960a1dfd7ead89e7fee258a63171	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	82s123.7f	82s123.7f	\N	32	2fc650bd	8d0268dee78e47c712202b0ec4f1f51109b1f2a5	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	mbrush.5f	\N	\N	2048	d5bc5cb8	269b82ae2b838c72ae06bff77412f22bb779ad2e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	mbrush.5h	\N	\N	2048	c15b6967	d8f16e2d6af5bf0f610d1e23614c531f67490da9	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.1	\N	\N	2048	556d20b5	c0a74def85bca108fc56726d22bbea1fc051e1ff	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.2	\N	\N	2048	2da29c81	e77f84e2f3136a116b75b40869e7f59404b0dbab	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.3	\N	\N	2048	e695b785	bc627a1a03d2e701fa4051acee469a4516cfb5bf	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.4	\N	\N	2048	0fd5884b	fa9614b625b3d71a6e9d5f883da625ad88e3eb5e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.5	\N	\N	2048	4598a965	866dbe7c0dbca10c5d5ec3efa3c79fb1ff1c5b56	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.6	\N	\N	2048	1f561c54	ef1159f2203ff6b5c17e3a79f32e8cafb12a49f7	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.7	\N	\N	2048	00e6eec0	e98850cf6e1762d08225a95f26a26766f8fa7303	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	paintrlr.8	\N	\N	2048	4900114a	47aee5bad136c19b203958b7ddac583d45018249	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	tpa	\N	\N	2048	c7617198	95b204af0345163f93811cc770ee0ca2851a39c1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	paintrlr	tpd	\N	\N	2048	d35d1caf	65dd7861e05651485626465dc97215fed58db551	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	dkong	\N	\N	\N	\N	\N	Donkey Kong (US set 1)	1981	Nintendo of America	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	c-2j.bpr	\N	\N	256	d6412358	f9c872da2fe8e800574ae3bf483fb3ccacc92eb3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	c-2k.bpr	\N	\N	256	e273ede5	b50ec9e1837c00c20fb2a4369ec7dd0358321127	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	c_5at_g.bin	\N	\N	4096	b9005ac0	3fe3599f6fa7c496f782053ddf7bacb453d197c4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	c_5bt_g.bin	\N	\N	4096	1c97d324	c7966261f3a1d3296927e0b6ee1c58039fc53c1f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	c_5ct_g.bin	\N	\N	4096	5ec461ec	acb11a8fbdbb3ab46068385fe465f681e3c824bd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	c_5et_g.bin	\N	\N	4096	ba70b88b	d76ebecfea1af098d843ee7e578e480cd658ac1a	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	l_4m_b.bin	\N	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	l_4n_b.bin	\N	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	l_4r_b.bin	\N	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	l_4s_b.bin	\N	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	v-5e.bpr	\N	\N	256	b869b8f5	c2bdccbf2654b64ea55cd589fd21323a9178a660	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	v_3pt.bin	\N	\N	2048	15e9c5e9	976eb1e18c74018193a35aa86cff482ebfc5cc4e	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkong	v_5h_b.bin	\N	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	dkongjo	\N	\N	dkong	dkong	\N	Donkey Kong (Japan set 2)	1981	Nintendo	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	c-2j.bpr	c-2j.bpr	\N	256	d6412358	f9c872da2fe8e800574ae3bf483fb3ccacc92eb3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	c-2k.bpr	c-2k.bpr	\N	256	e273ede5	b50ec9e1837c00c20fb2a4369ec7dd0358321127	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	c_5f_b.bin	\N	\N	4096	424f2b11	e4f096f2bbd37281f42a5f8e083738f55c07f3dd	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	c_5g_b.bin	\N	\N	4096	3b2a6635	32c62e00863ab99c6f263587d9d5bb775a68f3de	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	c_5h_b.bin	\N	\N	4096	1d28895d	63792cab215fc2a7b0e8ee61d8115045571e9d42	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	c_5k_b.bin	\N	\N	4096	394d6007	57e5ae76ef5d4a2fa9cd860b6c6be03b6d5ed5ba	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	l_4m_b.bin	l_4m_b.bin	\N	2048	59f8054d	793dba9bf5a5fe76328acdfb90815c243d2a65f1	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	l_4n_b.bin	l_4n_b.bin	\N	2048	672e4714	92e5d379f4838ac1fa44d448ce7d142dae42102f	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	l_4r_b.bin	l_4r_b.bin	\N	2048	feaa59ee	ecf95db5a20098804fc8bd59232c66e2e0ed3db4	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	l_4s_b.bin	l_4s_b.bin	\N	2048	20f2ef7e	3bc482a38bf579033f50082748ee95205b0f673d	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	v-5e.bpr	v-5e.bpr	\N	256	b869b8f5	c2bdccbf2654b64ea55cd589fd21323a9178a660	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	v_5h_b.bin	v_5h_b.bin	\N	2048	12c8c95d	a57ff5a231c45252a63b354137c920a1379b70a3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo	v_5k_b.bin	\N	\N	2048	3684f914	882ae48ec1eabf5d350438dfec37ab20f7ee155d	\N	\N	\N	\N	\N	\N	
game	CottAGE_v0.12	dkongjo1	\N	\N	dkong	dkong	\N	Donkey Kong (Japan set 3) (bad dump?)	1981	Nintendo	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo1	5g.cpu	\N	\N	4096	d326599b	94c7382604d0a123a442d53f9641f366dfbb7631	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo1	5k.bin	\N	\N	4096	7961599c	698a4c2b8d67840dca7526efb1ac0d3370a86925	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo1	c-2j.bpr	c-2j.bpr	\N	256	d6412358	f9c872da2fe8e800574ae3bf483fb3ccacc92eb3	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo1	c-2k.bpr	c-2k.bpr	\N	256	e273ede5	b50ec9e1837c00c20fb2a4369ec7dd0358321127	\N	\N	\N	\N	\N	\N	
game_rom	CottAGE_v0.12	dkongjo1	c_5f_b.bin	\N	\N	4096	424f2b11	e4f096f2bbd37281f42a5f8e083738f55c07f3dd	\N	\N	\N	\N	\N	\N	
