game	Sil_s_Single_Emulator_v2.0	1942	\N	\N	\N	\N	\N	1942 (set 2)	1984	Capcom	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dorunrun	27128.a3	\N	\N	16384	4be96dcf	f9b45e6297cbbc4d1ee2df7ac377c5daf5181b0f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dorunrun	2764.m4	\N	\N	8192	4bb231a0	350423a1e602e23b229095021942d4b14a4736a7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dorunrun	2764.l4	\N	\N	8192	0c08508a	1e235a0f44207c53af2c8da631e5a8e08b231258	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dorunrun	2764.j4	\N	\N	8192	79287039	e2e3c056f35a22e48115557e10fcd172ad2f91f1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dorunrun	2764.h4	\N	\N	8192	523aa999	1d4aa0af79a2ed7b935d4ce92d978bf738f08eb3	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	dowild	\N	\N	\N	\N	\N	Mr. Do's Wild Ride	1984	Universal	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w1	\N	\N	8192	097de78b	8d0cedde09a893ff67db0cb8e239babeb2cb3701	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w3	\N	\N	8192	fc6a1cbb	4cf59459d521c725e41bbd9363fb58bffdad13a2	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w4	\N	\N	8192	8aac1d30	c746f5506a541b25a7ca6fc754fbdb94212f7178	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w2	\N	\N	8192	0914ab69	048a68976d313015ff40f411d5c89d318fd9bb04	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w10	\N	\N	16384	d1f37fba	827e2e3b140c4df2fd8780d7d05dc45694cf8f02	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w5	\N	\N	16384	b294b151	c8c15bf9ab2401052ec80fdfc8fe124c6aa52521	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w6	\N	\N	8192	57e0208b	52c1157d7df84fef754cd9466a70df7e53bc837f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w7	\N	\N	8192	5001a6f7	ef37a26f0c2960fc55ff800da5d4d9c3d54270c2	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w8	\N	\N	8192	ec503251	ea7bb11c8e51fe69b5ecba4e4806ec8a8e4961d7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	dowild	w9	\N	\N	8192	af7bd7eb	1cc017b4606d1f6d70cc6cdaf9cf7797dd552b4b	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	eyes	\N	\N	\N	\N	\N	Eyes (Digitrex Techstar)	1982	Digitrex Techstar (Rock-ola license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	eyes	d7	\N	\N	4096	3b09ac89	a8f1c918da74495bb73172f39364dada38ae4713	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	eyes	e7	\N	\N	4096	97096855	10d3b164bbbe5eee86e881a1434f0c114ee8adff	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	eyes	f7	\N	\N	4096	731e294e	96c0308c146dbd85e244c4530af9ae8df78c86de	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	eyes	h7	\N	\N	4096	22f7a719	eb000b606ecedd52bebbb232e661fb1ef205f8b0	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	eyes	d5	\N	\N	4096	d6af0030	652b779533e3f00e81cc102b78d367d503b06f33	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	eyes	e5	\N	\N	4096	a42b5201	2e5cede3b6039c7bd5230de27d02aaa3f35a7b64	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	frogger	\N	\N	\N	\N	\N	Frogger (Sega set 2)	1981	[Konami] (Sega license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.ic5	\N	\N	4096	efab0c79	68c99b6cdcb9396bb473739a62ffc009b4bf57d5	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.ic6	\N	\N	4096	aeca9c13	cdf560adbd7f2813e86e378da7781cccf7928a44	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.ic7	\N	\N	4096	dd251066	4612e1fe1ab7182a277140b1a1976cc17e0746a5	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.ic8	\N	\N	4096	bf293a02	be94e9f5caa74c3de6fd95bd20928f4a9c514227	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.608	\N	\N	2048	e8ab0256	f090afcfacf5f13cdfa0dfda8e3feb868c6ce8bc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.609	\N	\N	2048	7380a48f	75582a94b696062cbdb66a4c5cf0bc0bb94f81ee	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.610	\N	\N	2048	31d7eb27	2e1d34ae4da385fd7cac94707d25eeddf4604e1a	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.606	\N	\N	2048	f524ee30	dd768967add61467baa08d5929001f157d6cd911	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	frogger	frogger.607	\N	\N	2048	05f7d883	78831fd287da18928651a8adb7e578d291493eff	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	froggers	\N	\N	\N	\N	\N	Frog	1981	bootleg	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_d2.bin	\N	\N	2048	c103066e	8c2d4c825e9c4180fe70b0db18a547dc3ddc3c2c	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_e2.bin	\N	\N	2048	f08bc094	23ad1e57f244d6b63fd9640249dcb1eeafb8206e	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_f2.bin	\N	\N	2048	637a2ff8	e9b9fc692ca5d8deb9cd30d9d73ad25c8d8bafe1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_h2.bin	\N	\N	2048	04c027a5	193550731513c02cad464661a1ceb230819ca70f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_j2.bin	\N	\N	2048	fbdfbe74	48d5d1247d09eaea2a9a29f4ed6543d0411597aa	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_l2.bin	\N	\N	2048	8a4389e1	b2c74afb93927dac0d8bb24e02e0b2a069f2d3c8	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_f5.bin	\N	\N	2048	658745f8	e4e5c3e011c8a7233a36d29e10e08905873500aa	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	vid_h5.bin	\N	\N	2048	05f7d883	78831fd287da18928651a8adb7e578d291493eff	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	snd_c5.bin	\N	\N	2048	e8ab0256	f090afcfacf5f13cdfa0dfda8e3feb868c6ce8bc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	snd_d5.bin	\N	\N	2048	7380a48f	75582a94b696062cbdb66a4c5cf0bc0bb94f81ee	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	froggers	snd_e5.bin	\N	\N	2048	31d7eb27	2e1d34ae4da385fd7cac94707d25eeddf4604e1a	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	galaga	\N	\N	\N	\N	\N	Galaga (Midway)	1981	[Namco] (Midway license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	3200a.bin	\N	\N	4096	3ef0b053	0c04a362b737998c0952a753fb3fd8c8a17e9b46	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	3300b.bin	\N	\N	4096	1b280831	f7ea12e61929717ebe43a4198a97f109845a2c62	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	3400c.bin	\N	\N	4096	16233d33	a7eb799be5e23058754a92b15e6527bfbb47a354	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	3500d.bin	\N	\N	4096	0aaf5c23	3f4b0bb960bf002261e9c1278c88f594c6aa8ab6	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	3600e.bin	\N	\N	4096	bc556e76	0d3d68243c4571d985b4d8f7e0ea9f6fcffa2116	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	3700g.bin	\N	\N	4096	b07f0aa4	7528644a8480d0be2d0d37069515ed319e94778f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	2600j_4l.bin	\N	\N	4096	58b2f47c	62f1279a784ab2f8218c4137c7accda00e6a3490	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	2800l_4d.bin	\N	\N	4096	ad447c80	e697c180178cabd1d32483c5d8889a40633f7857	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	galaga	2700k.bin	\N	\N	4096	dd6f1afc	c340ed8c25e0979629a9a1730edc762bd72d0cff	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	jrpacman	\N	\N	\N	\N	\N	Jr. Pac-Man	1983	Bally Midway	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp8d.bin	\N	\N	8192	e3fa972e	5ea34621213c649ca2848ab31aab2cbe751723d4	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp8e.bin	\N	\N	8192	ec889e94	8294e9e79f8fd19a419431fa690e6ac4a1302f58	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp8h.bin	\N	\N	8192	35f1fc6e	b84b34560b9aae18b24274712b052283faa01730	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp8j.bin	\N	\N	8192	9737099e	07d912a61824323c8fc1b8bd0da89172d4f70b91	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp8k.bin	\N	\N	8192	5252dd97	18bd4d5381656120e4242811006c20776774de4d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp2c.bin	\N	\N	8192	0527ff9b	37fe3176b0d125b7d629e108e7ebdc1196e4a132	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	jrpacman	jrp2e.bin	\N	\N	8192	73477193	f00a488958ea0438642d345693787bdf771219ad	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	ladybug	\N	\N	\N	\N	\N	Lady Bug	1981	Universal	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb1.cpu	\N	\N	4096	d09e0adb	ddc1f849cbcefb64b70a26c2a4c993f0516af814	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb2.cpu	\N	\N	4096	88bc4a0a	193c9f90b7550020c0923cb158dff7d5faa53bc6	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb3.cpu	\N	\N	4096	53e9efce	1960e9cd896b6a65197aefc3f10348103552b598	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb4.cpu	\N	\N	4096	ffc424d7	2a4b9533e61e265bdd38c126add8c26d5bc048d5	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb5.cpu	\N	\N	4096	ad6af809	276275d56c725b9d90eeb44c317ceb06bac27ae7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb6.cpu	\N	\N	4096	cf1acca4	c05de7de4bd05d5c2af6aa752e057a9286f3effc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb9.vid	\N	\N	4096	77b1da1e	58cb82417396a3d96acfc864f091b1a5988f228d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb10.vid	\N	\N	4096	aa82e00b	83a5b745e58844b6dd7d05dfe9dbb5959aaf5c40	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb8.cpu	\N	\N	4096	8b99910b	0bc812cf872f04eacedb50feed53f1aa8a1f24b9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	ladybug	lb7.cpu	\N	\N	4096	86a5b448	f8585a6fcf921e3e21f112dd2de474cb53cef290	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	lizwiz	\N	\N	\N	\N	\N	Lizard Wizard	1985	Techstar (Sunn license)	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	6e.cpu	\N	\N	4096	32bc1990	467c9d70e07f403b6b9118aebe4e6d0abb40a5c1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	6f.cpu	\N	\N	4096	ef24b414	12fce48008c4f9387df0c84f3b0d7c5a1b35d898	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	6h.cpu	\N	\N	4096	30bed83d	8c2458f98320c6887580c71632b544da0a582ba2	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	6j.cpu	\N	\N	4096	dd09baeb	f91447ec1f06bf95106e6872d80dcb82e1d42ffb	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	wiza	\N	\N	4096	f6dea3a6	ec0b123fd2e6de6681ca14f35fda249b2c2ec44f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	wizb	\N	\N	4096	f27fb5a8	3ea384a1064302709d97fc16b347d3c012e90ac7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	5e.cpu	\N	\N	4096	45059e73	c960cd5720bfa21db73e1000fe8be7d5baf2a3a1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	lizwiz	5f.cpu	\N	\N	4096	d2469717	194c8f816e5ff7614b3db4f355223667105738fa	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	mappy	\N	\N	\N	\N	\N	Mappy (US)	1983	Namco	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy1d.64	\N	\N	8192	52e6c708	b9722941438e93325e84691ada4e95620bec73b2	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy1c.64	\N	\N	8192	a958a61c	e5198703cdf47b2cd7fc9f2a5fde7bf4ab2275db	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy1b.64	\N	\N	8192	203766d4	1dbc4f42d4c16a08240a221bec27dcc3a8dd7461	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy1k.64	\N	\N	8192	8182dd5b	f36b57f7f1e79f00b3f07afe1960bca5f5325ee2	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy3b.32	\N	\N	4096	16498b9f	76610149c65f955484fef1c033ddc3fed3f4e568	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy3m.64	\N	\N	8192	f2d9647a	3cc216793c6a5f73c437ad2524563deb3b5e2890	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mappy	mappy3n.64	\N	\N	8192	757cf2b6	8dfbf03953d5219d9eb5fc654ec3392442ba1dc4	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	mrdo	\N	\N	\N	\N	\N	Mr. Do! (Universal)	1982	Universal	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	a4-01.bin	\N	\N	8192	03dcfba2	c15e3d0c4225e0ca120bcd28aca39632575f8e11	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	c4-02.bin	\N	\N	8192	0ecdd39c	c64b3363593911a676c647bf3dba8fe063fcb0de	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	e4-03.bin	\N	\N	8192	358f5dc2	9fed1f5d1d04935d1b77687c8b2f3bfce970dc08	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	f4-04.bin	\N	\N	8192	f4190cfc	24f5125d900f944294d4eda068b710c8f1c6d39f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	s8-09.bin	\N	\N	4096	aa80c5b6	76f9f90deb74598470e7ed565237da38dd07e4e9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	u8-10.bin	\N	\N	4096	d20ec85b	9762bbe34d3fa209ea719807c723f57cb6bf4e01	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	r8-08.bin	\N	\N	4096	dbdc9ffa	93f29fc106283eecbba3fd69cf3c4658aa38ab9f	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	n8-07.bin	\N	\N	4096	4b9973db	8766c51a345a5e63446e65614c6f665ab5fbe0d7	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	h5-05.bin	\N	\N	4096	e1218cc5	d946613a1cf1c97f7533a4f8c2d0078d1b7daaa8	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdo	k5-06.bin	\N	\N	4096	b1f68b04	25709cd81c03df51f27cd730fecf86a1daa9e27e	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	mrdosnow	\N	\N	\N	\N	\N	Mr. Do! (Yukidaruma)	1982	bootleg	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.1	\N	\N	8192	d3454e2c	f8ecb9eec414badbcb65b7188d4a4d06739534cc	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.2	\N	\N	8192	5120a6b2	1db6dc3a91ac024e763179f425ad46d9d0aff8f9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.3	\N	\N	8192	96416dbe	55f5262448b65899309f3e9e16c62b0c1e0b86c3	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.4	\N	\N	8192	c05051b6	6f528370dc097bf1550f4fa4b5f740214bc18f0b	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.9	\N	\N	4096	85d16217	35cb4e4a9e55f42f7818aeaa3f72892d2ddc99aa	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.10	\N	\N	4096	61a7f54b	19b0074f098955d61e5dfab060873ac96fdb30b4	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.8	\N	\N	4096	2bd1239a	43a36afbf7374578e9735956f54412823486b3ff	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.7	\N	\N	4096	ac8ffddf	9911524de6b4e9056944b92a53ac93de110d52bd	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.5	\N	\N	4096	7662d828	559150326e3edc7ee062bfd962fe8d39f9423b45	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrdosnow	dosnow.6	\N	\N	4096	413f88d1	830df0def7289536e2d08e0517cdb6edbc947400	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	mrtnt	\N	\N	\N	\N	\N	Mr. TNT	1983	Telko	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrtnt	tnt.1	\N	\N	4096	0e836586	5037b7c618f05bc3d6a33694729ae575b9aa7dbb	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrtnt	tnt.2	\N	\N	4096	779c4c5b	5ecac4f5b64b306c73d8f57d5260b586789b3055	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrtnt	tnt.3	\N	\N	4096	ad6fc688	e5729e4e42a5b9b3a26de8a44b3a78b49c8b1d8e	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrtnt	tnt.4	\N	\N	4096	d77557b3	689746653b1e19fbcddd0d71db2b86d1019235aa	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrtnt	tnt.5	\N	\N	4096	3038cc0e	f8f5927ea4cbfda8fa7546abd766ba2e8b020004	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mrtnt	tnt.6	\N	\N	4096	97634d8b	4c0fa4bc44bbb4b4614b5cc05e811c469c0e78e8	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	mspacman	\N	\N	\N	\N	\N	Ms. Pac-Man	1981	bootleg	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	boot1	\N	\N	4096	d16b31b7	bc2247ec946b639dd1f00bfc603fa157d0baaa97	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	boot2	\N	\N	4096	0d32de5e	13ea0c343de072508908be885e6a2a217bbb3047	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	boot3	\N	\N	4096	1821ee0b	5ea4d907dbb2690698db72c4e0b5be4d3e9a7786	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	boot4	\N	\N	4096	165a9dd8	3022a408118fa7420060e32a760aeef15b8a96cf	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	boot5	\N	\N	4096	8c3e6de6	fed6e9a2b210b07e7189a18574f6b8c4ec5bb49b	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	boot6	\N	\N	4096	368cb165	387010a0c76319a1eab61b54c9bcb5c66c4b67a1	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	5e	\N	\N	4096	5c281d01	5e8b472b615f12efca3fe792410c23619f067845	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	mspacman	5f	\N	\N	4096	615af909	fd6a1dde780b39aea76bf1c4befa5882573c2ef4	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	namcopac	\N	\N	\N	\N	\N	PuckMan (Japan set 1)	1980	Namco	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	namcopac	namcopac.6e	\N	\N	4096	fee263b3	87117ba5082cd7a615b4ec7c02dd819003fbd669	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	namcopac	namcopac.6f	\N	\N	4096	39d1fc83	326dbbf94c6fa2e96613dedb53702f8832b47d59	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	namcopac	namcopac.6h	\N	\N	4096	02083b03	7e1945f6eb51f2e51806d0439f975f7a2889b9b8	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	namcopac	namcopac.6j	\N	\N	4096	7a36fe55	01b4c38108d9dc4e48da4f8d685248e1e6821377	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	namcopac	namcopac.5e	\N	\N	4096	0c944964	06ef227747a440831c9a3a613b76693d52a2f0a9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	namcopac	namcopac.5f	\N	\N	4096	958fedf9	4a937ac02216ea8c96477d4a15522070507fb599	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	nitedrvr	\N	\N	\N	\N	\N	Night Driver	1976	Atari	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	nitedrvr	6569-01.d2	\N	\N	2048	7afa7542	81018e25ebdeae1daf1308676661063b6fd7fd22	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	nitedrvr	6570-01.f2	\N	\N	2048	bf5d77b1	6f603f8b0973bd89e0e721b66944aac8e9f904d9	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	nitedrvr	6568-01.p2	\N	\N	512	f80d8889	ca573543dcce1221459d5693c476cef14bfac4f4	\N	\N	\N	\N	\N	\N	
game	Sil_s_Single_Emulator_v2.0	pacheart	\N	\N	\N	\N	\N	Pac-Man (Hearts)	1981	hack	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg1	\N	\N	2048	d844b679	c4486198b3126bb8e05a308c53787e51065f77ae	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg2	\N	\N	2048	b9152a38	b6be2cb6bc7dd123503eb6bf1165dd1c99456813	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg3	\N	\N	2048	7d177853	9b5ddaaa8b564654f97af193dbcc29f81f230a25	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg4	\N	\N	2048	842d6574	40e32d09cc8d701eb318716493a68cf3f95d3d6d	\N	\N	\N	\N	\N	\N	
game_rom	Sil_s_Single_Emulator_v2.0	pacheart	pacheart.pg5	\N	\N	2048	9045a44c	a97d7016effbd2ace9a7d92ceb04a6ce18fb42f9	\N	\N	\N	\N	\N	\N	
