game	CPSE_v0.02	ssf2	\N	\N	\N	\N	\N	Super Street Fighter 2: The New Challengers (US 930911) [sound only]	1993	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.03a	\N	\N	524288	f55d3722	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.04a	\N	\N	524288	fdcbdae3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.05a	\N	\N	524288	6c497e92	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.06a	\N	\N	524288	f1bbecb6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.07a	\N	\N	524288	1067ad84	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.08a	\N	\N	524288	4b89f41f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.09a	\N	\N	524288	fc0a4aac	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamj.10a	\N	\N	524288	9270c26b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamjx.03a	\N	\N	524288	2549f7bc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vamjx.04a	\N	\N	524288	fe64a5cf	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.13	vam.13	\N	4194304	c51baf99	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.15	vam.15	\N	4194304	3ce83c77	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.17	vam.17	\N	4194304	4f2408e0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.19	vam.19	\N	4194304	9ff60250	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.14	vam.14	\N	1048576	bd87243c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.16	vam.16	\N	1048576	afec855f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.18	vam.18	\N	1048576	3a033625	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.20	vam.20	\N	1048576	2bff6a89	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.01	vam.01	\N	131072	64b685d5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.02	vam.02	\N	131072	cf7c97c7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.11	vam.11	\N	2097152	4a39deb2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampja	vam.12	vam.12	\N	2097152	1a3e5c03	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	vampjr1	\N	\N	dstlk	dstlk	\N	Vampire: The Night Warriors (Japan 940630) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.03	\N	\N	524288	8895bf77	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.04	\N	\N	524288	5027db3d	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.05	\N	\N	524288	97c66fdb	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.06	\N	\N	524288	9b4c3426	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.07	\N	\N	524288	303bc4fd	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.08	\N	\N	524288	3dea3646	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.09	\N	\N	524288	c119a827	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamj.10	\N	\N	524288	46593b79	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamjx.03	\N	\N	524288	f6fe646a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vamjx.04	\N	\N	524288	566014e5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.13	vam.13	\N	4194304	c51baf99	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.15	vam.15	\N	4194304	3ce83c77	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.17	vam.17	\N	4194304	4f2408e0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.19	vam.19	\N	4194304	9ff60250	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.14	vam.14	\N	1048576	bd87243c	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.16	vam.16	\N	1048576	afec855f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.18	vam.18	\N	1048576	3a033625	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.20	vam.20	\N	1048576	2bff6a89	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.01	vam.01	\N	131072	64b685d5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.02	vam.02	\N	131072	cf7c97c7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.11	vam.11	\N	2097152	4a39deb2	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	vampjr1	vam.12	vam.12	\N	2097152	1a3e5c03	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	ringdest	\N	\N	\N	\N	\N	Ring of Destruction: Slammasters II (Euro 940902) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbe.03b	\N	\N	524288	b8016278	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbe.04b	\N	\N	524288	18c4c447	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbe.05b	\N	\N	524288	18ebda7f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbe.06b	\N	\N	524288	89c80007	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.07	\N	\N	524288	b9a11577	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.08	\N	\N	524288	f931b76b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbex.03b	\N	\N	524288	3b1457bd	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbex.04b	\N	\N	524288	6299eb4e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smbex.05b	\N	\N	524288	be4a84d1	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.13	\N	\N	2097152	d9b2d1de	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.15	\N	\N	2097152	9a766d92	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.17	\N	\N	2097152	51800f0f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.19	\N	\N	2097152	35757e96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.14	\N	\N	2097152	e5bfd0e7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.16	\N	\N	2097152	c56c0866	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.18	\N	\N	2097152	4ded3910	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.20	\N	\N	2097152	26ea1ec5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.21	\N	\N	524288	0a08c5fc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.23	\N	\N	524288	0911b6c4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.25	\N	\N	524288	82d6c4ec	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.27	\N	\N	524288	9b48678b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.01	\N	\N	131072	0abc229a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.02	\N	\N	131072	d051679a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.11	\N	\N	2097152	c56935f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	ringdest	smb.12	\N	\N	2097152	955b0782	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	smbomb	\N	\N	ringdest	ringdest	\N	Super Muscle Bomber: The International Blowout (Japan 940831) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbj.03a	\N	\N	524288	1c5613de	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbj.04a	\N	\N	524288	29071ed7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbj.05a	\N	\N	524288	eb20bce4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbj.06a	\N	\N	524288	94b420cd	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.07	smb.07	\N	524288	b9a11577	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.08	smb.08	\N	524288	f931b76b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbjx.03a	\N	\N	524288	3600f8d8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbjx.04a	\N	\N	524288	6d0f1b81	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smbjx.05a	\N	\N	524288	97f5b4af	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.13	smb.13	\N	2097152	d9b2d1de	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.15	smb.15	\N	2097152	9a766d92	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.17	smb.17	\N	2097152	51800f0f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.19	smb.19	\N	2097152	35757e96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.14	smb.14	\N	2097152	e5bfd0e7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.16	smb.16	\N	2097152	c56c0866	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.18	smb.18	\N	2097152	4ded3910	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.20	smb.20	\N	2097152	26ea1ec5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.21	smb.21	\N	524288	0a08c5fc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.23	smb.23	\N	524288	0911b6c4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.25	smb.25	\N	524288	82d6c4ec	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.27	smb.27	\N	524288	9b48678b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.01	smb.01	\N	131072	0abc229a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.02	smb.02	\N	131072	d051679a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.11	smb.11	\N	2097152	c56935f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbomb	smb.12	smb.12	\N	2097152	955b0782	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	smbombr1	\N	\N	ringdest	ringdest	\N	Super Muscle Bomber: The International Blowout (Japan 940808) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbj.03	\N	\N	524288	52eafb10	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbj.04	\N	\N	524288	aa6e8078	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbj.05	\N	\N	524288	b69e7d5f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbj.06	\N	\N	524288	8d857b56	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.07	smb.07	\N	524288	b9a11577	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.08	smb.08	\N	524288	f931b76b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbjx.03	\N	\N	524288	b0b67439	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbjx.04	\N	\N	524288	a012f690	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smbjx.05	\N	\N	524288	f6e886d0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.13	smb.13	\N	2097152	d9b2d1de	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.15	smb.15	\N	2097152	9a766d92	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.17	smb.17	\N	2097152	51800f0f	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.19	smb.19	\N	2097152	35757e96	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.14	smb.14	\N	2097152	e5bfd0e7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.16	smb.16	\N	2097152	c56c0866	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.18	smb.18	\N	2097152	4ded3910	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.20	smb.20	\N	2097152	26ea1ec5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.21	smb.21	\N	524288	0a08c5fc	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.23	smb.23	\N	524288	0911b6c4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.25	smb.25	\N	524288	82d6c4ec	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.27	smb.27	\N	524288	9b48678b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.01	smb.01	\N	131072	0abc229a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.02	smb.02	\N	131072	d051679a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.11	smb.11	\N	2097152	c56935f9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	smbombr1	smb.12	smb.12	\N	2097152	955b0782	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	armwar	\N	\N	\N	\N	\N	Armored Warriors (Euro 941011) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwge.03b	\N	\N	524288	e822e3e9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwge.04b	\N	\N	524288	4f89de39	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwge.05a	\N	\N	524288	83df24e5	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.06	\N	\N	524288	87a60ce8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.07	\N	\N	524288	f7b148df	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.08	\N	\N	524288	cc62823e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.09	\N	\N	524288	ddc85ca6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.10	\N	\N	524288	07c4fb28	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwgex.03b	\N	\N	524288	741fc2b0	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwgex.04b	\N	\N	524288	5bb96a5d	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.13	\N	\N	4194304	ae8fe08e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.15	\N	\N	4194304	db560f58	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.17	\N	\N	4194304	bc475b94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.19	\N	\N	4194304	07439ff7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.14	\N	\N	1048576	c3f9ba63	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.16	\N	\N	1048576	815b0e7b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.18	\N	\N	1048576	0109c71b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.20	\N	\N	1048576	eb75ffbe	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.01	\N	\N	131072	18a5c0e4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.02	\N	\N	131072	c9dfffa6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.11	\N	\N	2097152	a78f7433	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwar	pwg.12	\N	\N	2097152	77438ed0	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	armwaru	\N	\N	armwar	armwar	\N	Armored Warriors (US 941024) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwgu.03b	\N	\N	524288	8b95497a	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwgu.04b	\N	\N	524288	29eb5661	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwgu.05b	\N	\N	524288	a54e9e44	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.06	pwg.06	\N	524288	87a60ce8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.07	pwg.07	\N	524288	f7b148df	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.08	pwg.08	\N	524288	cc62823e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.09a	\N	\N	524288	4c26baee	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.10	pwg.10	\N	524288	07c4fb28	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwgux.03b	\N	\N	524288	5d41ddde	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwgux.04b	\N	\N	524288	4d0619f3	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.13	pwg.13	\N	4194304	ae8fe08e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.15	pwg.15	\N	4194304	db560f58	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.17	pwg.17	\N	4194304	bc475b94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.19	pwg.19	\N	4194304	07439ff7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.14	pwg.14	\N	1048576	c3f9ba63	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.16	pwg.16	\N	1048576	815b0e7b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.18	pwg.18	\N	1048576	0109c71b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.20	pwg.20	\N	1048576	eb75ffbe	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.01	pwg.01	\N	131072	18a5c0e4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.02	pwg.02	\N	131072	c9dfffa6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.11	pwg.11	\N	2097152	a78f7433	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	armwaru	pwg.12	pwg.12	\N	2097152	77438ed0	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	pgear	\N	\N	armwar	armwar	\N	Powered Gear: Strategic Variant Armor Equipment (Japan 941024) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwgj.03a	\N	\N	524288	c79c0c02	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwgj.04a	\N	\N	524288	167c6ed8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwgj.05a	\N	\N	524288	a63fb400	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.06	pwg.06	\N	524288	87a60ce8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.07	pwg.07	\N	524288	f7b148df	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.08	pwg.08	\N	524288	cc62823e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.09a	\N	\N	524288	4c26baee	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.10	pwg.10	\N	524288	07c4fb28	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwgjx.03a	\N	\N	524288	cf0284a9	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwgjx.04a	\N	\N	524288	99437cf1	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.13	pwg.13	\N	4194304	ae8fe08e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.15	pwg.15	\N	4194304	db560f58	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.17	pwg.17	\N	4194304	bc475b94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.19	pwg.19	\N	4194304	07439ff7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.14	pwg.14	\N	1048576	c3f9ba63	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.16	pwg.16	\N	1048576	815b0e7b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.18	pwg.18	\N	1048576	0109c71b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.20	pwg.20	\N	1048576	eb75ffbe	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.01	pwg.01	\N	131072	18a5c0e4	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.02	pwg.02	\N	131072	c9dfffa6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.11	pwg.11	\N	2097152	a78f7433	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgear	pwg.12	pwg.12	\N	2097152	77438ed0	\N	\N	\N	\N	\N	\N	\N	
game	CPSE_v0.02	pgearr1	\N	\N	armwar	armwar	\N	Powered Gear: Strategic Variant Armor Equipment (Japan 940916) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwgj.03	\N	\N	524288	f264e74b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwgj.04	\N	\N	524288	23a84983	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwgj.05	\N	\N	524288	bef58c62	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.06	pwg.06	\N	524288	87a60ce8	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.07	pwg.07	\N	524288	f7b148df	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.08	pwg.08	\N	524288	cc62823e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.09	pwg.09	\N	524288	ddc85ca6	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.10	pwg.10	\N	524288	07c4fb28	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwgjx.03	\N	\N	524288	ebd9e371	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwgjx.04	\N	\N	524288	e05a4756	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.13	pwg.13	\N	4194304	ae8fe08e	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.15	pwg.15	\N	4194304	db560f58	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.17	pwg.17	\N	4194304	bc475b94	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.19	pwg.19	\N	4194304	07439ff7	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.14	pwg.14	\N	1048576	c3f9ba63	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.16	pwg.16	\N	1048576	815b0e7b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.18	pwg.18	\N	1048576	0109c71b	\N	\N	\N	\N	\N	\N	\N	
game_rom	CPSE_v0.02	pgearr1	pwg.20	pwg.20	\N	1048576	eb75ffbe	\N	\N	\N	\N	\N	\N	\N	
